Id,ItemId,RM,PRO,FIN,Mid
25146,59747,0,0,1,4315
25147,60067,0,0,1,4316
25148,60069,0,0,1,4316
25149,59643,0,0,1,4316
25150,59696,0,0,1,4316
25151,59641,0,0,1,4317
25152,59538,0,0,1,4317
25153,59510,0,0,1,4317
25154,58242,0,0,1,4318
25155,57870,0,0,1,4318
25156,57866,0,0,1,4318
25157,59371,0,0,1,4319
25158,59255,0,0,1,4320
25159,59021,0,0,1,4320
25160,59709,0,0,1,4320
25161,57657,0,0,1,4321
25162,58107,0,0,1,4321
25163,57995,0,0,1,4321
25164,58133,0,0,1,4321
25165,58079,0,0,1,4321
25166,59727,0,0,1,4322
25167,59858,0,0,1,4322
25168,59755,0,0,1,4322
25169,59984,0,0,1,4322
25170,59944,1,0,0,4323
25171,59956,1,0,0,4323
25172,59976,1,0,0,4323
25173,59224,0,1,0,4324
25174,59224,1,0,0,4324
25175,59118,0,0,1,4325
25176,59372,0,1,0,4326
25177,60354,1,0,0,4327
25178,60354,0,1,0,4327
25179,57733,0,0,1,4328
25180,57636,0,0,1,4328
25181,58022,0,0,1,4328
25182,57658,0,0,1,4328
25183,57596,0,0,1,4328
25184,57696,0,0,1,4328
25185,57603,0,0,1,4328
25186,58036,0,0,1,4328
25187,57610,0,0,1,4328
25188,58093,0,0,1,4328
25189,57797,0,0,1,4328
25190,57974,0,0,1,4328
25191,58033,0,0,1,4328
25192,57590,0,0,1,4328
25193,57957,0,0,1,4328
25194,57706,0,0,1,4328
25195,57950,0,0,1,4328
25196,57746,0,0,1,4328
25197,57628,0,0,1,4328
25198,57882,0,0,1,4328
25199,59459,0,0,1,4329
25200,57996,0,0,1,4330
25201,57688,0,0,1,4330
25202,57627,0,0,1,4330
25203,57777,0,0,1,4330
25204,58134,0,0,1,4330
25205,57715,0,0,1,4330
25206,57728,0,0,1,4330
25207,59583,1,0,0,4331
25208,59583,0,1,0,4331
25209,59905,1,0,0,4331
25210,59905,0,1,0,4331
25211,58187,1,0,0,4331
25212,58187,0,1,0,4331
25213,59465,1,0,0,4331
25214,59465,0,1,0,4331
25215,57918,1,0,0,4332
25216,57918,0,1,0,4332
25217,59620,1,0,0,4332
25218,59620,0,1,0,4332
25219,59633,0,1,0,4332
25220,57786,0,0,1,4333
25221,57766,0,0,1,4333
25222,57874,0,0,1,4333
25223,58007,0,0,1,4333
25224,57924,0,0,1,4333
25225,58080,0,0,1,4333
25226,57984,0,0,1,4333
25227,58108,0,0,1,4333
25228,57670,0,0,1,4333
25229,57650,0,0,1,4333
25230,58137,1,0,0,4334
25231,58137,0,1,0,4334
25232,58001,1,0,0,4334
25233,58001,0,1,0,4334
25234,57887,1,0,0,4334
25235,57887,0,1,0,4334
25236,57987,1,0,0,4334
25237,57987,0,1,0,4334
25238,59798,1,0,0,4335
25239,59798,0,1,0,4335
25240,59786,1,0,0,4335
25241,59786,0,1,0,4335
25242,59797,1,0,0,4335
25243,59797,0,1,0,4335
25244,58228,1,0,0,4335
25245,58228,0,1,0,4335
25246,59787,1,0,0,4335
25247,59787,0,1,0,4335
25248,59593,1,0,0,4335
25249,59593,0,1,0,4335
25250,59610,1,0,0,4335
25251,59610,0,1,0,4335
25252,59564,1,0,0,4335
25253,59564,0,1,0,4335
25254,59561,1,0,0,4335
25255,59561,0,1,0,4335
25256,59556,1,0,0,4335
25257,59556,0,1,0,4335
25258,58330,1,0,0,4335
25259,58330,0,1,0,4335
25260,59952,1,0,0,4335
25261,59952,0,1,0,4335
25262,59719,1,0,0,4335
25263,59719,0,1,0,4335
25264,59954,1,0,0,4335
25265,59954,0,1,0,4335
25266,59940,1,0,0,4335
25267,59940,0,1,0,4335
25268,59941,1,0,0,4335
25269,59941,0,1,0,4335
25270,59598,1,0,0,4335
25271,59598,0,1,0,4335
25272,59569,1,0,0,4336
25273,59569,0,1,0,4336
25274,59889,0,1,0,4336
25275,58186,1,0,0,4336
25276,58186,0,1,0,4336
25277,59770,1,0,0,4336
25278,59770,0,1,0,4336
25279,59769,1,0,0,4336
25280,59769,0,1,0,4336
25281,59567,1,0,0,4336
25282,59567,0,1,0,4336
25283,59925,1,0,0,4336
25284,59925,0,1,0,4336
25285,59742,1,0,0,4336
25286,59742,0,1,0,4336
25287,59736,1,0,0,4336
25288,59736,0,1,0,4336
25289,59972,1,0,0,4336
25290,59972,0,1,0,4336
25291,59932,0,0,1,4337
25292,59927,0,0,1,4337
25293,59977,0,0,1,4337
25294,59987,0,0,1,4338
25295,59953,0,0,1,4338
25296,59852,0,0,1,4338
25297,59785,0,0,1,4338
25298,57695,0,0,1,4339
25299,57710,0,0,1,4339
25300,58087,0,0,1,4339
25301,57580,0,0,1,4339
25302,59587,0,0,1,4340
25303,59618,0,0,1,4340
25304,59599,0,0,1,4340
25305,58336,0,0,1,4340
25306,59576,0,0,1,4340
25307,59575,0,0,1,4340
25308,59800,0,0,1,4340
25309,59766,0,0,1,4340
25310,58699,0,0,1,4341
25311,57752,0,0,1,4341
25312,58693,0,0,1,4341
25313,57745,0,0,1,4342
25314,57546,0,0,1,4342
25315,57751,0,0,1,4342
25316,57701,0,0,1,4342
25317,57890,0,0,1,4342
25318,59965,0,0,1,4343
25319,59460,0,0,1,4343
25320,60023,0,0,1,4343
25321,59908,0,0,1,4343
25322,59756,0,0,1,4343
25323,59722,0,0,1,4343
25324,59728,0,0,1,4343
25325,60068,0,0,1,4344
25326,58333,0,0,1,4345
25327,59781,0,0,1,4345
25328,59507,0,0,1,4345
25329,59793,0,0,1,4345
25330,59560,0,0,1,4345
25331,59763,0,0,1,4345
25332,59592,0,0,1,4345
25333,59637,0,0,1,4345
25334,59638,0,0,1,4345
25335,59764,0,0,1,4346
25336,59783,0,0,1,4346
25337,59572,0,0,1,4346
25338,59971,0,0,1,4346
25339,59855,0,0,1,4346
25340,59976,0,1,0,4346
25341,59626,0,0,1,4346
25342,58698,0,0,1,4347
25343,58701,0,0,1,4347
25344,59887,0,0,1,4348
25345,59931,0,0,1,4348
25346,59924,0,0,1,4348
25347,59949,0,0,1,4348
25348,59938,0,0,1,4348
25349,59715,0,0,1,4348
25350,59847,0,0,1,4348
25351,59969,0,0,1,4349
25352,59609,0,0,1,4349
25353,59790,0,0,1,4349
25354,59914,0,0,1,4349
25355,59918,0,0,1,4349
25356,59544,0,0,1,4349
25357,59734,0,0,1,4349
25358,60463,0,0,1,4350
25359,59615,0,0,1,4350
25360,59557,0,0,1,4350
25361,59629,0,0,1,4351
25362,59983,0,0,1,4351
25363,59959,0,0,1,4351
25364,59922,0,0,1,4351
25365,59917,0,0,1,4351
25366,58329,0,0,1,4351
25367,59718,0,0,1,4351
25368,59738,0,0,1,4351
25369,59725,0,0,1,4351
25370,58692,0,0,1,4352
25371,59588,0,0,1,4353
25372,59594,0,0,1,4353
25373,59453,0,0,1,4353
25374,59548,0,0,1,4353
25375,57353,0,0,1,4354
25376,58178,0,0,1,4354
25377,59714,0,0,1,4355
25378,59750,0,0,1,4355
25379,59923,0,0,1,4355
25380,59930,0,0,1,4355
25381,59782,0,0,1,4355
25382,59741,0,0,1,4355
25383,59726,0,0,1,4355
25384,59906,0,0,1,4355
25385,59759,0,0,1,4355
25386,58221,0,0,1,4355
25387,57719,0,0,1,4356
25388,57873,0,0,1,4356
25389,57683,0,0,1,4356
25390,57991,0,0,1,4356
25391,57973,0,0,1,4356
25392,58006,0,0,1,4356
25393,59640,0,0,1,4357
25394,59803,0,0,1,4357
25395,59535,0,0,1,4357
25396,59963,0,0,1,4357
25397,59498,0,0,1,4357
25398,59566,0,0,1,4357
25399,59804,0,0,1,4357
25400,58184,0,0,1,4357
25401,59966,0,0,1,4357
25402,59600,0,0,1,4357
25403,60922,0,0,1,4358
25404,60924,0,0,1,4358
25405,59929,0,0,1,4359
25406,59982,0,0,1,4359
25407,59935,0,0,1,4359
25408,59767,0,0,1,4359
25409,59960,0,0,1,4359
25410,59919,0,0,1,4359
25411,59915,0,0,1,4359
25412,59724,0,0,1,4359
25413,60985,0,0,1,4360
25414,60986,0,0,1,4360
25415,60924,0,0,1,4361
25416,60922,0,0,1,4362
25417,60581,1,0,0,4363
25418,60581,0,1,0,4363
25419,60582,1,0,0,4363
25420,60582,0,1,0,4363
25421,60583,1,0,0,4363
25422,60583,0,1,0,4363
25423,60584,1,0,0,4363
25424,60584,0,1,0,4363
25425,60585,1,0,0,4363
25426,60585,0,1,0,4363
25427,60586,1,0,0,4363
25428,60586,0,1,0,4363
25429,60587,1,0,0,4363
25430,60587,0,1,0,4363
25431,60588,1,0,0,4363
25432,60588,0,1,0,4363
25433,60686,1,0,0,4363
25434,60686,0,1,0,4363
25435,60643,1,0,0,4363
25436,60643,0,1,0,4363
25437,60682,1,0,0,4363
25438,60682,0,1,0,4363
25439,60710,1,0,0,4363
25440,60710,0,1,0,4363
25441,60728,1,0,0,4363
25442,60728,0,1,0,4363
25443,60493,0,0,1,4364
25444,60491,0,0,1,4364
25445,60473,0,0,1,4364
25446,60482,0,0,1,4364
25447,60492,0,0,1,4364
25448,60472,0,0,1,4364
25449,60483,0,0,1,4364
25450,60553,0,0,1,4365
25451,60554,0,0,1,4365
25452,60557,0,0,1,4365
25453,60558,0,0,1,4365
25454,60536,0,0,1,4365
25455,60529,0,0,1,4365
25456,60562,0,0,1,4365
25457,60563,0,0,1,4365
25458,60565,0,0,1,4365
25459,60566,0,0,1,4365
25460,60569,0,0,1,4365
25461,60570,0,0,1,4365
25462,60573,0,0,1,4365
25463,60574,0,0,1,4365
25464,60577,0,0,1,4365
25465,60578,0,0,1,4365
25466,60763,0,0,1,4365
25467,60770,0,0,1,4365
25468,60741,0,0,1,4365
25469,60748,0,0,1,4365
25470,60755,0,0,1,4365
25471,60804,0,0,1,4365
25472,60718,0,0,1,4365
25473,60719,0,0,1,4365
25474,60494,0,0,1,4366
25475,60722,0,0,1,4367
25476,60723,0,0,1,4367
25477,60843,0,0,1,4367
25478,60844,0,0,1,4367
25479,60810,0,0,1,4367
25480,60817,0,0,1,4367
25481,60862,0,0,1,4367
25482,60868,0,0,1,4367
25483,60869,0,0,1,4367
25484,60872,0,0,1,4367
25485,60873,0,0,1,4367
25486,60878,0,0,1,4367
25487,60879,0,0,1,4367
25488,60883,0,0,1,4367
25489,60884,0,0,1,4367
25490,60729,0,0,1,4367
25491,60600,1,0,0,4368
25492,60600,0,1,0,4368
25493,60601,1,0,0,4368
25494,60601,0,1,0,4368
25495,60602,1,0,0,4368
25496,60602,0,1,0,4368
25497,60603,1,0,0,4368
25498,60603,0,1,0,4368
25499,60604,1,0,0,4368
25500,60604,0,1,0,4368
25501,60605,1,0,0,4368
25502,60605,0,1,0,4368
25503,60726,1,0,0,4368
25504,60726,0,1,0,4368
25505,60727,1,0,0,4368
25506,60727,0,1,0,4368
25507,60645,1,0,0,4368
25508,60645,0,1,0,4368
25509,60685,1,0,0,4368
25510,60685,0,1,0,4368
25511,60616,1,0,0,4368
25512,60616,0,1,0,4368
25513,60618,1,0,0,4368
25514,60618,0,1,0,4368
25515,60764,1,0,0,4368
25516,60764,0,1,0,4368
25517,60771,1,0,0,4368
25518,60771,0,1,0,4368
25519,60742,1,0,0,4368
25520,60742,0,1,0,4368
25521,60749,1,0,0,4368
25522,60749,0,1,0,4368
25523,60756,1,0,0,4368
25524,60756,0,1,0,4368
25525,60805,1,0,0,4368
25526,60805,0,1,0,4368
25527,61224,0,0,1,4369
25528,60797,0,0,1,4370
25529,60822,0,0,1,4370
25530,60897,0,0,1,4370
25531,60852,0,0,1,4370
25532,60905,0,0,1,4370
25533,60920,0,0,1,4370
25534,60916,0,0,1,4370
25535,60894,0,0,1,4370
25536,60617,0,0,1,4370
25537,60875,0,0,1,4370
25538,60699,0,0,1,4371
25539,60716,0,0,1,4371
25540,60783,0,0,1,4371
25541,60779,0,0,1,4371
25542,60794,0,0,1,4371
25543,60842,0,0,1,4371
25544,60830,0,0,1,4371
25545,60575,0,0,1,4371
25546,60870,0,0,1,4371
25547,60942,0,0,1,4371
25548,60613,0,0,1,4371
25549,60965,0,0,1,4372
25550,60966,0,0,1,4372
25551,60990,0,0,1,4372
25552,60978,0,0,1,4373
25553,60979,0,0,1,4373
25554,60980,0,0,1,4373
25555,60981,0,0,1,4373
25556,60720,0,0,1,4374
25557,60555,0,0,1,4374
25558,60567,0,0,1,4374
25559,60504,0,0,1,4375
25560,60471,0,0,1,4375
25561,60501,0,0,1,4375
25562,60502,0,0,1,4375
25563,60495,0,0,1,4375
25564,60500,0,0,1,4375
25565,60499,0,0,1,4375
25566,60498,0,0,1,4375
25567,60481,0,0,1,4375
25568,58827,0,0,1,4376
25569,58892,0,0,1,4376
25570,58893,0,0,1,4376
25571,58894,0,0,1,4376
25572,58821,0,0,1,4376
25573,58822,0,0,1,4376
25574,58823,0,0,1,4376
25575,58824,0,0,1,4376
25576,60475,0,0,1,4376
25577,60477,0,0,1,4377
25578,60484,0,0,1,4377
25579,60505,0,0,1,4377
25580,60485,0,0,1,4377
25581,60489,0,0,1,4377
25582,60497,0,0,1,4377
25583,60506,0,0,1,4378
25584,60508,0,0,1,4378
25585,60490,0,0,1,4378
25586,60539,0,0,1,4379
25587,60533,0,0,1,4379
25588,60948,0,0,1,4380
25589,60991,0,0,1,4380
25590,60952,0,0,1,4381
25591,60801,0,0,1,4382
25592,60724,0,0,1,4382
25593,60703,0,0,1,4382
25594,60838,0,0,1,4382
25595,60571,0,0,1,4382
25596,60559,0,0,1,4382
25597,60787,0,0,1,4382
25598,60791,0,0,1,4382
25599,60849,0,0,1,4382
25600,60826,0,0,1,4382
25601,60624,0,0,1,4382
25602,60811,1,0,0,4383
