Id,MId,PONo,PRNo,PRId,SPRNo,SPRId,Qty,Rate,Discount,AddDesc,PF,ExST,VAT,DelDate,AmendmentNo,BudgetCode,PODId
41456,7563,0927,0273,39672,,0,2.0,2430.0,0.0,,1,31,94,2019-12-15,0,1,54433
41457,7563,0927,0273,39673,,0,1.0,2967.0,0.0,,1,31,94,2019-12-15,0,1,54434
41458,7563,0927,0273,39674,,0,1.0,2739.0,0.0,,1,31,94,2019-12-15,0,1,54435
41459,7563,0927,0273,39675,,0,1.0,2247.0,0.0,,1,31,94,2019-12-15,0,1,54436
41460,7563,0927,0273,39676,,0,1.0,2556.0,0.0,,1,31,94,2019-12-15,0,1,54437
41461,7563,0927,0273,39677,,0,1.0,2520.0,0.0,,1,31,94,2019-12-15,0,1,54438
41462,7563,0927,0273,39678,,0,1.0,2154.0,0.0,,1,31,94,2019-12-15,0,1,54439
41463,7564,0928,0276,39693,,0,110.0,12.0,0.0,-,1,1,125,2019-12-15,0,1,54440
41464,7565,0932,0280,39709,,0,1.0,116.0,0.0,-,1,31,94,2019-12-17,0,1,54463
41465,7566,0948,0250,39570,,0,140.0,0.7,0.0,,1,31,94,2019-12-18,0,2,54581
41466,7567,0897,0217,39408,,0,500.0,117.6,0.0,,1,31,94,2019-12-09,0,4,54285
41467,7567,0897,0217,39425,,0,200.0,73.74,0.0,,1,31,94,2019-12-09,0,4,54286
41468,7567,0897,0217,39427,,0,100.0,46.12,0.0,,1,31,94,2019-12-09,0,4,54287
41469,7567,0897,0217,39428,,0,100.0,35.5,0.0,,1,31,94,2019-12-09,0,4,54288
41470,7567,0897,0217,39426,,0,200.0,65.36,0.0,,1,31,94,2019-12-09,0,4,54289
41471,7567,0897,0217,39429,,0,100.0,9.3,0.0,,1,31,94,2019-12-09,0,4,54290
41472,7567,0897,0217,39433,,0,30.0,23.15,0.0,,1,31,94,2019-12-09,0,4,54291
41473,7567,0897,0217,39435,,0,300.0,39.0,0.0,,1,31,94,2019-12-09,0,4,54292
41474,7567,0897,0217,39436,,0,43.0,1.0,0.0,,1,31,94,2019-12-09,0,4,54293
41475,7568,0928,0276,39693,,0,110.0,12.0,0.0,-,1,1,125,2019-12-16,1,1,54440
41476,7569,0965,,0,0978,19032,50.0,150.0,0.0,-,1,1,1,2019-12-24,0,0,54733
41477,7570,0974,,0,0942,18933,30.0,85.0,0.0,,1,31,94,2019-12-23,0,1,54750
41478,7571,0980,0320,39973,,0,100.0,212.0,0.0,,1,31,94,2019-12-23,0,4,54766
41479,7571,0980,0320,39972,,0,100.0,296.0,0.0,,1,31,94,2019-12-23,0,4,54767
41480,7572,0844,0206,39329,,0,15.0,170.0,40.0,,1,31,94,2019-12-02,1,2,53988
41481,7572,0844,0206,39330,,0,120.0,133.4,40.0,,1,31,94,2019-12-02,1,2,53989
41482,7572,0844,0206,39331,,0,96.0,129.0,40.0,,1,31,94,2019-12-02,1,2,53990
41483,7572,0844,0206,39332,,0,42.0,3933.0,40.0,,1,31,94,2019-12-02,1,2,53991
41484,7572,0844,0206,39333,,0,13.0,5828.0,40.0,,1,31,94,2019-12-02,1,2,53992
41485,7572,0844,0206,39334,,0,95.0,176.0,40.0,,1,31,94,2019-12-02,1,2,53993
41486,7572,0844,0206,39335,,0,40.0,692.0,40.0,,1,31,94,2019-12-02,1,2,53994
41487,7572,0844,0206,39336,,0,8.0,3145.0,40.0,,1,31,94,2019-12-02,2,2,53995
41488,7572,0844,0206,39337,,0,6.0,15009.0,40.0,,1,31,94,2019-12-02,2,2,53996
41489,7572,0844,0206,39338,,0,16.0,16398.0,40.0,,1,31,94,2019-12-02,1,2,53997
41490,7572,0844,0207,39339,,0,32.0,1.0,0.0,,1,31,94,2019-12-01,0,2,53998
41491,7572,0844,0207,39340,,0,48.0,136.0,40.0,,1,31,94,2019-12-02,1,2,53999
41492,7572,0844,0207,39341,,0,9.0,4731.0,40.0,,1,31,94,2019-12-02,1,2,54000
41493,7572,0844,0207,39342,,0,8.0,22798.0,40.0,,1,31,94,2019-12-02,3,2,54001
41494,7573,0985,,0,0405,17327,1.0,22.0,15.0,,1,31,94,2019-12-24,0,0,54779
41495,7574,0989,,0,0691,18177,1.0,34000.0,10.0,,1,31,94,2019-12-24,0,0,54794
41496,7575,0997,0328,40048,,0,6.0,2250.0,0.0,,1,31,94,2019-12-25,0,4,54858
41497,7575,0997,0328,40049,,0,1.0,2775.0,0.0,,1,31,94,2019-12-25,0,4,54859
41498,7576,0938,0290,39748,,0,6.0,400.0,0.0,,1,1,1,2019-12-16,0,1,54507
41499,7576,0938,0290,39749,,0,1.0,120.0,0.0,,1,1,1,2019-12-16,0,1,54508
41500,7576,0938,0290,39750,,0,1.0,120.0,0.0,,1,1,1,2019-12-16,0,1,54509
41501,7577,1010,,0,0992,19073,8.0,320.0,0.0,,1,1,1,2019-12-26,0,1,54895
41502,7578,1014,,0,0999,19086,2.0,1800.0,0.0,-,1,31,94,2019-12-31,0,1,54947
41503,7579,1016,0323,40001,,0,30.0,105.0,0.0,-,1,31,94,2019-12-28,0,1,54951
41504,7579,1016,0323,39999,,0,15.0,213.0,0.0,-,1,31,94,2019-12-28,0,1,54952
41505,7580,1016,0323,40001,,0,30.0,105.0,0.0,-,1,31,94,2019-12-28,0,1,54951
41506,7580,1016,0323,39999,,0,15.0,213.0,0.0,-,1,31,94,2019-12-28,0,1,54952
41507,7581,1015,0339,40128,,0,1.0,86500.0,5.0,,1,31,94,2019-12-31,0,1,54948
41508,7581,1015,0339,40129,,0,1.0,86500.0,5.0,,1,31,94,2019-12-31,0,1,54949
41509,7581,1015,0339,40130,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,0,1,54950
41510,7582,1015,0339,40128,,0,1.0,86500.0,5.0,,1,31,94,2019-12-31,0,1,54948
41511,7582,1015,0339,40129,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,1,1,54949
41512,7582,1015,0339,40130,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,0,1,54950
41513,7583,1015,0339,40128,,0,1.0,86500.0,5.0,,1,31,94,2019-12-31,0,1,54948
41514,7583,1015,0339,40129,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,1,1,54949
41515,7583,1015,0339,40130,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,0,1,54950
41516,7584,1015,0339,40128,,0,1.0,86500.0,5.0,,1,31,94,2019-12-31,0,1,54948
41517,7584,1015,0339,40129,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,1,1,54949
41518,7584,1015,0339,40130,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,0,1,54950
41519,7585,0829,0187,39192,,0,6.0,5021.0,40.0,,1,31,94,2019-11-27,0,2,53869
41520,7585,0829,0187,39193,,0,2.0,4670.0,40.0,,1,31,94,2019-11-27,0,2,53870
41521,7585,0829,0187,39194,,0,10.0,4950.0,40.0,,1,31,94,2019-11-27,0,2,53871
41522,7585,0829,0187,39195,,0,4.0,5043.0,40.0,,1,31,94,2019-11-27,0,2,53872
41523,7585,0829,0187,39196,,0,60.0,5323.0,40.0,,1,31,94,2019-11-27,0,2,53873
41524,7585,0829,0187,39197,,0,2.0,6113.0,40.0,,1,31,94,2019-11-27,0,2,53874
41525,7585,0829,0187,39198,,0,16.0,6225.0,40.0,,1,31,94,2019-11-27,0,2,53875
41526,7585,0829,0187,39199,,0,4.0,5137.0,40.0,,1,31,94,2019-11-27,0,2,53876
41527,7585,0829,0187,39200,,0,6.0,6219.0,40.0,,1,31,94,2019-11-27,0,2,53877
41528,7585,0829,0187,39201,,0,6.0,6779.0,40.0,,1,31,94,2019-11-27,0,2,53878
41529,7585,0829,0187,39202,,0,3.0,21779.0,40.0,,1,31,94,2019-11-27,0,2,53879
41530,7585,0829,0187,39203,,0,3.0,21779.0,40.0,,1,31,94,2019-11-27,0,2,53880
41531,7585,0829,0188,39209,,0,3.0,4587.0,40.0,,1,31,94,2019-11-27,0,2,53881
41532,7586,0998,0329,40050,,0,100.0,100.0,0.0,,1,31,94,2019-12-25,0,2,54860
41533,7587,1020,0313,39942,,0,12.0,35.0,0.0,,1,31,94,2019-12-30,0,2,54976
41534,7588,1021,0345,40157,,0,15.0,50.0,0.0,,1,31,94,2019-12-30,0,2,54977
41535,7589,0959,0312,39918,,0,118.0,17.98,50.0,,1,31,94,2019-12-21,0,2,54681
41536,7589,0959,0312,39916,,0,170.0,20.47,50.0,,1,31,94,2019-12-21,0,2,54682
41537,7589,0959,0312,39917,,0,61.0,22.71,50.0,,1,31,94,2019-12-21,0,2,54683
41538,7589,0959,0312,39919,,0,5.0,162.17,50.0,,1,31,94,2019-12-21,0,2,54684
41539,7589,0959,0312,39920,,0,70.0,253.42,50.0,,1,31,94,2019-12-21,0,2,54685
41540,7589,0959,0312,39922,,0,5.0,3.0,0.0,,1,31,94,2019-12-21,0,2,54686
41541,7589,0959,0312,39921,,0,30.0,5.0,0.0,,1,31,94,2019-12-21,0,2,54687
41542,7589,0959,0312,39923,,0,70.0,52.21,50.0,,1,31,94,2019-12-21,0,2,54688
41543,7589,0959,0312,39924,,0,45.0,5.0,0.0,,1,31,94,2019-12-21,0,2,54689
41544,7589,0959,0312,39925,,0,50.0,7.5,0.0,,1,31,94,2019-12-21,0,2,54690
41545,7589,0959,0312,39926,,0,180.0,11.85,0.0,,1,31,94,2019-12-21,0,2,54691
41546,7589,0959,0312,39927,,0,200.0,13.92,0.0,,1,31,94,2019-12-21,0,2,54692
41547,7589,0959,0312,39928,,0,50.0,16.72,0.0,,1,31,94,2019-12-21,0,2,54693
41548,7589,0959,0312,39929,,0,560.0,18.1,0.0,,1,31,94,2019-12-21,0,2,54694
41549,7589,0959,0312,39930,,0,45.0,26.48,0.0,,1,31,94,2019-12-21,0,2,54695
41550,7589,0959,0312,39931,,0,405.0,25.3,0.0,,1,31,94,2019-12-21,0,2,54696
41551,7589,0959,0312,39932,,0,22.0,21.0,0.0,,1,31,94,2019-12-21,0,2,54697
41552,7590,0847,0104,38852,,0,1.0,620.0,0.0,,1,31,94,2019-12-01,0,1,54031
41553,7590,0847,0104,38853,,0,1.0,1175.0,0.0,-,1,31,94,2019-12-01,0,1,54032
41554,7590,0847,0105,38874,,0,58.0,400.0,0.0,-,1,31,94,2019-12-01,0,1,54033
41555,7590,0847,0105,38866,,0,2.0,400.0,0.0,-,1,31,94,2019-12-01,0,1,54034
41556,7590,0847,0105,38869,,0,2.0,600.0,0.0,-,1,31,94,2019-12-01,0,1,54035
41557,7591,1057,0352,40190,,0,400.0,40.0,0.0,,1,31,94,2020-01-07,0,2,55105
41558,7591,1057,0352,40191,,0,400.0,40.0,0.0,,1,31,94,2020-01-07,0,2,55106
41559,7592,1063,,0,0846,18662,30.0,1.0,0.0,,1,31,94,2020-01-07,0,0,55136
41560,7592,1063,,0,0862,18716,100.0,90.0,0.0,,1,31,94,2020-01-07,0,1,55137
41561,7593,1062,,0,0862,18718,40.0,1.0,0.0,,1,31,94,2020-01-07,0,1,55134
41562,7593,1062,,0,0862,18719,60.0,1.0,0.0,,1,31,94,2020-01-07,0,1,55135
41563,7594,1069,,0,0882,18787,2.0,1.0,0.0,,1,31,94,2020-01-07,0,1,55164
41564,7595,1069,,0,0882,18787,2.04,52651.5,0.0,,1,31,94,2020-01-07,1,1,55164
41565,7596,1050,0356,40205,,0,1.0,115.0,0.0,-,1,31,94,2020-01-04,0,1,55079
41566,7596,1050,0355,40204,,0,1.0,41.0,0.0,-,1,1,125,2020-01-04,0,1,55080
41567,7597,1082,,0,1068,19308,120.0,15.0,0.0,-,1,31,94,2020-01-13,0,1,55444
41568,7598,1083,,0,1011,19131,306.0,1.0,0.0,,1,31,94,2020-01-11,0,0,55445
41569,7599,1104,0386,40727,,0,4.0,50.0,0.0,,1,31,94,2020-01-14,0,1,55668
41570,7599,1104,0386,40725,,0,2.0,50.0,0.0,,1,31,94,2020-01-12,0,1,55669
41571,7599,1104,0386,40726,,0,2.0,50.0,0.0,,1,31,94,2020-01-12,0,1,55670
41572,7600,1105,0391,40734,,0,2.0,4.54,0.0,,1,31,94,2020-01-15,0,2,55671
41573,7600,1105,0391,40735,,0,10.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55672
41574,7600,1105,0391,40736,,0,20.0,0.5,0.0,,1,31,94,2020-01-15,0,2,55673
41575,7600,1105,0391,40737,,0,10.0,0.1,0.0,,1,31,94,2020-01-15,0,2,55674
41576,7600,1105,0391,40738,,0,45.0,0.5,0.0,,1,31,94,2020-01-15,0,2,55675
41577,7600,1105,0391,40739,,0,75.0,0.1,0.0,,1,31,94,2020-01-15,0,2,55676
41578,7600,1105,0391,40740,,0,40.0,0.1,0.0,,1,31,94,2020-01-15,0,2,55677
41579,7600,1105,0391,40741,,0,17.0,0.1,0.0,,1,31,94,2020-01-15,0,2,55678
41580,7600,1105,0391,40742,,0,4.0,0.1,0.0,,1,31,94,2020-01-15,0,2,55679
41581,7600,1105,0391,40743,,0,4.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55680
41582,7600,1105,0391,40744,,0,4.0,3.0,0.0,,1,31,94,2020-01-15,0,2,55681
41583,7600,1105,0391,40745,,0,15.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55682
41584,7600,1105,0391,40746,,0,5.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55683
41585,7601,1015,0339,40128,,0,1.0,86500.0,5.0,,1,31,94,2019-12-31,0,1,54948
41586,7601,1015,0339,40129,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,1,1,54949
41587,7601,1015,0339,40130,,0,1.0,70000.0,5.0,,1,31,94,2019-12-31,0,1,54950
41588,7602,1106,0392,40749,,0,32.0,0.2,0.0,,1,31,94,2020-01-15,0,2,55684
41589,7602,1106,0392,40747,,0,20.0,0.1,0.0,,1,31,94,2020-01-15,0,2,55685
41590,7602,1106,0392,40748,,0,15.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55686
41591,7602,1106,0392,40750,,0,15.0,0.1,0.0,,1,31,94,2020-01-15,0,2,55687
41592,7602,1106,0392,40751,,0,8.0,1.7,0.0,,1,31,94,2020-01-15,0,2,55688
41593,7602,1106,0392,40752,,0,15.0,0.02,0.0,,1,31,94,2020-01-15,0,2,55689
41594,7602,1106,0392,40753,,0,246.0,0.2,0.0,,1,31,94,2020-01-15,0,2,55690
41595,7602,1106,0392,40754,,0,38.0,0.25,0.0,,1,31,94,2020-01-15,0,2,55691
41596,7602,1106,0392,40755,,0,80.0,0.8,0.0,,1,31,94,2020-01-15,0,2,55692
41597,7602,1106,0392,40756,,0,15.0,0.15,0.0,,1,31,94,2020-01-15,0,2,55693
41598,7602,1106,0392,40757,,0,246.0,0.14,0.0,,1,31,94,2020-01-15,0,2,55694
41599,7602,1106,0392,40758,,0,38.0,0.25,0.0,,1,31,94,2020-01-15,0,2,55695
41600,7602,1106,0392,40759,,0,130.0,0.15,0.0,,1,31,94,2020-01-15,0,2,55696
41601,7603,1107,0393,40761,,0,25.0,8.95,0.0,,1,31,94,2020-01-15,0,2,55697
41602,7603,1107,0393,40760,,0,36.0,2.0,0.0,,1,31,94,2020-01-15,0,2,55698
41603,7603,1107,0393,40762,,0,15.0,4.5,0.0,,1,31,94,2020-01-15,0,2,55699
41604,7603,1107,0393,40763,,0,170.0,3.0,0.0,,1,31,94,2020-01-15,0,2,55700
41605,7603,1107,0393,40764,,0,35.0,1.5,0.0,,1,31,94,2020-01-15,0,2,55701
41606,7603,1107,0393,40765,,0,15.0,0.5,0.0,,1,31,94,2020-01-15,0,2,55702
41607,7603,1107,0393,40766,,0,4.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55703
41608,7603,1107,0393,40767,,0,43.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55704
41609,7603,1107,0393,40768,,0,13.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55705
41610,7603,1107,0393,40769,,0,16.0,1.0,0.0,,1,31,94,2020-01-15,0,2,55706
41611,7604,0765,0154,39071,,0,140.0,6.0,0.0,-,1,1,125,2019-11-22,0,1,53682
41612,7605,0766,0154,39070,,0,70.0,6.0,0.0,-,1,1,125,2019-11-22,0,1,53683
41613,7606,0770,0157,39077,,0,2.0,6.0,0.0,-,1,1,125,2019-11-22,0,1,53690
41614,7606,0770,0157,39076,,0,4.0,6.0,0.0,-,1,1,125,2019-11-22,0,1,53691
41615,7607,0770,0157,39077,,0,50.0,6.0,0.0,-,1,1,125,2019-11-22,1,1,53690
41616,7607,0770,0157,39076,,0,50.0,6.0,0.0,-,1,1,125,2019-11-22,1,1,53691
41617,7608,0766,0154,39070,,0,82.0,6.0,0.0,-,1,1,125,2019-11-22,1,1,53683
41618,7609,0765,0154,39071,,0,149.0,6.0,0.0,-,1,1,125,2019-11-22,1,1,53682
41619,7610,1036,0349,40172,,0,20.0,0.5,0.0,,1,31,94,2020-01-01,0,2,55030
41620,7610,1036,0349,40173,,0,210.0,1.0,0.0,,1,31,94,2020-01-01,0,2,55031
41621,7610,1036,0349,40174,,0,70.0,1.0,0.0,,1,31,94,2020-01-01,0,2,55032
41622,7610,1036,0349,40175,,0,260.0,1.0,0.0,,1,31,94,2020-01-01,0,2,55033
41623,7610,1036,0349,40176,,0,20.0,0.1,0.0,,1,31,94,2020-01-01,0,2,55034
41624,7610,1036,0349,40177,,0,95.0,0.1,0.0,,1,31,94,2020-01-01,0,2,55035
41625,7610,1036,0349,40184,,0,40.0,0.5,0.0,,1,31,94,2020-01-01,0,2,55036
41626,7610,1036,0349,40178,,0,130.0,0.5,0.0,,1,31,94,2020-01-01,0,2,55037
41627,7610,1036,0349,40179,,0,35.0,1.0,0.0,,1,31,94,2020-01-01,0,2,55038
41628,7610,1036,0349,40180,,0,25.0,1.0,0.0,,1,31,94,2020-01-01,0,2,55039
41629,7610,1036,0349,40181,,0,10.0,4.84,0.0,,1,31,94,2020-01-01,0,2,55040
41630,7610,1036,0349,40182,,0,5.0,4.8,0.0,,1,31,94,2020-01-01,0,2,55041
41631,7610,1036,0349,40183,,0,5.0,9.27,0.0,,1,31,94,2020-01-01,0,2,55042
41632,7610,1036,0349,40185,,0,465.0,0.1,0.0,,1,31,94,2020-01-01,0,1,55043
41633,7610,1036,0349,40186,,0,272.0,0.1,0.0,,1,31,94,2020-01-01,0,2,55044
41634,7611,1113,,0,1078,19363,1.0,1175.0,0.0,-,1,31,94,2020-01-17,0,1,55732
41635,7611,1113,,0,1078,19362,1.0,620.0,0.0,-,1,31,94,2020-01-17,0,1,55733
41636,7612,0856,0217,39424,,0,30.0,852.8,0.0,,1,31,94,2019-12-03,0,4,54102
41637,7612,0856,0215,39388,,0,11.0,110.25,0.0,,1,31,94,2019-12-03,0,4,54103
41638,7612,0856,0215,39386,,0,150.0,178.2,0.0,,1,31,94,2019-12-03,0,4,54104
41639,7612,0856,0215,39387,,0,4.0,178.2,0.0,,1,31,94,2019-12-03,0,4,54105
41640,7612,0856,0215,39389,,0,20.0,79.65,0.0,,1,31,94,2019-12-03,0,4,54106
41641,7612,0856,0215,39391,,0,80.0,116.1,0.0,,1,31,94,2019-12-03,0,4,54107
41642,7612,0856,0215,39392,,0,20.0,116.1,0.0,,1,31,94,2019-12-03,0,4,54108
41643,7612,0856,0215,39396,,0,10.0,116.1,0.0,,1,31,94,2019-12-03,0,4,54109
41644,7612,0856,0215,39398,,0,8.0,352.8,0.0,,1,31,94,2019-12-03,0,1,54110
41645,7612,0856,0215,39397,,0,10.0,116.1,0.0,,1,31,94,2019-12-03,0,4,54111
41646,7612,0856,0215,39393,,0,15.0,153.0,0.0,,1,31,94,2019-12-03,0,4,54112
41647,7613,0856,0217,39424,,0,30.0,852.8,0.0,,1,31,94,2019-12-03,0,4,54102
41648,7613,0856,0215,39388,,0,11.0,110.25,0.0,,1,31,94,2019-12-03,0,4,54103
41649,7613,0856,0215,39386,,0,150.0,178.2,0.0,,1,31,94,2019-12-03,0,4,54104
41650,7613,0856,0215,39387,,0,4.0,178.2,0.0,,1,31,94,2019-12-03,0,4,54105
41651,7613,0856,0215,39389,,0,20.0,79.65,0.0,,1,31,94,2019-12-03,0,4,54106
41652,7613,0856,0215,39391,,0,80.0,116.1,0.0,,1,31,94,2019-12-03,0,4,54107
41653,7613,0856,0215,39392,,0,20.0,116.1,0.0,,1,31,94,2019-12-03,0,4,54108
41654,7613,0856,0215,39396,,0,6.0,116.1,0.0,,1,31,94,2019-12-03,1,4,54109
41655,7613,0856,0215,39398,,0,8.0,352.8,0.0,,1,31,94,2019-12-03,0,1,54110
41656,7613,0856,0215,39397,,0,10.0,116.1,0.0,,1,31,94,2019-12-03,0,4,54111
41657,7613,0856,0215,39393,,0,15.0,153.0,0.0,,1,31,94,2019-12-03,0,4,54112
41658,7614,1007,,0,0976,19027,30.0,120.0,0.0,,1,1,1,2019-12-26,0,1,54883
41659,7614,1007,,0,0989,19065,2.0,200.0,0.0,,1,1,1,2019-12-26,0,1,54884
41660,7615,1000,0330,40058,,0,2.0,200.0,0.0,,1,1,1,2019-12-25,0,1,54862
41661,7615,1000,0330,40059,,0,2.0,300.0,0.0,,1,1,1,2019-12-25,0,1,54863
41662,7616,1045,,0,0994,19076,2.0,355.0,0.0,,1,1,1,2020-01-02,0,1,55056
41663,7617,1006,,0,0988,19063,2.0,376.0,0.0,,1,1,1,2019-12-26,0,1,54881
41664,7617,1006,,0,0988,19064,2.0,60.0,0.0,,1,1,1,2019-12-26,0,1,54882
41665,7618,0992,0324,40010,,0,2.0,170.0,0.0,,1,1,1,2019-12-24,0,1,54818
41666,7618,0992,0324,40011,,0,2.0,210.0,0.0,,1,1,1,2019-12-24,0,1,54819
41667,7618,0992,0324,40012,,0,2.0,200.0,0.0,,1,1,1,2019-12-24,0,1,54820
41668,7618,0992,0324,40013,,0,2.0,185.0,0.0,,1,1,1,2019-12-24,0,1,54821
41669,7618,0992,0324,40014,,0,2.0,320.0,0.0,,1,1,1,2019-12-24,0,1,54822
41670,7618,0992,0324,40015,,0,2.0,150.0,0.0,,1,1,1,2019-12-24,0,1,54823
41671,7618,0992,0324,40016,,0,4.0,200.0,0.0,,1,1,1,2019-12-24,0,1,54824
41672,7619,1113,,0,1078,19363,1.0,1175.0,5.0,-,1,31,94,2020-01-17,1,1,55732
41673,7619,1113,,0,1078,19362,1.0,620.0,5.0,-,1,31,94,2020-01-17,1,1,55733
41674,7620,0993,0325,40017,,0,1.0,80.0,0.0,,1,1,1,2019-12-24,0,1,54825
41675,7620,0993,0325,40018,,0,1.0,80.0,0.0,,1,1,1,2019-12-24,0,1,54826
41676,7620,0993,0325,40019,,0,2.0,70.0,0.0,,1,1,1,2019-12-24,0,1,54827
41677,7620,0993,0325,40020,,0,2.0,60.0,0.0,,1,1,1,2019-12-24,0,1,54828
41678,7620,0993,0325,40021,,0,2.0,60.0,0.0,,1,1,1,2019-12-24,0,1,54829
41679,7620,0993,0325,40022,,0,2.0,90.0,0.0,,1,1,1,2019-12-24,0,1,54830
41680,7620,0993,0325,40023,,0,2.0,120.0,0.0,,1,1,1,2019-12-24,0,1,54831
41681,7620,0993,0325,40024,,0,2.0,80.0,0.0,,1,1,1,2019-12-24,0,1,54832
41682,7620,0993,0325,40025,,0,2.0,80.0,0.0,,1,1,1,2019-12-24,0,1,54833
41683,7620,0993,0325,40026,,0,2.0,80.0,0.0,,1,1,1,2019-12-24,0,1,54834
41684,7620,0993,0325,40027,,0,2.0,130.0,0.0,,1,1,1,2019-12-24,0,1,54835
41685,7620,0993,0325,40028,,0,2.0,170.0,0.0,,1,1,1,2019-12-24,0,1,54836
41686,7620,0993,0325,40029,,0,2.0,170.0,0.0,,1,1,1,2019-12-24,0,1,54837
41687,7620,0993,0325,40030,,0,2.0,170.0,0.0,,1,1,1,2019-12-24,0,1,54838
41688,7620,0993,0325,40031,,0,2.0,170.0,0.0,,1,1,1,2019-12-24,0,1,54839
41689,7620,0993,0325,40032,,0,2.0,170.0,0.0,,1,1,1,2019-12-24,0,1,54840
41690,7620,0993,0325,40033,,0,2.0,220.0,0.0,,1,1,1,2019-12-24,0,1,54841
41691,7620,0993,0325,40034,,0,2.0,170.0,0.0,,1,1,1,2019-12-24,0,1,54842
41692,7621,1115,,0,1079,19364,12.0,517.0,0.0,,1,1,1,2020-01-14,0,1,55736
41693,7621,1115,,0,1079,19365,12.0,440.0,0.0,,1,1,1,2020-01-14,0,1,55737
41694,7622,0937,0286,39731,,0,4.0,60.0,0.0,-,1,1,125,2019-12-16,0,1,54494
41695,7622,0937,0286,39728,,0,2.0,60.0,0.0,-,1,1,125,2019-12-16,0,1,54495
41696,7622,0937,0286,39729,,0,2.0,50.0,0.0,-,1,1,125,2019-12-16,0,1,54496
41697,7622,0937,0286,39730,,0,2.0,50.0,0.0,-,1,1,125,2019-12-16,0,1,54497
41698,7622,0937,0286,39727,,0,1.0,50.0,0.0,,1,1,125,2019-12-16,0,1,54498
41699,7622,0937,0286,39726,,0,1.0,50.0,0.0,-,1,1,125,2019-12-16,0,1,54499
41700,7622,0937,0286,39725,,0,1.0,60.0,0.0,-,1,1,125,2019-12-16,0,1,54500
41701,7622,0937,0286,39724,,0,2.0,100.0,0.0,-,1,1,125,2019-12-16,0,1,54501
41702,7622,0937,0286,39723,,0,1.0,100.0,0.0,-,1,1,125,2019-12-16,0,1,54502
41703,7622,0937,0286,39722,,0,1.0,100.0,0.0,-,1,1,125,2019-12-16,0,1,54503
41704,7622,0937,0285,39721,,0,1.0,60.0,0.0,-,1,1,125,2019-12-16,0,1,54504
41705,7622,0937,0285,39720,,0,1.0,60.0,0.0,-,1,1,125,2019-12-16,0,1,54505
41706,7622,0937,0284,39719,,0,1.0,60.0,0.0,-,1,1,125,2019-12-16,0,1,54506
41707,7623,1049,0354,40203,,0,1.0,300.0,0.0,-,1,1,125,2020-01-04,0,1,55070
41708,7623,1049,0354,40202,,0,1.0,350.0,0.0,-,1,1,125,2020-01-04,0,1,55071
41709,7623,1049,0354,40201,,0,1.0,300.0,0.0,-,1,1,125,2020-01-04,0,1,55072
41710,7623,1049,0354,40200,,0,1.0,250.0,0.0,-,1,1,125,2020-01-04,0,1,55073
41711,7623,1049,0354,40199,,0,1.0,320.0,0.0,-,1,1,125,2020-01-04,0,1,55074
41712,7623,1049,0354,40198,,0,2.0,130.0,0.0,-,1,1,125,2020-01-04,0,1,55075
41713,7623,1049,0354,40197,,0,2.0,110.0,0.0,-,1,1,94,2020-01-04,0,1,55076
41714,7623,1049,0354,40196,,0,2.0,120.0,0.0,-,1,1,125,2020-01-04,0,1,55077
41715,7623,1049,0354,40195,,0,1.0,220.0,0.0,-,1,1,125,2020-01-04,0,1,55078
41716,7624,0941,0296,39780,,0,1.0,150.0,0.0,-,1,1,125,2019-12-18,0,1,54532
41717,7624,0941,0296,39778,,0,1.0,60.0,0.0,-,1,1,125,2019-12-18,0,1,54533
41718,7624,0941,0296,39779,,0,2.0,80.0,0.0,-,1,1,125,2019-12-18,0,1,54534
41719,7625,0929,0275,39681,,0,1.0,200.0,0.0,-,1,1,125,2019-12-16,0,1,54441
41720,7625,0929,0275,39682,,0,1.0,200.0,0.0,-,1,1,125,2019-12-16,0,1,54442
41721,7626,0943,,0,0962,18998,4.0,50.0,0.0,-,1,1,125,2019-12-17,0,1,54540
41722,7627,1111,,0,1074,19332,1.0,1850.0,0.0,-,1,31,94,2020-01-14,0,1,55730
41723,7628,1137,0400,40812,,0,6.0,800.0,0.0,-,1,31,94,2020-01-20,0,1,55847
41724,7629,1144,0386,40684,,0,2.0,156.0,0.0,-,1,31,94,2020-01-21,0,1,55860
41725,7630,1147,,0,1101,19432,5.0,502.0,0.0,,1,31,94,2020-01-24,0,0,55868
