Id,MId,PONo,PRNo,PRId,SPRNo,SPRId,Qty,Rate,Discount,AddDesc,PF,ExST,VAT,DelDate,AmendmentNo,BudgetCode,PODId
42397,7760,0536,0093,42003,,0,5.0,12.42,0.0,,1,31,94,2021-01-08,0,1,59671
42398,7760,0536,0093,42004,,0,5.0,5.06,0.0,,1,31,94,2021-01-08,0,1,59672
42399,7760,0536,0093,42005,,0,70.0,12.22,0.0,,1,31,94,2021-01-08,0,1,59673
42400,7760,0536,0093,42006,,0,70.0,0.52,0.0,,1,31,94,2021-01-08,0,1,59674
42401,7760,0536,0094,42007,,0,105.0,73.56,0.0,,1,1,1,2021-01-08,0,1,59675
42402,7760,0536,0094,42008,,0,210.0,12.39,0.0,,1,31,94,2021-01-08,0,1,59676
42403,7761,0536,0093,41966,,0,5.0,1.64,0.0,,1,31,94,2021-01-08,0,1,59634
42404,7761,0536,0093,41967,,0,75.0,3.18,0.0,,1,31,94,2021-01-08,0,1,59635
42405,7761,0536,0093,41968,,0,80.0,7.5,0.0,,1,31,94,2021-01-08,0,1,59636
42406,7761,0536,0093,41969,,0,60.0,6.5,0.0,,1,31,94,2021-01-08,0,1,59637
42407,7761,0536,0093,41970,,0,400.0,1.5,0.0,,1,31,94,2021-01-08,0,1,59638
42408,7761,0536,0093,41971,,0,115.0,2.5,0.0,,1,31,94,2021-01-08,0,1,59639
42409,7761,0536,0093,41972,,0,400.0,1.5,0.0,,1,31,94,2021-01-08,0,1,59640
42410,7761,0536,0093,41973,,0,105.0,73.56,0.0,,1,31,94,2021-01-08,0,1,59641
42411,7761,0536,0093,41974,,0,385.0,27.17,0.0,,1,31,94,2021-01-08,0,1,59642
42412,7761,0536,0093,41975,,0,20.0,10.5,0.0,,1,31,94,2021-01-08,0,1,59643
42413,7761,0536,0093,41976,,0,25.0,17.95,0.0,,1,31,94,2021-01-08,0,1,59644
42414,7761,0536,0093,41977,,0,155.0,4.88,0.0,,1,31,94,2021-01-08,0,1,59645
42415,7761,0536,0093,41978,,0,170.0,2.96,0.0,,1,31,94,2021-01-08,0,1,59646
42416,7761,0536,0093,41979,,0,110.0,7.76,0.0,,1,31,94,2021-01-08,0,1,59647
42417,7761,0536,0093,41980,,0,55.0,10.5,0.0,,1,31,94,2021-01-08,0,1,59648
42418,7761,0536,0093,41981,,0,10.0,9.87,0.0,,1,31,94,2021-01-08,0,1,59649
42419,7761,0536,0093,41982,,0,5.0,3.65,0.0,,1,31,94,2021-01-08,0,1,59650
42420,7761,0536,0093,41983,,0,115.0,56.5,0.0,,1,31,94,2021-01-08,0,1,59651
42421,7761,0536,0093,41984,,0,70.0,18.71,0.0,,1,31,94,2021-01-08,0,1,59652
42422,7761,0536,0093,41985,,0,20.0,15.65,0.0,,1,31,94,2021-01-08,0,1,59653
42423,7761,0536,0093,41986,,0,10.0,8.25,0.0,,1,31,94,2021-01-08,0,1,59654
42424,7761,0536,0093,41987,,0,20.0,7.85,0.0,,1,31,94,2021-01-08,0,1,59655
42425,7761,0536,0093,41988,,0,25.0,4.9,0.0,,1,31,94,2021-01-08,0,1,59656
42426,7761,0536,0093,41989,,0,35.0,7.5,0.0,,1,31,94,2021-01-08,0,1,59657
42427,7761,0536,0093,41990,,0,70.0,7.8,0.0,,1,31,94,2021-01-08,0,1,59658
42428,7761,0536,0093,41991,,0,10.0,6.5,0.0,,1,31,94,2021-01-08,0,1,59659
42429,7761,0536,0093,41992,,0,10.0,48.37,0.0,,1,31,94,2021-01-08,0,1,59660
42430,7761,0536,0093,41993,,0,50.0,17.55,0.0,,1,31,94,2021-01-08,0,1,59661
42431,7761,0536,0093,41994,,0,35.0,6.72,0.0,,1,31,94,2021-01-08,0,1,59662
42432,7761,0536,0093,41995,,0,355.0,5.88,0.0,,1,31,94,2021-01-08,0,1,59663
42433,7761,0536,0093,41996,,0,20.0,5.87,0.0,,1,31,94,2021-01-08,0,1,59664
42434,7761,0536,0093,41997,,0,30.0,7.0,0.0,,1,31,94,2021-01-08,0,1,59665
42435,7761,0536,0093,41998,,0,20.0,5.8,0.0,,1,31,94,2021-01-08,0,1,59666
42436,7761,0536,0093,41999,,0,20.0,16.97,0.0,,1,31,94,2021-01-08,0,1,59667
42437,7761,0536,0093,42000,,0,10.0,43.65,0.0,,1,31,94,2021-01-08,0,1,59668
42438,7761,0536,0093,42001,,0,5.0,10.8,0.0,,1,31,94,2021-01-08,0,1,59669
42439,7761,0536,0093,42002,,0,10.0,35.82,0.0,,1,31,94,2021-01-08,0,1,59670
42440,7761,0536,0093,42003,,0,5.0,12.42,0.0,,1,31,94,2021-01-08,0,1,59671
42441,7761,0536,0093,42004,,0,5.0,5.06,0.0,,1,31,94,2021-01-08,0,1,59672
42442,7761,0536,0093,42005,,0,70.0,12.22,0.0,,1,31,94,2021-01-08,0,1,59673
42443,7761,0536,0093,42006,,0,70.0,0.52,0.0,,1,31,94,2021-01-08,0,1,59674
42444,7761,0536,0094,42007,,0,105.0,73.56,0.0,,1,31,94,2021-01-08,1,1,59675
42445,7761,0536,0094,42008,,0,210.0,12.39,0.0,,1,31,94,2021-01-08,0,1,59676
42446,7762,0536,0093,41966,,0,5.0,1.64,0.0,,1,31,94,2021-01-08,2,2,59634
42447,7762,0536,0093,41967,,0,75.0,3.18,0.0,,1,31,94,2021-01-08,2,2,59635
42448,7762,0536,0093,41968,,0,80.0,7.5,0.0,,1,31,94,2021-01-08,2,2,59636
42449,7762,0536,0093,41969,,0,60.0,6.5,0.0,,1,31,94,2021-01-08,2,2,59637
42450,7762,0536,0093,41970,,0,400.0,1.5,0.0,,1,31,94,2021-01-08,2,2,59638
42451,7762,0536,0093,41971,,0,115.0,2.5,0.0,,1,31,94,2021-01-08,2,2,59639
42452,7762,0536,0093,41972,,0,400.0,1.5,0.0,,1,31,94,2021-01-08,2,2,59640
42453,7762,0536,0093,41973,,0,105.0,7.0,0.0,,1,31,94,2021-01-08,2,2,59641
42454,7762,0536,0093,41974,,0,385.0,27.17,0.0,,1,31,94,2021-01-08,2,2,59642
42455,7762,0536,0093,41975,,0,20.0,10.5,0.0,,1,31,94,2021-01-08,2,2,59643
42456,7762,0536,0093,41976,,0,25.0,17.95,0.0,,1,31,94,2021-01-08,2,2,59644
42457,7762,0536,0093,41977,,0,155.0,4.88,0.0,,1,31,94,2021-01-08,2,2,59645
42458,7762,0536,0093,41978,,0,170.0,2.96,0.0,,1,31,94,2021-01-08,2,2,59646
42459,7762,0536,0093,41979,,0,110.0,7.76,0.0,,1,31,94,2021-01-08,2,2,59647
42460,7762,0536,0093,41980,,0,55.0,10.5,0.0,,1,31,94,2021-01-08,2,2,59648
42461,7762,0536,0093,41981,,0,10.0,9.87,0.0,,1,31,94,2021-01-08,2,2,59649
42462,7762,0536,0093,41982,,0,5.0,3.65,0.0,,1,31,94,2021-01-08,2,2,59650
42463,7762,0536,0093,41983,,0,115.0,56.5,0.0,,1,31,94,2021-01-08,2,2,59651
42464,7762,0536,0093,41984,,0,70.0,18.71,0.0,,1,31,94,2021-01-08,2,2,59652
42465,7762,0536,0093,41985,,0,20.0,15.65,0.0,,1,31,94,2021-01-08,2,2,59653
42466,7762,0536,0093,41986,,0,10.0,8.26,0.0,,1,31,94,2021-01-08,2,1,59654
42467,7762,0536,0093,41987,,0,20.0,7.85,0.0,,1,31,94,2021-01-08,2,2,59655
42468,7762,0536,0093,41988,,0,25.0,4.9,0.0,,1,31,94,2021-01-08,2,2,59656
42469,7762,0536,0093,41989,,0,35.0,7.5,0.0,,1,31,94,2021-01-08,2,2,59657
42470,7762,0536,0093,41990,,0,70.0,7.8,0.0,,1,31,94,2021-01-08,2,2,59658
42471,7762,0536,0093,41991,,0,10.0,6.5,0.0,,1,31,94,2021-01-08,2,2,59659
42472,7762,0536,0093,41992,,0,10.0,48.37,0.0,,1,31,94,2021-01-08,2,2,59660
42473,7762,0536,0093,41993,,0,50.0,17.55,0.0,,1,31,94,2021-01-08,2,2,59661
42474,7762,0536,0093,41994,,0,35.0,6.72,0.0,,1,31,94,2021-01-08,2,2,59662
42475,7762,0536,0093,41995,,0,355.0,5.88,0.0,,1,31,94,2021-01-08,2,2,59663
42476,7762,0536,0093,41996,,0,20.0,5.87,0.0,,1,31,94,2021-01-08,2,2,59664
42477,7762,0536,0093,41997,,0,30.0,7.0,0.0,,1,31,94,2021-01-08,2,2,59665
42478,7762,0536,0093,41998,,0,20.0,5.8,0.0,,1,31,94,2021-01-08,2,2,59666
42479,7762,0536,0093,41999,,0,20.0,16.97,0.0,,1,31,94,2021-01-08,2,2,59667
42480,7762,0536,0093,42000,,0,10.0,43.65,0.0,,1,31,94,2021-01-08,2,2,59668
42481,7762,0536,0093,42001,,0,5.0,10.8,0.0,,1,31,94,2021-01-08,2,2,59669
42482,7762,0536,0093,42002,,0,10.0,35.82,0.0,,1,31,94,2021-01-08,2,2,59670
42483,7762,0536,0093,42003,,0,5.0,12.42,0.0,,1,31,94,2021-01-08,2,2,59671
42484,7762,0536,0093,42004,,0,5.0,5.06,0.0,,1,31,94,2021-01-08,2,2,59672
42485,7762,0536,0093,42005,,0,70.0,12.22,0.0,,1,31,94,2021-01-08,2,2,59673
42486,7762,0536,0093,42006,,0,70.0,0.52,0.0,,1,31,94,2021-01-08,2,2,59674
42487,7762,0536,0094,42007,,0,105.0,73.56,0.0,,1,31,94,2021-01-08,2,2,59675
42488,7762,0536,0094,42008,,0,210.0,12.39,0.0,,1,31,94,2021-01-08,2,2,59676
42489,7763,0524,0089,41948,,0,2.0,590.0,0.0,,1,31,94,2021-01-06,0,2,59570
42490,7763,0524,0089,41949,,0,4.0,96.0,0.0,,1,31,94,2021-01-06,0,2,59571
42491,7764,0540,0098,42039,,0,25.0,96.0,0.0,,1,31,94,2021-01-11,0,4,59689
42492,7765,0551,,0,0519,22800,0.5,850.0,0.0,-,1,31,94,2021-01-13,0,1,59713
42493,7766,0554,0103,42064,,0,200.0,1.1,0.0,,1,31,94,2021-01-13,0,1,59716
42494,7766,0554,0103,42065,,0,20.0,6.0,0.0,,1,31,94,2021-01-13,0,1,59717
42495,7767,0555,0104,42066,,0,2.0,0.4,0.0,,1,31,94,2021-01-14,0,4,59718
42496,7767,0555,0104,42067,,0,25.0,76.0,20.0,,1,31,94,2021-01-14,0,4,59719
42497,7767,0555,0104,42068,,0,25.0,52.0,0.0,,1,31,94,2021-01-14,0,1,59720
42498,7768,0561,,0,0542,22837,1.0,809.0,5.0,,1,37,129,2021-01-20,0,1,59729
42499,7768,0561,,0,0542,22838,1.0,476.0,5.0,,1,37,129,2021-01-20,0,1,59730
42500,7768,0561,,0,0542,22839,1.0,1418.0,5.0,,1,37,129,2021-01-20,0,1,59731
42501,7768,0561,,0,0542,22840,1.0,958.0,5.0,,1,37,129,2021-01-20,0,1,59732
42502,7768,0561,,0,0543,22845,1.0,59.0,5.0,,1,37,129,2021-01-20,0,1,59733
42503,7769,0563,,0,0541,22836,30.0,86.0,0.0,,1,31,94,2021-01-21,0,1,59736
42504,7770,0564,0107,42071,,0,4.0,21900.0,0.0,AS PER DRG . SIZE MS SCREW PIPE Screw Conveyor. SIZE: 294MM OD X 300MM PITCH 6MM TK 88.9mm OD pipe SCH 40 2915mm long. Without end shaft WITHOUT BULLET.,1,31,94,2021-02-05,0,2,59737
42505,7771,0564,0107,42071,,0,4.0,21900.0,0.0,AS PER DRG . SIZE MS SCREW PIPE Screw Conveyor. SIZE: 294MM OD X 300MM PITCH 6MM TK 88.9mm OD pipe SCH 40 2915mm long. Without end shaft WITHOUT BULLET.,1,31,94,2021-02-05,1,2,59737
42506,7772,0562,,0,0545,22847,4400.0,3.5,50.0,-,1,31,94,2021-01-21,0,1,59734
42507,7772,0562,,0,0545,22848,1.0,2500.0,0.0,,1,31,94,2021-01-21,0,1,59735
42508,7773,0562,,0,0545,22847,5448.0,3.5,50.0,-,1,31,94,2021-01-21,1,1,59734
42509,7773,0562,,0,0545,22848,1.0,2500.0,0.0,,1,31,94,2021-01-21,0,1,59735
42510,7774,0531,0090,41950,,0,25.0,204.0,0.0,-,1,37,129,2021-01-10,0,1,59599
42511,7774,0531,0090,41951,,0,25.0,494.0,0.0,-,1,37,129,2021-01-10,0,1,59600
42512,7775,0531,0090,41950,,0,25.0,212.0,0.0,-,1,37,129,2021-02-09,2,1,59599
42513,7775,0531,0090,41951,,0,25.0,886.0,0.0,"-with additional SS 3 parts 
1)CHWR10-ST05-44-S-25 nos
2)CHWR10-ST05-60-S-25 nos
3)CHWR10-ST35-11-S-25 nos",1,37,129,2021-02-09,2,1,59600
42514,7776,0596,,0,0587,22938,200.0,1.42,35.0,-,1,31,94,2021-02-08,0,4,59874
42515,7776,0596,,0,0587,22939,1.0,55.0,0.0,-,1,31,94,2021-02-08,0,4,59875
42516,7777,0606,0120,42105,,0,25.0,72.0,0.0,-,1,31,94,2021-02-10,0,4,59910
42517,7778,0605,,0,0596,22967,450.0,55.0,0.0,6 MTR 2 NOS,1,31,94,2021-02-10,0,1,59909
42518,7779,0595,0116,42095,,0,25.0,5999.0,0.0,,12,31,94,2021-02-10,0,4,59873
42519,7780,0603,,0,0595,22956,360.0,25.0,0.0,CM3000163-U02-15,1,31,94,2021-02-11,0,1,59896
42520,7780,0603,,0,0595,22957,120.0,25.0,0.0,CM3000163-U02-15,1,31,94,2021-02-11,0,1,59897
42521,7780,0603,,0,0595,22958,8.0,27.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59898
42522,7780,0603,,0,0595,22959,8.0,57.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59899
42523,7780,0603,,0,0595,22960,24.0,57.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59900
42524,7780,0603,,0,0595,22961,8.0,20.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59901
42525,7780,0603,,0,0595,22962,8.0,45.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59902
42526,7780,0603,,0,0595,22963,24.0,45.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59903
42527,7780,0603,,0,0595,22964,32.0,65.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59904
42528,7780,0603,,0,0595,22965,12.0,205.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59905
42529,7780,0603,,0,0595,22966,36.0,210.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59906
42530,7781,0603,,0,0595,22956,360.0,25.0,0.0,CM3000163-U02-15,1,31,94,2021-02-11,0,1,59896
42531,7781,0603,,0,0595,22957,120.0,25.0,0.0,CM3000163-U02-15,1,31,94,2021-02-11,0,1,59897
42532,7781,0603,,0,0595,22958,8.0,27.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59898
42533,7781,0603,,0,0595,22959,8.0,57.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59899
42534,7781,0603,,0,0595,22960,24.0,57.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59900
42535,7781,0603,,0,0595,22961,8.0,20.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59901
42536,7781,0603,,0,0595,22962,8.0,45.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59902
42537,7781,0603,,0,0595,22963,24.0,45.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59903
42538,7781,0603,,0,0595,22964,32.0,65.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59904
42539,7781,0603,,0,0595,22965,12.0,205.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59905
42540,7781,0603,,0,0595,22966,36.0,210.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59906
42541,7782,0603,,0,0595,22956,360.0,25.0,0.0,CM3000163-U02-15,1,31,94,2021-02-11,0,1,59896
42542,7782,0603,,0,0595,22957,120.0,25.0,0.0,CM3000163-U02-15,1,31,94,2021-02-11,0,1,59897
42543,7782,0603,,0,0595,22958,8.0,27.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59898
42544,7782,0603,,0,0595,22959,8.0,57.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59899
42545,7782,0603,,0,0595,22960,24.0,57.0,0.0,CM3000163-U24-02,1,31,94,2021-02-11,0,1,59900
42546,7782,0603,,0,0595,22961,8.0,20.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59901
42547,7782,0603,,0,0595,22962,8.0,45.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59902
42548,7782,0603,,0,0595,22963,24.0,45.0,0.0,CM3000163-U23-04,1,31,94,2021-02-11,0,1,59903
42549,7782,0603,,0,0595,22964,24.0,65.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,2,1,59904
42550,7782,0603,,0,0595,22965,12.0,205.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59905
42551,7782,0603,,0,0595,22966,36.0,210.0,0.0,CM3000163-U19-04,1,31,94,2021-02-11,0,1,59906
42552,7783,0618,,0,0601,22976,1.0,250.0,0.0,-,1,31,94,2021-02-13,0,1,59929
42553,7783,0618,,0,0601,22977,1.0,125.0,0.0,-,1,31,94,2021-02-13,0,1,59930
42554,7784,0630,,0,0608,22997,150.0,65.0,0.0,,1,31,94,2021-02-18,0,1,59981
42555,7784,0630,,0,0608,22998,240.0,43.5,0.0,,1,31,94,2021-02-18,0,1,59982
42556,7784,0630,,0,0609,22999,100.0,1.0,0.0,,1,31,94,2021-02-18,0,1,59983
42557,7785,0626,0131,42159,,0,4.0,360.0,0.0,-,1,31,94,2021-02-18,0,1,59973
42558,7786,0630,,0,0608,22997,150.0,62.0,0.0,,1,31,94,2021-02-18,1,1,59981
42559,7786,0630,,0,0608,22998,240.0,43.5,0.0,,1,31,94,2021-02-18,0,1,59982
42560,7786,0630,,0,0609,22999,100.0,1.0,0.0,,1,31,94,2021-02-18,0,1,59983
42561,7787,0597,,0,0588,22940,6.0,241.0,0.0,,1,31,94,2021-02-10,0,1,59876
42562,7787,0597,,0,0588,22941,12.0,105.0,0.0,,1,31,94,2021-02-10,0,1,59877
42563,7787,0597,,0,0588,22942,8.0,16.0,0.0,,1,31,94,2021-02-10,0,1,59878
42564,7787,0597,,0,0588,22943,60.0,17.0,0.0,,1,31,94,2021-02-10,0,1,59879
42565,7787,0597,,0,0588,22944,8.0,21.0,0.0,,1,31,94,2021-02-10,0,1,59880
42566,7788,0619,0126,42115,,0,1.0,716.0,0.0,,1,31,94,2021-02-13,0,1,59931
42567,7788,0619,0126,42116,,0,2.0,308.0,0.0,,1,31,94,2021-02-13,0,1,59932
42568,7789,0619,0126,42115,,0,1.0,745.0,0.0,,1,31,94,2021-02-13,1,1,59931
42569,7789,0619,0126,42116,,0,2.0,364.0,0.0,,1,31,94,2021-02-13,1,1,59932
42570,7790,0633,0133,42162,,0,4.0,17762.0,0.0,HIWIN LM RATE 15356 & BLOCK RATE 2406RS/EACH,1,31,94,2021-02-21,0,1,59998
42571,7790,0633,0133,42163,,0,4.0,18521.0,0.0,HIWIN LM RAIL 16115 -1 NO & BLOCK 2406 RS/EACH,1,31,94,2021-02-21,0,1,59999
42572,7791,0634,,0,0613,23013,102.0,25.0,0.0,,1,31,94,2021-02-23,0,1,60000
42573,7791,0634,,0,0613,23014,34.0,25.0,0.0,,1,31,94,2021-02-23,0,1,60001
42574,7792,0636,0115,42094,,0,20.0,2290.0,0.0,,1,31,94,2021-02-27,0,2,60011
42575,7792,0636,0138,42177,,0,50.0,210.0,30.0,STANDARD MAKE,1,31,94,2021-02-27,0,2,60012
42576,7792,0636,0138,42178,,0,50.0,13.0,30.0,STANDERD MAKE,1,31,94,2021-02-27,0,2,60013
42577,7792,0636,0138,42179,,0,50.0,246.0,30.0,-,1,31,94,2021-02-27,0,2,60014
42578,7792,0636,0138,42180,,0,50.0,39.0,30.0,STANDERD MAKE,1,31,94,2021-02-27,0,2,60015
42579,7792,0636,0138,42181,,0,48.0,42.0,0.0,STANDERD MAKE,1,31,94,2021-02-27,0,2,60016
42580,7793,0592,0114,42083,,0,40.0,243.0,30.0,,1,31,94,2021-02-05,0,2,59859
42581,7793,0592,0114,42085,,0,20.0,10651.0,30.0,,1,31,94,2021-02-06,0,2,59861
42582,7793,0592,0114,42086,,0,20.0,11999.0,30.0,,1,31,94,2021-02-06,0,2,59862
42583,7793,0592,0114,42087,,0,3.0,2587.0,30.0,,1,31,94,2021-02-06,0,2,59863
42584,7793,0592,0114,42088,,0,3.0,2819.0,30.0,,1,31,94,2021-02-06,0,2,59864
42585,7793,0592,0114,42089,,0,3.0,2370.0,30.0,,1,31,94,2021-02-06,0,2,59865
42586,7793,0592,0114,42090,,0,3.0,1605.0,30.0,,1,31,94,2021-02-06,0,2,59866
42587,7793,0592,0114,42091,,0,3.0,2199.0,30.0,,1,31,94,2021-02-06,0,2,59867
42588,7793,0592,0114,42092,,0,3.0,1879.0,30.0,,1,31,94,2021-02-06,0,2,59868
42589,7793,0592,0114,42093,,0,3.0,1446.0,30.0,,1,31,94,2021-02-06,0,2,59869
42590,7794,0637,,0,0617,23019,2.0,3859.0,0.0,,1,31,94,2021-02-28,0,1,60017
42591,7795,0636,0115,42094,,0,20.0,2290.0,0.0,,1,31,94,2021-02-27,0,2,60011
42592,7795,0636,0138,42177,,0,50.0,210.0,30.0,STANDARD MAKE,1,31,94,2021-02-27,0,2,60012
42593,7795,0636,0138,42178,,0,50.0,13.0,30.0,STANDERD MAKE,1,31,94,2021-02-27,0,2,60013
42594,7795,0636,0138,42179,,0,50.0,246.0,30.0,-,1,31,94,2021-02-27,0,2,60014
42595,7795,0636,0138,42180,,0,50.0,39.0,30.0,STANDERD MAKE,1,31,94,2021-02-27,0,2,60015
42596,7795,0636,0138,42181,,0,50.0,42.0,30.0,STANDERD MAKE,1,31,94,2021-02-27,1,2,60016
42597,7796,0639,0140,42183,,0,8.912,2440.0,0.0,,1,31,94,2021-03-03,0,1,60026
42598,7796,0639,0140,42184,,0,9.089,2440.0,0.0,,1,31,94,2021-03-03,0,1,60027
42599,7796,0639,0140,42185,,0,8.828,2440.0,0.0,,1,31,94,2021-03-03,0,1,60028
42600,7796,0639,0140,42186,,0,9.892,2440.0,0.0,,1,31,94,2021-03-03,0,1,60029
42601,7796,0639,0140,42187,,0,3.223,2440.0,0.0,,1,31,94,2021-03-03,0,1,60030
42602,7796,0639,0140,42188,,0,1.042,2440.0,0.0,,1,31,94,2021-03-03,0,1,60031
42603,7796,0639,0140,42189,,0,1.044,2440.0,0.0,,1,31,94,2021-03-03,0,1,60032
42604,7796,0639,0140,42190,,0,1.096,2440.0,0.0,,1,31,94,2021-03-03,0,1,60033
42605,7796,0639,0140,42191,,0,10.272,2440.0,0.0,,1,31,94,2021-03-03,0,1,60034
42606,7796,0639,0140,42192,,0,3.288,2440.0,0.0,,1,31,94,2021-03-03,0,1,60035
42607,7796,0639,0140,42193,,0,1.042,2440.0,0.0,,1,31,94,2021-03-03,0,1,60036
42608,7796,0639,0140,42194,,0,1.097,2440.0,0.0,,1,31,94,2021-03-03,0,1,60037
42609,7796,0639,0140,42195,,0,1.107,2440.0,0.0,,1,31,94,2021-03-03,0,1,60038
42610,7796,0639,0140,42196,,0,10.322,2440.0,0.0,,1,31,94,2021-03-03,0,1,60039
42611,7796,0639,0140,42197,,0,1.097,2440.0,0.0,,1,31,94,2021-03-03,0,1,60040
42612,7796,0639,0140,42198,,0,1.044,2440.0,0.0,,1,31,94,2021-03-03,0,1,60041
42613,7796,0639,0140,42199,,0,1.044,2440.0,0.0,,1,31,94,2021-03-03,0,1,60042
42614,7796,0639,0140,42200,,0,3.223,2440.0,0.0,,1,31,94,2021-03-03,0,1,60043
42615,7797,0614,0122,42108,,0,25.0,2450.0,0.0,,1,31,94,2021-02-15,0,4,59923
42616,7798,0613,0116,42096,,0,25.0,650.0,0.0,-,1,31,94,2021-02-15,0,4,59922
42617,7799,0595,0116,42095,,0,25.0,5999.0,0.0,,1,31,94,2021-02-10,1,4,59873
42618,7800,0651,0150,42287,,0,3.0,73700.0,0.0,-,1,31,94,2021-03-11,0,4,60084
42619,7801,0651,0150,42287,,0,3.0,73700.0,0.0,"Siemens Motors 0.00 - 1LE7501-1EB43-5FA4-Z+H20 - 22KW 30HP 1.00 228600.00 9.0 7200.90 9.0 7200.90 0.0 0.00 94411.80
4P B5 FLANGE MTD 1500RPM FR:180L IP65 CL F 415V 50HZ VPI IE2
1LE7 /",1,31,94,2021-03-11,1,4,60084
42620,7802,0661,,0,0640,23089,5.0,90.0,0.0,,1,31,94,2021-03-16,0,0,60119
42621,7802,0661,,0,0640,23090,1.0,550.0,0.0,,1,31,94,2021-03-16,0,0,60120
42622,7803,0666,,0,0642,23093,1413.0,47.5,0.0,,1,31,94,2021-03-16,0,1,60131
42623,7803,0666,,0,0642,23094,144.0,47.5,0.0,,1,31,94,2021-03-16,0,1,60132
42624,7803,0666,,0,0642,23095,540.0,47.5,0.0,,1,31,94,2021-03-16,0,1,60133
42625,7803,0666,,0,0642,23096,1160.0,47.5,0.0,,1,31,94,2021-03-16,0,1,60134
42626,7803,0666,,0,0642,23097,11.0,49.5,0.0,,1,31,94,2021-03-16,0,1,60135
42627,7803,0666,,0,0642,23098,17.0,47.5,0.0,,1,31,94,2021-03-16,0,1,60136
42628,7803,0666,,0,0642,23099,369.0,48.5,0.0,,1,31,94,2021-03-16,0,1,60137
42629,7803,0666,,0,0643,23100,3687.0,0.3,0.0,,1,31,94,2021-03-16,0,1,60138
42630,7804,0674,0155,42295,,0,40.0,243.0,30.0,,1,31,94,2021-03-19,0,2,60149
42631,7804,0674,0155,42298,,0,3.0,2587.0,0.0,,1,31,94,2021-03-19,0,2,60150
42632,7804,0674,0155,42299,,0,3.0,2819.0,30.0,,1,31,94,2021-03-19,0,2,60151
42633,7804,0674,0155,42300,,0,3.0,2370.0,30.0,,1,31,94,2021-03-19,0,2,60152
42634,7804,0674,0155,42301,,0,3.0,1605.0,30.0,,1,31,94,2021-03-19,0,2,60153
42635,7804,0674,0155,42302,,0,3.0,2199.0,30.0,,1,31,94,2021-03-19,0,2,60154
42636,7804,0674,0156,42312,,0,3.0,1879.0,30.0,,1,31,94,2021-03-19,0,2,60155
42637,7804,0674,0155,42303,,0,3.0,1446.0,0.0,,1,31,94,2021-03-19,0,2,60156
42638,7804,0674,0155,42304,,0,20.0,1050.0,0.0,,1,31,94,2021-03-19,0,2,60157
42639,7804,0674,0155,42305,,0,50.0,210.0,30.0,,1,31,94,2021-03-19,0,2,60158
42640,7804,0674,0155,42306,,0,50.0,13.0,30.0,,1,31,94,2021-03-19,0,2,60159
42641,7804,0674,0155,42307,,0,50.0,246.0,0.0,,1,31,94,2021-03-19,0,2,60160
42642,7804,0674,0155,42308,,0,50.0,39.0,30.0,,1,31,94,2021-03-19,0,2,60161
42643,7804,0674,0155,42309,,0,50.0,42.0,30.0,,1,31,94,2021-03-19,0,2,60162
42644,7804,0674,0156,42310,,0,45.0,69.0,30.0,,1,31,94,2021-03-19,0,2,60163
42645,7804,0674,0156,42311,,0,20.0,244.0,0.0,,1,31,94,2021-03-19,0,2,60164
42646,7804,0674,0155,42296,,0,20.0,6940.0,30.0,,1,31,94,2021-03-19,0,2,60165
42647,7804,0674,0155,42297,,0,20.0,8392.0,30.0,,1,31,94,2021-03-19,0,2,60166
42648,7805,0679,,0,0554,22869,30.8,240.0,0.0,,1,31,94,2021-03-21,0,2,60172
42649,7805,0679,,0,0554,22870,39.4,240.0,0.0,,1,31,94,2021-03-21,0,2,60173
42650,7805,0679,,0,0554,22871,5.1,240.0,0.0,,1,31,94,2021-03-21,0,2,60174
