Id,MId,BillNo,BillDate,PONo,PODate,Particulars,WONo,BGGroup,AcHead,Amount,BudgetCode,PVEVNo
1178,1014,-,2013-08-06,-,,-,NA,13,17,560.0,0,
1179,1015,-,2013-08-16,-,,-,NA,3,16,92.0,0,
1180,1015,-,2013-08-16,-,,-,NA,3,26,35.0,0,
1181,1016,-,2013-08-31,-,,-,NA,5,16,100.0,0,
1182,1016,-,2013-08-31,-,,-,NA,5,26,105.0,0,
1183,1017,-,2013-08-05,-,,-,NA,5,26,105.0,0,
1184,1018,-,2013-08-16,-,,-,NA,5,16,408.0,0,
1185,1019,-,2013-08-05,-,,-,NA,5,16,240.0,0,
1186,1020,-,2013-08-19,-,,-,NA,5,16,200.0,0,
1187,1021,-,2013-08-06,-,,-,NA,5,26,35.0,0,
1188,1022,-,2013-08-12,-,,-,NA,5,26,35.0,0,
1189,1023,-,2013-08-18,,,-,NA,5,26,70.0,0,
1190,1024,-,2013-08-13,-,,-,NA,5,16,120.0,0,
1191,1025,-,2013-08-30,-,,-,NA,5,16,120.0,0,
1192,1026,-,2013-08-02,-,,-,NA,5,16,105.0,0,
1193,1027,-,2013-08-13,-,,-,NA,5,16,350.0,0,
1194,1028,-,2013-08-09,-,,-,NA,5,16,80.0,0,
1195,1028,-,2013-08-09,-,,-,NA,5,26,70.0,0,
1196,1029,-,2013-08-05,-,,-,NA,5,16,20.0,0,
1197,1029,-,2013-08-05,-,,-,NA,5,26,35.0,0,
1198,1030,-,2013-08-13,-,,-,NA,5,16,100.0,0,
1199,1031,-,2013-08-14,-,,-,NA,5,16,180.0,0,
1200,1032,-,2013-08-29,-,,-,NA,5,26,35.0,0,
1201,1033,-,2013-08-07,,,-,NA,5,26,35.0,0,
1202,1034,-,2013-08-16,-,,-,NA,5,16,100.0,0,
1203,1035,-,2013-08-16,-,,-,NA,15,16,300.0,0,
1204,1036,-,2013-08-14,-,,-,NA,15,16,100.0,0,
1205,1037,-,2013-11-19,,,-,NA,2,16,337.0,0,
1206,1038,-,2013-11-19,,,-,NA,2,16,668.0,0,
1207,1039,-,2013-11-19,,,-,NA,2,16,738.0,0,
1208,1040,-,2013-11-19,,,-,NA,2,16,987.0,0,
1209,1041,-,2013-12-02,-,,-,NA,8,26,1610.0,0,
1210,1042,-,2013-12-03,-,,-,NA,8,26,2400.0,0,
1211,1043,-,2013-12-02,-,,-,NA,8,26,1670.0,0,
1212,1044,-,2013-11-19,,,-,NA,2,16,147.0,0,
1213,1045,-,2013-12-03,-,,-,NA,8,26,1990.0,0,
1214,1046,-,2013-11-19,,,-,NA,3,16,230.0,0,
1215,1047,-,2013-12-03,-,,-,NA,8,26,50.0,0,
1216,1048,-,2013-12-03,-,,-,NA,15,26,70.0,0,
1217,1049,-,2013-12-03,-,,-,NA,5,26,250.0,0,
1218,1050,-,2013-12-03,-,,-,NA,5,16,360.0,0,
1219,1051,-,2013-12-03,-,,-,NA,2,16,120.0,0,
1220,1052,-,2013-12-03,-,,-,NA,3,26,35.0,0,
1221,1053,-,2013-12-03,-,,-,NA,5,16,60.0,0,
1222,1053,-,2013-12-03,-,,-,NA,5,26,35.0,0,
1223,1054,-,2013-12-03,-,,-,NA,1,16,60.0,0,
1224,1055,-,2013-11-19,,,-,NA,8,43,1210.0,0,
1225,1056,-,2013-11-19,,,-,NA,8,43,994.0,0,
1226,1057,-,2013-11-21,,,-,NA,3,16,370.0,0,
1227,1058,-,2013-11-20,,,-,NA,2,16,126.0,0,
1228,1059,-,2013-12-03,-,,-,NA,2,26,700.0,0,
1229,1060,-,2013-11-23,,,-,NA,8,43,500.0,0,
1230,1061,-,2013-11-23,,,-,NA,15,32,3150.0,0,
1231,1062,-,2013-11-24,,,-,NA,15,16,100.0,0,
1232,1063,-,2013-12-03,-,,-,NA,12,16,120.0,0,
1233,1064,-,2013-11-29,,,-,NA,6,16,184.0,0,
1234,1065,-,2013-11-29,,,-,NA,8,7,935.0,0,
1235,1066,-,2013-12-03,-,,-,NA,13,26,70.0,0,
1236,1067,-,2013-11-28,,,-,NA,15,25,230.0,0,
1237,1068,-,2013-12-03,-,,-,NA,5,16,240.0,0,
1238,1069,-,2013-11-29,,,-,NA,15,16,1873.0,0,
1239,1070,-,2013-11-28,,,-,NA,6,25,402.0,0,
1240,1071,-,2013-12-03,-,,-,NA,5,16,240.0,0,
1241,1072,-,2013-12-03,-,,-,NA,5,16,120.0,0,
1242,1073,-,2013-11-29,,,-,NA,15,45,500.0,0,
1243,1074,-,2013-11-29,,,-,NA,13,16,1055.0,0,
1244,1075,-,2013-12-03,-,,-,NA,5,26,35.0,0,
1245,1076,-,2013-11-29,,,-,NA,6,26,792.0,0,
1246,1077,-,2013-11-29,,,-,NA,13,16,401.0,0,
1247,1078,-,2013-12-03,-,,-,NA,5,26,35.0,0,
1248,1079,-,2013-11-29,,,-,NA,3,16,540.0,0,
1249,1080,-,2013-12-03,-,,-,NA,5,26,35.0,0,
1250,1081,-,2013-11-29,,,-,NA,2,16,588.0,0,
1251,1082,-,2013-12-03,-,,-,NA,4,16,4756.0,0,
1252,1083,-,2013-11-29,,,-,NA,2,16,1477.0,0,
1253,1084,-,2013-11-29,,,-,NA,2,16,465.0,0,
1254,1085,-,2013-12-03,-,,-,NA,3,2,155.0,0,
1255,1086,-,2013-11-29,,,-,NA,2,16,604.0,0,
1256,1087,-,2013-11-29,,,-,NA,3,26,1280.0,0,
1257,1088,-,2013-11-29,,,-,NA,15,2,328.0,0,
1258,1089,-,2013-11-29,,,-,NA,8,26,300.0,0,
1259,1090,-,2013-12-03,-,,-,NA,3,16,120.0,0,
1260,1090,-,2013-12-03,-,,-,NA,3,26,35.0,0,
1261,1091,-,2013-12-03,-,,-,NA,5,2,35.0,0,
1262,1092,-,2013-12-03,-,,-,NA,5,16,160.0,0,
1263,1093,-,2013-12-03,-,,-,NA,5,16,259.0,0,
1264,1094,-,2013-12-03,-,,-,NA,5,26,35.0,0,
1265,1094,-,2013-12-03,-,,-,NA,5,16,350.0,0,
1266,1095,-,2013-11-29,,,-,NA,8,26,300.0,0,
1267,1096,-,2013-12-03,-,,-,NA,5,26,105.0,0,
1268,1096,-,2013-12-03,-,,-,NA,5,16,360.0,0,
1269,1097,-,2013-11-29,,,-,NA,13,38,1600.0,0,
1270,1098,-,2013-12-03,-,,-,NA,5,16,240.0,0,
1271,1099,-,2013-11-29,,,-,NA,15,38,1200.0,0,
1272,1100,-,2013-11-29,,,-,n0053,1,28,720.0,0,
1273,1101,-,2013-11-29,,,-,NA,13,32,600.0,0,
1274,1102,-,2013-11-29,,,-,NA,6,43,1509.0,0,
1275,1103,-,2013-11-29,,,-,NA,6,43,1430.0,0,
1276,1104,-,2013-11-29,,,-,NA,6,43,1150.0,0,
1277,1105,-,2013-12-03,-,,-,NA,5,26,35.0,0,
1278,1106,-,2013-11-29,,,-,NA,13,16,2353.0,0,
1279,1107,-,2013-11-29,,,-,NA,10,26,1345.0,0,
1280,1108,-,2013-11-29,,,-,NA,10,23,1440.0,0,
1281,1109,-,2013-12-03,-,,-,NA,5,26,70.0,0,
1282,1109,-,2013-12-03,-,,-,NA,5,16,20.0,0,
1283,1110,-,2013-12-28,,,-,NA,10,16,1690.0,0,
1284,1111,-,2013-12-03,-,,-,NA,5,26,35.0,0,
1285,1111,-,2013-12-03,-,,-,NA,5,16,420.0,0,
1286,1112,-,2013-11-29,,,-,NA,8,43,752.0,0,
1287,1113,-,2013-11-29,,,-,NA,8,26,5730.0,0,
1288,1114,-,2013-11-29,,,-,NA,8,26,1118.0,0,
1289,1115,-,2013-11-18,,,-,NA,8,16,1050.0,0,
1290,1116,-,2013-11-29,,,-,NA,8,26,2190.0,0,
1291,1117,-,2013-11-29,,,-,NA,8,26,1420.0,0,
1292,1118,-,2013-11-29,,,-,NA,8,26,1900.0,0,
1293,1119,-,2013-11-29,,,-,NA,8,26,1930.0,0,
1294,1120,-,2013-11-29,,,-,NA,8,16,240.0,0,
1295,1121,-,2013-11-29,,,-,NA,8,17,1571.0,0,
1296,1122,-,2014-04-01,-,,Shirwal to Sapl,NA,3,16,120.0,0,
1297,1123,-,2014-04-01,,,KONDIT TO SAPL,NA,3,16,80.0,0,
1298,1124,-,2014-04-01,,,KONDIT TO SAPL,NA,3,16,80.0,0,
1299,1125,-,2014-04-01,,,CHAMBALI TO SAPL,NA,3,16,160.0,0,
1300,1126,-,2014-04-01,,,MUSCO TO SAPL,NA,3,16,150.0,0,
1301,1127,-,2014-04-01,,,BHOR TO SAPL,NA,2,16,160.0,0,
1302,1128,-,2014-04-01,,,OFFICE WORK,NA,15,16,60.0,0,
1303,1128,-,2014-04-01,,,LUNCH,NA,15,26,35.0,0,
1304,1129,-,2014-04-05,,,BALAJINAGAR TO TML,NA,2,16,464.0,0,
1305,1129,-,2014-04-05,,,LUNCH,NA,2,26,140.0,0,
1306,1130,-,2014-04-05,,,BALAJINAGAR TO TML,NA,2,16,464.0,0,
1307,1130,-,2014-04-05,,,LUNCH,NA,2,26,140.0,0,
1308,1131,-,2014-04-05,,,NAGAR TO SAPL,NA,2,16,70.0,0,
1309,1132,431/375,2014-04-08,,,BILL DATE-07/04/2014 (GUEST LUNCH),NA,3,26,1145.0,0,
1310,1133,467/484/315,2014-04-09,,,BILL DATE-08/04/2014 (GUEST LUNCH),NA,4,26,3005.0,0,
1311,1134,-,2014-04-10,,,GUEST LUNCH MUSCO & M&M TEAM,NA,10,26,13000.0,0,
1312,1135,-,2014-04-10,,,KATRAJ TO TATA,NA,2,16,120.0,0,
1313,1135,-,2014-04-10,,,LUNCH,NA,2,26,35.0,0,
1314,1136,0542,2014-04-12,,,DNYANESHWAR TOWARDS IDBI & DENA BANK ,NA,9,16,100.0,0,
1315,1137,-,2014-04-12,,,GUEST LUNCH,NA,3,26,250.0,0,
1316,1137,-,2014-04-12,,,PETROL EXP.,NA,3,16,120.0,0,
1317,1138,-,2014-04-12,,,OFFICE WORK,NA,3,16,120.0,0,
1318,1139,-,2014-04-13,,,DHANKWADI OFFICE TO SAPL & SATARA,NA,15,16,200.0,0,
1319,1140,-,2014-04-07,,,HADPASAR TO SAPL,NA,4,16,120.0,0,
1320,1141,-,2014-04-03,,,KHED SHIVAPUR TO TML,NA,2,16,780.0,0,
1321,1141,-,2014-04-03,,,LUNCH,NA,2,26,140.0,0,
1322,1142,-,2014-04-16,,,COURIER CHARGES BLL DATE-14/04/2014,NA,15,5,150.0,0,
1323,1143,113,2014-04-25,,,GUEST LUNCH,NA,3,26,270.0,0,
1324,1144,-,2014-04-25,,,GUEST LUNCH,NA,3,26,160.0,0,
1325,1145,222,2014-04-26,,,GUEST LUNCH,NA,3,26,325.0,0,
1326,1146,24028,2014-04-26,,,BILL DATE-21/03/2014 GUEST LUNCH,NA,3,26,430.0,0,
1327,1147,0924,2014-04-25,,,BILL DATE-14/04/2014 (PETROL),NA,4,16,300.0,0,
1328,1148,-,2014-04-24,,,SAPL TO CUMMINS,NA,4,16,226.0,0,
1329,1149,0518,2014-04-11,,,BILL DATE-09/04/2014,NA,4,26,1420.0,0,
1330,1150,-,2014-04-26,,,UPPER TO TATA,NA,4,16,116.0,0,
1331,1151,-,2014-04-26,,,BHOR TO SAPL,NA,2,16,160.0,0,
1332,1152,-,2014-04-26,,,BHOR TO CUMMINS,NA,2,16,336.0,0,
1333,1153,-,2014-04-26,,,HADAPSAR TO SAPL,NA,4,16,260.0,0,
1334,1154,-,2014-04-26,,,CHAMBALI TO SAPL,NA,3,16,80.0,0,
1335,1155,-,2014-04-26,,,BHOR TO KAPRHOLE,NA,2,16,100.0,0,
1336,1156,344,2014-04-30,,,N0039/T0013,NA,4,26,485.0,0,
1337,1157,-,2014-04-09,,,KATRAJ TO TML,NA,2,16,240.0,0,
1338,1158,-,2014-04-01,,,NARHE TO SAPL,NA,5,16,384.0,0,
1339,1159,-,2014-04-01,,,SUNDAY WORKING,NA,17,16,140.0,0,
1340,1160,-,2014-04-01,,,SHIRWAL TO SAPL,NA,5,16,192.0,0,
1341,1161,-,2014-04-01,,,SWEET DISPATCH,NA,8,51,420.0,0,
1342,1162,120,2014-04-01,,,PETROL,NA,8,26,200.0,0,
1343,1162,-,2014-04-01,,,NARHE TO SAPL (GUEST LUNCH),NA,8,16,523.0,0,
1344,1163,5868,2014-04-04,,,GUEST LUNCH,NA,8,26,750.0,0,
1345,1164,-,2014-04-03,,,CANTEEN EXP,NA,8,43,500.0,0,
1346,1164,-,2014-04-03,,,OFFICE WORK,NA,8,16,200.0,0,
1347,1165,-,2014-04-05,,,CANTEEN EXP,NA,8,43,1480.0,0,
1348,1166,-,2014-04-05,,,CANTEEN EXP,NA,8,43,1110.0,0,
1349,1167,6725,2014-04-08,,,A/C REPAIRING,NA,8,2,3600.0,0,
1350,1168,-,2014-04-09,,,OFFICE WORK,NA,8,16,300.0,0,
1351,1169,-,2014-04-14,,,SWEET FOR PROJECT DISPATCH,NA,8,51,600.0,0,
1352,1170,0597,2014-04-14,,,OFFICE WORK,NA,8,16,50.0,0,
1353,1171,-,2014-04-12,,,ONION PACKING MATERIAL,NA,8,51,100.0,0,
1354,1172,-,2014-04-11,,,CANTEEN EXP,NA,8,43,170.0,0,
1355,1172,-,2014-04-11,,,BILL DATE-10/04/2014 BELT,NA,8,51,65.0,0,
1356,1172,1668,2014-04-11,,,BILL DATE-10/4/14 MEDICAL EXP,NA,8,44,200.0,0,
1357,1173,-,2014-04-15,,,OFFICE WORK,NA,8,16,300.0,0,
1358,1174,18-0009,2014-04-15,,,CANTEEN EXP,NA,8,43,302.0,0,
1359,1174,-,2014-04-15,,,OFFICE WORK,NA,8,51,100.0,0,
1360,1175,12/3,2014-04-16,,,OFFICE EXP,NA,8,51,960.0,0,
1361,1176,0662,2014-04-16,,,OFFICE WORK,NA,8,16,100.0,0,
1362,1177,-,2014-04-25,,,OFFICE EXP,NA,8,51,1320.0,0,
1363,1177,-,2014-04-25,,,OFFICE EXP,NA,8,16,290.0,0,
1364,1178,-,2014-04-23,,,CANTEEN EXP,NA,8,43,1398.0,0,
1365,1179,-,2014-04-23,,,CANTEEN EXP,NA,8,43,580.0,0,
1366,1180,63601099,2014-04-23,,,BILL DATE-22/4/14 INTERNET CHARGES,NA,8,20,1070.0,0,
1367,1181,379,2014-04-23,,,LUNCH,NA,8,51,300.0,0,
1368,1181,24520,2014-04-23,,,PETROL,NA,8,16,100.0,0,
1369,1181,148,2014-04-23,,,TOL CHARGES BILL DATE-21/4/14,NA,8,25,45.0,0,
1370,1182,-,2014-04-24,,,SALARY MONTH OF MARCH 2014,NA,11,52,5084.0,0,
1371,1183,-,2014-04-25,,,DIFF.FOR THE MONTH OF MARCH 2014,NA,8,52,720.0,0,
1372,1184,-,2014-04-22,,,OFFICE WORK,NA,8,16,50.0,0,
1373,1185,-,2014-04-24,,,TRAVELLING EXP,NA,17,16,50.0,0,
1374,1186,-,2014-04-21,,,NARHE TO SAPL,NA,5,16,612.0,0,
1375,1187,-,2014-04-07,,,WO.NO.N0063,NA,5,16,80.0,0,
1376,1188,-,2014-04-07,,,WO.NO.N0045/46,NA,5,16,100.0,0,
1377,1189,-,2014-04-15,,,NIGHT SHIFT LUNCH,NA,8,26,1240.0,0,
1378,1190,-,2014-04-26,,,NIGHT SHIFT LUNCH,NA,8,26,750.0,0,
1379,1191,-,2014-04-26,,,NIGHT SHIFT LUNCH,NA,8,26,484.0,0,
1380,1192,-,2014-04-26,,,NIGHT SHIFT LUNCH,NA,8,26,813.0,0,
1381,1193,-,2014-04-26,,,DHANKAWADI TO SAPL,NA,5,16,200.0,0,
1382,1194,-,2014-04-26,,,SAPL TO NASRAPUR,NA,5,16,540.0,0,
1383,1195,-,2014-04-26,,,WO.NO.N0044,NA,5,16,60.0,0,
1384,1196,-,2014-04-26,,,GOGALWADI TO SAPL,NA,5,16,120.0,0,
1385,1197,-,2014-04-26,,,GOGALWADI TO SAPL,NA,5,16,100.0,0,
1386,1198,-,2014-04-27,,,DHANKWADI TO SAPL,NA,5,16,160.0,0,
1387,1199,208,2014-04-29,,,GUEST LUNCH,NA,13,26,150.0,0,
1388,1200,-,2014-04-08,,,KONDIT TO SAPL,NA,5,16,80.0,0,
1389,1201,-,2014-04-07,,,SUNDAY WORKING,NA,5,16,152.0,0,
1390,1202,-,2014-04-30,,,SUNDAY WORKING,NA,5,16,152.0,0,
1391,1203,-,2014-04-17,,,WO.NO.N0048,NA,5,16,60.0,0,
1392,1204,-,2014-04-07,,,SUNDAY WORKING,NA,5,16,56.0,0,
1393,1205,-,2014-04-17,,,KATRAJ TO TML,NA,2,16,360.0,0,
1394,1206,-,2014-04-28,,,MONTH OF SALARY JAN-2014,NA,5,16,1645.0,0,
1395,1207,-,2014-05-28,,,TOWARDS MISC EXP S.T.,NA,9,53,14550.0,0,
1396,1208,-,2014-04-30,,,COURIERS CHARGES S.T.,NA,9,5,10450.0,0,
1397,1209,-,2014-04-25,,,MISC EXP.,NA,9,53,15000.0,0,
1398,1210,-,2014-04-15,,,OFFICE EXP,NA,9,51,16500.0,0,
1399,1211,-,2014-04-23,,,SALARY MONT OF MARCH-2014,NA,8,52,8427.0,0,
1400,1211,-,2014-04-23,,,SALARY MONT OF MARCH-2014,NA,8,52,8401.0,0,
1401,1212,-,2014-04-23,,,SALARY MONT OF MARCH-2014,NA,8,52,5871.0,0,
1402,1212,-,2014-04-23,,,SALARY MONT OF MARCH-2014,NA,8,52,4413.0,0,
1403,1213,-,2014-04-23,,,SALARY MONTH OF MARCH 2014,NA,8,52,8321.0,0,
1404,1213,-,2014-04-23,,,SALARY MONTH OF MARCH 2014,NA,8,1,5587.0,0,
1405,1215,72,2014-04-23,2136,2014-03-01,BILL DATE-22/4/14,NA,13,28,374.0,0,
1406,1216,1506,2014-04-01,2073,2014-03-31,-,NA,13,5,18560.0,0,
1407,1217,-,2014-05-02,,,SUNDAY WORKING,NA,5,16,30.0,0,
1408,1218,-,2014-05-02,,,SUNDAY WORKING,NA,5,16,100.0,0,
1409,1219,-,2014-05-03,,,BHOR TO SAPL,NA,2,16,160.0,0,
1410,1220,-,2014-05-02,,,MANDHAR TO SAPL ,NA,3,16,150.0,0,
1411,1221,-,2014-05-02,,,PETROL ALLOUNCE WO.NO.N0004/T0013,NA,4,16,2432.0,0,
1412,1222,-,2014-05-03,,,COMAU VISIT,NA,5,16,80.0,0,
1413,1223,-,2014-05-03,,,OFFICE WORK,NA,8,16,550.0,0,
1414,1224,-,2014-05-02,,,OFFICE WORK,NA,8,16,227.0,0,
1415,1225,-,2014-05-03,,,OFFICE WORK,NA,8,16,100.0,0,
1416,1226,-,2014-05-03,,,LUNCH EXP.,NA,8,26,1300.0,0,
1417,1227,-,2014-05-03,,,LUNCH EXP.,NA,8,26,1315.0,0,
1418,1228,-,2014-05-03,,,KELWADE TO SAPL,NA,5,16,56.0,0,
1419,1229,-,2014-05-03,,,SHIRWAL TO SAPL,NA,3,16,120.0,0,
1420,1230,-,2014-05-03,,,KELWDE TO SAPL,NA,5,16,56.0,0,
1421,1231,-,2014-05-03,,,KODIT TO SAPL,NA,3,16,160.0,0,
1422,1232,-,2014-05-03,,,BHOR TO SAPL,NA,5,16,60.0,0,
1423,1233,-,2014-05-03,,,NIGHT SHIFT,NA,5,16,120.0,0,
1424,1234,-,2014-05-03,,,NIGHT SHIFT,NA,5,16,240.0,0,
1425,1235,-,2014-05-03,,,WO.NO.N0041,NA,17,16,306.0,0,
1426,1236,-,2014-05-03,,,WO.NO.N0041,NA,17,16,240.0,0,
1427,1237,-,2014-05-03,,,NIGHT SHIFT,NA,5,16,480.0,0,
1428,1238,-,2014-05-03,,,SUNDAY WORKING,NA,5,16,152.0,0,
1429,1239,-,2014-05-03,,,BHOR TO CUMMINS,NA,2,16,336.0,0,
1430,1240,-,2014-05-03,,,NIGHT SHIFT,NA,5,16,420.0,0,
1431,1241,-,2014-05-03,,,KONDIT TO SAPL,NA,5,16,80.0,0,
1432,1242,-,2014-05-03,,,SAPL TO CUMMINS,NA,4,16,356.0,0,
1433,1243,-,2014-05-07,,,TIFFIN EXP.,NA,8,26,2108.0,0,
1434,1244,1715,2014-05-07,,,OFFICE EXP.,NA,8,44,200.0,0,
1435,1244,-,2014-05-07,,,OFFICE EXP.,NA,8,51,310.0,0,
1436,1244,-,2014-05-07,,,OFFICE EXP.,NA,8,16,130.0,0,
1437,1245,-,2014-05-10,,,COURIER CHARGES WO.NO.N0043,NA,13,5,680.0,0,
1438,1246,-,2014-05-10,,,CANTEEN EXP.,NA,8,51,40.0,0,
1439,1247,-,2014-05-12,,,OFFICE WORK,NA,8,16,220.0,0,
1440,1247,-,2014-05-12,,,XEROX,NA,8,51,15.0,0,
1441,1248,-,2014-05-15,,,OFFICE WORK,NA,8,16,300.0,0,
1442,1249,56,2014-05-15,,,OFFICE WORK,NA,8,2,150.0,0,
1443,1249,-,2014-05-15,,,OFFICE WORK,NA,8,16,300.0,0,
1444,1250,-,2014-05-16,,,ESCORT CHARGES,NA,15,25,1214.0,0,
1445,1251,-,2014-05-16,,,LUNCH EXP.,NA,8,26,710.0,0,
1446,1252,1633,2014-05-16,,,OFFICE EXP.,NA,9,16,100.0,0,
1447,1253,-,2014-05-17,,,OFFICE EXP.,NA,8,16,390.0,0,
1448,1254,1573,2014-05-19,,,GRISING BUS MH-12-FC-3882,NA,15,51,40.0,0,
1449,1255,-,2014-05-19,,,TOWARDS TML,NA,2,16,100.0,0,
1450,1255,-,2014-05-19,,,LUNCH,NA,2,26,35.0,0,
1451,1256,-,2014-05-15,,,TOWARDS TML,NA,2,16,700.0,0,
1452,1257,-,2014-05-18,,,TOWARDS TML N0006,NA,2,16,120.0,0,
1453,1257,-,2014-05-18,,,LUNCH,NA,2,26,35.0,0,
1454,1258,-,2014-05-15,,,TOWARDS TML,NA,2,16,80.0,0,
1455,1259,-,2014-05-12,,,MATERIAL PURCHASE WO.NO.N0039,NA,13,16,620.0,0,
1456,1260,-,2014-05-13,,,COMAU,NA,2,16,612.0,0,
1457,1260,-,2014-05-13,,,LUNCH,NA,2,26,175.0,0,
1458,1261,-,2014-05-13,,,DHAYRI TO TML,NA,2,16,560.0,0,
1459,1262,-,2014-05-15,,,BHOR TO SAPL,NA,2,16,160.0,0,
1460,1263,-,2014-05-15,,,SALARY FOR MONTH OF APRIL-2014,NA,3,52,7800.0,0,
1461,1264,-,2014-05-02,,,CANTEEN EXP.,NA,8,43,13500.0,0,
1462,1265,-,2014-05-23,,,COURIER CHARGSE,NA,13,5,1000.0,0,
1463,1266,-,2014-05-26,-,,OFFICE EXP ,NA,8,16,400.0,0,
1464,1267,-,2014-05-24,,,CANTEEN EXP,NA,8,43,1172.0,0,
1465,1268,-,2014-05-20,,,VISIT,NA,13,16,184.0,0,
1466,1268,564,2014-05-20,,,LUNCH,NA,13,26,165.0,0,
1467,1269,-,2014-05-23,,,OFFICE WORK,NA,4,16,1100.0,0,
1468,1270,-,2014-05-10,,,MONTH OF SALARY APRIL-2014,NA,8,52,8667.0,0,
1469,1270,-,2014-05-10,,,MONTH OF SALARY APRIL-2014,NA,8,52,8639.0,0,
1470,1271,-,2014-05-10,,,MONTH OF SALARY APRIL-2014,NA,8,52,6767.0,0,
1471,1271,-,2014-05-10,,,MONTH OF SALARY APRIL-2014,NA,8,52,6440.0,0,
1472,1272,-,2014-05-10,,,MONTH OF SALARY APRIL-2014,NA,8,52,8648.0,0,
1473,1273,-,2014-05-27,,,WO.NO.N0039,NA,4,16,50.0,0,
1474,1274,-,2014-05-29,,,SAPL TO JAMBULWADI,NA,8,16,100.0,0,
1475,1275,-,2014-05-29,,,AC REPARING,NA,8,16,850.0,0,
1476,1276,1745/1746,2014-05-27,,,MEDICAL EXP,NA,8,44,901.0,0,
1477,1277,1723176291,2014-05-30,,,INTERNET CHARGES,NA,8,20,1067.0,0,
1478,1278,414B/14-15,2014-05-07,0001,2014-05-28,MATERIAL PURCHASE PO 0001,NA,13,28,1386.0,0,
1479,1279,937,2014-05-03,0226,2014-05-28,MATERIAL PURCHASE CUMMINS,NA,2,28,500.0,0,
1480,1279,-,2014-05-03,,,MATERIAL PURCHASE CUMMINS,NA,2,16,70.0,0,
1481,1280,-,2014-05-30,,,NIGHT SHIFT LUNCH,NA,8,26,870.0,0,
1482,1281,-,2014-05-23,,,NIGHT SHIFT LUNCH,NA,8,26,959.0,0,
1483,1282,-,2014-05-23,,,NIGHT SHIFT LUNCH,NA,8,26,1110.0,0,
1484,1283,-,2014-05-30,,,NIGHT SHIFT LUNCH,NA,8,26,1511.0,0,
1485,1284,-,2014-05-30,,,NIGHT SHIFT LUNCH,NA,8,26,1211.0,0,
1486,1285,-,2014-05-30,,,NIGHT SHIFT LUNCH,NA,8,26,1862.0,0,
1487,1286,-,2014-05-30,,,SALARY MISTAKE DIFF,NA,3,16,1454.0,0,
1488,1287,884,2014-05-30,,,INTERNET CHARGES NMC,NA,8,20,1500.0,0,
1489,1288,-,2014-05-30,,,MATERIAL PURCHASE,NA,17,16,70.0,0,
1490,1289,-,2014-05-30,,,NIGHT SHIFT,NA,5,16,40.0,0,
1491,1290,-,2014-05-30,,,NIGHT SHIFT,NA,2,16,140.0,0,
1492,1291,-,2014-05-30,,,NIGHT SHIFT,NA,5,16,300.0,0,
1493,1292,-,2014-05-30,,,MUSCO PROJECT,NA,3,16,150.0,0,
1494,1293,-,2014-05-26,,,MUSCO PROJECT,NA,3,16,150.0,0,
1495,1294,-,2014-05-24,,,CONVEYANCE FOR FEB/MARCH,NA,9,16,19000.0,0,
1496,1295,2026,2014-05-30,,,OFFICE EXP,NA,8,27,375.0,0,
1497,1295,-,2014-05-30,,,OFFICE EXP.,NA,8,16,114.0,0,
1498,1296,-,2014-05-26,,,REPARING CHARGES,NA,8,2,17000.0,0,
1499,1297,-,2014-05-30,,,GUEST LUNCH,NA,8,26,2010.0,0,
1500,1298,-,2014-05-31,,,GUEST LUNCH,NA,8,26,1060.0,0,
1501,1299,-,2014-05-31,,,MSDCL VISIT,NA,15,16,50.0,0,
1502,1300,-,2014-05-26,,,TOWARDS M&M,NA,5,16,160.0,0,
1503,1301,-,2014-05-30,,,SUNDAY WORKING,NA,5,16,80.0,0,
1504,1302,-,2014-05-26,,,TOWARDS PETROL,NA,13,16,1454.0,0,
1505,1303,-,2014-05-30,,,TOWARDS PETROL,NA,17,16,128.0,0,
1506,1304,-,2014-05-30,,,SUNDAY WORKING,NA,5,16,40.0,0,
1507,1305,-,2014-05-30,,,TOWARDS PETROL,NA,4,16,120.0,0,
1508,1306,-,2014-05-30,,,TOWARDS TML,NA,4,16,188.0,0,
1509,1307,-,2014-05-30,,,NIGHT SHIFT,NA,3,16,40.0,0,
1510,1308,-,2014-05-30,,,NIGHT SHIFT,NA,5,16,40.0,0,
1511,1309,-,2014-05-30,,,NIGHT SHIFT,NA,5,16,40.0,0,
1512,1310,-,2014-05-30,,,WO.NO.N0004,NA,5,16,154.0,0,
1513,1311,-,2014-05-27,,,TOWARDS COMAU,NA,5,16,56.0,0,
1514,1312,-,2014-05-30,,,NIGHT SHIFT,NA,5,16,560.0,0,
1515,1313,-,2014-05-30,,,SUNDAY WORKING,NA,5,16,100.0,0,
1516,1314,-,2014-05-22,,,OFFICE EXP.,NA,9,51,18000.0,0,
1517,1315,-,2014-05-30,,,NIGHT SHIFT,NA,12,16,320.0,0,
1518,1316,-,2014-05-30,,,NIGHT SHIFT,NA,5,16,50.0,0,
1519,1317,-,2014-05-21,,,MATERIAL DISPATCH,NA,4,16,4000.0,0,
1520,1318,-,2014-05-30,,,NIGHT SHIFT,NA,5,16,300.0,0,
1521,1319,-,2014-05-28,,,NIGHT SHIFT,NA,5,16,180.0,0,
