Id,MId,BillNo,BillDate,PONo,PODate,Particulars,WONo,BGGroup,AcHead,Amount,BudgetCode,PVEVNo
3660,3201,-,2017-11-08,,,GUEST LUNCH EXP.,N0157,1,26,1627.0,9,
3661,3202,10224,2017-11-08,,,GUEST LUNCH EXP.,N0164,1,26,240.0,9,
3662,3203,-,2017-11-08,,,PETROL EXP.,N0158,1,16,60.0,7,
3663,3204,-,2017-11-09,,,SALRY DIFF.PAID FOR OCT 2017,NA,8,52,500.0,0,
3664,3205,-,2017-11-10,,,DIESEL EXP.MH 12 EF5483,N0157,1,45,350.0,7,
3665,3206,-,2017-11-10,,,PERSONAL USE,NA,8,50,500.0,0,
3666,3207,10308,2017-11-10,,,GUEST LUNCH EXP.,N0157,1,26,120.0,9,
3667,3208,-,2017-11-15,,,DIESEL EXP 5483,N0157,1,45,1000.0,6,
3668,3208,-,2017-11-15,,,CONVEYANCE,N0157,1,16,2380.0,8,
3669,3208,-,2017-11-15,,,GUEST LUNCH,N0157,1,26,500.0,9,
3670,3209,-,2017-11-16,,,towards on site.,N0162,1,16,3600.0,8,
3671,3210,-,2017-11-07,,,PETROL EXP.4472,NA,9,16,250.0,0,
3672,3211,-,2017-11-08,,,GUEST LUNCH EXP.,N0157,1,26,350.0,9,
3673,3211,-,2017-11-08,,,PETROL EXP.,N0157,1,16,200.0,7,
3674,3212,-,2017-11-10,,,OFFICE EXP.,NA,4,51,200.0,0,
3675,3212,-,2017-11-10,,,PETROL EXPS.,NA,4,16,120.0,0,
3676,3213,10335,2017-11-12,,,GUEST LUNCH EXP.,N0157,1,26,240.0,9,
3677,3213,-,2017-11-12,,,NEW TUBE FOR TWO WHEELER EXP.,N0157,1,51,320.0,5,
3678,3214,10508/2408,2017-11-13,,,PETROL EXP.,NA,9,16,350.0,0,
3679,3215,-,2017-11-13,,,PETROL EXP.,N0158,1,16,220.0,7,
3680,3216,23,2017-11-14,,,courier charges exp.,N0157,1,5,2000.0,6,
3681,3217,-,2017-11-16,,,sunday working.,N0158,1,16,50.0,7,
3682,3218,-,2017-11-16,,,SUNDAY WORKING,N0157,1,16,80.0,7,
3683,3219,-,2017-11-16,,,TOWARDS ON SITE.,N0168,1,16,450.0,8,
3684,3220,196,2017-11-21,,,towards material pur.,N0164,1,41,860.0,3,
3685,3221,8612,2017-11-17,,,"petrol exp.MH-12,T-469",NA,9,16,100.0,0,
3686,3222,-,2017-11-22,,,ON SITE (CUMMINS),N0173,1,16,392.0,8,
3687,3223,481,2017-11-22,,,MISC.EXPS./LUNCH,NA,8,16,880.0,0,
3688,3224,226,2017-11-22,,,GUEST LUNCH EXP.,N0157,1,26,550.0,9,
3689,3224,234,2017-11-22,,,GUEST LUNCH EXP.,NA,8,26,800.0,0,
3690,3225,-,2017-11-24,,,material pur.,N0169,1,28,236.0,1,
3691,3226,-,2017-11-25,,,"PETROL EXP.MH-12,DW 1889",NA,5,16,550.0,0,
3692,3227,111/3095/1024,2017-11-29,,,OFFICE EXP.,NA,9,16,490.0,0,
3693,3228,3014/30,2017-11-29,,,"PETROL EXP.MH-12,GU 6133",N0169,1,16,200.0,7,
3694,3229,-,2017-12-01,,,TOWARDS TRAVELLING EXP.,NA,15,16,180.0,0,
3695,3230,88,2017-12-04,,,RANGOLI PUR.EXP,NA,24,51,80.0,0,
3696,3231,-,2017-12-06,,,TRAVELLING EXP.,NA,9,16,60.0,0,
3697,3232,-,2017-12-06,,,DIESEL EXP.7267,NA,15,45,3500.0,0,
3698,3232,-,2017-12-06,,,DIESEL EXP.5483,NA,15,45,2100.0,0,
3699,3233,SPI4683/81,2017-12-06,,,AGAINST MATERIAL PUR.,N0173,1,28,10160.0,1,
3700,3234,020,2017-12-08,,,internet charges,NA,11,20,1700.0,0,
3701,3235,-,2017-12-09,,,courier charges (dispatch neel metal),N0127,1,5,2100.0,6,
3702,3236,818,2017-12-11,,,WATER CHARGES,NA,24,51,200.0,0,
3703,3237,430,2017-12-11,,,BUS PUNCTURE ,NA,15,2,400.0,0,
3704,3238,819,2017-12-12,,,WATER CHARGES,NA,24,51,200.0,0,
3705,3239,-,2017-12-13,,,TOWARDS INCOME TAX OFFICE,NA,9,16,120.0,0,
3706,3240,821,2017-12-14,,,WATER CHARGES (2 DAYS),NA,24,51,400.0,0,
3707,3241,66,2017-12-14,,,BIRTHDAY CELEBRATION EXPS.,NA,24,51,1800.0,0,
3708,3242,-,2017-12-14,,,MATERIAL PUR.,N0169,1,28,595.0,1,
3709,3243,-,2017-12-15,,,ON SITE EXP.,N0172,1,16,725.0,8,
3710,3244,-,2017-12-15,,,ON SITE EXP.,NA,5,16,1375.0,0,
3711,3245,-,2017-12-15,,,ON SITE EXP.(BANER),NA,5,16,1100.0,0,
3712,3246,11843/1081,2017-12-15,,,GUEST LUNCH EXP.,NA,9,26,780.0,0,
3713,3247,-,2017-12-15,,,MATERIAL PUR.,N0164,1,28,2000.0,1,
3714,3248,134,2017-12-17,,,sahil cranes,NA,5,14,7021.0,0,
3715,3248,-,2017-12-17,,,lunch (extra),NA,5,26,500.0,0,
3716,3248,2171,2017-12-17,,,petrol exp.,NA,5,16,100.0,0,
3717,3248,-,2017-12-17,,,advance paid,NA,5,45,1379.0,0,
3718,3249,-,2017-12-18,,,petrol exp.,N0169,1,16,100.0,7,
3719,3250,-,2017-12-18,,,petrol exp.,NA,24,16,50.0,0,
3720,3251,9,2017-12-20,,,GUEST LUNCH,NA,13,26,396.0,0,
3721,3251,-,2017-12-20,,,PETROL EXP.,NA,13,16,250.0,0,
3722,3252,-,2017-12-21,,,MATERIAL DISPATCH CUMMINS SWEET,N0173,1,51,378.0,9,
3723,3253,-,2017-12-21,,,MATERIAL PUR. (SPRING),N0169,1,28,520.0,1,
3724,3258,-,2017-12-21,,,GUEST LUNCH EXP.,NA,24,26,440.0,0,
3725,3258,-,2017-12-21,,,CANTEEN EXP.(SHRADHA SALES),NA,24,43,1339.0,0,
3726,3259,-,2017-12-22,,,BUS PICKUP & DROP,NA,15,16,270.0,0,
3727,3260,-,2017-12-22,,,ON SITE EXP.,NA,9,16,1046.0,0,
3728,3260,-,2017-12-22,,,LUNCH EXP.,NA,9,26,100.0,0,
3729,3261,-,2017-12-22,,,PETROL EXP.,N0169,1,16,100.0,7,
3730,3262,-,2017-12-24,,,CUP SET EXP.,NA,24,51,1500.0,0,
3731,3263,99,2017-12-25,,,on site lunch exp.,NA,24,26,1260.0,0,
3732,3264,-,2017-12-25,,,sunday working,N0157,1,16,92.0,7,
3733,3265,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,24,52,9000.0,0,
3734,3266,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,24,52,9000.0,0,
3735,3267,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,24,52,8100.0,0,
3736,3271,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,5192.0,0,
3737,3272,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,12567.0,0,
3738,3273,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,12138.0,0,
3739,3274,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,15,52,8068.0,0,
3740,3275,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,2,52,10340.0,0,
3741,3276,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,2,52,6972.0,0,
3742,3277,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,11770.0,0,
3743,3278,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,10325.0,0,
3744,3279,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,24,52,8713.0,0,
3745,3280,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,6972.0,0,
3746,3281,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,12604.0,0,
3747,3282,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,15,52,15000.0,0,
3748,3283,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,3,52,7520.0,0,
3749,3284,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,7520.0,0,
3750,3285,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,5,52,10588.0,0,
3751,3286,salary-NOV.2017,2017-12-26,,,salary-NOV.2017,NA,24,52,15000.0,0,
3752,3287,-,2017-12-26,,,petrol exp.,N0169,1,16,80.0,7,
3753,3288,-,2017-12-28,,,towards stamp paper exp.,N0178,1,51,210.0,9,
3754,3289,-,2017-12-28,,,PETROL EXP.,N0169,1,16,100.0,7,
3755,3290,-,2017-12-28,,,SUNDAY WORKING,N0157,1,16,70.0,7,
3756,3291,-,2017-12-28,,,DIESEL EXP.(ON SITE),NA,24,16,2000.0,0,
3757,3291,-,2017-12-28,,,OFFICE EXP.,NA,24,51,650.0,0,
3758,3291,-,2017-12-28,,,TRAVELLING EXP.BOARDING ALLOWANCE),NA,24,23,220.0,0,
3759,3291,-,2017-12-28,,,LUNCH EXP.,NA,24,26,300.0,0,
3760,3292,-,2018-01-03,,,TOWARDS MATERIAL PUR.,N0146,1,28,1841.0,1,
3761,3293,24723/33,2018-01-03,,,GUEST LUNCH EXP.,N0158,1,26,3120.0,9,
3762,3293,33,2018-01-03,,,GUEST LUNCH EXP.,N0157,1,26,920.0,9,
3763,3294,-,2018-01-04,,,TOWARDS OFFICE EXP.,NA,24,51,3340.0,0,
3764,3295,-,2018-01-04,,,"PETROL EXP.MH-16,BK-2901",N0146,1,16,116.0,7,
3765,3296,-,2018-01-05,,,ON SITE EXP.(AUTOLINE CHAKAN),S0158,1,16,450.0,8,
3766,3297,-,2018-01-05,,,ON SITE EXP. (AUTOLINE CHAKAN),S0158,1,16,450.0,8,
3767,3298,-,2018-01-06,,,TRAVELLING EXP.,NA,9,16,55.0,0,
3768,3299,030,2018-01-08,,,INTERNET CHARGES,NA,11,20,1700.0,0,
3769,3300,-,2018-01-09,,,WASHROOM REPAIRING CHARGES,NA,24,2,2000.0,0,
3770,3301,-,2018-01-09,,,ON SITE WORK,NA,5,51,600.0,0,
3771,3302,-,2018-01-10,,,MATERIAL PUR.,N0169,1,28,224.0,1,
3772,3303,-,2018-01-10,,,WASHROOM REPAIRING,NA,24,2,1000.0,0,
3773,3304,317,2018-01-10,,,MATERIAL PUR.,N0169,1,28,1070.0,2,
3774,3305,-,2018-01-10,,,"PETROL EXP. MH-16,BK 9201",N0169,1,16,80.0,7,
3775,3306,-,2018-01-12,,,CANTEEM EXP.,NA,24,43,70.0,0,
3776,3307,-,2018-01-17,,,"PETROL EXP.MH-12,NN-616",NA,9,16,80.0,0,
3777,3308,26063,2018-01-18,,,MATERIAL PUR.,N0173,1,41,625.0,4,
3778,3308,-,2018-01-18,,,"PETROL EXP.MH-12,NQ 9721",N0173,1,16,258.0,7,
3779,3309,-,2018-01-19,,,"diesel exp.for material pur.MH-12,LJ-5441",NA,10,45,2000.0,0,
3780,3310,109,2018-01-22,,,"DIESEL EXP.MH-12,DT-7267",NA,15,45,500.0,0,
3781,3311,-,2018-01-22,,,TOWARDS SAPL TRIP KASHID BEACH,NA,24,51,20000.0,0,
3782,3312,-,2018-01-22,,,TOWARDS TRIP (SAPL TO KASHID BEACH),NA,24,51,3420.0,0,
3783,3313,-,2018-01-19,,,MATERIAL PUR.,N0169,1,16,562.0,7,
3784,3314,-,2018-01-23,,,ON SITE B&R,NA,4,16,375.0,0,
3785,3315,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,24,52,8710.0,0,
3786,3316,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,24,52,9000.0,0,
3787,3317,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,24,52,7258.0,0,
3788,3318,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,3613.0,0,
3789,3319,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,12581.0,0,
3790,3320,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,10565.0,0,
3791,3321,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,15,52,9097.0,0,
3792,3322,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,2,52,7097.0,0,
3793,3323,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,2,52,9400.0,0,
3794,3324,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,11045.0,0,
3795,3325,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,10500.0,0,
3796,3326,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,24,52,8226.0,0,
3797,3327,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,5884.0,0,
3798,3328,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,11694.0,0,
3799,3329,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,15,52,15091.0,0,
3800,3330,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,3,52,7126.0,0,
3801,3331,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,7126.0,0,
3802,3332,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,5,52,10161.0,0,
3803,3333,salary-DEC.2017,2018-01-23,,,salary-DEC.2017,NA,24,52,19000.0,0,
3804,3334,727,2018-01-24,,,SAFETY TANK CHARGES,NA,24,51,1500.0,0,
3805,3335,-,2018-01-24,,,towards hard disk,NA,3,37,3650.0,0,
3806,3336,-,2018-01-25,,,MEDICAL EXPS.,NA,24,44,20000.0,0,
3807,3337,-,2018-01-25,,,ON SITE EXP. (CUMMINS),N0173,1,16,300.0,8,
3808,3338,-,2018-01-25,,,ON SITE EXP.,N0164,1,16,1467.0,8,
3809,3339,-,2018-01-25,,,TOWARDS MATERIAL PUR.,NA,5,45,30.0,0,
3810,3340,-,2018-01-31,,,PETROL EXP.,N0173,1,16,190.0,7,
3811,3341,-,2018-01-30,,,TOWARDS SEMINAR FOR E WAY BILL,NA,9,16,245.0,0,
3812,3342,Salary,2018-02-03,,,salary,NA,24,52,5000.0,0,
3813,3343,-,2018-02-05,,,petrol exp.,N0175,1,16,90.0,7,
3814,3344,39,2018-02-06,,,INTERNET CHARGES,NA,11,20,1700.0,0,
3815,3345,14079,2018-02-06,,,GUEST LUNCH,NA,24,26,480.0,0,
3816,3346,-,2018-02-07,,,OFFICE EXPS.,NA,24,51,1000.0,0,
3817,3347,-,2018-02-07,,,PETROL EXP.,N0176,1,16,50.0,7,
3818,3348,-,2018-02-08,,,ON SITE EXP. (CUMMINS),N0173,1,16,600.0,7,
3819,3349,1183,2018-02-09,,,GUEST LUNCH EXP.,NA,24,26,120.0,0,
3820,3351,2820,2018-02-12,,,TOWARDS SEMINAR (ONLINE),NA,11,16,3400.0,0,
3821,3352,3246,2018-02-14,,,material pur.,NA,5,28,12703.0,0,
3822,3352,-,2018-02-14,,,petrol exp.,NA,5,16,200.0,0,
3823,3353,SPI6230,2018-02-17,,,L BKT CUTTING WO NO N0180,N0180,1,28,1319.0,1,
3824,3354,salary diff jan-18,2018-02-17,,,salary diff jan-18,NA,24,52,152.0,0,
3825,3355,-,2018-02-19,,,shivjayanti festival,NA,24,51,2000.0,0,
3826,3356,-,2018-02-20,,,sunday working,J0100,1,16,80.0,7,
3827,3357,-,2018-02-20,,,sunday working,J0100,1,16,40.0,7,
3828,3359,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,24,52,9000.0,0,
3829,3360,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,24,52,9000.0,0,
3830,3361,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,24,52,8565.0,0,
3831,3362,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,1129.0,0,
3832,3363,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,12581.0,0,
3833,3364,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,14032.0,0,
3834,3365,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,15,52,8794.0,0,
3835,3366,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,2,52,4613.0,0,
3836,3367,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,2,52,8794.0,0,
3837,3368,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,18294.0,0,
3838,3369,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,10161.0,0,
3839,3370,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,24,52,8500.0,0,
3840,3371,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,12097.0,0,
3841,3372,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,15,52,14516.0,0,
3842,3373,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,3,52,8187.0,0,
3843,3374,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,8187.0,0,
3844,3375,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,9823.0,0,
3845,3376,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,5,52,4129.0,0,
3846,3377,salary-JAN.2017,2018-02-15,,,salary-JAN.2017,NA,24,52,20000.0,0,
3847,3378,salary.aug-sept.-2017,2018-02-21,,,salary.aug-sept.-2017,NA,24,52,5000.0,0,
3848,3379,-,2018-02-21,,,petrol exp.MH 16 BK-9201,N0176,1,16,100.0,7,
3849,3380,14,2018-02-23,,,CANTEEN EXP.,NA,24,43,100.0,0,
3850,3380,14606,2018-02-23,,,GUEST LUNCH EXP.,NA,24,26,360.0,0,
3851,3381,-,2018-02-24,,,OFFICE EXP.,NA,9,51,200.0,0,
3852,3381,-,2018-02-24,,,TRAVELLING EXP.,NA,9,16,120.0,0,
3853,3382,-,2017-04-05,,,AMT.PAID AGAINST IOU CLEARANCE,NA,4,51,78.0,0,
3854,3383,-,2017-04-05,,,AMT.PAID AGAINST IOU CLEARANCE,NA,13,51,90.0,0,
3855,3384,-,2017-04-11,,,AMT.PAID AGAINST IOU CLEARANCE,NA,3,51,220.0,0,
3856,3385,-,2017-04-26,,,AMT.PAID AGAINST IOU CLEARANCE,NA,10,51,7035.0,0,
3857,3386,-,2017-06-03,,,AMT.PAID AGAINST IOU CLEARANCE,NA,17,51,30.0,0,
3858,3387,-,2017-06-17,,,AMT.PAID AGAINST IOU CLEARANCE,NA,17,51,30.0,0,
3859,3388,-,2017-06-22,,,AMT.PAID AGAINST IOU CLEARANCE,NA,5,51,60.0,0,
3860,3389,-,2017-07-06,,,AMT.PAID AGAINST IOU CLEARANCE,NA,24,51,364.0,0,
3861,3390,-,2017-08-03,,,AMT.PAID AGAINST IOU CLEARANCE,NA,4,51,15000.0,0,
3862,3391,-,2017-08-24,,,AMT.PAID AGAINST IOU CLEARANCE,NA,13,51,460.0,0,
3863,3392,-,2017-09-15,,,AMT.PAID AGAINST IOU CLEARANCE,NA,8,51,1130.0,0,
3864,3393,-,2017-09-15,,,AMT.PAID AGAINST IOU CLEARANCE,NA,17,51,320.0,0,
3865,3394,-,2017-09-28,,,AMT.PAID AGAINST IOU CLEARANCE,NA,13,51,17.0,0,
3866,3395,-,2017-09-28,,,AMT.PAID AGAINST IOU CLEARANCE,NA,3,51,200.0,0,
3867,3396,-,2017-10-07,,,AMT.PAID AGAINST IOU CLEARANCE,NA,17,51,50.0,0,
3868,3397,-,2017-10-28,,,AMT.PAID AGAINST IOU CLEARANCE,NA,4,51,741.0,0,
3869,3398,-,2017-11-06,,,AMT.PAID AGAINST IOU CLEARANCE,NA,19,51,1259.0,0,
3870,3399,-,2017-11-06,,,AMT.PAID AGAINST IOU CLEARANCE,NA,3,51,750.0,0,
3871,3400,-,2017-11-06,,,AMT.PAID AGAINST IOU CLEARANCE,NA,12,51,615.0,0,
3872,3401,-,2017-11-06,,,AMT.PAID AGAINST IOU CLEARANCE,NA,15,51,613.0,0,
3873,3402,-,2017-11-15,,,AMT.PAID AGAINST IOU CLEARANCE,NA,13,51,500.0,0,
3874,3403,-,2017-12-22,,,AMT.PAID AGAINST IOU CLEARANCE,NA,11,51,66.0,0,
3875,3404,-,2017-12-22,,,AMT.PAID AGAINST IOU CLEARANCE,NA,13,51,79.0,0,
3876,3405,-,2017-12-23,,,AMT.PAID AGAINST IOU CLEARANCE,NA,5,51,375.0,0,
3877,3406,-,2017-12-23,,,AMT.PAID AGAINST IOU CLEARANCE,NA,17,51,525.0,0,
3878,3407,-,2017-12-31,,,AMT.PAID AGAINST IOU CLEARANCE,NA,24,51,500.0,0,
3879,3408,-,2018-01-03,,,AMT.PAID AGAINST IOU CLEARANCE,NA,5,51,150.0,0,
3880,3409,-,2018-01-03,,,AMT.PAID AGAINST IOU CLEARANCE,NA,5,51,100.0,0,
3881,3410,-,2018-01-04,,,AMT.PAID AGAINST IOU CLEARANCE,NA,4,51,761.0,0,
3882,3411,-,2018-01-04,,,AMT.PAID AGAINST IOU CLEARANCE,NA,24,51,100.0,0,
3883,3412,-,2018-01-06,,,AMT.PAID AGAINST IOU CLEARANCE,NA,4,51,1671.0,0,
3884,3413,-,2018-02-05,,,AMT.PAID AGAINST IOU CLEARANCE,NA,4,51,40.0,0,
3885,3414,-,2018-02-05,,,AMT.PAID AGAINST IOU CLEARANCE,NA,24,51,355.0,0,
3886,3415,-,2018-02-20,,,AMT.PAID AGAINST IOU CLEARANCE,NA,17,51,137.0,0,
3887,3416,-,2018-02-20,,,AMT.PAID AGAINST IOU CLEARANCE,NA,15,51,44.0,0,
3888,3417,-,2018-02-21,,,AMT.PAID AGAINST IOU CLEARANCE,NA,5,51,230.0,0,
3889,3418,-,2018-02-21,,,AMT.PAID AGAINST IOU CLEARANCE,NA,24,51,150.0,0,
3890,3419,-,2018-02-21,,,AMT.PAID AGAINST IOU CLEARANCE,NA,3,51,1175.0,0,
3891,3420,-,2017-04-17,,,on site palghar cash paid against tour reports,N0161,1,16,2000.0,8,
3892,3421,-,2017-05-19,,,on site rudrapaur uk cash paid ,N0146,1,16,5000.0,8,
3893,3422,-,2017-05-19,,,ON SITE RUDRAPUR UK,N0146,1,16,3000.0,8,
3894,3426,-,2017-08-07,,,towards bill against,NA,8,32,6878.0,0,
3895,3427,-,2017-08-21,,,Towards TATA MOTORS BG,NA,9,51,20000.0,0,
3896,3428,-,2017-08-22,,,OFFICE EXP.,NA,8,51,20000.0,0,
3897,3429,-,2017-08-23,,,OFFICE EXP.,NA,8,51,5000.0,0,
3898,3430,-,2017-08-23,,,TOWARDS PERSONAL (15-07-2017),NA,2,50,100.0,0,
3899,3431,-,2017-10-17,,,ON SITE MATERIAL PUR. (CUMMINS) &RGV SERVIVING CHARGES. (AMIT),NA,4,45,5500.0,0,
3900,3432,-,2017-11-17,,,get together party,NA,10,51,20000.0,0,
3901,3433,-,2017-11-18,,,get together party,NA,10,51,10000.0,0,
3902,3434,-,2018-02-17,,,on site exp.,NA,19,16,500.0,0,
3903,3438,5023,2018-03-01,,,MACHINE SHIFFTING CHARGES,NA,17,14,3500.0,0,
3904,3439,1231,2018-03-01,,,PETROL EXP.,J0100,1,16,100.0,7,
3905,3440,-,2018-03-01,,,PETROL EXP.,J0101,1,16,50.0,7,
3906,3441,-,2018-03-02,,,CONVEYANCE CHARGES (SUNDAY WORKING),J0103,1,16,140.0,7,
3907,3442,-,2018-03-03,,,PETROL EXP.,,,,,,
3908,,1,16,110,7,,,,,,,
3909,3443,-,2018-03-03,,,CONVEYANCE CHARGES,NA,9,16,70.0,0,
3910,3444,-,2018-03-03,,,PETROL EXP.,J0101,1,16,60.0,7,
3911,3445,-,2018-03-04,,,OFFICE EXP.,N0166,1,51,358.0,9,
3912,3446,-,2018-03-05,,,ON SITE EXP,NA,2,16,275.0,0,
3913,3447,4872,2018-03-06,,,CANTEEN EXP,NA,24,43,400.0,0,
3914,3448,1878,2018-03-06,,,DIESEL EXP.MH-12.PZ-3759,NA,8,16,300.0,0,
3915,3449,14866,2018-03-06,,,GUEST LUNCH,NA,24,26,120.0,0,
3916,3449,-,2018-03-06,,,CANTEEN EXP.,NA,24,43,100.0,0,
3917,3450,046,2018-03-06,,,INTERNET CHARGES,NA,11,20,1500.0,0,
3918,3452,-,2018-03-07,,,PETROL EXP,N0166,1,16,170.0,7,
3919,3452,-,2018-03-07,,,MATERIAL PUR.,N0166,1,45,350.0,7,
3920,3453,103,2018-03-08,,,office exp.,J0101,1,51,320.0,1,
3921,3453,11348,2018-03-08,,,"PETROL EXP.MH-12,GU-6133",J0101,1,16,70.0,7,
3922,3454,-,2018-03-08,,,STAMP PAPER RS.100/-,NA,9,51,100.0,0,
3923,3454,-,2018-03-08,,,CONVEYANCE PAID,NA,9,16,20.0,0,
3924,3455,15052,2018-03-08,,,GUEST LUNCH EXP.,NA,24,26,240.0,0,
3925,3455,93,2018-03-08,,,CANTEEN EXP.,NA,24,43,80.0,0,
3926,3456,268,2018-03-09,,,TRANSPORT CHARGES,NA,8,16,3000.0,0,
3927,3457,15073,2018-03-09,,,TOWARDS NIGHT TIFFIN DINNER,NA,24,26,720.0,0,
3928,3458,43,2018-03-09,,,guest lunch exp.,NA,4,26,1040.0,0,
3929,3458,-,2018-03-09,,,travelling exp,NA,4,16,1372.0,0,
3930,3459,-,2018-03-10,,,petrol exp,N0155,1,16,600.0,7,
3931,3460,-,2018-03-14,,,iou clearance,NA,17,51,1500.0,0,
3932,3461,-,2018-03-14,,,IOU CLEARANCE,,,,,,
3933,,17,51,107,0,,,,,,,
3934,3462,-,2018-03-10,,,IOU CLEARANCE,NA,8,51,99.0,0,
3935,3463,-,2018-03-10,,, AGAINST MATERIAL PUR.,NA,13,45,500.0,0,
3936,3464,-,2018-03-01,,,REMAINING AMOUNT PAID,NA,4,45,30.0,0,
3937,3467,-,2018-03-13,,,"REPAIRING & MAIN.MH-12,DT-7267",NA,8,2,6000.0,0,
3938,3468,-,2018-03-14,,,PETROL EXP.,J0101,1,16,190.0,7,
3939,3468,-,2018-03-14,,,PINS FOR BUFFING,J0101,1,51,80.0,1,
3940,3469,-,2018-03-15,,,GUEST LUNCH EXP.,NA,24,26,480.0,0,
3941,3469,-,2018-03-14,,,NIGHT TIFFIN,NA,24,26,720.0,0,
3942,3471,-,2018-03-14,,,iou clearance (JV NO-204),NA,8,5,20.0,0,
3943,3472,-,2018-03-14,,,AGAINST IOU CLEARANCE (JV NO-205),NA,8,43,1.0,0,
3944,3473,-,2018-03-15,,,supplier visit,N0176,1,16,337.0,7,
3945,3474,-,2018-03-15,,,PETROL EXP.,,,,,,
3946,,1,16,90,7,,,,,,,
3947,3475,PRI6954,2018-03-16,,,TOWARDS BILL AGAINST,J0101,1,28,2213.0,1,
3948,3476,-,2018-03-17,,,TOWARDS PETROL EXP. (RTGS & DOCUMENT SUBMISSION),NA,9,16,100.0,0,
3949,3477,15363,2018-03-19,,,TOWARDS NIGHT TIFFIN,N0178,1,26,240.0,9,
3950,3478,-,2018-03-19,,,TOWARDS CIL PHALTAN VISIT & TATA MOTORS ,N0155,1,16,1525.0,7,
3951,3479,-,2018-03-20,,,SUPPLIER VISIT ,,,,,,
3952,,1,16,190,7,,,,,,,
3953,3480,15470,2018-03-21,,,guest lunch exp.,,,,,,
3954,,24,26,240,0,,,,,,,
3955,3481,2274,2018-03-23,,,diesel exp.mh12 dt-7267,NA,9,45,1500.0,0,
3956,3481,-,2018-03-23,,,petrol exp.,,,,,,
3957,,9,16,400,0,,,,,,,
3958,3482,15598/15603,2018-03-25,,,guest lunch exp.,NA,24,26,600.0,0,
3959,3483,-,2018-03-25,,,VMC REPAIRING,NA,4,2,4500.0,0,
