Id,SysDate,SysTime,CompId,FinYearId,SessionId,LogNo,TransType,TransNo,ItemId,Qty
397,2018-09-19,11:59:24 AM,1,6,Sapl0066,0018,1,0151,5655,117.0
398,2018-10-04,12:08:05 PM,1,6,sapl0251,0019,2,0371,8686,12.0
399,2018-10-04,5:51:49 PM,1,6,sapl0066,0020,1,0178,61582,3.0
400,2018-10-11,12:12:14 PM,1,6,sapl0251,0021,2,0394,875,6.0
401,2018-10-11,12:17:30 PM,1,6,sapl0251,0022,2,0395,875,2.0
402,2018-10-26,2:17:40 PM,1,6,sapl0066,0023,1,0201,59341,7.0
403,2018-10-26,2:17:42 PM,1,6,sapl0066,0024,1,0201,59342,5.0
404,2018-10-26,2:37:42 PM,1,6,Sapl0066,0025,1,0201,59341,7.0
405,2021-10-23,11:23:59 AM,1,9,sapl0001,0001,0,0003,82680,2.0
406,2021-10-23,11:24:02 AM,1,9,sapl0001,0002,0,0003,82679,2.0
407,2021-12-14,9:57:02 AM,1,9,sapl0001,0003,2,0119,1927,1.0
