Id,SysDate,SysTime,CompId,FinYearId,SessionId,OnSiteDate,EmpId,Shift,Status,Onsite,FromTime,ToTime,UpSysDate,UpSysTime,UpSessionId
4,2013-06-05,10:08:21 AM,1,1,sapl0018,2013-06-01,Sapl0037,0,0,on site piaggio -work order discussion.,08:45:00 AM,09:00:00 PM,2013-06-05,10:12:16 AM,sapl0018
5,2013-06-05,10:08:21 AM,1,1,sapl0018,2013-06-01,Sapl0018,0,0,on site piaggio -work order discussion.,08:45:00 AM,08:30:00 PM,2013-06-05,10:12:30 AM,sapl0018
6,2013-06-08,2:10:24 PM,1,1,sapl0018,2013-06-06,Sapl0135,0,0,pvpl-For manul unit installation work,07:30:00 AM,07:30:00 PM,2013-06-08,2:12:29 PM,sapl0018
7,2013-06-08,2:10:24 PM,1,1,sapl0018,2013-06-06,Sapl0037,0,0,pvpl-For manul unit installation work,07:30:00 AM,07:30:00 PM,2013-06-08,2:12:16 PM,sapl0018
8,2013-06-08,2:13:24 PM,1,1,sapl0018,2013-06-07,Sapl0135,0,0,pvpl-For manul unit installation work,07:30:00 AM,06:30:00 PM,2013-06-08,2:13:44 PM,sapl0018
9,2013-06-08,2:13:24 PM,1,1,sapl0018,2013-06-07,Sapl0037,0,0,pvpl-For manul unit installation work,07:30:00 AM,06:30:00 PM,2013-06-08,2:13:51 PM,sapl0018
10,2013-06-11,10:07:02 AM,1,1,sapl0019,2013-06-01,Sapl0020,0,0,tata motors ukd,08:30:00 AM,06:00:00 PM,2013-06-15,10:27:15 AM,sapl0019
11,2013-06-13,5:01:07 PM,1,1,sapl0018,2013-06-11,Sapl0037,0,0,On sit TML-Tackle Trial-Air hoist installation.,08:30:00 AM,07:30:00 PM,2013-06-13,5:01:39 PM,sapl0018
12,2013-06-13,5:03:59 PM,1,1,sapl0018,2013-06-12,Sapl0037,0,0,On site TML-Tackle trial done.,08:00:00 AM,01:30:00 PM,2013-06-13,5:04:19 PM,sapl0018
13,2013-06-13,5:07:24 PM,1,1,sapl0018,2013-06-11,Sapl0088,0,0,ONS SITE TML,08:30:00 AM,07:30:00 PM,2013-06-13,5:07:40 PM,sapl0018
14,2013-06-13,5:08:12 PM,1,1,sapl0018,2013-06-12,Sapl0088,0,0,ON SITE TML,08:00:00 AM,01:30:00 PM,2013-06-13,5:08:29 PM,sapl0018
15,2013-06-15,10:23:34 AM,1,1,sapl0019,2013-06-01,Sapl0098,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:30:00 PM,2013-07-24,12:20:33 PM,sapl0019
16,2013-06-15,10:23:34 AM,1,1,sapl0019,2013-06-01,Sapl0021,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:27:49 AM,sapl0019
17,2013-06-15,10:30:42 AM,1,1,sapl0019,2013-06-03,Sapl0098,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:40:43 AM,sapl0019
18,2013-06-15,10:30:42 AM,1,1,sapl0019,2013-06-03,Sapl0021,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:40:55 AM,sapl0019
19,2013-06-15,10:30:42 AM,1,1,sapl0019,2013-06-03,Sapl0020,0,0,on site pananagar for tata motors.,08:30:00 AM,06:00:00 PM,2013-06-15,10:41:09 AM,sapl0019
20,2013-06-15,10:31:52 AM,1,1,sapl0019,2013-06-04,Sapl0098,0,0,on site pantanagar for auto line project.,09:00:00 AM,06:00:00 PM,2013-06-15,10:41:34 AM,sapl0019
21,2013-06-15,10:31:52 AM,1,1,sapl0019,2013-06-04,Sapl0021,0,0,on site pantanagar for auto line project.,09:00:00 AM,06:00:00 PM,2013-06-15,10:41:45 AM,sapl0019
22,2013-06-15,10:31:52 AM,1,1,sapl0019,2013-06-04,Sapl0020,0,0,on site pantanagar for auto line project.,09:00:00 AM,06:00:00 PM,2013-06-15,10:41:55 AM,sapl0019
23,2013-06-15,10:33:16 AM,1,1,sapl0019,2013-06-05,Sapl0098,0,0,on site pantanagar for auto line project.,08:30:00 AM,05:30:00 PM,2013-06-15,10:42:16 AM,sapl0019
24,2013-06-15,10:33:16 AM,1,1,sapl0019,2013-06-05,Sapl0021,0,0,on site pantanagar for auto line project.,08:30:00 AM,05:30:00 PM,2013-06-15,10:42:28 AM,sapl0019
25,2013-06-15,10:33:16 AM,1,1,sapl0019,2013-06-05,Sapl0020,0,0,on site pantanagar for tata motrs project.,08:30:00 AM,05:30:00 PM,2013-06-15,10:42:39 AM,sapl0019
26,2013-06-15,10:34:29 AM,1,1,sapl0019,2013-06-06,Sapl0098,0,0,on site pantanagar for auto line project.,08:30:00 AM,05:30:00 PM,2013-06-15,10:43:07 AM,sapl0019
27,2013-06-15,10:34:29 AM,1,1,sapl0019,2013-06-06,Sapl0021,0,0,on site pantanagar for auto line project.,08:30:00 AM,05:30:00 PM,2013-06-15,10:43:17 AM,sapl0019
28,2013-06-15,10:34:29 AM,1,1,sapl0019,2013-06-06,Sapl0020,0,0,on site pantanagar for tata motors project.,08:30:00 AM,05:30:00 PM,2013-06-15,10:43:33 AM,sapl0019
29,2013-06-15,10:35:42 AM,1,1,sapl0019,2013-06-07,Sapl0098,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:43:56 AM,sapl0019
30,2013-06-15,10:35:42 AM,1,1,sapl0019,2013-06-07,Sapl0021,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:44:07 AM,sapl0019
31,2013-06-15,10:35:42 AM,1,1,sapl0019,2013-06-07,Sapl0020,0,0,on site pantanagar for tata motors project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:44:19 AM,sapl0019
32,2013-06-15,10:36:54 AM,1,1,sapl0019,2013-06-08,Sapl0098,0,0,on site pantanagar for auto line project.,09:00:00 AM,06:00:00 PM,2013-06-15,10:45:51 AM,sapl0019
33,2013-06-15,10:36:54 AM,1,1,sapl0019,2013-06-08,Sapl0021,0,0,on site pantanagar for auto line project.,09:00:00 AM,06:00:00 PM,2013-06-15,10:46:05 AM,sapl0019
34,2013-06-15,10:36:54 AM,1,1,sapl0019,2013-06-08,Sapl0020,0,0,on site pantanagar for tata motors project.,09:00:00 AM,06:00:00 PM,2013-06-15,10:46:54 AM,sapl0019
35,2013-06-15,10:37:57 AM,1,1,sapl0019,2013-06-10,Sapl0098,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:48:27 AM,sapl0019
36,2013-06-15,10:37:57 AM,1,1,sapl0019,2013-06-10,Sapl0021,0,0,on site pantanagar for auto line project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:48:37 AM,sapl0019
37,2013-06-15,10:37:57 AM,1,1,sapl0019,2013-06-10,Sapl0020,0,0,on site pantanagar for tata motors project.,08:30:00 AM,06:00:00 PM,2013-06-15,10:48:47 AM,sapl0019
38,2013-06-20,11:07:05 AM,1,1,sapl0019,2013-06-11,Sapl0098,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:16:39 AM,sapl0019
39,2013-06-20,11:07:05 AM,1,1,sapl0019,2013-06-11,Sapl0021,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:16:58 AM,sapl0019
40,2013-06-20,11:07:05 AM,1,1,sapl0019,2013-06-11,Sapl0020,0,0,on site rudrapur for tata motors.,08:30:00 AM,06:00:00 PM,2013-06-20,11:17:06 AM,sapl0019
41,2013-06-20,11:07:53 AM,1,1,sapl0019,2013-06-12,Sapl0098,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:17:32 AM,sapl0019
42,2013-06-20,11:07:53 AM,1,1,sapl0019,2013-06-12,Sapl0021,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:17:39 AM,sapl0019
43,2013-06-20,11:07:53 AM,1,1,sapl0019,2013-06-12,Sapl0020,0,0,on site rudrapur for tata motors.,08:30:00 AM,06:00:00 PM,2013-06-20,11:17:48 AM,sapl0019
44,2013-06-20,11:08:48 AM,1,1,sapl0019,2013-06-13,Sapl0098,0,0,on site rudrapur for auto line.,08:30:00 AM,05:30:00 PM,2013-06-20,11:18:06 AM,sapl0019
45,2013-06-20,11:08:48 AM,1,1,sapl0019,2013-06-13,Sapl0021,0,0,on site rudrapur for auto line.,08:30:00 AM,05:30:00 PM,2013-06-20,11:18:18 AM,sapl0019
46,2013-06-20,11:08:48 AM,1,1,sapl0019,2013-06-13,Sapl0020,0,0,on site rudrapur for tata motors,08:30:00 AM,05:30:00 PM,2013-06-20,11:18:33 AM,sapl0019
47,2013-06-20,11:09:42 AM,1,1,sapl0019,2013-06-14,Sapl0098,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:18:53 AM,sapl0019
48,2013-06-20,11:09:42 AM,1,1,sapl0019,2013-06-14,Sapl0021,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-07-05,2:17:24 PM,sapl0019
49,2013-06-20,11:09:42 AM,1,1,sapl0019,2013-06-14,Sapl0020,0,0,on site rudrapur for tata motors.,08:30:00 AM,06:00:00 PM,2013-06-20,11:19:09 AM,sapl0019
50,2013-06-20,11:10:37 AM,1,1,sapl0019,2013-06-15,Sapl0098,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:19:25 AM,sapl0019
51,2013-06-20,11:10:37 AM,1,1,sapl0019,2013-06-15,Sapl0021,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:19:33 AM,sapl0019
52,2013-06-20,11:10:37 AM,1,1,sapl0019,2013-06-15,Sapl0020,0,0,on site rudrapur for tata motors,08:30:00 AM,06:00:00 PM,2013-06-20,11:19:41 AM,sapl0019
53,2013-06-20,11:11:52 AM,1,1,sapl0019,2013-06-17,Sapl0098,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:19:57 AM,sapl0019
54,2013-06-20,11:11:52 AM,1,1,sapl0019,2013-06-17,Sapl0021,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:20:05 AM,sapl0019
55,2013-06-20,11:11:52 AM,1,1,sapl0019,2013-06-17,Sapl0020,0,0,on site rudrapur for tata motors,08:30:00 AM,06:00:00 PM,2013-06-20,11:20:13 AM,sapl0019
56,2013-06-20,11:13:14 AM,1,1,sapl0019,2013-06-18,Sapl0098,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:20:27 AM,sapl0019
57,2013-06-20,11:13:14 AM,1,1,sapl0019,2013-06-18,Sapl0021,0,0,on site rudrapur for auto line.,08:30:00 AM,06:00:00 PM,2013-06-20,11:20:34 AM,sapl0019
58,2013-06-20,11:13:14 AM,1,1,sapl0019,2013-06-18,Sapl0020,0,0,on site rudrapur for tata motors,08:30:00 AM,06:00:00 PM,2013-06-20,11:20:46 AM,sapl0019
59,2013-06-21,11:53:02 AM,1,1,sapl0019,2013-06-20,Sapl0135,0,0,on site piaggio baramati.,08:00:00 AM,07:30:00 PM,2013-06-21,11:53:25 AM,sapl0019
60,2013-06-21,11:53:02 AM,1,1,sapl0019,2013-06-20,Sapl0088,0,0,on site piaggio baramati.,08:00:00 AM,07:30:00 PM,2013-06-21,11:53:36 AM,sapl0019
61,2013-06-29,3:07:16 PM,1,1,sapl0015,2013-06-29,Sapl0091,0,0,On Site CIL.N0002,09:00:00 AM,,,,
62,2013-07-01,3:44:55 PM,1,1,Sapl0019,2013-07-19,Sapl0098,0,0,on site auto line for pantanagar.,08:30:00 AM,06:00:00 PM,2013-07-04,11:34:32 AM,sapl0019
63,2013-07-01,3:44:55 PM,1,1,Sapl0019,2013-07-19,Sapl0021,0,1,-,08:30:00 AM,08:31:00 AM,2013-07-31,10:59:04 AM,sapl0019
64,2013-07-01,3:44:55 PM,1,1,Sapl0019,2013-07-19,Sapl0020,0,0,on site tata motors for pantanagar.,08:30:00 AM,06:30:00 PM,2013-07-24,6:04:30 PM,sapl0019
65,2013-07-01,3:45:51 PM,1,1,Sapl0019,2013-07-20,Sapl0098,0,0,on site auto line for pantanagar.,08:30:00 AM,06:30:00 PM,2013-07-24,6:10:08 PM,sapl0019
66,2013-07-01,3:45:51 PM,1,1,Sapl0019,2013-07-20,Sapl0021,0,1,-,08:30:00 AM,08:31:00 AM,2013-07-31,10:58:16 AM,sapl0019
67,2013-07-01,3:45:51 PM,1,1,Sapl0019,2013-07-20,Sapl0020,0,0,on site tata motors for pantanagar.,08:30:00 AM,06:30:00 PM,2013-07-24,6:09:45 PM,sapl0019
68,2013-07-01,3:46:54 PM,1,1,Sapl0019,2013-07-21,Sapl0098,0,0,_on site at autoline pantanagar,09:00:00 AM,06:00:00 PM,2013-07-31,10:03:32 AM,sapl0019
69,2013-07-01,3:46:54 PM,1,1,Sapl0019,2013-07-21,Sapl0021,0,1,_,08:30:00 AM,08:31:00 AM,2013-07-25,11:39:35 AM,sapl0019
70,2013-07-01,3:46:54 PM,1,1,Sapl0019,2013-07-21,Sapl0020,0,0,_on site at autoline pantanagar,09:00:00 AM,06:00:00 PM,2013-08-12,12:46:28 PM,sapl0019
71,2013-07-01,3:48:08 PM,1,1,Sapl0019,2013-07-22,Sapl0098,0,0,on site auto line for pantanagar.,08:30:00 AM,06:30:00 PM,2013-07-24,6:11:50 PM,sapl0019
72,2013-07-01,3:48:08 PM,1,1,Sapl0019,2013-07-22,Sapl0021,0,0,on site auto line for pantanagar.,08:30:00 AM,,,,
73,2013-07-01,3:48:08 PM,1,1,Sapl0019,2013-07-22,Sapl0020,0,0,on site tata motors for pantanagar.,08:30:00 AM,06:30:00 PM,2013-07-24,6:12:13 PM,sapl0019
74,2013-07-04,11:18:59 AM,1,1,sapl0019,2013-06-19,Sapl0098,0,0,ON SITE AT AIL & TATA MOTORS UKD,08:30:00 AM,06:00:00 PM,2013-07-04,11:36:37 AM,sapl0019
75,2013-07-04,11:18:59 AM,1,1,sapl0019,2013-06-19,Sapl0021,0,0,on site at AIL UKD,08:30:00 AM,06:00:00 PM,2013-07-04,11:36:22 AM,sapl0019
76,2013-07-04,11:23:25 AM,1,1,sapl0019,2013-06-20,Sapl0098,0,0,ON SITE AT AIL & TATA MOTORS UKD.,08:30:00 AM,06:00:00 PM,2013-07-05,12:42:53 PM,sapl0019
77,2013-07-04,11:23:25 AM,1,1,sapl0019,2013-06-20,Sapl0021,0,0,ON SITE AT AIL UKD.,08:30:00 AM,06:00:00 PM,2013-07-05,12:43:05 PM,sapl0019
78,2013-07-04,11:25:29 AM,1,1,sapl0019,2013-06-21,Sapl0098,0,0,ON SITE AT AIL & TATA MOTORS UKD.,08:30:00 AM,06:00:00 PM,2013-07-05,12:48:15 PM,sapl0019
79,2013-07-04,11:25:29 AM,1,1,sapl0019,2013-06-21,Sapl0021,0,0,ON SITE AT AIL UKD.,08:30:00 AM,06:00:00 PM,2013-07-05,12:48:05 PM,sapl0019
80,2013-07-04,11:26:21 AM,1,1,sapl0019,2013-06-22,Sapl0098,0,0,ON SITE AT AIL & TATA MOTORS UKD.,11:25:00 AM,06:00:00 PM,2013-07-05,12:46:30 PM,sapl0019
81,2013-07-04,11:26:21 AM,1,1,sapl0019,2013-06-22,Sapl0021,0,0,ON SITE AT AIL & TATA MOTORS UKD.,08:30:00 AM,06:00:00 PM,2013-07-05,12:46:45 PM,sapl0019
82,2013-07-05,12:51:47 PM,1,1,sapl0019,2013-06-24,Sapl0098,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:01:08 PM,sapl0019
83,2013-07-05,12:51:47 PM,1,1,sapl0019,2013-06-24,Sapl0021,0,0,on site  auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:00:58 PM,sapl0019
84,2013-07-05,12:51:47 PM,1,1,sapl0019,2013-06-24,Sapl0020,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:29:46 PM,sapl0019
85,2013-07-05,12:52:38 PM,1,1,sapl0019,2013-06-25,Sapl0098,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:01:27 PM,sapl0019
86,2013-07-05,12:52:38 PM,1,1,sapl0019,2013-06-25,Sapl0021,0,0,on site  auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:01:39 PM,sapl0019
87,2013-07-05,12:52:38 PM,1,1,sapl0019,2013-06-25,Sapl0020,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:30:24 PM,sapl0019
88,2013-07-05,12:53:33 PM,1,1,sapl0019,2013-06-26,Sapl0098,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:02:08 PM,sapl0019
89,2013-07-05,12:53:33 PM,1,1,sapl0019,2013-06-26,Sapl0021,0,0,on site  auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:02:18 PM,sapl0019
90,2013-07-05,12:53:33 PM,1,1,sapl0019,2013-06-26,Sapl0020,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:31:34 PM,sapl0019
91,2013-07-05,12:54:18 PM,1,1,sapl0019,2013-06-27,Sapl0098,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:03:50 PM,sapl0019
92,2013-07-05,12:54:18 PM,1,1,sapl0019,2013-06-27,Sapl0021,0,0,on site  auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:04:00 PM,sapl0019
93,2013-07-05,12:54:18 PM,1,1,sapl0019,2013-06-27,Sapl0020,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:37:10 PM,sapl0019
94,2013-07-05,12:55:18 PM,1,1,sapl0019,2013-06-28,Sapl0098,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-06,9:29:52 AM,sapl0019
95,2013-07-05,12:55:18 PM,1,1,sapl0019,2013-06-28,Sapl0021,0,0,on site auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-06,9:29:15 AM,sapl0019
96,2013-07-05,12:55:18 PM,1,1,sapl0019,2013-06-28,Sapl0020,0,1,on site tata motors & auto line rudrapur.,09:00:00 AM,09:01:00 AM,2013-07-05,2:41:49 PM,sapl0019
97,2013-07-05,12:56:02 PM,1,1,sapl0019,2013-06-29,Sapl0098,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:07:20 PM,sapl0019
98,2013-07-05,12:56:02 PM,1,1,sapl0019,2013-06-29,Sapl0021,0,0,on site  auto line rudrapur.,09:00:00 AM,06:00:00 PM,2013-07-05,2:07:32 PM,sapl0019
99,2013-07-05,12:56:02 PM,1,1,sapl0019,2013-06-29,Sapl0020,0,1,on site tata motors & auto line rudrapur.,09:00:00 AM,09:01:00 AM,2013-07-05,2:39:22 PM,sapl0019
100,2013-07-05,2:09:27 PM,1,1,sapl0019,2013-06-30,Sapl0098,0,0,on site tata motors & auto line rudrapur.,09:00:00 AM,05:00:00 PM,2013-07-11,2:05:06 PM,sapl0019
101,2013-07-05,2:09:27 PM,1,1,sapl0019,2013-06-30,Sapl0021,0,0,on site auto line rudrapur.,09:00:00 AM,09:01:00 AM,2013-07-11,2:04:49 PM,sapl0019
102,2013-07-05,2:23:02 PM,1,1,sapl0019,2013-06-19,Sapl0020,0,0,on site at tata motors and autoline rudrapur,08:30:00 AM,06:00:00 PM,2013-07-05,2:34:15 PM,sapl0019
103,2013-07-05,2:24:19 PM,1,1,sapl0019,2013-06-20,Sapl0020,0,0,on site at tata motors and autoline rudrapur,08:30:00 AM,06:00:00 PM,2013-07-05,2:24:56 PM,sapl0019
104,2013-07-05,2:26:03 PM,1,1,sapl0019,2013-06-21,Sapl0020,0,0,on site at tata motors and autoline rudrapur,08:30:00 AM,06:00:00 PM,2013-07-05,2:26:46 PM,sapl0019
105,2013-07-05,2:27:43 PM,1,1,sapl0019,2013-06-22,Sapl0020,0,0,on site at tata motors and autoline rudrapur,08:30:00 AM,06:00:00 PM,2013-07-05,2:28:14 PM,sapl0019
106,2013-07-05,3:13:16 PM,1,1,sapl0019,2013-07-02,Sapl0088,0,0,on site tata motors pimpri.,08:45:00 AM,08:30:00 PM,2013-07-05,3:14:49 PM,sapl0019
107,2013-07-05,3:13:16 PM,1,1,sapl0019,2013-07-02,Sapl0037,0,0,on site tata motors pimpri.,08:45:00 AM,08:30:00 PM,2013-07-05,3:15:03 PM,sapl0019
108,2013-07-05,3:13:55 PM,1,1,sapl0019,2013-07-03,Sapl0088,0,0,on site tata motors pimpri.,08:00:00 AM,07:30:00 PM,2013-07-05,3:15:22 PM,sapl0019
109,2013-07-05,3:13:55 PM,1,1,sapl0019,2013-07-03,Sapl0037,0,0,on site tata motors pimpri.,08:00:00 AM,07:30:00 PM,2013-07-05,3:15:34 PM,sapl0019
110,2013-07-05,3:14:31 PM,1,1,sapl0019,2013-07-04,Sapl0088,0,0,on site tata motors pimpri.,08:00:00 AM,07:00:00 PM,2013-07-05,3:15:52 PM,sapl0019
111,2013-07-05,3:14:31 PM,1,1,sapl0019,2013-07-04,Sapl0037,0,0,on site tata motors pimpri.,08:00:00 AM,07:00:00 PM,2013-07-05,3:15:59 PM,sapl0019
112,2013-07-11,2:03:18 PM,1,1,sapl0019,2013-06-23,Sapl0098,0,0,on site at auto line rudrapur.,09:00:00 AM,05:00:00 PM,2013-07-11,2:03:47 PM,sapl0019
113,2013-07-12,1:32:58 PM,1,1,sapl0019,2013-07-10,Sapl0037,0,0,on site piaggio baramati,08:00:00 AM,10:30:00 PM,2013-07-12,1:33:28 PM,sapl0019
114,2013-07-12,1:32:58 PM,1,1,sapl0019,2013-07-10,Sapl0018,0,0,on site piaggio baramati,08:00:00 AM,10:30:00 PM,2013-07-12,1:33:43 PM,sapl0019
115,2013-07-15,12:33:27 PM,1,1,sapl0019,2013-07-12,Sapl0135,0,0,on site JBM for chakan.,09:00:00 AM,08:00:00 PM,2013-07-15,12:34:15 PM,sapl0019
116,2013-07-15,12:33:27 PM,1,1,sapl0019,2013-07-12,Sapl0088,0,0,on site JBM for chakan.,09:00:00 AM,08:00:00 PM,2013-07-15,12:34:23 PM,sapl0019
117,2013-07-15,12:33:54 PM,1,1,sapl0019,2013-07-13,Sapl0135,0,0,on site JBM for chakan.,09:00:00 AM,06:00:00 PM,2013-07-15,12:34:40 PM,sapl0019
118,2013-07-15,12:33:54 PM,1,1,sapl0019,2013-07-13,Sapl0088,0,0,on site JBM for chakan.,09:00:00 AM,06:00:00 PM,2013-07-15,12:34:47 PM,sapl0019
119,2013-07-24,12:20:04 PM,1,1,sapl0019,2013-07-01,Sapl0021,0,0,on site at and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:21:25 PM,sapl0019
120,2013-07-24,12:22:11 PM,1,1,sapl0019,2013-07-01,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:22:36 PM,sapl0019
121,2013-07-24,12:24:35 PM,1,1,sapl0019,2013-07-02,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:25:03 PM,sapl0019
122,2013-07-24,12:24:35 PM,1,1,sapl0019,2013-07-02,Sapl0021,0,0,on site at and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:25:21 PM,sapl0019
123,2013-07-24,12:24:35 PM,1,1,sapl0019,2013-07-02,Sapl0020,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:25:53 PM,sapl0019
124,2013-07-24,12:27:39 PM,1,1,sapl0019,2013-07-03,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:29:41 PM,sapl0019
125,2013-07-24,12:27:39 PM,1,1,sapl0019,2013-07-03,Sapl0021,0,0,on site at autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:28:41 PM,sapl0019
126,2013-07-24,12:27:39 PM,1,1,sapl0019,2013-07-03,Sapl0020,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:29:13 PM,sapl0019
127,2013-07-24,12:30:56 PM,1,1,sapl0019,2013-07-04,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:31:24 PM,sapl0019
128,2013-07-24,12:30:56 PM,1,1,sapl0019,2013-07-04,Sapl0021,0,0,on site at autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:31:37 PM,sapl0019
129,2013-07-24,12:30:56 PM,1,1,sapl0019,2013-07-04,Sapl0020,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:31:46 PM,sapl0019
130,2013-07-24,12:34:33 PM,1,1,sapl0019,2013-07-05,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:35:16 PM,sapl0019
131,2013-07-24,12:34:33 PM,1,1,sapl0019,2013-07-05,Sapl0021,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:35:24 PM,sapl0019
132,2013-07-24,12:34:33 PM,1,1,sapl0019,2013-07-05,Sapl0020,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:35:37 PM,sapl0019
133,2013-07-24,12:37:17 PM,1,1,sapl0019,2013-07-06,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:37:50 PM,sapl0019
134,2013-07-24,12:37:17 PM,1,1,sapl0019,2013-07-06,Sapl0021,0,0,on site at autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:37:59 PM,sapl0019
135,2013-07-24,12:37:17 PM,1,1,sapl0019,2013-07-06,Sapl0020,0,0,on site at tata motors and autoline pantanagar,12:36:00 PM,06:30:00 PM,2013-07-24,12:38:15 PM,sapl0019
136,2013-07-24,12:40:00 PM,1,1,sapl0019,2013-07-08,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:40:38 PM,sapl0019
137,2013-07-24,12:40:00 PM,1,1,sapl0019,2013-07-08,Sapl0021,0,0,on site at autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:40:50 PM,sapl0019
138,2013-07-24,12:41:55 PM,1,1,sapl0019,2013-07-09,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:42:58 PM,sapl0019
139,2013-07-24,12:41:55 PM,1,1,sapl0019,2013-07-09,Sapl0021,0,0,on site at  autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:44:00 PM,sapl0019
140,2013-07-24,12:41:55 PM,1,1,sapl0019,2013-07-09,Sapl0020,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:44:11 PM,sapl0019
141,2013-07-24,12:45:53 PM,1,1,sapl0019,2013-07-10,Sapl0098,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:46:48 PM,sapl0019
142,2013-07-24,12:45:53 PM,1,1,sapl0019,2013-07-10,Sapl0021,0,0,on site at tata motors and autoline pantanagar,08:30:00 AM,06:30:00 PM,2013-07-24,12:47:26 PM,sapl0019
