Id,SysDate,SysTime,CompId,SessionId,FinYearId,Date,Cr,Dr,Amount,Narration
537,2018-03-02,10:40:55 AM,1,sapl0031,5,2018-01-06,3,4,60000.0,office purpose
538,2018-03-02,10:41:25 AM,1,sapl0031,5,2018-01-11,3,5,62000.0,office purpose
539,2018-03-02,10:41:47 AM,1,sapl0031,5,2018-01-11,3,8,80000.0,office purpose
540,2018-03-02,10:42:13 AM,1,sapl0031,5,2018-01-12,3,4,20000.0,office purpose
541,2018-03-02,10:42:36 AM,1,sapl0031,5,2018-01-17,5,3,180000.0,office purpose
542,2018-03-02,10:42:56 AM,1,sapl0031,5,2018-01-19,5,3,6500000.0,office purpose
543,2018-03-02,10:43:16 AM,1,sapl0031,5,2018-01-19,3,4,50000.0,office purpose
544,2018-03-02,10:43:39 AM,1,sapl0031,5,2018-01-22,3,4,200000.0,office purpose
545,2018-03-02,10:44:05 AM,1,sapl0031,5,2018-01-25,5,3,311000.0,office purpose
546,2018-03-02,10:44:47 AM,1,sapl0031,5,2018-01-31,8,3,10000.0,office purpose
547,2018-03-02,10:45:25 AM,1,sapl0031,5,2018-02-03,5,4,10000.0,office purpose
548,2018-03-02,10:46:10 AM,1,sapl0031,5,2018-02-14,3,4,200000.0,office purpose
549,2018-03-02,10:46:36 AM,1,sapl0031,5,2018-02-20,3,4,200000.0,office purpose
550,2018-03-02,10:47:12 AM,1,sapl0031,5,2018-02-23,8,3,1400000.0,office purpose
551,2018-03-02,10:47:42 AM,1,sapl0031,5,2018-02-26,3,4,25000.0,office purpose
552,2018-03-15,8:56:07 AM,1,sapl0031,5,2018-03-03,5,3,176000.0,office purpose
553,2018-03-15,8:56:43 AM,1,sapl0031,5,2018-03-08,3,4,25000.0,office purpose
554,2018-03-15,8:57:08 AM,1,sapl0031,5,2018-03-08,3,8,12000.0,office purpose
555,2018-03-15,8:57:34 AM,1,sapl0031,5,2018-03-13,3,4,6000.0,office purpose
556,2018-03-19,10:25:28 AM,1,sapl0031,5,2018-03-16,5,8,224000.0,office purpose
557,2018-03-19,10:26:05 AM,1,sapl0031,5,2018-03-16,3,4,25000.0,office purpose
561,2018-03-26,4:55:10 PM,1,sapl0031,5,2018-03-22,5,8,900000.0,office purpose
562,2018-03-26,4:56:10 PM,1,sapl0031,5,2018-03-23,8,4,400000.0,office purpose
563,2018-03-26,4:56:50 PM,1,sapl0031,5,2018-03-23,8,3,350000.0,office purpose
564,2018-03-29,10:13:34 AM,1,sapl0031,5,2018-03-28,5,8,892000.0,OFFICE PURPOSE
565,2018-03-30,8:45:25 AM,1,sapl0031,5,2018-03-28,5,8,365000.0,office purpose
566,2018-03-30,8:46:11 AM,1,sapl0031,5,2018-03-28,8,3,500000.0,office purpose
567,2018-03-31,9:14:30 AM,1,sapl0031,5,2018-03-29,8,3,400000.0,office purpose
568,2018-03-31,9:15:31 AM,1,sapl0031,5,2018-03-29,3,5,5000.0,office purpose
569,2018-04-19,4:02:04 PM,1,sapl0031,6,2018-03-31,10,3,4000000.0,office purpose
570,2018-05-03,9:02:20 AM,1,Sapl0285,6,2018-04-03,10,4,200000.0,Office Purpose
571,2018-05-03,9:02:47 AM,1,Sapl0285,6,2018-04-03,3,4,250000.0,Office Purpose
572,2018-05-03,9:03:17 AM,1,Sapl0285,6,2018-04-03,10,3,4000000.0,Office Purpose
573,2018-05-03,9:03:45 AM,1,Sapl0285,6,2018-04-09,10,4,260000.0,Office Purpose
575,2018-05-03,9:04:38 AM,1,Sapl0285,6,2018-04-12,10,3,1000000.0,Office Purpose
576,2018-05-03,9:05:01 AM,1,Sapl0285,6,2018-04-13,3,4,25000.0,Office Purpose
577,2018-05-03,9:05:31 AM,1,Sapl0285,6,2018-04-23,10,3,300000.0,Office Purpose
578,2018-05-03,9:05:53 AM,1,Sapl0285,6,2018-04-24,3,4,30000.0,Office Purpose
579,2018-05-03,9:06:22 AM,1,Sapl0285,6,2018-04-26,3,8,350000.0,Office Purpose
580,2018-05-15,8:54:45 AM,1,Sapl0285,6,2018-05-05,3,4,10000.0,office purpose
581,2018-05-15,8:55:18 AM,1,Sapl0285,6,2018-05-08,3,4,25000.0,office purpose
582,2018-05-23,9:04:41 AM,1,Sapl0285,6,2018-05-15,10,3,500000.0,office purpose
583,2018-05-23,9:05:19 AM,1,Sapl0285,6,2018-05-23,10,3,1200000.0,office purpose
584,2018-05-23,9:05:51 AM,1,Sapl0285,6,2018-05-23,3,4,230000.0,office purpose
585,2018-05-24,8:44:10 AM,1,Sapl0285,6,2018-05-23,10,3,150000.0,office purpose
586,2018-06-04,2:58:43 PM,1,sapl0031,6,2018-05-29,3,4,20000.0,office purpose
587,2018-06-13,10:02:45 AM,1,Sapl0285,6,2018-06-06,3,10,35000.0, office purpose 
590,2018-06-13,10:06:01 AM,1,Sapl0285,6,2018-06-06,3,4,15000.0, office purpose 
591,2018-06-13,10:06:37 AM,1,Sapl0285,6,2018-06-11,10,4,30000.0, office purpose 
592,2018-07-06,4:35:24 PM,1,Sapl0285,6,2018-06-15,10,3,500000.0, Office Purpose 
593,2018-07-06,4:35:54 PM,1,Sapl0285,6,2018-06-15,3,4,200000.0, Office Purpose 
594,2018-07-06,4:36:19 PM,1,Sapl0285,6,2018-06-26,3,4,30000.0, Office Purpose 
595,2018-07-06,4:36:48 PM,1,Sapl0285,6,2018-06-29,10,3,300000.0, Office Purpose 
596,2018-07-06,4:37:14 PM,1,Sapl0285,6,2018-06-30,3,4,15000.0, Office Purpose 
597,2018-07-18,11:05:03 AM,1,Sapl0285,6,2018-07-11,3,4,20000.0,Office Purpose
598,2018-07-18,11:06:46 AM,1,Sapl0285,6,2018-07-13,10,3,300000.0, Office Purpose 
599,2018-07-18,11:08:44 AM,1,Sapl0285,6,2018-07-16,3,10,200000.0, Office Purpose 
600,2018-07-18,11:09:14 AM,1,Sapl0285,6,2018-07-18,3,4,40000.0, Office Purpose 
601,2018-07-20,8:47:08 AM,1,Sapl0285,6,2018-07-19,3,10,40000.0, Office Purpose 
602,2018-07-31,4:07:49 PM,1,Sapl0285,6,2018-07-31,10,3,1200000.0, office purpose 
603,2018-08-02,1:21:17 PM,1,Sapl0285,6,2018-07-31,3,4,75000.0, office purpose 
604,2018-08-17,11:09:21 AM,1,Sapl0285,6,2018-08-10,3,4,530000.0, office purpose 
605,2018-08-17,11:09:53 AM,1,Sapl0285,6,2018-08-10,3,10,50000.0, office purpose 
606,2018-08-17,11:10:28 AM,1,Sapl0285,6,2018-08-16,3,4,30000.0,office purpose
607,2018-08-21,1:09:38 PM,1,Sapl0285,6,2018-08-20,3,4,30000.0, office purpose 
608,2018-09-17,9:53:10 AM,1,Sapl0285,6,2018-08-30,3,4,15000.0, office purpose 
609,2018-09-17,9:53:42 AM,1,Sapl0285,6,2018-08-31,10,3,3000000.0, office purpose 
610,2018-09-17,9:55:37 AM,1,Sapl0285,6,2018-09-01,3,4,370000.0, office purpose 
611,2018-09-17,9:56:15 AM,1,Sapl0285,6,2018-09-05,3,4,75000.0, office purpose 
612,2018-09-17,9:57:00 AM,1,Sapl0285,6,2018-09-06,10,3,300000.0, Office Purpose 
613,2018-09-22,3:59:00 PM,1,Sapl0285,6,2018-09-17,10,3,200000.0, Office Purpose 
614,2018-09-22,3:59:26 PM,1,Sapl0285,6,2018-09-17,3,4,30000.0, Office Purpose 
615,2018-09-22,3:59:50 PM,1,Sapl0285,6,2018-09-21,10,4,100650.0, Office Purpose 
616,2018-09-22,4:00:14 PM,1,Sapl0285,6,2018-09-21,10,3,225000.0, Office Purpose 
617,2018-09-22,4:00:46 PM,1,Sapl0285,6,2018-09-21,3,4,220000.0, Office Purpose 
618,2018-09-26,9:59:50 AM,1,Sapl0285,6,2018-09-25,10,3,1200000.0, Office Purpose 
619,2018-09-26,10:00:18 AM,1,Sapl0285,6,2018-09-25,3,4,270000.0, Office Purpose 
620,2018-10-01,10:51:46 AM,1,Sapl0285,6,2018-09-27,3,10,50000.0,Office Purpose
621,2018-10-01,10:52:12 AM,1,Sapl0285,6,2018-09-27,3,10,30000.0, Office Purpose 
622,2018-10-25,9:00:24 AM,1,Sapl0285,6,2018-10-09,10,3,500000.0, office purpose 
623,2018-10-25,9:00:50 AM,1,Sapl0285,6,2018-10-10,10,3,100000.0, office purpose 
624,2018-10-25,9:01:11 AM,1,Sapl0285,6,2018-10-11,3,4,20000.0, office purpose 
625,2018-10-25,9:01:33 AM,1,Sapl0285,6,2018-10-12,10,3,100000.0, office purpose 
626,2018-10-25,9:02:03 AM,1,Sapl0285,6,2018-10-22,3,10,20000.0, office purpose 
627,2018-10-25,9:02:24 AM,1,Sapl0285,6,2018-10-24,3,4,30000.0, office purpose 
628,2018-10-30,3:37:27 PM,1,Sapl0285,6,2018-10-24,3,10,50000.0, office purpose 
629,2018-10-30,3:37:53 PM,1,Sapl0285,6,2018-10-25,3,4,230000.0, office purpose 
630,2018-10-30,3:38:26 PM,1,Sapl0285,6,2018-10-25,10,3,1300000.0, office purpose 
631,2018-11-02,11:30:08 AM,1,Sapl0285,6,2018-10-31,10,3,1000000.0, office purpose 
632,2018-11-02,11:30:42 AM,1,Sapl0285,6,2018-11-01,10,3,500000.0, Office Purpose 
