Id,InvoiceNo,ItemId,ReqQty,Qty,AmtInPer,Rate,MId,Unit
3067,0059,2461,1.0,1.0,100.0,115000.0,1042,16
3068,0060,2381,1.0,1.0,100.0,115000.0,1043,16
3072,0061,2459,1.0,6.0,100.0,592082.0,1046,16
3073,0062,2462,2.0,2.0,100.0,250000.0,1047,16
3074,0062,2463,2.0,2.0,100.0,250000.0,1047,16
3075,0063,2243,1.0,1.0,100.0,95000.0,1048,1
3077,0064,2459,5.0,6.0,100.0,592082.0,1050,16
3078,0065,2470,4.0,4.0,100.0,50000.0,1051,9
3085,0066,2464,1.0,1.0,100.0,207261.0,1053,9
3086,0066,2465,1.0,1.0,100.0,119130.0,1053,9
3087,0066,2466,1.0,1.0,100.0,206911.0,1053,9
3088,0066,2467,1.0,1.0,100.0,154760.0,1053,9
3089,0066,2468,1.0,1.0,100.0,270610.0,1053,9
3090,0066,2469,1.0,1.0,100.0,270610.0,1053,1
3091,0067,2388,1.0,1.0,100.0,5500000.0,1054,16
3092,0068,2481,1.0,1.0,100.0,152950.0,1055,16
3093,0068,2485,1.0,1.0,100.0,109250.0,1055,16
3094,0068,2486,1.0,1.0,100.0,139840.0,1055,16
3095,0068,2487,1.0,1.0,100.0,485070.0,1055,16
3096,0068,2488,1.0,1.0,100.0,485070.0,1055,16
3097,0068,2494,1.0,1.0,100.0,288420.0,1055,16
3098,0068,2495,1.0,1.0,100.0,332120.0,1055,16
3099,0068,2496,1.0,1.0,100.0,506920.0,1055,16
3100,0068,2500,1.0,1.0,100.0,222870.0,1055,16
3101,0068,2501,1.0,1.0,100.0,183540.0,1055,16
3102,0068,2502,1.0,1.0,100.0,109250.0,1055,16
3121,0069,2482,1.0,1.0,100.0,96140.0,1059,16
3122,0069,2483,1.0,1.0,100.0,65550.0,1059,16
3123,0069,2484,1.0,1.0,100.0,74290.0,1059,16
3124,0069,2489,1.0,1.0,100.0,196650.0,1059,16
3125,0069,2490,1.0,1.0,100.0,476330.0,1059,16
3126,0069,2491,1.0,1.0,100.0,196650.0,1059,16
3127,0070,2493,1.0,1.0,100.0,515660.0,1060,16
3128,0070,2497,1.0,1.0,100.0,152950.0,1060,16
3129,0070,2498,1.0,1.0,100.0,393300.0,1060,16
3130,0070,2499,1.0,1.0,100.0,284050.0,1060,16
3131,0070,2503,1.0,1.0,100.0,104617.0,1060,16
3132,0070,2505,1.0,1.0,100.0,249090.0,1060,16
3135,0071,2504,1.0,1.0,100.0,611550.0,1063,16
3136,0071,2506,1.0,1.0,100.0,935439.0,1063,16
3137,0072,2492,1.0,1.0,100.0,15732.0,1064,16
3138,0073,2475,2.0,2.0,100.0,145000.0,1065,16
3159,0074,2460,1.0,1.0,100.0,152950.0,1068,16
3160,0074,2507,1.0,1.0,100.0,96140.0,1068,16
3161,0074,2508,1.0,1.0,100.0,65550.0,1068,16
3162,0074,2509,1.0,1.0,100.0,109250.0,1068,16
3163,0074,2510,1.0,1.0,100.0,139840.0,1068,16
3164,0074,2511,1.0,1.0,100.0,485070.0,1068,16
3165,0074,2512,1.0,1.0,100.0,485070.0,1068,16
3166,0074,2513,1.0,1.0,100.0,196650.0,1068,16
3167,0074,2514,1.0,1.0,100.0,332120.0,1068,16
3168,0074,2515,1.0,1.0,100.0,506920.0,1068,16
3169,0074,2516,1.0,1.0,100.0,393300.0,1068,16
3170,0074,2517,1.0,1.0,100.0,284050.0,1068,16
3171,0074,2518,1.0,1.0,100.0,109250.0,1068,16
3172,0075,2519,1.0,1.0,100.0,15732.0,1069,16
3173,0075,2520,1.0,1.0,100.0,515660.0,1069,16
3174,0076,2521,1.0,1.0,100.0,288420.0,1070,16
3175,0076,2522,1.0,1.0,100.0,152950.0,1070,16
3176,0076,2523,1.0,1.0,100.0,222870.0,1070,16
3177,0076,2524,1.0,1.0,100.0,183540.0,1070,16
3178,0076,2525,1.0,1.0,100.0,109250.0,1070,16
3179,0076,2526,1.0,1.0,100.0,581210.0,1070,16
3180,0077,2527,1.0,1.0,100.0,74290.0,1071,16
3181,0077,2528,1.0,1.0,100.0,476330.0,1071,16
3182,0077,2529,1.0,1.0,100.0,196650.0,1071,16
3183,0077,2530,1.0,1.0,100.0,611550.0,1071,16
3184,0077,2531,1.0,1.0,100.0,249090.0,1071,16
3185,0077,2532,1.0,1.0,100.0,935439.0,1071,16
3186,0078,2534,4.0,4.0,100.0,13600.0,1072,16
3187,0078,2535,10.0,10.0,100.0,10200.0,1072,16
3188,0078,2536,10.0,10.0,100.0,4950.0,1072,16
3189,0078,2537,10.0,10.0,100.0,1450.0,1072,16
3190,0078,2538,12.0,12.0,100.0,2520.0,1072,16
3191,0078,2539,20.0,20.0,100.0,765.0,1072,16
3192,0078,2540,42.0,42.0,100.0,1150.0,1072,16
3193,0078,2541,30.0,30.0,100.0,360.0,1072,16
3194,0078,2542,50.0,50.0,100.0,540.0,1072,16
3195,0078,2543,10.0,10.0,100.0,1150.0,1072,16
3235,0001,2471,1.0,1.0,100.0,152950.0,1075,16
3236,0001,2545,1.0,1.0,100.0,96140.0,1075,16
3237,0001,2546,1.0,1.0,100.0,65550.0,1075,16
3238,0001,2547,1.0,1.0,100.0,74290.0,1075,16
3239,0001,2548,1.0,1.0,100.0,109250.0,1075,16
3240,0001,2549,1.0,1.0,100.0,139840.0,1075,16
3241,0001,2550,1.0,1.0,100.0,485070.0,1075,16
3242,0001,2551,1.0,1.0,100.0,485070.0,1075,16
3243,0001,2552,1.0,1.0,100.0,196650.0,1075,16
3244,0001,2556,1.0,1.0,100.0,515660.0,1075,16
3245,0001,2559,1.0,1.0,100.0,506920.0,1075,16
3246,0001,2561,1.0,1.0,100.0,393300.0,1075,16
3247,0001,2565,1.0,1.0,100.0,109250.0,1075,16
3255,0002,2544,1.0,1.0,100.0,45815.0,1077,9
3256,0003,2553,1.0,1.0,100.0,476330.0,1078,16
3257,0003,2554,1.0,1.0,100.0,196650.0,1078,16
3258,0003,2555,1.0,1.0,100.0,15732.0,1078,16
3259,0003,2560,1.0,1.0,100.0,152950.0,1078,16
3260,0003,2568,1.0,1.0,100.0,249090.0,1078,16
3261,0003,2569,1.0,1.0,100.0,935100.0,1078,16
3262,0004,2584,144.0,240.0,100.0,2300.0,1079,3
3263,0004,2585,65.0,65.0,100.0,2300.0,1079,3
3264,0004,2586,26.0,26.0,100.0,4000.0,1079,9
3265,0005,2587,1.0,1.0,100.0,105991.0,1080,9
3266,0006,2589,22.0,22.0,100.0,2300.0,1081,3
3267,0006,2590,10.0,10.0,100.0,4000.0,1081,9
3268,0007,2584,48.0,240.0,100.0,2300.0,1082,3
3269,0022,2584,48.0,240.0,100.0,2300.0,1083,3
3270,0023,2432,1.0,1.0,100.0,40000.0,1084,16
3271,0023,2433,1.0,1.0,100.0,60000.0,1084,16
3272,0023,2434,1.0,1.0,100.0,45000.0,1084,16
3273,0023,2435,1.0,1.0,100.0,50000.0,1084,16
3274,0024,2588,1.0,1.0,100.0,96952.0,1085,9
3277,0025,2594,4.0,4.0,100.0,14000.0,1088,9
3281,0026,2583,1.0,1.0,100.0,500000.0,1092,9
3284,0027,2592,2.0,2.0,100.0,88228.0,1095,9
3285,0028,2597,2.0,2.0,100.0,12750.0,1096,9
3286,0029,2599,3.0,3.0,100.0,4000.0,1097,9
3287,0030,2591,1.0,1.0,100.0,52790.0,1098,16
3289,0031,2596,1.0,1.0,100.0,144894.0,1100,16
3290,0032,2600,1.0,1.0,100.0,18971.0,1101,16
3291,0032,2601,1.0,1.0,100.0,18471.0,1101,16
3292,0033,2602,1.0,1.0,100.0,4600.0,1102,16
3293,0033,2603,1.0,1.0,100.0,4600.0,1102,16
3294,0034,2593,1.0,1.0,100.0,1299400.0,1103,9
3296,0035,2608,1.0,1.0,100.0,1530776.0,1105,16
3298,0036,2610,1.0,1.0,100.0,64481.0,1107,16
3299,0037,2612,1.0,1.0,100.0,13500.0,1108,16
3309,0039,2620,1.0,1.0,100.0,16500.0,1114,16
3310,0039,2621,1.0,1.0,100.0,13500.0,1114,16
3311,0040,2613,1.0,1.0,100.0,102482.0,1115,16
3312,0040,2619,1.0,1.0,100.0,68274.5,1115,16
3313,0041,2181,1.0,1.0,100.0,1.0,1116,1
3314,0042,2686,1.0,1.0,100.0,81452.0,1117,16
3315,0043,2687,1.0,1.0,100.0,13500.0,1118,16
3316,0044,2689,1.0,1.0,100.0,19847.0,1119,9
3317,0044,2690,1.0,1.0,100.0,74301.0,1119,9
3318,0045,2688,1.0,1.0,100.0,5800.0,1120,9
3319,0045,2691,1.0,1.0,100.0,13500.0,1120,9
3320,0046,2704,1.0,1.0,54775.0,54775.0,1121,1
3321,0047,2705,1.0,1.0,100.0,13500.0,1122,1
3382,0048,2700,1.0,1.0,100.0,200000.0,1125,9
3383,0049,2622,20.0,20.0,100.0,333.7,1126,16
3384,0049,2626,20.0,20.0,100.0,338.4,1126,16
3385,0049,2627,20.0,20.0,100.0,117.5,1126,16
3386,0049,2628,20.0,20.0,100.0,333.7,1126,16
3387,0049,2629,20.0,20.0,100.0,117.5,1126,16
3388,0049,2630,20.0,20.0,100.0,13604.62,1126,16
3389,0049,2631,20.0,20.0,100.0,15290.04,1126,16
3390,0049,2632,3.0,3.0,100.0,4262.9,1126,16
3391,0049,2633,3.0,3.0,100.0,4394.5,1126,16
3392,0049,2634,3.0,3.0,100.0,4167.02,1126,16
3393,0049,2635,3.0,3.0,100.0,7755.0,1126,16
3394,0049,2636,3.0,3.0,100.0,4408.6,1126,16
3395,0049,2637,3.0,3.0,100.0,3999.7,1126,16
3396,0049,2638,3.0,3.0,100.0,4805.28,1126,16
3397,0049,2639,10.0,10.0,100.0,488.8,1126,16
3398,0049,2640,20.0,20.0,100.0,3807.0,1126,16
3399,0049,2641,50.0,50.0,100.0,681.5,1126,16
3400,0049,2642,50.0,50.0,100.0,714.4,1126,16
3401,0049,2643,50.0,50.0,100.0,739.78,1126,16
3402,0049,2644,50.0,50.0,100.0,484.1,1126,16
3403,0049,2645,50.0,50.0,100.0,490.68,1126,16
3404,0049,2646,50.0,50.0,100.0,131.6,1126,16
3405,0049,2647,15.0,15.0,100.0,394.8,1126,16
3406,0049,2648,15.0,15.0,100.0,413.6,1126,16
3407,0049,2649,15.0,15.0,100.0,282.0,1126,16
3408,0049,2650,15.0,15.0,100.0,846.0,1126,16
3409,0049,2651,15.0,15.0,100.0,124.08,1126,16
3410,0049,2652,15.0,15.0,100.0,122.2,1126,16
3411,0050,2654,4.0,4.0,100.0,3581.4,1127,16
3412,0050,2655,4.0,4.0,100.0,14889.6,1127,16
3413,0050,2656,4.0,4.0,100.0,2895.2,1127,16
3414,0050,2657,4.0,4.0,100.0,4211.2,1127,16
3415,0050,2658,4.0,4.0,100.0,564.0,1127,16
3416,0050,2659,4.0,4.0,100.0,423.0,1127,16
3417,0050,2660,4.0,4.0,100.0,507.6,1127,16
3418,0050,2661,4.0,4.0,100.0,394.8,1127,16
3419,0050,2662,4.0,4.0,100.0,517.0,1127,16
3420,0050,2663,4.0,4.0,100.0,488.8,1127,16
3421,0050,2664,4.0,4.0,100.0,507.6,1127,16
3422,0050,2665,4.0,4.0,100.0,432.4,1127,16
3423,0050,2666,4.0,4.0,100.0,517.0,1127,16
3424,0050,2667,4.0,4.0,100.0,432.4,1127,16
3425,0050,2668,4.0,4.0,100.0,432.4,1127,16
3426,0050,2669,4.0,4.0,100.0,3384.0,1127,16
3427,0050,2670,4.0,4.0,100.0,423.0,1127,16
3428,0050,2671,4.0,4.0,100.0,493.5,1127,16
3429,0050,2672,4.0,4.0,100.0,13573.6,1127,16
3430,0050,2673,4.0,4.0,100.0,3431.0,1127,16
3431,0050,2674,4.0,4.0,100.0,611.0,1127,16
3432,0050,2675,4.0,4.0,100.0,69729.2,1127,16
3433,0050,2676,4.0,4.0,100.0,14852.0,1127,16
3434,0050,2677,4.0,4.0,100.0,1278.4,1127,16
3435,0050,2678,4.0,4.0,100.0,752.0,1127,16
3436,0050,2679,4.0,4.0,100.0,611.0,1127,16
3437,0050,2680,4.0,4.0,100.0,169200.0,1127,16
3438,0050,2681,4.0,4.0,100.0,705.0,1127,16
3439,0050,2682,4.0,4.0,100.0,3308.8,1127,16
3440,0050,2683,4.0,4.0,100.0,9776.0,1127,16
3441,0050,2684,4.0,4.0,100.0,116560.0,1127,16
3442,0050,2685,4.0,4.0,100.0,540.5,1127,16
3443,0051,2604,1.0,1.0,100.0,3225000.0,1128,9
3445,0052,1979,1.0,468.0,100.0,1.0,1130,1
3451,0053,2706,1.0,1.0,100.0,48235.0,1133,1
3452,0054,2710,1.0,1.0,100.0,32713.0,1134,1
3453,0055,2715,1.0,1.0,100.0,68599.0,1135,1
3454,0056,2716,1.0,1.0,100.0,14700.0,1136,1
3460,0057,2712,1.0,1.0,100.0,1276000.0,1141,9
3461,0058,2609,8.0,25.0,100.0,55939.5,1142,16
3515,0002,2720,88.0,100.0,100.0,620.0,1150,1
3516,0003,2723,10.0,10.0,100.0,338.4,1151,16
3517,0003,2724,25.0,25.0,100.0,714.4,1151,16
3518,0003,2725,25.0,25.0,100.0,739.78,1151,16
3519,0003,2726,25.0,25.0,100.0,681.5,1151,16
3520,0003,2727,25.0,25.0,100.0,484.1,1151,16
3521,0003,2728,25.0,25.0,100.0,131.6,1151,16
3522,0003,2729,25.0,25.0,100.0,490.68,1151,16
3523,0003,2730,6.0,6.0,100.0,124.08,1151,16
3524,0003,2731,10.0,10.0,100.0,333.7,1151,16
3525,0003,2732,10.0,10.0,100.0,117.5,1151,16
3526,0003,2733,10.0,10.0,100.0,13604.62,1151,16
3527,0003,2734,10.0,10.0,100.0,15290.04,1151,16
3528,0003,2735,3.0,3.0,100.0,4262.9,1151,16
3529,0003,2736,3.0,3.0,100.0,4394.5,1151,16
3530,0003,2737,3.0,3.0,100.0,4167.02,1151,16
3531,0003,2738,3.0,3.0,100.0,7755.0,1151,16
3532,0003,2739,1.0,1.0,100.0,13573.6,1151,16
3533,0003,2740,1.0,1.0,100.0,4211.2,1151,16
3534,0003,2741,1.0,1.0,100.0,2895.2,1151,16
3535,0003,2742,1.0,1.0,100.0,423.0,1151,16
3536,0003,2743,1.0,1.0,100.0,507.6,1151,16
3537,0003,2744,1.0,1.0,100.0,507.6,1151,16
3538,0003,2745,1.0,1.0,100.0,564.0,1151,16
3539,0003,2746,1.0,1.0,100.0,3431.0,1151,16
3540,0003,2747,1.0,1.0,100.0,432.4,1151,16
3541,0003,2748,2.0,2.0,100.0,1278.4,1151,16
3542,0003,2749,2.0,2.0,100.0,14889.6,1151,16
3543,0003,2750,2.0,2.0,100.0,517.0,1151,16
3544,0003,2751,2.0,2.0,100.0,394.8,1151,16
3545,0003,2752,2.0,2.0,100.0,3384.0,1151,16
3546,0003,2753,2.0,2.0,100.0,611.0,1151,16
3547,0003,2754,2.0,2.0,100.0,432.4,1151,16
3548,0003,2755,2.0,2.0,100.0,611.0,1151,16
3549,0003,2756,2.0,2.0,100.0,14852.0,1151,16
3550,0003,2757,2.0,2.0,100.0,705.0,1151,16
3551,0003,2758,2.0,2.0,100.0,488.8,1151,16
3552,0003,2759,2.0,2.0,100.0,3308.8,1151,16
3553,0003,2760,4.0,4.0,100.0,432.4,1151,16
3554,0003,2761,2.0,2.0,100.0,3581.4,1151,16
3555,0003,2762,2.0,2.0,100.0,752.0,1151,16
3556,0003,2763,2.0,2.0,100.0,9776.0,1151,16
3557,0003,2764,2.0,2.0,100.0,517.0,1151,16
3558,0003,2765,2.0,2.0,100.0,116560.0,1151,16
3559,0003,2766,2.0,2.0,100.0,423.0,1151,16
3560,0003,2767,2.0,2.0,100.0,493.5,1151,16
3561,0003,2768,2.0,2.0,100.0,540.5,1151,16
3562,0003,2769,2.0,2.0,100.0,69729.2,1151,16
3563,0003,2770,2.0,2.0,100.0,169200.0,1151,16
3564,0004,2717,1.0,1.0,100.0,250000.0,1152,1
3565,0005,2533,1.0,1.0,100.0,100000.0,1153,16
3566,0006,2772,12.0,62.0,100.0,26534.0,1154,1
3567,0007,2772,4.0,62.0,100.0,26534.0,1155,1
3568,0008,2771,20.0,20.0,100.0,3450.0,1156,1
3569,0009,2772,12.0,62.0,100.0,26534.0,1157,1
3570,0010,2772,4.0,62.0,100.0,26534.0,1158,1
3575,0011,2772,7.0,62.0,100.0,26534.0,1160,1
3579,0012,2773,6.0,83.0,100.0,40200.0,1163,1
3580,0013,2773,4.0,83.0,100.0,40200.0,1164,1
3581,0014,2773,4.0,83.0,100.0,40200.0,1165,1
3590,0015,2775,1.0,152.0,100.0,46906.0,1170,1
3591,0015,2776,1.0,203.0,100.0,46906.0,1170,1
3592,0016,2775,2.0,152.0,100.0,46906.0,1171,1
3593,0016,2776,2.0,203.0,100.0,46906.0,1171,1
3594,0017,2777,1.0,30.0,100.0,42943.0,1172,1
3595,0017,2778,1.0,29.0,100.0,42943.0,1172,1
3596,0018,2623,3.0,3.0,100.0,120320.0,1173,16
3597,0019,2697,2.0,70.0,100.0,1.0,1174,1
3598,0019,2699,1.0,2.0,100.0,1.0,1174,1
3599,0020,2783,960.0,960.0,100.0,147.91,1175,2
3600,0020,2784,1.0,1.0,100.0,48007.0,1175,16
3601,0021,2625,3.0,3.0,100.0,206800.0,1176,16
3602,0022,2773,12.0,83.0,100.0,40200.0,1177,1
3603,0023,2773,8.0,83.0,100.0,40200.0,1178,1
3604,0024,2697,2.0,70.0,100.0,48400.0,1179,1
3605,0025,2786,1.0,1.0,100.0,4050000.0,1180,1
3607,0026,2787,1.0,1.0,0.0,225000.0,1181,1
3608,0027,2775,8.0,109.0,100.0,46906.0,1182,1
3609,0028,2776,8.0,203.0,100.0,46906.0,1183,1
3610,0029,2697,2.0,70.0,100.0,48400.0,1184,1
3611,0030,2775,8.0,109.0,100.0,46906.0,1185,1
3612,0031,2776,8.0,203.0,100.0,46906.0,1186,1
3613,0032,2775,4.0,109.0,100.0,46906.0,1187,1
3614,0033,2776,4.0,203.0,100.0,46906.0,1188,1
3615,0034,2775,8.0,109.0,100.0,46906.0,1189,1
3616,0035,2698,1.0,7.0,100.0,1.0,1190,1
3617,0036,2775,7.0,109.0,100.0,46906.0,1191,1
3618,0037,2776,7.0,203.0,100.0,46906.0,1192,1
3619,0038,2775,3.0,109.0,100.0,46906.0,1193,1
3620,0038,2776,1.0,203.0,100.0,46906.0,1193,1
3621,0039,2775,3.0,109.0,100.0,46906.0,1194,1
3622,0039,2776,3.0,203.0,100.0,46906.0,1194,1
3623,0040,2773,4.0,83.0,100.0,40200.0,1195,1
3624,0041,2775,5.0,109.0,100.0,46906.0,1196,1
3625,0041,2776,3.0,203.0,100.0,46906.0,1196,1
3626,0042,2775,3.0,109.0,100.0,46906.0,1197,1
3627,0042,2776,1.0,203.0,100.0,46906.0,1197,1
3629,0043,2775,3.0,109.0,100.0,46906.0,1199,1
3630,0043,2776,5.0,203.0,100.0,46906.0,1199,1
3633,0044,2775,4.0,109.0,400.0,46906.0,1201,1
3634,0044,2776,4.0,203.0,100.0,46906.0,1201,1
3635,0045,2773,4.0,83.0,100.0,40200.0,1202,1
3636,0046,2777,2.0,30.0,100.0,42943.0,1203,1
3637,0046,2778,2.0,29.0,100.0,42943.0,1203,1
3638,0047,2775,1.0,109.0,100.0,46906.0,1204,1
3639,0047,2776,3.0,203.0,100.0,46906.0,1204,1
3640,0048,2775,1.0,109.0,100.0,46906.0,1205,1
3641,0048,2776,7.0,203.0,100.0,46906.0,1205,1
3643,0049,2775,2.0,109.0,100.0,46906.0,1207,1
3644,0049,2776,2.0,203.0,100.0,46906.0,1207,1
3645,0050,2775,4.0,109.0,100.0,46906.0,1208,1
3646,0050,2776,4.0,203.0,100.0,46906.0,1208,1
3647,0051,2775,0.0,109.0,100.0,46906.0,1209,1
3648,0051,2776,4.0,203.0,100.0,46906.0,1209,1
3649,0052,2775,2.0,109.0,100.0,46906.0,1210,1
3650,0052,2776,2.0,203.0,100.0,46906.0,1210,1
3651,0053,2624,3.0,3.0,100.0,344040.0,1211,1
3652,0054,2775,2.0,109.0,100.0,46906.0,1212,1
3653,0054,2776,2.0,203.0,100.0,46906.0,1212,1
3690,0055,2775,2.0,109.0,100.0,46906.0,1216,1
3691,0055,2776,6.0,203.0,100.0,46906.0,1216,1
3692,0056,2775,4.0,109.0,100.0,46906.0,1217,1
3693,0056,2777,2.0,30.0,100.0,42943.0,1217,1
3694,0056,2778,2.0,29.0,100.0,42943.0,1217,1
3697,0057,2775,4.0,109.0,100.0,46906.0,1219,1
3698,0057,2777,2.0,30.0,100.0,42943.0,1219,1
3699,0057,2778,2.0,29.0,100.0,42943.0,1219,1
3700,0058,2775,2.0,109.0,100.0,46906.0,1220,1
3701,0058,2776,2.0,203.0,100.0,46906.0,1220,1
3702,0058,2777,2.0,30.0,100.0,42943.0,1220,1
3703,0058,2778,2.0,29.0,100.0,42943.0,1220,1
3704,0059,2775,3.0,109.0,100.0,46906.0,1221,1
3705,0059,2776,1.0,203.0,100.0,46906.0,1221,1
3706,0059,2777,2.0,30.0,100.0,42943.0,1221,1
3707,0059,2778,2.0,29.0,100.0,42943.0,1221,1
3712,0060,2775,2.0,109.0,100.0,46906.0,1223,1
3713,0060,2776,6.0,203.0,100.0,46906.0,1223,1
3714,0061,2697,4.0,70.0,100.0,48400.0,1224,1
3715,0062,2697,2.0,70.0,100.0,48400.0,1225,1
3716,0063,2777,2.0,30.0,100.0,42943.0,1226,1
3717,0063,2778,2.0,29.0,100.0,42943.0,1226,1
3718,0064,2775,6.0,109.0,100.0,46906.0,1227,1
3719,0064,2776,2.0,203.0,100.0,46906.0,1227,1
3723,0065,2775,2.0,109.0,100.0,46906.0,1230,1
3724,0065,2776,2.0,203.0,100.0,46906.0,1230,1
3725,0067,2775,4.0,109.0,100.0,46906.0,1231,1
3726,0067,2776,4.0,203.0,100.0,46906.0,1231,1
3727,0068,2773,4.0,83.0,100.0,40200.0,1232,1
3728,0069,2775,2.0,109.0,100.0,46906.0,1233,1
3729,0069,2776,2.0,203.0,100.0,46906.0,1233,1
3730,0070,2697,4.0,70.0,100.0,48400.0,1234,1
3731,0071,2697,4.0,70.0,100.0,48400.0,1235,1
3732,0072,2773,4.0,83.0,100.0,40200.0,1236,1
3733,0073,2775,2.0,109.0,100.0,46906.0,1237,1
3734,0073,2776,2.0,203.0,100.0,46906.0,1237,1
3735,0074,2775,4.0,109.0,100.0,46906.0,1238,1
3736,0074,2776,4.0,203.0,100.0,46906.0,1238,1
3737,0075,2697,4.0,70.0,100.0,48400.0,1239,1
3740,0076,2773,11.0,83.0,100.0,40200.0,1242,1
3748,0077,2775,1.0,109.0,100.0,46906.0,1248,1
3749,0077,2776,4.0,203.0,100.0,46906.0,1248,1
3750,0078,2697,3.0,70.0,100.0,48400.0,1249,1
3753,0079,2773,10.0,83.0,100.0,40200.0,1251,1
3775,0080,2788,2.0,2.0,100.0,18250.0,1253,1
3776,0080,2800,2.0,2.0,100.0,205700.0,1253,3
3777,0080,2801,2.0,2.0,100.0,205700.0,1253,3
3778,0080,2803,1.0,1.0,100.0,76300.0,1253,1
3779,0080,2804,2.0,2.0,100.0,9910.0,1253,1
3780,0080,2805,2.0,2.0,100.0,9910.0,1253,1
3781,0080,2806,2.0,2.0,100.0,11970.0,1253,1
3782,0080,2811,1.0,1.0,100.0,35500.0,1253,1
3783,0080,2812,1.0,1.0,100.0,222300.0,1253,1
3784,0080,2813,1.0,1.0,100.0,28800.0,1253,1
3785,0080,2814,1.0,1.0,100.0,63550.0,1253,1
3786,0080,2815,1.0,1.0,100.0,33800.0,1253,1
3787,0080,2816,1.0,1.0,100.0,49200.0,1253,1
3788,0080,2817,1.0,1.0,100.0,37300.0,1253,1
3789,0080,2818,3.0,3.0,100.0,83250.0,1253,1
3790,0080,2819,1.0,1.0,100.0,17100.0,1253,1
3791,0080,2820,3.0,3.0,100.0,310.0,1253,1
3792,0080,2821,3.0,3.0,100.0,275.0,1253,1
3793,0080,2822,3.0,3.0,100.0,275.0,1253,1
3794,0080,2823,1.0,1.0,100.0,59300.0,1253,1
3795,0080,2824,2.0,2.0,100.0,28900.0,1253,1
3796,0080,2825,4.0,4.0,100.0,6350.0,1253,1
3797,0081,2697,5.0,70.0,100.0,48400.0,1254,1
3803,0082,2697,3.0,70.0,100.0,48400.0,1258,1
3804,0082,2698,4.0,7.0,100.0,1.0,1258,1
3805,0083,2777,1.0,30.0,100.0,42943.0,1259,1
3806,0083,2778,1.0,29.0,100.0,42943.0,1259,1
3807,0084,2773,1.0,83.0,100.0,40200.0,1260,1
3808,0085,2773,10.0,83.0,100.0,40200.0,1261,1
3809,0086,2773,1.0,83.0,100.0,40200.0,1262,1
3821,0087,2952,4.0,4.0,100.0,4500.0,1265,1
3822,0088,2772,4.0,62.0,100.0,26534.0,1266,1
3823,0089,2776,2.0,203.0,100.0,46906.0,1267,1
3824,0090,2949,2.0,124.0,100.0,70316.0,1268,1
3825,0091,2776,1.0,203.0,100.0,46906.0,1269,1
3826,0092,2949,2.0,124.0,100.0,70316.0,1270,1
3827,0093,2772,10.0,62.0,100.0,26534.0,1271,1
3828,0094,2611,10.0,10.0,100.0,4100.0,1272,16
3829,0095,2829,1.0,1.0,100.0,47000.0,1273,1
3830,0095,2830,1.0,1.0,100.0,173500.0,1273,1
3831,0095,2833,8.0,8.0,100.0,37200.0,1273,1
3832,0096,2836,1.0,1.0,100.0,47000.0,1274,1
3833,0096,2837,1.0,1.0,100.0,173500.0,1274,1
3834,0097,2955,2.0,2.0,100.0,4408.6,1275,1
3835,0097,2956,2.0,2.0,100.0,3999.7,1275,1
3836,0097,2957,2.0,2.0,100.0,4805.28,1275,1
3837,0097,2958,20.0,20.0,100.0,4050.0,1275,1
3838,0097,2959,50.0,50.0,100.0,725.0,1275,1
3839,0097,2960,50.0,50.0,100.0,714.4,1275,1
3840,0097,2961,50.0,50.0,100.0,739.78,1275,1
3841,0097,2962,50.0,50.0,100.0,484.1,1275,1
3842,0097,2963,50.0,50.0,100.0,490.68,1275,1
3843,0097,2964,50.0,50.0,100.0,131.6,1275,1
3844,0097,2965,1.0,1.0,100.0,47000.0,1275,1
3845,0098,2966,1.0,1.0,100.0,222300.0,1276,1
3846,0098,2967,2.0,2.0,100.0,310.0,1276,1
3847,0098,2968,4.0,4.0,100.0,275.0,1276,1
3848,0098,2969,6.0,6.0,100.0,275.0,1276,1
3849,0098,2970,2.0,2.0,100.0,59300.0,1276,1
3850,0098,2971,6.0,6.0,100.0,6350.0,1276,1
3851,0098,2972,1.0,1.0,100.0,37200.0,1276,1
3852,0098,2973,6.0,6.0,100.0,18250.0,1276,1
3854,0098,2975,10.0,10.0,100.0,488.8,1276,1
3855,0098,2976,15.0,15.0,100.0,394.8,1276,1
3856,0098,2977,15.0,15.0,100.0,413.6,1276,1
3857,0098,2978,15.0,15.0,100.0,282.0,1276,1
3858,0098,2979,15.0,15.0,100.0,846.0,1276,1
3859,0098,2980,15.0,15.0,100.0,124.08,1276,1
3860,0098,2981,15.0,15.0,100.0,122.2,1276,1
3928,0099,2776,4.0,203.0,100.0,46906.0,1285,1
3929,0100,2776,4.0,203.0,100.0,46906.0,1286,1
3930,0101,2776,4.0,203.0,100.0,46906.0,1287,1
3931,0102,2697,6.0,70.0,100.0,48400.0,1288,1
3932,0103,2776,2.0,203.0,100.0,46906.0,1289,1
3945,0104,2697,7.0,70.0,100.0,48400.0,1292,1
3946,0105,2776,2.0,203.0,100.0,46906.0,1293,1
3947,0106,2779,2.0,124.0,100.0,70316.0,1294,1
3948,0107,2776,4.0,203.0,100.0,46906.0,1295,1
3949,0108,2779,4.0,124.0,100.0,70316.0,1296,1
3952,0111,2697,7.0,70.0,100.0,48400.0,1299,1
3953,0112,2779,2.0,124.0,100.0,70316.0,1300,1
