Id,PRNo,PId,CId,Qty,SupplierId,Rate,Discount,AHId,DelDate,Remarks,Type,ItemId,MId
34531,0245,,,4.0,S098,530.0,0.0,28,2018-07-05,,,61643,6930
34532,0245,,,2.0,S098,1980.0,0.0,28,2018-07-05,,,61644,6930
34533,0245,,,2.0,S098,2180.0,0.0,28,2018-07-05,,,61645,6930
34534,0245,,,16.0,S098,55.0,0.0,28,2018-07-05,,,61646,6930
34535,0245,,,1.0,S098,3440.0,0.0,28,2018-07-05,,,61647,6930
34536,0245,,,1.0,S098,2950.0,0.0,28,2018-07-05,,,61648,6930
34537,0245,,,6.0,S098,380.0,0.0,28,2018-07-05,,,61649,6930
34538,0245,,,44.0,S098,190.0,0.0,28,2018-07-05,,,61658,6930
34539,0245,,,22.0,S098,45.0,0.0,28,2018-07-05,,,61660,6930
34540,0245,,,22.0,S098,35.0,0.0,28,2018-07-05,,,61661,6930
34541,0245,,,6.0,S098,30.0,0.0,28,2018-07-05,,,61666,6930
34542,0245,,,8.0,S098,40.0,0.0,28,2018-07-05,,,61670,6930
34543,0245,,,8.0,S098,35.0,0.0,28,2018-07-05,,,61671,6930
34544,0245,,,8.0,S098,145.0,0.0,28,2018-07-05,,,61676,6930
34545,0245,,,16.0,S098,30.0,0.0,28,2018-07-05,,,61677,6930
34546,0246,,,8.0,S098,60.0,0.0,28,2018-07-05,,,61678,6931
34547,0246,,,8.0,S098,75.0,0.0,28,2018-07-05,,,61679,6931
34548,0246,,,1.0,S098,12500.0,0.0,28,2018-07-05,,,61681,6931
34549,0246,,,1.0,S098,1740.0,0.0,28,2018-07-05,,,61722,6931
34550,0246,,,1.0,S098,1840.0,0.0,28,2018-07-05,,,61724,6931
34551,0246,,,2.0,S098,30.0,0.0,28,2018-07-05,,,61725,6931
34552,0246,,,1.0,S098,720.0,0.0,28,2018-07-05,,,61726,6931
34553,0246,,,2.0,S098,40.0,0.0,28,2018-07-05,,,61727,6931
34554,0246,,,2.0,S098,560.0,0.0,28,2018-07-05,,,61729,6931
34556,0246,,,2.0,S098,35.0,0.0,28,2018-07-05,,,61731,6931
34557,0246,,,2.0,S098,390.0,0.0,28,2018-07-05,,,61732,6931
34558,0246,,,2.0,S098,19700.0,0.0,28,2018-07-05,,,61720,6931
34559,0247,,,1.0,S098,20.0,0.0,28,2018-07-06,,,61547,6932
34560,0247,,,1.0,S098,20.0,0.0,28,2018-07-06,,,61557,6932
34561,0247,,,1.0,S098,120.0,0.0,28,2018-07-06,,,61546,6932
34562,0247,,,1.0,S098,120.0,0.0,28,2018-07-06,,,61556,6932
34563,0247,,,6.0,S098,15.0,0.0,28,2018-07-06,,,61540,6932
34564,0247,,,1.0,S098,500.0,0.0,28,2018-07-06,,,61554,6932
34565,0247,,,2.0,S098,270.0,0.0,28,2018-07-06,,,61605,6932
34566,0247,,,2.0,S098,340.0,0.0,28,2018-07-06,,,61694,6932
34567,0247,,,1.0,S098,340.0,0.0,28,2018-07-06,,,61555,6932
34568,0247,,,2.0,S098,300.0,0.0,28,2018-07-06,,,61163,6932
34569,0247,,,2.0,S098,300.0,0.0,28,2018-07-06,,,61162,6932
34570,0247,,,2.0,S098,300.0,0.0,28,2018-07-06,,,61161,6932
34571,0248,,,1.0,S098,7500.0,0.0,28,2018-07-06,,,61493,6933
34572,0248,,,1.0,S098,7291.0,0.0,28,2018-07-06,,,61494,6933
34573,0248,,,1.0,S098,8050.0,0.0,28,2018-07-06,,,61495,6933
34574,0248,,,1.0,S098,6995.0,0.0,28,2018-07-06,,,61496,6933
34575,0248,,,1.0,S098,8000.0,0.0,28,2018-07-06,,,61497,6933
34576,0248,,,1.0,S098,6990.0,0.0,28,2018-07-06,,,61498,6933
34577,0248,,,28.0,S098,156.4,0.0,28,2018-07-06,,,61219,6933
34578,0248,,,4.0,S098,189.4,0.0,28,2018-07-06,,,61222,6933
34579,0249,,,2.0,S098,1400.0,0.0,28,2018-07-06,,,60904,6934
34580,0249,,,1.0,S098,1300.0,0.0,28,2018-07-06,,,60895,6934
34581,0249,,,1.0,S098,1227.0,0.0,28,2018-07-06,,,60917,6934
34582,0249,,,16.0,S098,445.0,0.0,28,2018-07-06,,,61502,6934
34583,0249,,,4.0,S098,555.0,0.0,28,2018-07-06,,,61560,6934
34584,0249,,,12.0,S098,236.0,0.0,28,2018-07-06,,,61404,6934
34585,0249,,,1.0,S098,3409.0,0.0,28,2018-07-06,,,61499,6934
34586,0249,,,1.0,S098,4000.0,0.0,28,2018-07-06,,,61500,6934
34587,0249,,,1.0,S098,2598.0,0.0,28,2018-07-06,,,61534,6934
34588,0249,,,1.0,S098,3454.0,0.0,28,2018-07-06,,,61535,6934
34589,0249,,,1.0,S098,2598.0,0.0,28,2018-07-06,,,61536,6934
34590,0249,,,56.0,S098,685.0,0.0,28,2017-07-06,,,61216,6934
34591,0249,,,8.0,S098,360.0,0.0,28,2018-07-06,,,61221,6934
34592,0250,,,12.0,S098,40.0,0.0,28,2018-07-07,,,61355,6935
34593,0250,,,4.0,S098,48.0,0.0,28,2018-07-07,,,61261,6935
34594,0250,,,16.0,S098,30.0,0.0,28,2018-07-07,,,61410,6935
34595,0250,,,4.0,S098,1877.0,0.0,28,2018-07-07,,,61215,6935
34596,0250,,,2.0,S098,1575.0,0.0,28,2018-07-07,,,61226,6935
34597,0250,,,2.0,S098,677.0,0.0,28,2018-07-07,,,61070,6935
34598,0250,,,10.0,S098,13380.0,0.0,28,2018-07-07,,,61549,6935
34599,0250,,,2.0,S098,9610.0,0.0,28,2018-07-07,,,61550,6935
34600,0250,,,1.0,S098,13750.0,0.0,28,2018-07-07,,,61609,6935
34601,0250,,,1.0,S098,6470.0,0.0,28,2018-07-07,,,61608,6935
34602,0251,,,1.0,N003,4047.0,10.0,28,2018-07-07,,,45448,6936
34603,0252,,,2.0,S098,587.0,0.0,28,2018-07-07,,,61067,6937
34604,0252,,,2.0,S098,410.0,0.0,28,2018-07-07,,,61073,6937
34605,0252,,,1.0,S098,450.0,0.0,28,2018-07-07,,,61545,6937
34606,0252,,,2.0,S098,1819.0,0.0,28,2018-07-07,,,61225,6937
34607,0252,,,2.0,S098,540.0,0.0,28,2018-07-07,,,61118,6937
34608,0252,,,2.0,S098,532.0,0.0,28,2018-07-07,,,61254,6937
34609,0252,,,28.0,S098,97.0,0.0,28,2018-07-07,,,61415,6937
34610,0252,,,2.0,S098,605.0,0.0,28,2018-07-07,,,61243,6937
34611,0253,,,8.0,L002,30.0,15.0,28,2017-03-14,,,59343,6938
34612,0253,,,4.0,L002,2475.0,0.0,28,2017-03-14,,,61721,6938
34613,0254,,,2.0,S098,260.0,0.0,28,2018-07-07,,,61692,6939
34614,0254,,,2.0,S098,270.0,0.0,28,2018-07-07,,,61686,6939
34615,0254,,,2.0,S098,260.0,0.0,28,2018-07-07,,,61691,6939
34616,0254,,,2.0,S098,105.0,0.0,28,2018-07-07,,,61654,6939
34617,0254,,,4.0,S098,1200.0,0.0,28,2018-07-07,,,61257,6939
34618,0254,,,4.0,S098,1200.0,0.0,28,2018-07-07,,,61259,6939
34619,0254,,,2.0,S098,285.0,0.0,28,2018-07-07,,,61615,6939
34620,0254,,,2.0,S098,300.0,0.0,28,2018-07-07,,,61620,6939
34621,0254,,,2.0,S098,403.0,0.0,28,2018-07-07,,,61693,6939
34622,0254,,,2.0,S098,330.0,0.0,28,2018-07-07,,,61655,6939
34623,0255,,,1.0,S098,230.0,0.0,28,2018-07-08,,,61747,6940
34624,0255,,,1.0,S098,225.0,0.0,28,2018-07-08,,,61748,6940
34625,0256,,,8.0,S098,36.0,0.0,28,2018-07-07,,,61626,6941
34626,0257,,,4.0,G027,17000.0,5.0,28,2018-07-08,,,61894,6942
34627,0258,,,100.0,O010,59.0,15.0,28,2018-07-09,,,59349,6943
34628,0258,,,100.0,O010,59.0,15.0,28,2018-07-09,,,61753,6943
34629,0258,,,90.0,O010,0.3,10.0,28,2018-07-09,,,6991,6943
34630,0258,,,50.0,O010,3.0,10.0,28,2018-07-09,,,15609,6943
34631,0259,,,430.0,O010,1.5,52.0,28,2018-07-09,,,5528,6944
34632,0259,,,80.0,O010,1.0,52.0,28,2018-07-09,,,5595,6944
34633,0259,,,86.0,O010,0.5,52.0,28,2018-07-09,,,5647,6944
34634,0259,,,1572.0,O010,1.0,50.0,28,2018-07-09,,,5648,6944
34635,0259,,,699.0,O010,0.1,52.0,28,2018-07-09,,,5649,6944
34636,0259,,,90.0,O010,23.25,35.0,28,2018-07-09,,,5658,6944
34637,0259,,,100.0,O010,0.3,52.0,28,2018-07-09,,,5722,6944
34638,0259,,,200.0,O010,12.1,10.0,28,2018-07-09,,,7007,6944
34639,0259,,,50.0,O010,0.1,15.0,28,2018-07-09,,,7043,6944
34640,0259,,,50.0,O010,1.0,16.8,28,2018-07-09,,,7046,6944
34641,0259,,,72.0,O010,0.08,0.0,28,2018-07-09,,,7218,6944
34642,0259,,,1000.0,O010,0.14,0.0,28,2018-07-09,,,7263,6944
34643,0259,,,100.0,O010,0.15,0.0,28,2018-07-09,,,7269,6944
34644,0260,,,360.0,O010,21.7,10.0,28,2018-07-09,,,7000,6945
34645,0260,,,50.0,O010,30.0,20.0,28,2018-07-09,,,61903,6945
34646,0261,,,1.0,L002,11325.0,20.0,28,2018-07-09,,,60513,6946
34647,0261,,,6.0,N030,12130.0,20.0,28,2018-07-09,,,59262,6946
34648,0262,,,10.0,O003,4045.0,50.0,28,2018-07-06,,,2252,6947
34649,0262,,,17.0,O003,515.0,17.5,28,2018-07-06,,,2457,6947
34650,0263,,,98.0,O003,33.18,0.0,28,2018-07-09,,,61909,6948
34651,0263,,,100.0,O003,43.1,0.0,28,2018-07-09,,,61910,6948
34652,0263,,,100.0,O003,61.08,0.0,28,2018-07-09,,,61911,6948
34653,0263,,,100.0,O003,68.92,0.0,28,2018-07-09,,,61912,6948
34654,0263,,,1100.0,O003,79.2,0.0,28,2018-07-09,,,56034,6948
34655,0264,,,100.0,O003,5.3,15.0,28,2018-07-09,,,15584,6949
34656,0265,,,2.0,T048,85.0,0.0,28,2018-07-09,,,61543,6950
34657,0265,,,2.0,T048,95.0,0.0,28,2018-07-09,,,61553,6950
34658,0265,,,16.0,T048,125.0,0.0,28,2018-07-09,,,61408,6950
34659,0265,,,4.0,T048,120.0,0.0,28,2018-07-09,,,61366,6950
34660,0265,,,4.0,T048,120.0,0.0,28,2018-07-09,,,61561,6950
34661,0265,,,4.0,T048,90.0,0.0,28,2018-07-09,,,61601,6950
34662,0265,,,2.0,T048,180.0,0.0,28,2018-07-09,,,61616,6950
34663,0265,,,2.0,T048,210.0,0.0,28,2018-07-09,,,61617,6950
34664,0265,,,2.0,T048,180.0,0.0,28,2018-07-09,,,61622,6950
34665,0265,,,2.0,T048,210.0,0.0,28,2018-07-09,,,61623,6950
34666,0265,,,2.0,T048,150.0,0.0,28,2018-07-09,,,61683,6950
34667,0265,,,2.0,T033,80.0,0.0,28,2018-07-09,,,61684,6950
34668,0265,,,4.0,T048,85.0,0.0,28,2018-07-09,,,61689,6950
34669,0265,,,2.0,T048,70.0,0.0,28,2018-07-09,,,61690,6950
34670,0265,,,2.0,T048,130.0,0.0,28,2018-07-09,,,61705,6950
34671,0265,,,2.0,T048,130.0,0.0,28,2018-07-09,,,61701,6950
34672,0265,,,2.0,T048,120.0,0.0,28,2018-07-09,,,61743,6950
34673,0265,,,8.0,T048,120.0,0.0,28,2018-07-09,,,61376,6950
34674,0265,,,4.0,T048,65.0,0.0,28,2018-07-09,,,61377,6950
34675,0265,,,2.0,T048,115.0,0.0,28,2018-07-09,,,61770,6950
34676,0266,,,22.0,B011,1600.0,0.0,28,2018-07-10,,,61895,6951
34677,0266,,,2.0,B011,700.0,0.0,28,2018-07-10,,,61896,6951
34678,0266,,,1.0,B011,1500.0,0.0,28,2018-07-10,,,61897,6951
34679,0266,,,2.0,B011,750.0,0.0,28,2018-07-10,,,61898,6951
34680,0266,,,2.0,B011,750.0,0.0,28,2018-07-10,,,61899,6951
34681,0267,,,4.0,S098,45.0,0.0,42,2018-07-10,,,61918,6952
34682,0267,,,4.0,T048,150.0,0.0,42,2018-07-10,,,61919,6952
34683,0267,,,4.0,S098,40.0,0.0,42,2018-07-10,,,61920,6952
34684,0267,,,4.0,T048,180.0,0.0,42,2018-07-10,,,61921,6952
34685,0268,,,16.0,S098,553.0,0.0,28,2018-07-10,,,61503,6953
34686,0268,,,2.0,S098,523.0,0.0,28,2018-07-10,,,61790,6953
34687,0268,,,2.0,S098,550.0,0.0,28,2018-07-10,,,61741,6953
34688,0268,,,1.0,S098,468.0,0.0,28,2018-07-10,,,61542,6953
34689,0268,,,2.0,S098,475.0,0.0,28,2018-07-10,,,61772,6953
34690,0268,,,8.0,S098,48.0,0.0,28,2018-07-10,,,61841,6953
34691,0268,,,12.0,S098,225.0,0.0,28,2018-07-10,,,61239,6953
34692,0268,,,1.0,S098,488.0,0.0,28,2018-07-10,,,61552,6953
34693,0268,,,1.0,S098,25080.0,0.0,28,2018-07-03,,,61591,6953
34694,0268,,,1.0,S098,25000.0,0.0,28,2018-07-10,,,61592,6953
34695,0268,,,1.0,S098,25100.0,0.0,28,2018-07-10,,,61593,6953
34696,0268,,,1.0,S098,25050.0,0.0,28,2018-07-10,,,61594,6953
34697,0268,,,1.0,S098,25010.0,0.0,28,2018-07-10,,,61595,6953
34698,0268,,,1.0,S098,27730.0,0.0,28,2018-07-10,,,61584,6953
34699,0268,,,1.0,S098,26850.0,0.0,28,2018-07-10,,,61586,6953
34700,0268,,,1.0,S098,26915.0,0.0,28,2018-07-10,,,61587,6953
34701,0268,,,1.0,S098,26950.0,0.0,28,2018-07-10,,,61588,6953
34702,0268,,,12.0,S098,37.0,0.0,28,2018-07-10,,,61842,6953
34703,0269,,,12.0,S180,1015.0,0.0,28,2018-07-10,,,61926,6954
34704,0269,,,12.0,S180,900.0,0.0,28,2018-07-10,,,61925,6954
34705,0270,,,1.0,S098,250.0,0.0,28,2018-07-10,,,61847,6955
34706,0270,,,1.0,S098,217.0,0.0,28,2018-07-10,,,61849,6955
34707,0270,,,1.0,S098,230.0,0.0,28,2018-07-10,,,61850,6955
34708,0270,,,2.0,S098,320.0,0.0,28,2018-07-10,,,61854,6955
34709,0271,,,2.0,S098,87.28,0.0,28,2018-07-10,,,61873,6956
34710,0271,,,2.0,S104,100.0,0.0,28,2018-07-10,,,61602,6956
34711,0271,,,12.0,S104,150.0,0.0,28,2018-07-10,,,60962,6956
34712,0271,,,8.0,S104,115.0,0.0,28,2018-07-10,,,61432,6956
34713,0271,,,8.0,S104,115.0,0.0,28,2018-07-10,,,61435,6956
34714,0272,,,8.0,S098,157.0,0.0,28,2018-07-10,,,61874,6957
34715,0272,,,2.0,S098,480.0,0.0,28,2018-07-10,,,61880,6957
34716,0272,,,2.0,S098,430.0,0.0,28,2018-07-10,,,61881,6957
34717,0272,,,2.0,S098,510.0,0.0,28,2018-07-10,,,61781,6957
34718,0272,,,2.0,S098,420.0,0.0,28,2018-07-10,,,61742,6957
34719,0272,,,2.0,S098,530.0,0.0,28,2018-07-10,,,61785,6957
34720,0272,,,2.0,S098,527.0,0.0,28,2018-07-10,,,61788,6957
34721,0272,,,1.0,S098,4500.0,0.0,28,2018-07-10,,,61858,6957
34722,0273,,,2.0,S098,350.0,0.0,28,2018-07-10,,,61857,6958
34723,0273,,,2.0,S098,205.0,0.0,28,2018-07-10,,,61864,6958
34724,0273,,,2.0,S098,314.0,0.0,28,2018-07-10,,,61863,6958
34725,0273,,,1.0,S098,310.0,0.0,28,2018-07-10,,,61865,6958
34726,0273,,,1.0,S098,698.0,0.0,28,2018-07-10,,,61866,6958
34728,0274,,,2.0,S098,165.0,0.0,28,2018-07-11,,,61604,6959
34729,0274,,,8.0,S098,32.0,0.0,28,2018-07-11,,,61717,6959
34730,0274,,,1.0,S098,710.0,0.0,28,2018-07-11,,,61539,6959
34731,0274,,,1.0,S098,720.0,0.0,28,2018-07-11,,,61537,6959
34732,0274,,,2.0,S098,320.0,0.0,28,2018-07-11,,,60890,6959
34733,0274,,,1.0,S098,320.0,0.0,28,2018-07-11,,,60896,6959
34734,0274,,,2.0,S098,330.0,0.0,28,2018-07-11,,,60911,6959
34735,0275,,,2.0,S098,88.0,0.0,28,2018-07-11,,,61872,6960
34736,0276,,,135.0,S047 ,40.0,0.0,28,2017-07-12,,,61750,6961
34737,0277,,,4.0,S098,8914.0,0.0,28,2018-07-12,,,61653,6962
34738,0277,,,1.0,S098,22515.0,0.0,28,2018-07-12,,,61585,6962
34739,0277,,,12.0,S098,520.0,0.0,28,2018-07-12,,,61235,6962
34740,0277,,,4.0,S098,700.0,0.0,28,2018-07-12,,,61382,6962
34741,0277,,,4.0,S098,250.0,0.0,28,2018-07-12,,,61505,6962
34742,0277,,,1.0,S098,550.0,0.0,28,2018-07-12,,,61538,6962
34743,0278,,,2.0,S098,5763.0,0.0,28,2018-07-12,,,61940,6963
34744,0279,,,2.0,S098,301.0,0.0,42,2018-07-12,,,61941,6964
34745,0279,,,1.0,S098,334.0,0.0,42,2018-07-12,,,61942,6964
34746,0280,,,2.0,S098,200.0,0.0,42,2018-07-12,,,61946,6965
34747,0280,,,2.0,S098,190.0,0.0,42,2018-07-12,,,61947,6965
34748,0280,,,2.0,S098,200.0,0.0,42,2018-07-12,,,61948,6965
34749,0280,,,2.0,S098,210.0,0.0,42,2018-07-12,,,61949,6965
34750,0280,,,2.0,S098,230.0,0.0,42,2018-07-12,,,61950,6965
34751,0280,,,2.0,S098,327.0,0.0,42,2018-07-12,,,61951,6965
34752,0280,,,2.0,S047 ,119.0,0.0,42,2017-03-14,,,61952,6965
34753,0280,,,8.0,S098,160.0,0.0,42,2018-07-12,,,61953,6965
34754,0280,,,2.0,S098,24.0,0.0,42,2018-07-12,,,61954,6965
34755,0280,,,2.0,S098,40.0,0.0,42,2018-07-12,,,61955,6965
34756,0280,,,2.0,S098,147.0,0.0,42,2018-07-12,,,61956,6965
34757,0280,,,2.0,S098,40.0,0.0,42,2018-07-12,,,61957,6965
34758,0281,,,2.0,S098,8000.0,0.0,28,2018-07-13,,,61631,6966
34759,0281,,,1.0,S098,9500.0,0.0,28,2018-07-13,,,61734,6966
34760,0281,,,1.0,S098,28925.0,0.0,28,2018-07-13,,,61706,6966
34761,0281,,,1.0,S098,22868.0,0.0,28,2018-07-13,,,61707,6966
34762,0281,,,1.0,S098,21615.0,0.0,28,2018-07-13,,,61708,6966
34763,0281,,,1.0,S098,23412.0,0.0,28,2018-07-13,,,61709,6966
34764,0281,,,2.0,S098,700.0,0.0,28,2018-07-13,,,61619,6966
34765,0281,,,2.0,S098,442.0,0.0,28,2018-07-13,,,61791,6966
34766,0281,,,62.0,S098,54.0,0.0,28,2018-07-13,,,61749,6966
34767,0281,,,2.0,S098,888.0,0.0,28,2018-07-13,,,61688,6966
34768,0282,,,2.0,S098,1632.0,0.0,28,2018-07-13,,,61223,6967
34769,0282,,,2.0,S098,33.0,0.0,28,2018-07-13,,,61943,6967
34770,0282,,,1.0,S098,899.0,0.0,28,2018-07-13,,,61869,6967
34771,0282,,,4.0,S098,1184.0,0.0,28,2018-07-13,,,61381,6967
34772,0282,,,1.0,S098,766.0,0.0,28,2018-07-13,,,61860,6967
34773,0283,,,2.0,T048,270.0,0.0,42,2018-07-14,,,61962,6968
34774,0283,,,2.0,T048,270.0,0.0,42,2018-07-14,,,61963,6968
34775,0283,,,2.0,T048,270.0,0.0,42,2018-07-14,,,61964,6968
34776,0283,,,2.0,T048,270.0,0.0,42,2018-07-14,,,61965,6968
34777,0283,,,2.0,T048,270.0,0.0,42,2018-07-14,,,61966,6968
34778,0283,,,2.0,T048,270.0,0.0,42,2018-07-14,,,61967,6968
34779,0284,,,6.0,S098,60.0,0.0,28,2018-07-14,,,61843,6969
34780,0284,,,1.0,S047 ,250.0,0.0,28,2017-03-14,,,60540,6969
34781,0285,,,2.0,D001,940.0,0.0,28,2018-07-14,,,61115,6970
34782,0286,,,2.0,D001,990.0,0.0,28,2018-07-14,,,61119,6971
34783,0286,,,2.0,D001,270.0,0.0,28,2018-07-14,,,61148,6971
34784,0286,,,4.0,D001,900.0,0.0,28,2018-07-14,,,61170,6971
34785,0286,,,2.0,D001,826.0,0.0,28,2018-07-14,,,61125,6971
34786,0286,,,2.0,D001,914.0,0.0,28,2018-07-14,,,61171,6971
34787,0286,,,2.0,D001,920.0,0.0,28,2018-07-14,,,61172,6971
34788,0287,,,1.0,L002,7310.0,0.0,28,2017-03-14,,,61960,6972
34789,0287,,,4.0,L002,1876.0,0.0,28,2017-03-14,,,61803,6972
34790,0288,,,2.0,S098,505.0,0.0,28,2018-07-16,,,61774,6973
34791,0288,,,2.0,S098,290.0,0.0,28,2018-07-16,,,61900,6973
34792,0288,,,2.0,S098,415.0,0.0,28,2018-07-16,,,61769,6973
34793,0288,,,2.0,S098,457.0,0.0,28,2018-07-16,,,61792,6973
34794,0288,,,8.0,S098,150.0,0.0,28,2018-07-16,,,61718,6973
34795,0289,,,2.0,S098,510.0,0.0,28,2018-07-16,,,61958,6974
34796,0289,,,2.0,S098,420.0,0.0,28,2018-07-16,,,61777,6974
34797,0289,,,2.0,S098,410.0,0.0,28,2018-07-16,,,61902,6974
34798,0289,,,2.0,S098,650.0,0.0,28,2018-07-16,,,61756,6974
34799,0290,,,2.0,S104,110.0,0.0,42,2018-07-17,,,61991,6975
34800,0290,,,2.0,S104,165.0,0.0,42,2018-07-17,,,61992,6975
34801,0290,,,2.0,S104,240.0,0.0,42,2018-07-17,,,61993,6975
34802,0290,,,12.0,S104,95.0,0.0,28,2018-07-17,,,61782,6975
34803,0290,,,1.0,S104,130.0,0.0,28,2018-07-17,,,61861,6975
34804,0290,,,2.0,S104,100.0,0.0,28,2018-07-17,,,61775,6975
34805,0290,,,4.0,S104,110.0,0.0,28,2018-07-17,,,61853,6975
34806,0290,,,2.0,S104,120.0,0.0,28,2018-07-17,,,61845,6975
34807,0291,,,2.0,C030,21185.0,0.0,28,2017-03-14,,,61934,6976
34808,0292,,,2.0,S098,29.0,0.0,28,2018-07-17,,,61870,6977
34809,0292,,,2.0,S098,450.0,0.0,28,2018-07-17,,,61893,6977
34810,0292,,,1.0,S098,180.0,0.0,28,2018-07-17,,,60538,6977
34811,0292,,,2.0,S098,820.0,0.0,28,2018-07-17,,,61704,6977
34812,0292,,,1.0,S098,7000.0,0.0,28,2018-07-17,,,61871,6977
34813,0292,,,2.0,S098,580.0,0.0,28,2018-07-17,,,61759,6977
34814,0292,,,2.0,S098,609.0,0.0,28,2018-07-17,,,61600,6977
34815,0292,,,1.0,S098,382.0,0.0,28,2018-07-17,,,61973,6977
34816,0293,,,6.0,S098,40.0,0.0,42,2018-07-17,,,61994,6978
34817,0293,,,2.0,S098,40.0,0.0,42,2017-03-14,,,61994,6978
34818,0293,,,6.0,S104,105.0,0.0,42,2018-07-17,,,61995,6978
34819,0293,,,2.0,S098,105.0,0.0,42,2018-07-17,,,61995,6978
34820,0293,,,2.0,S098,40.0,0.0,42,2018-07-17,,,61458,6978
34821,0293,,,2.0,S104,150.0,0.0,42,2018-07-17,,,61459,6978
34822,0294,,,1.0,S098,1100.0,0.0,28,2018-07-18,,,61795,6979
34823,0294,,,1.0,S098,11200.0,0.0,28,2018-07-18,,,61798,6979
34824,0294,,,1.0,S098,11000.0,0.0,28,2018-07-18,,,61800,6979
34825,0294,,,1.0,S098,1250.0,0.0,28,2018-07-18,,,61815,6979
34826,0294,,,1.0,S098,12500.0,0.0,28,2018-07-18,,,61816,6979
34827,0294,,,1.0,S098,13500.0,0.0,28,2018-07-18,,,61817,6979
34828,0294,,,1.0,S098,12500.0,0.0,28,2018-07-18,,,61818,6979
34829,0294,,,1.0,S098,12500.0,0.0,28,2018-07-18,,,61819,6979
34830,0294,,,1.0,S098,1300.0,0.0,28,2018-07-18,,,61820,6979
34831,0294,,,1.0,S098,12500.0,0.0,28,2018-07-18,,,61821,6979
34832,0295,,,2.0,S098,450.0,0.0,28,2018-07-18,,,61603,6980
34833,0295,,,2.0,S047 ,139.0,0.0,28,2018-07-18,,,61778,6980
34834,0295,,,2.0,S098,207.0,0.0,28,2018-07-18,,,62014,6980
34835,0295,,,2.0,S098,157.0,0.0,42,2018-07-18,,,62015,6980
34836,0296,,,30.0,S098,40.0,0.0,42,2018-07-18,,,62016,6981
34837,0296,,,30.0,R036,125.0,0.0,42,2018-07-18,,,62017,6981
34838,0297,,,2.0,A061,15646.0,18.0,28,2018-07-18,,,62018,6982
34839,0298,,,1.0,S098,15794.0,0.0,28,2018-07-19,,,61796,6983
34840,0298,,,1.0,S098,15644.0,0.0,28,2018-07-19,,,61797,6983
34841,0298,,,1.0,S098,15094.0,0.0,28,2018-07-19,,,61799,6983
34842,0298,,,1.0,S098,14904.0,0.0,28,2018-07-19,,,61801,6983
34843,0298,,,1.0,S098,8561.0,0.0,28,2018-07-19,,,61822,6983
34844,0299,,,400.0,K032,0.05,0.0,28,2017-03-14,,,5520,6984
34845,0300,,,600.0,O010,75.0,0.0,28,2018-07-04,,,1772,6985
34846,0300,,,600.0,O010,1.0,0.0,28,2018-07-04,,,1740,6985
34847,0300,,,50.0,O010,175.5,0.0,28,2018-07-19,,,56022,6985
34848,0300,,,50.0,O010,130.5,0.0,28,2018-07-19,,,56021,6985
34849,0301,,,1.0,S098,360.0,0.0,28,2018-07-20,,,61975,6986
34850,0301,,,1.0,S098,198.0,0.0,28,2018-07-20,,,61848,6986
34851,0301,,,2.0,S098,420.0,0.0,28,2018-07-20,,,61757,6986
34852,0301,,,1.0,S098,582.0,0.0,28,2018-07-20,,,61935,6986
34853,0301,,,12.0,S098,660.0,0.0,28,2018-07-20,,,61236,6986
34854,0301,,,2.0,S098,560.0,0.0,28,2018-07-20,,,61773,6986
34855,0301,,,1.0,S098,700.0,0.0,28,2018-07-20,,,61544,6986
34856,0301,,,2.0,S098,110.0,0.0,28,2018-07-20,,,61989,6986
34857,0301,,,2.0,S098,660.0,0.0,28,2018-07-20,,,61768,6986
34858,0301,,,4.0,S098,290.0,0.0,28,2018-07-20,,,61984,6986
34859,0302,,,1.0,S098,10126.0,0.0,28,2018-07-20,,,61814,6987
34860,0302,,,9.0,S098,9260.0,0.0,28,2018-07-20,,,61972,6987
34861,0302,,,2.0,S098,5200.0,0.0,28,2018-07-20,,,61971,6987
34862,0303,,,2.0,S098,35.0,0.0,28,2018-07-20,,,62010,6988
34863,0303,,,2.0,S098,200.0,0.0,28,2018-07-20,,,61998,6988
34864,0303,,,1.0,S098,14397.0,0.0,28,2018-07-20,,,61986,6988
34865,0303,,,1.0,S098,15329.0,0.0,28,2018-07-20,,,61985,6988
34866,0304,,,2.0,S098,470.0,0.0,28,2018-07-23,,,61862,6989
34867,0304,,,2.0,S098,157.0,0.0,28,2018-07-23,,,62094,6989
34868,0304,,,1.0,S098,214.0,0.0,28,2018-07-23,,,62093,6989
34869,0305,,,4.0,S098,700.0,0.0,28,2018-07-23,,,61980,6990
34870,0305,,,1.0,S098,275.0,0.0,28,2018-07-23,,,61855,6990
34871,0305,,,1.0,S098,280.0,0.0,28,2018-07-23,,,61856,6990
34872,0305,,,2.0,S098,800.0,0.0,28,2018-07-23,,,61621,6990
34873,0305,,,2.0,S098,350.0,0.0,28,2018-07-23,,,62011,6990
34874,0306,,,8.0,S098,110.0,0.0,28,2018-07-23,,,61625,6991
34875,0307,,,2.0,S098,1435.0,0.0,28,2018-07-24,,,62038,6992
34876,0308,,,2.0,S098,1352.0,0.0,28,2018-07-24,,,62031,6993
34877,0308,,,4.0,S098,1090.0,0.0,28,2018-07-24,,,62048,6993
34878,0308,,,2.0,S098,1000.0,0.0,28,2018-07-24,,,62055,6993
