Id,PRNo,PId,CId,Qty,SupplierId,Rate,Discount,AHId,DelDate,Remarks,Type,ItemId,MId
33073,0015,,,1.0,S098,12000.0,0.0,28,2018-04-21,,,58920,6699
33074,0015,,,1.0,S098,1200.0,0.0,28,2018-04-21,,,59898,6699
33075,0015,,,1.0,S098,140.0,0.0,28,2018-04-21,,,59899,6699
33076,0015,,,1.0,S098,220.0,0.0,28,2018-04-21,,,59199,6699
33077,0015,,,3.0,S098,470.0,0.0,28,2018-04-21,,,59373,6699
33078,0015,,,1.0,S098,240.0,0.0,28,2018-04-21,,,59287,6699
33079,0015,,,1.0,S098,1400.0,0.0,28,2018-04-21,,,59365,6699
33080,0015,,,1.0,S098,1400.0,0.0,28,2018-04-21,,,59359,6699
33081,0015,,,1.0,S098,340.0,0.0,28,2018-04-21,,,59126,6699
33082,0015,,,1.0,S098,1400.0,0.0,28,2018-04-21,,,59361,6699
33083,0015,,,1.0,S098,1400.0,0.0,28,2018-04-21,,,59367,6699
33084,0016,,,2.0,M007,280.0,0.0,28,2018-04-21,,,11053,6700
33085,0017,,,8.0,M007,280.0,0.0,28,2018-04-21,,,11053,6701
33086,0018,,,4.0,S098,50.0,0.0,42,2018-04-21,,,60065,6702
33087,0018,,,4.0,S104,220.0,0.0,42,2018-04-21,,,60066,6702
33088,0019,,,7.0,S098,470.0,0.0,28,2018-04-23,,,59427,6703
33089,0019,,,1.0,S098,240.0,0.0,28,2018-04-23,,,59210,6703
33090,0019,,,1.0,S098,240.0,0.0,28,2018-04-23,,,59218,6703
