id,ItemCode,N
25767,8030 001 01 0 0 002 0 0,O012-000-006
25768,8030 001 01 1 0 002 0 0,O013-001-001
25769,8030 001 01 2 0 002 0 0,O013-002-001
25770,8030 001 01 3 0 002 0 0,O013-003-001
25771,8030 001 01 3 1 002 0 0,O013-004-001
25772,8030 001 01 4 0 002 0 0,O013-005-001
25773,8030 001 01 5 0 002 0 0,O013-006-001
25774, 8030 001 016 0 002 0 0,O013-007-001
25775,8030 001 02 0 0 001 0 0,O013-008-001
25776,8030 002 00 0 0 001 0 0,O012-001-001
25777,8030 002 00 0 0 002 0 0,O013-001-002
25778,8030 002 00 0 0 003 0 0,O012-001-002
25779,8030 002 00 0 0 004 0 0,O013-001-002
25780,8030 002 00 0 0 005 0 0,O013-003-002
25781,6993 001 00 0 0 008 0 1,O014-000-001
25782,6993 001 00 0 0 008 06 ,O014-000-002
25783,6993 001 02 0 0 008 0 1,O014-000-003
25784,6993 001 02 0 0 008 0 2,O014-000-004
25785,6993 001 02 0 0 008 0 3,O014-000-005
25786,6993 001 02 0 0 008 0 4,O014-000-006
25787,6993 001 02 0 0 008 0 5,O014-000-007
25788,6993 001 02 0 0 008 06 ,O014-000-008
25789,6993 001 02 0 0 008 0 7,O014-000-009
25790,6993 001 02 0 0 008 0 8,O014-000-010
25791,6993 001 02 0 0 008 0 9,O014-000-011
25792,6993 001 02 0 0 008 1 0,O014-000-012
25793,6993 001 02 0 0 008 1 1,O014-000-013
25794,6993 001 02 0 0 008 1 2,O014-000-014
25795,6993 001 02 0 0 008 1 3,O014-000-015
25796,6993 001 02 0 0 008 1 4,O014-000-016
25797,6993 001 02 0 0 008 1 5,O014-000-017
25798,6993 001 02 0 0 008 16 ,O014-000-018
25799,6993 001 02 0 0 008 1 7,O014-000-019
25800,6993 001 02 0 0 008 1 8,O014-000-020
25801,6993 001 02 0 0 008 1 9,O014-000-021
25802,6993 001 02 0 0 008 2 0,O014-000-022
25803,6993 001 02 0 0 008 2 1,O014-000-023
25804,6993 001 02 0 0 008 2 2,O014-000-024
25805,6993 001 02 0 0 008 2 3,O014-000-025
25806,6993 001 02 0 0 008 2 4,O014-000-026
25807,6993 001 02 0 0 008 2 5,O014-000-027
25808,6621 001 00 0 0 002 1 0,J001-001-625
25809,6621 001 00 0 0 004 1 0,J001-002-535
25810,6621 001 00 0 0 007 1 0,J001-003-670
25811,6621 001 00 0 0 009 1 0,J001-004-595
25812,6621 001 00 0 0 015 1 0,J001-050-125
25813,6621 001 00 0 0 016 1 0,J001-010-088
25814,6621 001 00 0 0 018 1 0,J001-085-150
25815,6621 001 00 0 0 006 1 0,J002-002-535
25816,6621 001 00 0 0 011 1 0,J002-004-595
25817,6621 001 00 0 0 012 1 0,J002-005-040
25818,6621 001 00 0 0 013 1 0,J002-050-125
25819,6621 001 00 0 0 019 1 0,J002-085-150
25820,6621 001 00 0 0 003 1 0,J003-001-625
25821,6621 001 00 0 0 005 1 0,J003-002-535
25822,6621 001 00 0 0 008 1 0,J003-003-670
25823,6621 001 00 0 0 010 1 0,J003-004-595
25824,6621 001 00 0 0 014 1 0,J003-050-125
25825,6621 001 00 0 0 017 1 0,J003-085-150
25826,6621 001 00 0 0 022 0 0,J004-002-535
25827,6621 001 00 0 0 024 0 0,J004-008-154
25828,6621 001 00 0 0 026 0 0,J004-004-595
25829,6621 001 00 0 0 030 0 0,J004-050-125
25830,6621 001 00 0 0 033 1 0,J004-085-150
25831,6621 001 00 0 0 021 0 0,J005-002-535
25832,6621 001 00 0 0 025 0 0,J005-004-595
25833,6621 001 00 0 0 028 0 0,J005-050-125
25834,6621 001 00 0 0 032 1 0,J005-085-150
25835,6621 001 00 0 0 023 0 0,J006-002-535
25836,6621 001 00 0 0 027 0 0,J006-004-595
25837,6621 001 00 0 0 029 0 0,J006-050-125
25838,6621 001 00 0 0 031 0 0,J006-085-150
25839,6621 002 00 0 0 001 1 0,J007-001-323
25840,6621 002 00 0 0 003 1 0,J007-002-123
25841,6621 002 00 0 0 005 1 0,J007-002-655
25842,6621 002 00 0 0 007 1 0,J007-003-665
25843,6621 002 00 0 0 010 1 0,J007-045-105
25844,6621 002 00 0 0 013 1 0,J007-057-126
25845,6621 002 00 0 0 016 1 0,J007-001-330
25846,6621 002 00 0 0 002 1 0,J008-001-323
25847,6621 002 00 0 0 004 1 0,J008-002-123
25848,6621 002 00 0 0 006 1 0,J008-002-655
25849,6621 002 00 0 0 008 1 0,J008-003-665
25850,6621 002 00 0 0 014 1 0,J008-057-126
25851,6621 002 00 0 0 011 1 0,J008-045-105
25852,6621 002 00 0 0 012 1 0,J009-045-105
25853,6621 002 00 0 0 015 1 0,J009-057-126
25854,6621 002 00 0 0 009 1 0,J009-003-665
25855,6621 003 00 0 0 001 1 0,J010-001-220
25856,6621 003 00 0 0 002 1 0,J010-003-025
25857,6621 003 00 0 0 003 1 0,J010-003-545
25858,6621 003 00 0 0 004 1 0,J010-005-065
25859,6621 003 00 0 0 005 1 0,J011-001-530
25860,6621 003 00 0 0 006 1 0,J011-002-040
25861,6621 003 00 0 0 007 1 0,J011-002-550
25862,6621 003 00 0 0 008 1 0,J011-035-100
25863,6621 003 00 0 0 020 1 0,J011-003-075
25864,6621 003 00 0 0 009 1 0,J012-002-530
25865,6621 003 00 0 0 010 1 0,J012-003-540
25866,6621 003 00 0 0 011 1 0,J012-004-560
25867,6621 003 00 0 0 012 1 0,J013-002-530
25868,6621 003 00 0 0 013 1 0,J013-003-540
25869,6621 003 00 0 0 014 1 0,J013-004-560
25870,6621 003 00 0 0 015 1 0,J014-000-190
25871,6621 003 00 0 0 016 1 0,J014-000-350
25872,6621 003 00 0 0 017 1 0,J014-000-500
25873,6621 003 00 0 0 018 1 0,J014-000-600
25874,6621 006 01 0 0 012 1 0,J015-001-200
25875,6621 006 00 0 0 001 1 0,J016-000-100
25876,6621 006 00 0 0 002 1 0,J016-000-300
25877,6621 006 00 0 0 003 1 0,J016-000-200
25878,6621 006 01 0 0 004 0 0,J016-000-500
25879,6621 005 00 0 0 001 1 0,J017-000-620
25880,6621 005 00 0 0 002 1 0,J017-000-850
25881,6621 005 00 0 0 003 1 0,J017-001-065
25882,6621 013 00 0 0 001 1 0,J018-000-300
25883,6621 013 00 0 0 001 2 0,J018-000-200
25884,6621 013 00 0 0 002 1 0,J018-001-000
25885,6621 004 00 0 0 001 1 0,J019-019-035
25886,6621 004 00 0 0 002 1 0,J019-035-048
25887,6621 004 00 0 0 003 1 0,J019-050-060
25888,6621 004 00 0 0 004 1 0,J019-060-070
25889,6621 014 00 0 0 001 1 0,J020-020-200
25890,6621 014 00 0 0 002 1 0,J020-020-315
25891,6621 006 01 0 0 024 1 0,J021-002-400
25892,6621 001 00 0 0 034 1 0,J022-000-032
25893,6621 005 01 0 0 001 1 0,J023-001-725
25894,6621 016 00 0 0 003 5 0,J024-000-030
25895,6621 016 00 0 0 004 5 0,J024-000-050
25896,6621 018 00 0 0 001 1 0,J026-004-065
25897,6621 007 01 0 0 001 3 0,J101-050-010
25898,6621 007 01 0 0 002 3 0,J101-050-011
25899,6621 007 01 0 0 003 3 0,J101-050-012
25900,6621 007 01 0 0 004 3 0,J101-050-040
25901,6621 007 01 0 0 005 3 0,J101-063-010
25902,6621 007 01 0 0 015 3 0,J101-050-000
25903,6621 007 01 0 0 006 3 0,J102-050-010
25904,6621 007 01 0 0 007 3 0,J102-050-011
25905,6621 007 01 0 0 008 3 0,J102-050-012
25906,6621 007 01 0 0 009 3 0,J102-050-040
25907,6621 007 01 0 0 010 3 0,J102-063-010
25908,6621 007 01 0 0 012 3 0,J103-063-043
25909,6621 007 01 0 0 013 3 0,J103-063-010
25910,6621 007 01 0 0 011 3 0,J104-063-040
25911,6621 007 00 0 0 001 3 0,J105-240-012
25912,6621 007 00 0 0 002 3 0,J105-025-030
25913,6621 007 00 0 0 003 3 0,J106-050-010
25914,6621 007 00 0 0 004 3 0,J106-050-011
25915,6621 007 00 0 0 005 3 0,J106-050-012
25916,6621 007 01 0 0 018 3 0,J107-010-005
25917,6621 010 00 0 0 001 3 0,J108-040-060
25918,6621 001 01 0 0 001 5 0,J201-015-144
25919,6621 001 01 0 0 002 5 0,J201-025-144
25920,6621 001 01 0 0 005 5 0,J202-075-204
25921,6621 001 01 0 0 006 5 0,J202-045-144
25922,6621 011 00 0 0 001 5 0,J203-000-235
25923,6621 016 00 0 0 001 5 0,J204-186-002
25924,6621 016 00 0 0 002 5 0,J204-321-020
25925,6621 012 02 0 0 001 2 0,J301-000-001
25926,6621 012 02 0 0 003 2 0,J301-000-002
25927,6621 012 02 0 0 007 2 0,J302-000-001
25928,6621 012 02 0 0 002 2 0,J302-000-002
25929,6621 012 02 0 0 008 2 0,J303-000-001
25930,6621 012 02 0 0 006 2 0,J303-000-002
25931,6621 012 02 0 0 005 2 0,J304-000-001
25932,6621 012 02 0 0 004 2 0,J304-000-002
25933,6621 001 00 0 0 002 2 0,J304-000-003
25934,6621 012 01 0 0 003 2 0,J305-000-001
25935,6621 012 01 0 0 001 2 0,J305-000-002
25936,6621 012 01 0 0 004 2 0,J306-000-001
25937,6621 012 01 0 0 002 2 0,J306-000-002
25938,6621 002 00 0 0 001 4 0,J401-000-025
25939,6621 001 00 0 0 001 5 0,J901-050-000
25940,6621 001 00 0 0 006 5 0,J901-063-003
25941,6621 001 00 0 0 003 5 0,J901-050-002
25942,6621 001 00 0 0 004 5 0,J901-050-005
25943,6621 001 00 0 0 005 5 0,J901-063-002
25944,6621 008 50 0 0 030 5 0,J902-050-007
25945,6621 008 50 0 0 120 5 0,J902-050-000
25946,6621 008 63 0 0 045 5 0,J902-063-006
25947,6621 008 63 0 0 090 5 0,J902-063-003
25948,6621 008 63 0 0 105 5 0,J902-063-002
25949,6621 008 63 0 0 120 5 0,J902-063-000
25950,6621 008 63 1 0 120 5 0,J903-063-000
25951,9000 001 01 0 0 002 2 0,B040-032-005
25952,9000 001 01 0 0 005 2 0,B040-016-005
25953,9000 004 16 0 0 004 0 0,B040-016-104
25954,9000 004 16 0 0 005 0 0,B040-016-105
25955,9000 004 16 0 0 010 0 0,B040-016-110
25956,9000 004 20 0 0 004 0 0,B040-020-104
25957,9000 004 20 0 0 005 0 0,B040-020-105
25958,9000 004 20 1 0 005 0 0,B040-020-205
25959,9000 004 50 1 0 010 0 0,B040-020-210
25960,9000 004 63 0 0 010 0 0,B040-063-110
25961,9000 004 80 0 0 010 0 0,B040-080-110
25962,9000 001 01 0 0 001 0 0,B040-090-110
25963,9000 001 01 0 0 004 2 0,B040-014-005
25964,6481 009 00 0 0 001 0 0,B001-000-001
25965,6481 002 01 0 0 002 0 0,B001-000-002
25966,6481 002 01 0 0 003 0 0,B001-000-003
25967,6481 002 02 0 0 001 9 0,B001-000-004
25968,6481 002 02 0 0 002 9 0,B001-000-005
25969,6481 011 00 0 0 001 3 0,B001-000-006
25970,6481 017 00 0 0 001 8 0,B001-000-007
25971,6481 019 00 0 0 001 0 0,B001-000-008
25972,6481 001 00 0 0 001 1 0,B001-025-008
25973,6481 001 00 0 0 025 1 0,B001-010-035
25974,6481 001 00 0 0 028 7 0,B101-012-028
25975,6481 001 00 0 0 001 4 0,B401-017-040
25976,6481 002 00 0 0 001 1 0,B002-015-035
25977,6481 002 00 0 0 010 1 0,B002-035-062
25978,6481 003 00 0 0 001 1 0,B003-015-028
25979,6481 003 00 0 0 007 1 0,B003-175-035
25980,6481 004 01 0 0 015 1 0,B004-015-042
25981,6481 004 07 0 0 100 1 0,B004-100-180
25982,6481 004 13 0 0 070 1 0,B004-070-150
25983,6481 004 02 0 0 050 1 0,B004-050-080
25984,6481 005 01 0 0 001 1 0,B005-010-024
25985,6481 005 10 0 0 002 1 0,B005-045-073
25986,6481 005 11 0 0 001 1 0,B005-070-095
25987,6481 005 13 0 0 000 6 6,B405-040-066
25988,6481 006 10 1 0 012 2 0,B206-010-014
25989,6481 006 17 0 0 013 0 0,B006-017-030
25990,6481 006 17 0 0 023 0 0,B006-017-030
25991,6481 008 06 0 0 035 0 0,B213-006-035
25992,6481 008 12 0 0 057 0 0,B213-012-057
25993,6481 008 25 0 0 067 8 0,B213-025-000
25994,6481 010 00 0 0 001 1 0,B007-050-090
25995,6481 010 03 0 0 001 1 0,B007-012-032
25996,6481 010 00 0 0 002 3 0,B307-050-090
25997,6482 002 01 0 0 100 0 0,B009-100-001
25998,6482 004 00 0 0 020 1 0,B009-020-001
25999,6482 004 00 0 0 025 1 0,B009-025-001
26000,6482 004 00 0 0 030 1 0,B009-030-001
26001,6482 004 00 0 0 030 2 0,B009-030-002
26002,6482 004 00 0 0 035 1 0,B009-035-001
26003,6482 004 00 0 0 040 1 0,B009-040-001
26004,6482 004 00 0 0 045 1 0,B009-045-001
26005,6482 004 00 0 0 050 1 0,B009-050-001
26006,6482 004 00 0 0 055 1 0,B009-055-001
26007,6482 004 00 0 0 060 1 0,B009-060-001
26008,6482 004 00 0 0 060 2 0,B009-060-002
26009,6482 002 01 0 0 015 0 0,B009-015-001
26010,6481 015 00 0 0 004 0 0,B611-145-300
26011,6481 015 00 0 0 006 0 0,B611-092-200
26012,6482 001 03 0 0 060 0 0,B009-060-002
26013,6481 007 10 0 0 050 0 0,B510-050-110
26014,6481 015 00 0 0 003 0 0,B610-050-152
26015,6481 015 00 0 0 004 0 0,B610-145-300
26016,6481 015 00 0 0 006 0 0,B610-092-200
26017,6489 001 01 0 0 002 0 0,B021-002-003
26018,6489 001 01 0 0 018 0 0,B021-018-015
26019,6489 001 01 0 0 024 0 0,B021-024-015
26020,6489 001 01 0 0 028 0 0,B021-028-020
26021,6489 001 01 0 0 035 0 0,B021-035-040
26022,6489 001 01 1 0 032 0 0,B021-032-025
26023,6489 001 02 0 0 008 0 0,B021-008-010
26024,6489 001 02 0 0 010 0 0,B021-010-010
26025,6489 001 02 0 0 018 0 0,B021-018-020
26026,6489 001 02 0 0 025 0 0,B021-025-015
26027,6489 001 02 0 0 028 0 0,B021-028-030
26028,6489 001 02 0 0 035 0 0,B021-035-020
26029,6489 001 03 0 0 010 0 0,B021-010-012
26030,6489 001 03 0 0 012 0 0,B021-012-012
26031,6489 001 03 0 0 015 0 0,B021-015-015
26032,6489 001 03 0 0 016 0 0,B021-016-015
26033,6489 001 03 0 0 018 0 0,B021-018-025
26034,6489 001 03 0 0 020 0 0,B021-020-020
26035,6489 001 03 0 0 024 0 0,B021-024-025
26036,6489 001 03 0 0 025 0 0,B021-025-020
26037,6489 001 03 0 0 035 0 0,B021-035-030
26038,6489 001 04 0 0 012 0 0,B021-012-030
26039,6489 001 04 0 0 015 0 0,B021-015-020
26040,6489 001 04 0 0 022 0 0,B021-022-030
26041,6489 001 04 0 0 024 0 0,B021-024-030
26042,6489 001 04 0 0 025 0 0,B021-025-025
26043,6489 001 05 0 0 016 0 0,B021-016-025
26044,6489 001 05 0 0 020 0 0,B021-020-030
26045,6489 001 05 0 0 025 0 0,B021-025-030
26046,6489 001 06 0 0 025 0 0,B021-025-040
26047,6489 001 08 0 0 010 0 0,B021-010-006
26048,6489 002 01 0 0 045 0 0,B021-045-050
26049,6489 002 01 0 0 060 0 0,B021-060-040
26050,6489 002 02 0 0 015 0 0,B021-015-025
26051,6489 003 01 0 0 006 0 0,B022-006-004
26052,6489 003 01 0 0 018 0 0,B022-018-012
26053,6489 003 01 1 0 025 0 0,B022-025-215
26054,6489 003 02 0 0 015 0 0,B022-015-012
26055,6489 003 02 0 0 025 0 0,B022-025-165
26056,6489 004 01 0 0 020 0 0,B022-020-115
26057,6489 008 00 0 0 001 0 0,B325-014-030
26058,6489 011 40 0 0 080 9 0,B426-040-080
26059,6481 008 20 0 0 080 8 0,B326-020-025
26060,6481 008 25 0 0 067 8 0,B326-025-030
26061,6489 012 16 0 0 037 0 0,B527-016-028
26062,6489 012 25 0 0 059 4 0,B627-025-040
26063,6489 009 16 0 0 007 0 0,B028-007-012
26064,6489 006 15 0 0 015 2 0,B729-015-015
26065,6489 006 15 0 0 024 2 0,B729-024-015
26066,6489 006 30 0 0 024 2 0,B729-024-030
26067,6489 007 09 0 0 012 2 0,B730-012-009
26068,6489 007 10 0 0 010 2 0,B730-010-010
26069,6481 000 00 0 0 025 8 0,B035-025-050
26070,6481 001 20 0 0 060 8 0,B035-020-020
26071,6481 000 00 0 0 035 8 0,B035-035-070
26072,6481 001 50 0 0 900 8 0,B036-050-090
26073,6481 000 00 0 0 012 8 0,B036-012-025
26074,6481 001 00 0 0 001 4 0,B001-025-037
26075,6481 001 00 0 0 002 1 0,B001-003-010
26076,6481 001 00 0 0 010 1 0,B001-006-013
26077,6481 001 00 0 0 013 1 0,B001-007-019
26078,6481 001 00 0 0 016 1 0,B001-008-022
26079,6481 001 00 0 0 020 1 0,B001-010-019
26080,6481 001 00 0 0 022 1 0,B001-010-026
26081,6481 001 00 0 0 024 1 0,B001-010-030
26082,6481 001 00 0 0 028 1 0,B001-012-028
26083,6481 001 00 0 0 030 1 0,B001-012-032
26084,6481 001 00 0 0 031 1 0,B001-012-037
26085,6481 001 00 0 0 031 7 0,B101-012-037
26086,6481 001 00 0 0 035 1 0,B001-015-032
26087,6481 001 00 0 0 036 1 0,B001-015-035
26088,6481 001 00 0 0 037 1 0,B001-015-013
26089,6481 001 00 0 0 041 1 0,B001-017-035
26090,6481 001 00 0 0 042 1 0,B001-017-040
26091,6481 001 00 0 0 042 5 0,B101-017-040
26092,6481 001 00 0 0 048 1 0,B001-020-042
26093,6481 001 00 0 0 049 1 0,B001-020-047
26094,6481 001 00 0 0 049 5 0,B101-020-047
26095,6481 001 00 0 0 050 1 0,B001-020-052
26096,6481 001 00 0 0 052 1 0,B001-025-370
26097,6481 001 00 0 0 053 1 0,B001-025-042
26098,6481 001 00 0 0 055 1 0,B001-025-047
26099,6481 001 00 0 0 056 1 0,B001-025-052
26100,6481 001 00 0 0 056 5 0,B101-025-052
26101,6481 001 00 0 0 057 1 0,B001-025-062
26102,6481 001 00 0 0 057 5 0,B101-025-062
26103,6481 001 00 0 0 060 1 0,B001-030-047
26104,6481 001 00 0 0 062 1 0,B001-030-055
26105,6481 001 00 0 0 063 1 0,B001-030-062
26106,6481 001 00 0 0 067 1 0,B001-035-055
26107,6481 001 00 0 0 069 1 0,B001-035-062
26108,6481 001 00 0 0 076 1 0,B001-040-068
26109,6481 001 00 0 0 078 1 0,B001-040-090
26110,6481 001 00 0 0 090 1 0,B001-050-080
26111,6481 001 00 0 0 091 1 0,B001-050-090
26112,6481 001 00 0 0 118 1 0,B001-070-110
26113,6481 001 00 0 0 119 1 0,B001-070-125
26114,6481 001 20 0 0 060 8 0,B035-020-020
26115,6489 005 08 0 0 025 1 0,B123-025-040
26116,6489 005 01 0 0 008 1 0,B123-008-008
26117,6489 005 01 0 0 010 1 0,B123-010-008
26118,6489 005 01 0 0 012 1 0,B123-012-016
26119,6489 005 01 0 0 013 1 0,B123-013-010
26120,6489 005 01 0 0 014 1 0,B123-014-012
26121,6489 005 01 0 0 015 1 0,B123-015-010
26122,6489 005 01 0 0 016 0 0,B123-016-020
26123,6489 005 01 0 0 016 1 0,B123-016-016
26124,6489 005 01 0 0 017 1 0,B123-017-015
26125,6489 005 01 0 0 018 1 0,B123-018-012
26126,6489 005 01 0 0 019 1 0,B123-019-015
26127,6489 005 01 0 0 020 1 0,B123-020-050
26128,6489 005 01 0 0 020 2 0,B123-020-025
26129,6489 005 01 0 0 022 1 0,B123-022-012
26130,6489 005 01 0 0 025 1 0,B123-025-060
26131,6489 005 01 0 0 028 1 0,B123-028-020
26132,6489 005 01 0 0 030 1 0,B123-030-010
26133,6489 005 01 0 0 031 1 0,B123-031-030
26134,6489 005 01 0 0 032 1 0,B123-032-030
26135,6489 005 01 0 0 035 1 0,B123-035-020
26136,6489 005 01 0 0 035 2 0,B123-035-040
26137,6489 005 01 0 0 035 3 0,B123-035-050
26138,6489 005 01 0 0 040 1 0,B123-040-020
26139,6489 005 01 0 0 045 1 0,B123-045-030
26140,6489 005 01 0 0 050 1 0,B123-050-030
26141,6489 005 01 0 0 060 1 0,B123-060-030
26142,6489 005 01 0 0 063 1 0,B123-063-060
26143,6489 005 01 0 0 065 1 0,B123-065-050
26144,6489 005 01 0 0 070 1 0,B123-070-035
26145,6489 005 01 0 0 075 1 0,B123-075-060
26146,6489 005 01 0 0 080 1 0,B123-080-040
26147,6489 005 01 1 0 012 1 0,B123-012-006
26148,6489 005 01 1 0 016 1 0,B123-016-010
26149,6489 005 01 1 0 018 1 0,B123-018-020
26150,6489 005 01 1 0 020 1 0,B123-020-016
26151,6489 005 01 1 0 025 1 0,B123-025-012
26152,6489 005 01 1 0 030 1 0,B123-030-020
26153,6489 005 01 1 0 032 1 0,B123-032-025
26154,6489 005 01 1 0 035 1 0,B123-038-030
26155,6489 005 01 2 0 030 1 0,B123-030-040
26156,6489 005 01 2 0 035 1 0,B123-035-092
26157,6489 005 02 0 0 008 1 0,B123-008-010
26158,6489 005 02 0 0 010 1 0,B123-010-010
26159,6489 005 02 0 0 012 1 0,B123-012-012
26160,6489 005 02 0 0 013 1 0,B123-013-015
26161,6489 005 02 0 0 014 1 0,B123-014-015
26162,6489 005 02 0 0 015 1 0,B123-015-012
26163,6489 005 02 0 0 016 1 0,B123-016-012
26164,6489 005 02 0 0 018 1 0,B123-018-015
26165,6489 005 02 0 0 019 1 0,B123-019-020
26166,6489 005 02 0 0 020 1 0,B123-020-012
26167,6489 005 02 0 0 024 1 0,B123-024-060
26168,6489 005 02 0 0 028 1 0,B123-028-025
26169,6489 005 02 0 0 030 1 0,B123-030-015
26170,6489 005 02 0 0 031 1 0,B123-031-040
26171,6489 005 02 0 0 032 1 0,B123-032-040
26172,6489 005 02 0 0 035 1 0,B123-035-025
26173,6489 005 02 0 0 040 1 0,B123-040-025
26174,6489 005 02 0 0 045 1 0,B123-045-035
26175,6489 005 02 0 0 055 1 0,B123-055-070
26176,6489 005 02 0 0 063 1 0,B123-063-075
26177,6489 005 02 0 0 065 1 0,B123-065-060
26178,6489 005 02 0 0 070 1 0,B123-070-040
26179,6489 005 02 0 0 080 1 0,B123-080-050
26180,6489 005 02 1 0 030 1 0,B123-030-025
26181,6489 005 02 1 0 035 1 0,B123-038-040
26182,6489 005 03 0 0 008 1 0,B123-008-012
26183,6489 005 03 0 0 010 1 0,B123-010-012
26184,6489 005 03 0 0 012 1 0,B123-012-015
26185,6489 005 03 0 0 013 1 0,B123-013-016
26186,6489 005 03 0 0 014 1 0,B123-014-020
26187,6489 005 03 0 0 015 1 0,B123-015-015
26188,6489 005 03 0 0 016 1 0,B123-016-015
26189,6489 005 03 0 0 018 1 0,B123-018-016
26190,6489 005 03 0 0 020 1 0,B123-020-015
26191,6489 005 03 0 0 022 1 0,B123-022-015
26192,6489 005 03 0 0 025 1 0,B123-025-016
26193,6489 005 03 0 0 028 1 0,B123-028-030
26194,6489 005 03 0 0 040 1 0,B123-040-030
26195,6489 005 03 0 0 045 1 0,B123-045-040
26196,6489 005 03 0 0 055 1 0,B123-055-060
26197,6489 005 03 0 0 060 1 0,B123-060-040
26198,6489 005 03 1 0 035 1 0,B123-035-030
26199,6489 005 03 1 0 050 1 0,B123-050-040
26200,6489 005 04 0 0 008 1 0,B123-008-015
26201,6489 005 04 0 0 010 1 0,B123-010-015
26202,6489 005 04 0 0 012 1 0,B123-012-020
26203,6489 005 04 0 0 013 1 0,B123-013-020
26204,6489 005 04 0 0 014 1 0,B123-014-025
26205,6489 005 04 0 0 015 1 0,B123-015-016
26206,6489 005 04 0 0 016 1 0,B123-016-025
26207,6489 005 04 0 0 018 1 0,B123-018-002
26208,6489 005 04 0 0 022 1 0,B123-022-025
26209,6489 005 04 0 0 025 1 0,B123-025-020
26210,6489 005 04 0 0 028 1 0,B123-028-040
26211,6489 005 04 0 0 045 1 0,B123-045-050
26212,6489 005 04 0 0 050 0 0,B123-050-050
26213,6489 005 04 0 0 065 1 0,B123-065-080
26214,6489 005 04 0 0 080 1 0,B123-080-070
26215,6489 005 04 1 0 020 1 0,B123-020-030
26216,6489 005 04 1 0 035 1 0,B123-035-035
26217,6489 005 04 1 0 060 1 0,B123-060-050
26218,6489 005 05 0 0 008 1 0,B123-008-020
26219,6489 005 05 0 0 010 1 0,B123-010-020
26220,6489 005 05 0 0 012 1 0,B123-012-025
26221,6489 005 05 0 0 014 1 0,B123-014-010
26222,6489 005 05 0 0 015 1 0,B123-015-020
26223,6489 005 05 0 0 018 1 0,B123-018-025
26224,6489 005 05 0 0 020 1 0,B123-020-020
26225,6489 005 05 0 0 025 1 0,B123-025-025
26226,6489 005 05 0 0 030 1 0,B123-030-030
26227,6489 005 05 0 0 040 1 0,B123-040-040
26228,6489 005 05 0 0 045 1 0,B123-045-060
26229,6489 005 05 0 0 050 1 0,B123-050-060
26230,6489 005 05 0 0 080 1 0,B123-080-080
26231,6489 005 05 1 0 020 1 0,B123-020-035
26232,6489 005 05 1 0 060 1 0,B123-060-060
26233,6489 005 06 0 0 010 1 0,B123-010-025
26234,6489 005 06 0 0 012 1 0,B123-012-030
26235,6489 005 06 0 0 015 1 0,B123-015-025
26236,6489 005 06 0 0 016 1 0,B123-016-035
26237,6489 005 06 0 0 018 1 0,B123-018-030
26238,6489 005 06 0 0 025 1 0,B123-025-030
26239,6489 005 06 0 0 050 1 0,B123-050-070
26240,6489 005 06 0 0 070 1 0,B123-070-080
26241,6489 005 06 0 0 080 1 0,B123-080-001
26242,6489 005 06 1 0 030 1 0,B123-030-050
26243,6489 005 06 1 0 040 1 0,B123-040-050
26244,6489 005 06 1 0 060 1 0,B123-060-070
26245,6489 005 07 0 0 010 1 0,B123-010-045
26246,6489 005 07 0 0 015 1 0,B123-015-030
26247,6489 005 07 0 0 016 1 0,B123-016-040
26248,6489 005 07 0 0 018 1 0,B123-018-035
26249,6489 005 07 0 0 040 1 0,B123-040-060
26250,6489 005 07 1 0 025 1 0,B123-025-035
26251,6489 005 07 1 0 030 1 0,B123-030-060
26252,6489 005 07 2 0 045 1 0,B123-045-080
26253,6489 005 07 2 0 050 1 0,B123-050-001
26254,6489 005 08 0 0 018 1 0,B123-018-040
26255,6489 005 08 0 0 040 1 0,B123-040-070
26256,6489 005 08 1 0 025 1 0,B123-025-005
26257,6489 005 09 0 0 020 1 0,B123-020-040
26258,6489 005 09 0 0 025 1 0,B123-025-050
26259,6489 005 09 0 0 040 1 0,B123-040-080
26260,6489 005 09 1 0 025 1 0,B123-025-040
26261,6489 005 10 0 0 020 1 0,B123-020-045
26262,9000 003 00 0 0 004 2 0,B043-210-120
26263,9000 003 00 0 0 005 2 0,B043-210-150
26264,9000 003 00 0 0 007 2 0,B042-210-200
26265,9000 003 01 0 0 015 2 0,B041-110-150
26266,9000 003 01 1 0 015 2 0,B041-130-151
26267,9000 003 02 0 0 020 2 0,B041-110-200
26268,9000 003 02 0 0 025 2 0,B041-330-250
26269,9000 003 02 0 0 035 2 0,B041-330-350
26270,9000 003 02 0 0 045 2 0,B041-330-450
26271,9000 003 02 1 0 020 0 0,B041-331-200
26272,9000 003 02 1 0 025 2 0,B041-312-250
26273,9000 003 02 1 0 035 2 0,B041-310-350
26274,9000 003 04 0 0 020 2 0,B041-310-200
26275,9000 003 05 0 0 020 2 0,B041-130-200
26276,9000 003 01 1 1 015 2 0,B001-111-151
26277,9000 003 03 0 0 015 2 0,B051-411-150
26278,9000 003 03 0 0 020 2 0,B051-430-200
26279,9000 003 01 2 0 015 2 0,B051-470-150
26280,9000 003 01 1 0 020 2 0,B051-470-200
26281,9000 003 01 1 0 025 2 0,B051-470-250
26282,9000 003 01 1 0 035 2 0,B051-470-350
26283,9000 002 00 0 0 020 2 0,B051-310-200
26284,9000 002 00 0 0 035 2 0,B051-310-350
