Id,SysDate,SysTime,SessionId,CompId,FinYearId,DANo,WRNo,WRId,ItemId,IssuedQty,DispatchQty,FreightCharges,Vehicleby,OctroiCharges
1226,2014-11-28,11:29:19 AM,Sapl0005,1,2,0307,0193,1124,1266,1.0,1.0,Self,Self,Self
1227,2014-11-28,11:29:19 AM,Sapl0005,1,2,0307,0193,1125,1267,1.0,1.0,Self,Self,Self
1228,2014-12-05,9:57:02 AM,Sapl0005,1,2,0308,0309,1429,1615,75.0,75.0,Self,Self,Self
1229,2014-12-05,9:57:02 AM,Sapl0005,1,2,0308,0309,1430,1616,36.0,36.0,Self,Self,Self
1230,2014-12-05,9:57:02 AM,Sapl0005,1,2,0308,0309,1431,1617,6.0,6.0,Self,Self,Self
1231,2014-12-05,9:57:02 AM,Sapl0005,1,2,0308,0309,1432,1618,2.0,2.0,Self,Self,Self
1232,2014-12-11,9:29:35 AM,Sapl0005,1,2,0309,0310,1433,1619,1.0,1.0,Self,Self,Self
1233,2015-01-05,12:23:26 PM,Sapl0005,1,2,0310,0315,1439,1626,126.0,126.0,Self,Self,Self
1234,2015-01-05,12:23:26 PM,Sapl0005,1,2,0310,0315,1440,1627,57.0,57.0,Self,Self,Self
1235,2015-01-05,12:23:26 PM,Sapl0005,1,2,0310,0315,1441,1628,19.0,19.0,Self,Self,Self
1236,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1211,1345,145.0,145.0,Self,Self,Self
1237,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1212,1346,145.0,145.0,Self,Self,Self
1238,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1213,1347,24.0,24.0,Self,Self,Self
1239,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1214,1348,24.0,24.0,Self,Self,Self
1240,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1215,1349,85.0,85.0,Self,Self,Self
1241,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1216,1350,85.0,85.0,Self,Self,Self
1242,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1217,1351,23.0,23.0,Self,Self,Self
1243,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1218,1352,23.0,23.0,Self,Self,Self
1244,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1219,1353,5.0,5.0,Self,Self,Self
1245,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1220,1354,6.0,6.0,Self,Self,Self
1246,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1221,1355,11.0,11.0,Self,Self,Self
1247,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1222,1356,12.0,12.0,Self,Self,Self
1248,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1223,1357,21.0,21.0,Self,Self,Self
1249,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1224,1358,21.0,21.0,Self,Self,Self
1250,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1225,1359,47.0,47.0,Self,Self,Self
1251,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1226,1360,48.0,48.0,Self,Self,Self
1252,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1227,1361,8.0,8.0,Self,Self,Self
1253,2015-01-12,12:14:32 PM,Sapl0005,1,2,0311,0231,1228,1362,8.0,8.0,Self,Self,Self
1254,2015-01-12,12:19:01 PM,Sapl0005,1,2,0312,0253,1292,1429,3.0,3.0,Self,Self,Self
1255,2015-01-12,12:19:01 PM,Sapl0005,1,2,0312,0253,1293,1430,2.0,2.0,Self,Self,Self
1256,2015-01-12,12:19:01 PM,Sapl0005,1,2,0312,0253,1294,1431,3.0,3.0,Self,Self,Self
1257,2015-01-12,12:19:01 PM,Sapl0005,1,2,0312,0253,1295,1432,2.0,2.0,Self,Self,Self
1258,2015-01-12,12:19:01 PM,Sapl0005,1,2,0312,0253,1296,1433,1.0,1.0,Self,Self,Self
1259,2015-01-12,12:19:01 PM,Sapl0005,1,2,0312,0253,1297,1434,2.0,2.0,Self,Self,Self
1260,2015-01-12,12:19:23 PM,Sapl0005,1,2,0313,0254,1298,1435,10.0,10.0,Self,Self,Self
1261,2015-01-12,12:23:18 PM,Sapl0005,1,2,0314,0134,724,808,2.0,2.0,Self,Self,Self
1262,2015-01-12,12:24:21 PM,Sapl0005,1,2,0315,0173,1045,1125,1.0,1.0,Self,Self,Self
1263,2015-01-12,12:24:21 PM,Sapl0005,1,2,0315,0173,1047,1127,1.0,1.0,Self,Self,Self
1264,2015-01-12,12:24:21 PM,Sapl0005,1,2,0315,0173,1049,1129,1.0,1.0,Self,Self,Self
1265,2015-01-12,12:24:21 PM,Sapl0005,1,2,0315,0173,1050,1130,1.0,1.0,Self,Self,Self
1266,2015-01-12,12:25:18 PM,Sapl0005,1,2,0316,0177,1058,1137,1.0,1.0,Self,Self,Self
1267,2015-01-12,12:26:15 PM,Sapl0005,1,2,0317,0180,1062,1141,1.0,1.0,Self,Self,Self
1268,2015-01-12,12:29:34 PM,Sapl0005,1,2,0318,0215,1178,1308,1.0,1.0,Self,Self,Self
1269,2015-01-12,12:32:45 PM,Sapl0005,1,2,0319,0250,1284,1420,1.0,1.0,Customer,Customer,Customer
1270,2015-01-12,12:34:25 PM,Sapl0005,1,2,0320,0275,1348,1515,1.0,1.0,Self,Self,Self
1271,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,547,619,4.0,4.0,Self,Self,Self
1272,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,548,620,3.0,3.0,Self,Self,Self
1273,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,549,621,3.0,3.0,Self,Self,Self
1274,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,550,622,4.5,4.5,Self,Self,Self
1275,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,551,623,3.0,3.0,Self,Self,Self
1276,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,552,624,3.0,3.0,Self,Self,Self
1277,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,553,625,16.0,16.0,Self,Self,Self
1278,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,554,626,11.0,11.0,Self,Self,Self
1279,2015-01-12,12:43:33 PM,Sapl0005,1,2,0321,0095,555,627,15.0,15.0,Self,Self,Self
1280,2015-01-12,12:45:21 PM,Sapl0005,1,2,0322,0127,709,793,500.0,500.0,Customer,Customer,Customer
1281,2015-01-12,12:45:21 PM,Sapl0005,1,2,0322,0127,710,794,500.0,500.0,Customer,Customer,Customer
1282,2015-01-20,9:17:33 AM,Sapl0005,1,2,0323,0317,1443,1630,68.0,68.0,Self,Self,Self
1283,2015-01-20,9:17:33 AM,Sapl0005,1,2,0323,0317,1444,1631,6.0,6.0,Self,Self,Self
1284,2015-01-20,9:17:33 AM,Sapl0005,1,2,0323,0317,1445,1632,2.0,2.0,Self,Self,Self
1285,2015-01-20,9:17:33 AM,Sapl0005,1,2,0323,0317,1446,1633,2.0,2.0,Self,Self,Self
1286,2015-01-20,11:35:43 AM,Sapl0005,1,2,0324,0323,1483,1671,57.0,57.0,Customer,Customer,Customer
1287,2015-01-21,2:17:08 PM,Sapl0005,1,2,0325,0324,1484,1672,1.0,1.0,Self,Self,Self
1288,2015-02-02,5:31:40 PM,sapl0005,1,2,0326,0304,1421,1606,14.0,14.0,Self,Self,Self
1289,2015-02-04,12:37:30 PM,Sapl0005,1,2,0327,0325,1485,1673,440.0,375.0,Self,Self,Self
1290,2015-02-04,12:37:30 PM,Sapl0005,1,2,0327,0325,1486,1674,108.0,93.0,Self,Self,Self
1291,2015-02-04,12:37:30 PM,Sapl0005,1,2,0327,0325,1487,1675,72.0,62.0,Self,Self,Self
1292,2015-02-04,12:38:35 PM,Sapl0005,1,2,0328,0320,1476,1663,96.0,96.0,Self,Self,Self
1293,2015-02-04,12:38:35 PM,Sapl0005,1,2,0328,0320,1477,1664,4.0,4.0,Self,Self,Self
1294,2015-02-04,12:38:35 PM,Sapl0005,1,2,0328,0320,1478,1665,20.0,20.0,Self,Self,Self
1295,2015-02-05,10:29:45 AM,Sapl0005,1,2,0329,0316,1442,1629,1.0,1.0,Self,Self,Self
1296,2015-02-14,4:14:09 PM,Sapl0005,1,2,0330,0336,1558,1758,6.0,6.0,Self,Self,Self
1297,2015-02-14,4:14:09 PM,Sapl0005,1,2,0330,0336,1559,1759,2.0,2.0,Self,Self,Self
1298,2015-02-18,9:23:03 AM,Sapl0005,1,2,0331,0314,1438,1625,2.0,2.0,Self,Self,Self
1299,2015-02-20,1:52:37 PM,Sapl0005,1,2,0332,0199,1135,1277,4.0,4.0,Self,Self,Self
1300,2015-02-23,12:09:59 PM,Sapl0005,1,2,0333,0339,1562,1762,1.0,1.0,Self,Self,Self
1301,2015-02-28,10:12:39 AM,Sapl0005,1,2,0334,0234,1236,1374,10.0,10.0,Customer,Customer,Customer
1302,2015-02-28,10:12:39 AM,Sapl0005,1,2,0334,0234,1237,1375,2.0,2.0,Customer,Customer,Customer
1303,2015-02-28,10:13:07 AM,Sapl0005,1,2,0335,0330,1510,1710,3.0,3.0,Self,Self,Self
1304,2015-02-28,10:13:29 AM,Sapl0005,1,2,0336,0331,1511,1711,30.0,30.0,Customer,Customer,Customer
1305,2015-02-28,10:13:29 AM,Sapl0005,1,2,0336,0331,1512,1712,10.0,10.0,Customer,Customer,Customer
1306,2015-02-28,10:13:57 AM,Sapl0005,1,2,0337,0332,1513,1713,36.0,36.0,Self,Self,Self
1307,2015-02-28,10:13:57 AM,Sapl0005,1,2,0337,0332,1514,1714,4.0,4.0,Self,Self,Self
1308,2015-03-05,2:26:16 PM,Sapl0005,1,2,0338,0342,1569,1769,2.0,2.0,Self,Self,Self
1309,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1571,1771,2.0,2.0,Self,Self,Self
1310,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1572,1772,2.0,2.0,Self,Self,Self
1311,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1573,1773,2.0,2.0,Self,Self,Self
1312,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1574,1774,2.0,2.0,Self,Self,Self
1313,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1575,1775,2.0,2.0,Self,Self,Self
1314,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1576,1776,2.0,2.0,Self,Self,Self
1315,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1577,1777,2.0,2.0,Self,Self,Self
1316,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1578,1778,2.0,2.0,Self,Self,Self
1317,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1579,1779,2.0,2.0,Self,Self,Self
1318,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1580,1780,2.0,2.0,Self,Self,Self
1319,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1581,1781,2.0,2.0,Self,Self,Self
1320,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1582,1782,2.0,2.0,Self,Self,Self
1321,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1583,1783,2.0,2.0,Self,Self,Self
1322,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1584,1784,2.0,2.0,Self,Self,Self
1323,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1585,1785,2.0,2.0,Self,Self,Self
1324,2015-04-25,10:47:09 AM,Sapl0005,1,3,0339,0344,1586,1786,2.0,2.0,Self,Self,Self
1325,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1587,1787,1.0,1.0,Self,Self,Self
1326,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1588,1788,1.0,1.0,Self,Self,Self
1327,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1589,1789,2.0,2.0,Self,Self,Self
1328,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1590,1790,2.0,2.0,Self,Self,Self
1329,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1591,1791,2.0,2.0,Self,Self,Self
1330,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1592,1792,2.0,2.0,Self,Self,Self
1331,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1593,1793,2.0,2.0,Self,Self,Self
1332,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1594,1794,2.0,2.0,Self,Self,Self
1333,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1595,1795,2.0,2.0,Self,Self,Self
1334,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1596,1796,2.0,2.0,Self,Self,Self
1335,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1597,1797,1.0,1.0,Self,Self,Self
1336,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1598,1798,1.0,1.0,Self,Self,Self
1337,2015-04-25,10:47:59 AM,Sapl0005,1,3,0340,0345,1599,1799,1.0,1.0,Self,Self,Self
1338,2015-04-25,10:48:36 AM,Sapl0005,1,3,0341,0352,1620,1833,2.0,1.0,Self,Self,Self
1339,2015-04-25,10:48:36 AM,Sapl0005,1,3,0341,0352,1621,1834,2.0,2.0,Self,Self,Self
1340,2015-05-27,9:14:51 AM,Sapl0005,1,3,0342,0353,1622,1838,2.0,2.0,Self,Self,Self
1341,2015-05-27,9:14:51 AM,Sapl0005,1,3,0342,0353,1623,1839,2.0,2.0,Self,Self,Self
1342,2015-05-27,9:14:51 AM,Sapl0005,1,3,0342,0353,1624,1840,1.0,1.0,Self,Self,Self
1343,2015-05-27,9:14:51 AM,Sapl0005,1,3,0342,0353,1625,1841,2.0,2.0,Self,Self,Self
1344,2015-06-13,12:43:11 PM,Sapl0005,1,3,0343,0357,1632,1848,1.0,1.0,Customer,Customer,Customer
1345,2015-06-13,4:42:47 PM,Sapl0005,1,3,0344,0358,1633,1849,1.0,1.0,Customer,Customer,Customer
1346,2015-06-13,4:42:47 PM,Sapl0005,1,3,0344,0358,1634,1850,1.0,1.0,Customer,Customer,Customer
1347,2015-07-24,11:29:38 AM,Sapl0005,1,3,0345,0366,1669,1885,2.0,2.0,Self,Self,Self
1348,2015-07-24,11:30:12 AM,Sapl0005,1,3,0346,0361,1641,1857,1.0,1.0,Self,Self,Self
1349,2015-07-24,11:30:40 AM,Sapl0005,1,3,0347,0351,1619,1832,1.0,1.0,Self,Self,Self
1350,2015-07-24,11:31:18 AM,Sapl0005,1,3,0348,0013,83,124,1.0,1.0,Self,Self,Self
1351,2015-07-24,11:32:35 AM,Sapl0005,1,3,0349,0294,1398,1583,1.0,1.0,Self,Self,Self
1352,2015-07-24,11:32:35 AM,Sapl0005,1,3,0349,0294,1399,1584,1.0,1.0,Self,Self,Self
1353,2015-07-24,11:32:35 AM,Sapl0005,1,3,0349,0294,1400,1585,1.0,1.0,Self,Self,Self
1354,2015-07-24,11:32:35 AM,Sapl0005,1,3,0349,0294,1401,1586,1.0,1.0,Self,Self,Self
1355,2015-07-24,11:32:58 AM,Sapl0005,1,3,0350,0295,1402,1587,1.0,1.0,Self,Self,Self
1356,2015-07-24,11:32:58 AM,Sapl0005,1,3,0350,0295,1403,1588,1.0,1.0,Self,Self,Self
1357,2015-07-24,11:32:58 AM,Sapl0005,1,3,0350,0295,1404,1589,1.0,1.0,Self,Self,Self
1358,2015-07-24,11:33:24 AM,Sapl0005,1,3,0351,0354,1627,1843,1.0,1.0,Self,Self,Self
1359,2015-07-24,11:34:13 AM,Sapl0005,1,3,0352,0364,1648,1864,44.0,44.0,Self,Self,Self
1360,2015-07-24,11:34:13 AM,Sapl0005,1,3,0352,0364,1649,1865,17.5,17.5,Self,Self,Self
1361,2015-07-24,11:34:13 AM,Sapl0005,1,3,0352,0364,1650,1866,2.7,2.7,Self,Self,Self
1362,2015-07-24,11:34:13 AM,Sapl0005,1,3,0352,0364,1651,1867,6.0,6.0,Self,Self,Self
1363,2015-07-24,11:34:13 AM,Sapl0005,1,3,0352,0364,1652,1868,10.0,10.0,Self,Self,Self
1364,2017-04-25,9:22:48 AM,Sapl0005,1,5,0353,0404,1803,2183,1.0,1.0,Customer,Customer,Customer
1365,2020-11-04,4:50:38 PM,sapl0313,1,8,0354,0418,1824,2448,4.0,4.0,Self,Self,Self
1366,2020-11-04,4:51:40 PM,sapl0313,1,8,0355,0416,1822,2448,1.0,1.0,Self,Self,Self
1367,2020-11-04,4:53:11 PM,sapl0313,1,8,0356,0413,1818,2443,1.0,1.0,Self,Self,Self
1368,2020-11-04,4:54:13 PM,sapl0313,1,8,0357,0410,1815,2439,1.0,1.0,Self,Self,Self
1369,2020-11-04,4:54:54 PM,sapl0313,1,8,0358,0489,1986,2704,1.0,1.0,Self,Self,Self
1370,2020-11-04,4:55:02 PM,sapl0313,1,8,0359,0489,1986,2704,1.0,1.0,Self,Self,Self
1371,2020-11-04,4:55:28 PM,sapl0313,1,8,0360,0495,2018,2743,1.0,1.0,Self,Self,Self
1372,2020-11-04,4:55:57 PM,sapl0313,1,8,0361,0496,2019,2744,1.0,1.0,Self,Self,Self
1373,2020-11-04,4:56:28 PM,sapl0313,1,8,0362,0499,2024,2747,1.0,1.0,Self,Self,Self
1374,2020-11-04,4:56:59 PM,sapl0313,1,8,0363,0500,2025,2748,2.0,2.0,Self,Self,Self
1375,2020-11-04,4:57:07 PM,sapl0313,1,8,0364,0500,2025,2748,2.0,2.0,Self,Self,Self
1376,2020-11-04,4:58:15 PM,sapl0313,1,8,0365,0441,1856,2532,1.0,1.0,Self,Self,Self
1377,2020-11-04,4:58:22 PM,sapl0313,1,8,0366,0441,1856,2532,1.0,1.0,Self,Self,Self
1378,2020-11-04,4:58:59 PM,sapl0313,1,8,0367,0473,1956,2673,2.0,2.0,Self,Self,Self
1379,2020-11-04,4:58:59 PM,sapl0313,1,8,0367,0473,1957,2674,2.0,2.0,Self,Self,Self
1380,2020-11-04,4:59:48 PM,sapl0313,1,8,0368,0474,1958,2675,273.0,273.0,Self,Self,Self
1381,2020-11-04,4:59:48 PM,sapl0313,1,8,0368,0474,1959,2676,36.0,36.0,Self,Self,Self
1382,2020-11-04,4:59:48 PM,sapl0313,1,8,0368,0474,1960,2677,243.0,243.0,Self,Self,Self
1383,2020-11-04,4:59:48 PM,sapl0313,1,8,0368,0474,1961,2678,34.0,34.0,Self,Self,Self
1384,2020-11-04,5:00:40 PM,sapl0313,1,8,0369,0480,1970,2685,8.0,2.0,Self,Self,Self
1385,2020-11-04,5:00:53 PM,sapl0313,1,8,0370,0480,1970,2685,8.0,2.0,Self,Self,Self
