Id,MId,GSNNo,POId,ReceivedQty
4924,2704,0289,56534,2.0
4925,2704,0289,56535,2.0
4926,2704,0289,56536,2.0
4927,2704,0289,56537,2.0
4928,2704,0289,56538,2.0
4929,2704,0289,56539,4.0
4930,2704,0289,56540,2.0
4931,2704,0289,56541,2.0
4932,2704,0289,56542,2.0
4933,2704,0289,56543,4.0
4934,2704,0289,56544,2.0
4935,2704,0289,56545,2.0
4936,2704,0289,56546,2.0
4937,2704,0289,56547,2.0
4938,2704,0289,56548,2.0
4939,2704,0289,56549,1.0
4940,2704,0289,56550,1.0
4941,2704,0289,56551,2.0
4942,2705,0290,56490,1.0
4943,2706,0291,56489,1.0
4944,2707,0292,56576,1.0
4945,2707,0292,56577,1.0
4946,2707,0292,56578,1.0
4947,2708,0293,56523,1.0
4948,2709,0294,56524,1.0
4949,2710,0295,56575,1.0
4950,2711,0296,56496,7.0
4951,2711,0296,56497,3.0
4952,2712,0297,56599,1.0
4953,2712,0297,56600,2.0
4954,2712,0297,56601,5.0
4955,2713,0298,56602,2.0
4956,2713,0298,56603,3.0
4957,2713,0298,56604,3.0
4958,2713,0298,56605,1.0
4959,2714,0299,56606,4.0
4960,2714,0299,56607,4.0
4961,2714,0299,56608,31.0
4962,2714,0299,56609,32.0
4963,2714,0299,56610,8.0
4964,2715,0300,56588,1.0
4965,2715,0300,56589,1.0
4966,2715,0300,56590,1.0
4967,2715,0300,56591,2.0
4968,2715,0300,56592,2.0
4969,2715,0300,56593,2.0
4970,2715,0300,56594,10.0
4971,2715,0300,56595,2.0
4972,2715,0300,56596,2.0
4973,2715,0300,56597,2.0
4974,2715,0300,56598,2.0
4975,2716,0301,57153,2.0
4976,2717,0302,57154,3.0
4977,2718,0303,57154,4.0
4978,2719,0304,56735,15.0
4979,2719,0304,56736,15.0
4980,2719,0304,56737,2.0
4981,2720,0305,56705,1.0
4982,2720,0305,56706,1.0
4983,2720,0305,56707,1.0
4984,2720,0305,56708,5.0
4985,2720,0305,56709,4.0
4986,2720,0305,56710,4.0
4987,2721,0306,56680,2.0
4988,2721,0306,56681,1.0
4989,2721,0306,56682,2.0
4990,2721,0306,56683,2.0
4991,2721,0306,56684,2.0
4992,2721,0306,56685,2.0
4993,2721,0306,56686,2.0
4994,2721,0306,56687,2.0
4995,2721,0306,56688,2.0
4996,2721,0306,56689,1.0
4997,2721,0306,56690,2.0
4998,2721,0306,56691,2.0
4999,2721,0306,56692,2.0
5000,2722,0001,57456,1.0
5001,2723,0002,57458,2.0
5002,2724,0003,57457,1.0
5003,2725,0004,57459,8.0
5004,2725,0004,57460,8.0
5005,2726,0005,57461,80.0
5006,2727,0006,57466,97.0
5007,2728,0007,57468,80.0
5008,2729,0008,57470,1.0
5009,2730,0009,57469,1.0
5010,2731,0010,57471,14.0
5011,2731,0010,57472,6.0
5012,2731,0010,57473,16.0
5013,2732,0011,57474,6.0
5014,2732,0011,57475,20.0
5015,2733,0012,57477,11.0
5016,2734,0013,57478,18.0
5017,2735,0014,57480,24.0
5018,2735,0014,57481,10.0
5019,2735,0014,57482,3.0
5020,2736,0015,57483,1.0
5021,2737,0016,57486,10.0
5022,2738,0017,57487,2.0
5023,2738,0017,57488,2.0
5024,2738,0017,57489,6.0
5025,2738,0017,57490,2.0
5026,2739,0018,57492,209.0
5027,2740,0019,57491,2.0
5028,2741,0020,57493,50.0
5029,2742,0021,57494,35.0
5030,2743,0022,57495,10.0
5031,2744,0023,57496,1.0
5032,2744,0023,57497,1.0
5033,2744,0023,57498,1.0
5034,2745,0024,57499,60.0
5035,2746,0025,57500,8.0
5036,2747,0026,57501,20.0
5037,2748,0027,57548,6.0
5038,2748,0027,57549,4.0
5039,2748,0027,57550,4.0
5040,2748,0027,57551,4.0
5041,2748,0027,57552,4.0
5042,2748,0027,57553,4.0
5043,2748,0027,57554,2.0
5044,2748,0027,57555,2.0
5045,2749,0028,57539,4.0
5046,2749,0028,57540,4.0
5047,2749,0028,57541,2.0
5048,2749,0028,57542,2.0
5049,2749,0028,57543,4.0
5050,2749,0028,57544,4.0
5051,2749,0028,57545,4.0
5052,2749,0028,57546,4.0
5053,2749,0028,57547,4.0
5054,2750,0029,57525,8.0
5055,2750,0029,57526,2.0
5056,2750,0029,57527,4.0
5057,2750,0029,57528,2.0
5058,2750,0029,57529,4.0
5059,2750,0029,57530,4.0
5060,2750,0029,57531,4.0
5061,2750,0029,57532,2.0
5062,2750,0029,57533,8.0
5063,2750,0029,57534,4.0
5064,2750,0029,57535,4.0
5065,2750,0029,57536,4.0
5066,2750,0029,57537,8.0
5067,2750,0029,57538,4.0
5068,2751,0030,57524,8.0
5069,2752,0031,57522,20.0
5070,2753,0032,57519,16.0
5071,2753,0032,57520,9.0
5072,2753,0032,57521,5.0
5073,2754,0033,57517,1.0
5074,2754,0033,57518,2.0
5075,2755,0034,57515,1.0
5076,2755,0034,57516,17.0
5077,2756,0035,57514,9.0
5078,2757,0036,57513,12.0
5079,2758,0037,57512,21.0
5080,2759,0038,57511,10.0
5081,2760,0039,57556,1.0
5082,2760,0039,57557,1.0
5083,2760,0039,57558,1.0
5084,2760,0039,57559,1.0
5085,2761,0040,57560,602.5
5086,2762,0041,57560,1169.5
5090,2765,0044,57407,1.0
5091,2766,0045,57408,1.0
5092,2767,0046,57409,11.0
5098,2773,0052,57431,2.0
5099,2773,0052,57432,4.0
5100,2774,0053,57433,8.0
5101,2774,0053,57434,4.0
5102,2774,0053,57435,2.0
5103,2774,0053,57436,2.0
5104,2775,0054,57437,8.0
5105,2775,0054,57438,8.0
5106,2776,0055,57439,17.0
5107,2776,0055,57440,424.3
5108,2777,0056,57446,1.0
5109,2778,0057,57449,3.0
5110,2779,0058,57450,3.0
5111,2779,0058,57451,2.0
5112,2779,0058,57452,1.0
5113,2779,0058,57453,2.0
5114,2780,0059,57454,2.0
5115,2781,0060,57455,1225.5
5116,2782,0061,57244,1.0
5117,2783,0062,57245,1.0
5118,2784,0063,57246,1.0
5119,2784,0063,57247,1.0
5120,2785,0064,57248,1.0
5121,2786,0065,57249,1.0
5122,2787,0066,57280,1.0
5123,2788,0067,57285,24.0
5124,2788,0067,57286,2.0
5125,2789,0068,57316,2.0
5126,2789,0068,57317,2.0
5127,2789,0068,57318,2.0
5128,2789,0068,57319,1.0
5129,2789,0068,57320,4.0
5130,2789,0068,57321,1.0
5131,2789,0068,57322,2.0
5132,2789,0068,57323,4.0
5133,2789,0068,57324,1.0
5134,2790,0069,57325,2.0
5135,2790,0069,57326,2.0
5136,2790,0069,57327,2.0
5137,2790,0069,57328,2.0
5138,2790,0069,57329,2.0
5139,2790,0069,57330,2.0
5140,2790,0069,57331,2.0
5141,2790,0069,57332,4.0
5142,2790,0069,57333,4.0
5143,2790,0069,57334,4.0
5144,2790,0069,57335,4.0
5145,2790,0069,57336,4.0
5146,2790,0069,57337,4.0
5147,2790,0069,57338,4.0
5148,2790,0069,57339,4.0
5149,2791,0070,57340,4.0
5150,2791,0070,57341,4.0
5151,2791,0070,57342,4.0
5152,2791,0070,57343,4.0
5153,2791,0070,57344,4.0
5154,2791,0070,57345,4.0
5155,2791,0070,57346,4.0
5156,2791,0070,57347,4.0
5157,2791,0070,57348,4.0
5158,2791,0070,57349,4.0
5159,2791,0070,57350,4.0
5160,2791,0070,57351,2.0
5161,2791,0070,57352,2.0
5162,2791,0070,57353,8.0
5163,2791,0070,57354,4.0
5164,2791,0070,57355,8.0
5165,2791,0070,57356,8.0
5166,2791,0070,57357,4.0
5167,2791,0070,57358,2.0
5168,2791,0070,57359,4.0
5169,2791,0070,57360,4.0
5170,2791,0070,57361,4.0
5171,2791,0070,57362,4.0
5172,2792,0071,57387,1.0
5173,2793,0072,57506,1.0
5174,2794,0073,57390,1.0
5175,2794,0073,57391,1.0
5176,2794,0073,57392,1.0
5177,2795,0074,57400,1.0
5178,2796,0075,57228,3.0
5179,2796,0075,57229,1.0
5180,2796,0075,57230,2.0
5181,2797,0076,57170,1.0
5182,2798,0077,57220,4.0
5183,2798,0077,57221,1.0
5184,2798,0077,57222,1.0
5185,2799,0078,57171,1.0
5186,2800,0079,57167,1.0
5187,2801,0080,57166,1.0
5188,2802,0081,57165,1.0
5189,2803,0082,57164,1.0
5190,2804,0083,57508,1.0
5191,2805,0084,56665,2.0
5192,2805,0084,56666,1.0
5193,2805,0084,56667,1.0
5194,2805,0084,56668,1.0
5195,2805,0084,56669,2.0
5196,2805,0084,56670,4.0
5197,2805,0084,56671,4.0
5198,2805,0084,56672,4.0
5199,2805,0084,56673,8.0
5200,2805,0084,56674,2.0
5201,2805,0084,56675,2.0
5202,2805,0084,56676,2.0
5203,2805,0084,56677,1.0
5204,2805,0084,56678,12.0
5205,2806,0085,56579,1.0
5206,2806,0085,56580,1.0
5207,2806,0085,56581,1.0
5208,2806,0085,56582,1.0
5209,2806,0085,56583,1.0
5210,2806,0085,56584,2.0
5211,2806,0085,56585,2.0
5212,2806,0085,56586,2.0
5213,2807,0086,57633,3.0
5214,2808,0087,57634,5.0
5215,2809,0088,57635,1.0
5216,2809,0088,57636,1.0
5217,2809,0088,57637,1.0
5218,2809,0088,57638,1.0
5219,2809,0088,57639,1.0
5220,2809,0088,57640,1.0
5221,2809,0088,57641,1.0
5222,2809,0088,57642,2.0
5223,2809,0088,57643,1.0
5224,2809,0088,57644,2.0
5225,2809,0088,57645,1.0
5226,2809,0088,57646,1.0
5227,2809,0088,57647,1.0
5228,2809,0088,57648,1.0
5229,2809,0088,57649,1.0
5230,2809,0088,57651,1.0
5231,2809,0088,57652,1.0
5232,2809,0088,57653,1.0
5233,2809,0088,57654,1.0
5234,2809,0088,57655,1.0
5235,2809,0088,57656,1.0
5236,2809,0088,57657,1.0
5237,2809,0088,57658,1.0
5238,2810,0089,57650,1.0
5239,2811,0090,57659,1704.0
5240,2811,0090,57660,180.0
5241,2812,0091,57661,29680.0
5242,2813,0092,57684,42.0
5243,2813,0092,57685,236.0
5244,2813,0092,57686,88.0
5245,2813,0092,57687,96.0
5246,2813,0092,57688,26.0
5247,2813,0092,57689,4.0
5248,2813,0092,57690,4.0
5249,2814,0093,57693,1.0
5250,2814,0093,57694,60.3
5251,2815,0094,57695,69.0
5252,2816,0095,57701,14.0
5253,2817,0096,57716,4.0
5254,2817,0096,57717,2.0
5255,2817,0096,57718,8.0
5256,2817,0096,57719,4.0
5257,2817,0096,57720,4.0
5258,2818,0097,57721,8.0
5259,2819,0098,57722,16.0
5260,2820,0099,57723,4.0
5261,2820,0099,57724,4.0
5262,2820,0099,57725,4.0
5263,2820,0099,57726,64.0
5264,2821,0100,57727,1.0
5265,2821,0100,57728,2.0
5266,2821,0100,57729,1.0
5267,2822,0101,57730,4.0
5268,2822,0101,57731,4.0
5269,2822,0101,57732,4.0
5270,2822,0101,57733,2.0
5271,2823,0102,57748,4.0
5272,2824,0103,57757,135.0
5273,2824,0103,57758,55.0
5274,2825,0104,57563,2.0
5275,2825,0104,57564,2.0
5276,2825,0104,57565,4.0
5277,2825,0104,57566,4.0
5278,2825,0104,57567,4.0
5279,2825,0104,57568,8.0
5280,2825,0104,57569,4.0
5281,2825,0104,57570,2.0
5282,2825,0104,57571,4.0
5283,2825,0104,57572,4.0
5284,2825,0104,57573,4.0
5285,2825,0104,57574,4.0
5286,2825,0104,57575,4.0
5287,2825,0104,57576,4.0
5288,2826,0105,57578,4.0
5289,2826,0105,57579,2.0
5290,2826,0105,57580,2.0
5291,2826,0105,57581,2.0
5292,2826,0105,57582,2.0
5293,2826,0105,57583,2.0
5294,2826,0105,57584,2.0
5295,2826,0105,57585,4.0
5296,2826,0105,57586,4.0
5297,2826,0105,57587,2.0
5298,2826,0105,57588,2.0
5299,2826,0105,57589,2.0
5300,2827,0106,57590,4.0
5301,2827,0106,57591,4.0
5302,2827,0106,57592,2.0
5303,2827,0106,57593,4.0
5304,2827,0106,57594,2.0
5305,2827,0106,57595,4.0
5306,2827,0106,57596,4.0
5307,2827,0106,57597,4.0
5308,2827,0106,57598,2.0
5309,2827,0106,57599,4.0
5310,2827,0106,57600,6.0
5311,2827,0106,57601,4.0
5312,2828,0107,57602,8.0
5313,2828,0107,57603,8.0
5314,2829,0108,57604,2.0
5315,2829,0108,57605,4.0
5316,2829,0108,57606,2.0
5317,2829,0108,57607,2.0
5318,2829,0108,57608,2.0
5319,2829,0108,57609,1.0
5320,2829,0108,57610,4.0
5321,2829,0108,57611,4.0
5322,2829,0108,57612,2.0
5323,2830,0109,57613,4.0
5324,2830,0109,57614,4.0
5325,2830,0109,57615,4.0
5326,2830,0109,57616,4.0
5327,2830,0109,57617,2.0
5328,2830,0109,57618,2.0
5329,2831,0110,57620,2.0
5330,2831,0110,57621,4.0
5331,2831,0110,57622,2.0
5332,2831,0110,57623,2.0
5333,2831,0110,57624,4.0
5334,2831,0110,57625,4.0
5335,2831,0110,57626,4.0
5336,2831,0110,57627,2.0
5337,2831,0110,57628,2.0
5338,2832,0111,57363,4.0
5339,2832,0111,57364,8.0
5340,2832,0111,57365,4.0
5341,2832,0111,57366,4.0
5342,2832,0111,57367,4.0
5343,2832,0111,57368,4.0
5344,2832,0111,57369,4.0
5345,2832,0111,57370,4.0
5346,2832,0111,57371,4.0
5347,2832,0111,57372,4.0
5348,2832,0111,57373,8.0
5349,2832,0111,57374,2.0
5350,2832,0111,57375,2.0
5351,2832,0111,57376,2.0
5352,2832,0111,57377,2.0
5353,2832,0111,57378,1.0
5354,2832,0111,57379,1.0
5355,2832,0111,57380,3.0
5356,2832,0111,57381,1.0
5357,2832,0111,57382,2.0
5358,2832,0111,57383,2.0
5359,2832,0111,57384,4.0
5360,2833,0112,57788,1.0
5361,2834,0113,57789,1.0
5362,2834,0113,57790,1.0
5363,2835,0114,57782,6.0
5364,2836,0115,57770,1.0
5365,2836,0115,57771,1.0
5366,2836,0115,57772,1.0
5367,2836,0115,57773,1.0
5368,2836,0115,57774,8.0
5369,2836,0115,57775,2.0
5370,2836,0115,57776,4.0
5371,2836,0115,57777,2.0
5372,2836,0115,57778,2.0
5373,2836,0115,57779,1.0
5374,2837,0116,57794,1.0
5375,2837,0116,57795,1.0
5376,2837,0116,57796,1.0
5377,2838,0117,57874,4.0
5378,2839,0118,57979,2.0
5379,2839,0118,57980,2.0
5380,2839,0118,57981,1.0
5381,2839,0118,57982,1.0
5382,2839,0118,57983,1.0
5383,2839,0118,57984,2.0
5384,2839,0118,57985,2.0
5385,2839,0118,57986,4.0
5386,2839,0118,57987,2.0
5387,2839,0118,57988,2.0
5388,2839,0118,57989,1.0
5389,2839,0118,57990,1.0
5390,2839,0118,57991,1.0
5391,2839,0118,57992,2.0
5392,2840,0119,57994,1.0
5393,2841,0120,57993,1.0
5394,2842,0121,58117,1.0
5395,2843,0122,58020,14.0
5396,2844,0123,58023,1.0
5397,2844,0123,58024,1.0
5398,2844,0123,58025,1.0
5399,2845,0124,58026,1.0
5400,2846,0125,58028,1.0
5401,2847,0126,55873,1.0
5402,2847,0126,55874,1.0
5403,2847,0126,55875,1.0
5404,2847,0126,55877,12.0
5405,2847,0126,55878,12.0
5406,2847,0126,55883,10.0
5407,2848,0127,58515,1.0
5408,2849,0128,57993,2.0
5409,2850,0129,58800,1.0
5410,2851,0130,58796,7.0
5411,2852,0131,58795,7.0
5412,2853,0132,58789,2.0
5413,2853,0132,58790,1.0
5414,2853,0132,58791,1.0
5415,2853,0132,58792,1.0
5416,2853,0132,58793,1.0
5417,2853,0132,58794,1.0
5418,2854,0133,58777,35.0
5419,2854,0133,58778,6.0
5420,2854,0133,58779,48.0
5421,2854,0133,58780,52.0
5422,2855,0134,58781,124.33
5423,2856,0135,58782,32.0
5424,2856,0135,58783,23.8
5425,2856,0135,58784,6.66
5426,2856,0135,58785,30.0
5427,2856,0135,58786,22.8
5428,2856,0135,58787,10.0
5429,2856,0135,58788,10.0
5430,2857,0136,58720,1.0
5431,2857,0136,58721,10.0
5432,2857,0136,58722,2.0
5433,2857,0136,58723,2.0
5434,2857,0136,58724,1.0
5435,2857,0136,58725,8.0
5436,2857,0136,58726,2.0
5437,2858,0137,58625,2.0
5438,2858,0137,58626,2.0
5439,2858,0137,58627,2.0
5440,2858,0137,58628,4.0
5441,2858,0137,58629,1.0
5442,2858,0137,58630,2.0
5443,2858,0137,58631,2.0
5444,2858,0137,58632,1.0
5445,2858,0137,58633,2.0
5446,2858,0137,58634,1.0
5447,2858,0137,58635,2.0
5448,2858,0137,58636,1.0
5449,2859,0138,58694,1.0
5450,2859,0138,58695,1.0
5451,2859,0138,58696,1.0
5452,2859,0138,58697,4.0
5453,2859,0138,58698,2.0
5454,2859,0138,58699,1.0
5455,2859,0138,58700,1.0
5456,2859,0138,58701,2.0
5457,2860,0139,58619,2.0
5458,2860,0139,58620,4.0
5459,2860,0139,58621,8.0
5460,2860,0139,58622,8.0
5461,2860,0139,58623,8.0
5462,2860,0139,58624,8.0
5463,2861,0140,58702,3.0
5464,2861,0140,58703,2.0
5465,2861,0140,58704,1.0
5466,2861,0140,58705,1.0
5467,2861,0140,58706,1.0
5468,2861,0140,58707,2.0
5469,2861,0140,58708,1.0
5470,2861,0140,58709,2.0
5471,2861,0140,58710,2.0
5472,2861,0140,58711,2.0
5473,2861,0140,58712,4.0
5474,2861,0140,58713,1.0
5475,2861,0140,58714,4.0
5476,2861,0140,58715,4.0
5477,2861,0140,58716,2.0
5478,2861,0140,58717,1.0
5479,2861,0140,58718,2.0
5480,2861,0140,58719,1.0
5481,2862,0141,58639,4.0
5482,2862,0141,58640,2.0
5483,2862,0141,58641,2.0
5484,2862,0141,58642,4.0
5485,2862,0141,58643,2.0
5486,2862,0141,58644,4.0
5487,2862,0141,58645,4.0
5488,2863,0142,58617,40.0
5489,2863,0142,58618,2.0
5490,2864,0143,58680,2.0
5491,2864,0143,58681,2.0
5492,2864,0143,58682,2.0
5493,2864,0143,58683,2.0
5494,2864,0143,58684,4.0
5495,2864,0143,58685,1.0
5496,2864,0143,58686,2.0
5497,2864,0143,58687,4.0
5498,2864,0143,58688,2.0
5499,2864,0143,58689,1.0
5500,2864,0143,58690,2.0
5501,2864,0143,58691,2.0
5502,2864,0143,58692,2.0
5503,2864,0143,58693,2.0
5504,2865,0144,58881,230.0
5505,2866,0145,58882,13.0
5506,2866,0145,58883,12.95
5507,2866,0145,58884,10.0
5508,2866,0145,58885,82.0
5509,2866,0145,58886,10.0
5510,2866,0145,58887,10.0
5511,2866,0145,58888,10.0
5512,2867,0146,59008,4.0
5513,2867,0146,59009,4.0
5514,2867,0146,59010,4.0
5515,2867,0146,59011,4.0
5516,2867,0146,59012,4.0
5517,2867,0146,59013,4.0
5518,2867,0146,59014,4.0
5519,2867,0146,59015,4.0
5520,2867,0146,59016,4.0
5521,2867,0146,59017,4.0
5522,2867,0146,59018,4.0
5523,2867,0146,59019,4.0
5524,2867,0146,59020,4.0
5525,2867,0146,59021,4.0
5526,2867,0146,59022,4.0
5527,2867,0146,59023,4.0
5528,2867,0146,59024,4.0
5529,2868,0147,58974,4.0
5530,2868,0147,58975,4.0
5531,2868,0147,58976,4.0
5532,2868,0147,58977,4.0
5533,2868,0147,58978,4.0
5534,2868,0147,58979,4.0
5535,2868,0147,58980,4.0
5536,2868,0147,58981,4.0
5537,2868,0147,58982,4.0
5538,2868,0147,58983,4.0
5539,2868,0147,58984,4.0
5540,2868,0147,58985,4.0
5541,2868,0147,58986,4.0
5542,2868,0147,58987,6.0
5543,2868,0147,58988,6.0
5544,2869,0148,58966,4.0
5545,2869,0148,58967,4.0
5546,2869,0148,58968,4.0
5547,2869,0148,58969,4.0
5548,2869,0148,58970,4.0
5549,2869,0148,58971,4.0
5550,2869,0148,58972,4.0
5551,2869,0148,58973,4.0
5552,2870,0149,58960,4.0
5553,2870,0149,58961,4.0
5554,2870,0149,58962,4.0
5555,2870,0149,58963,4.0
5556,2870,0149,58964,4.0
5557,2870,0149,58965,4.0
5558,2871,0150,58906,2.0
5559,2871,0150,58907,8.0
5560,2871,0150,58908,2.0
5561,2871,0150,58909,4.0
5562,2871,0150,58910,4.0
5563,2871,0150,58911,4.0
5564,2871,0150,58912,2.0
5565,2871,0150,58913,4.0
5566,2871,0150,58914,2.0
5567,2871,0150,58915,4.0
5568,2871,0150,58916,4.0
5569,2871,0150,58917,4.0
5570,2871,0150,58918,4.0
5571,2871,0150,58919,4.0
5572,2871,0150,58920,3.0
5573,2871,0150,58921,4.0
5574,2871,0150,58922,4.0
5575,2871,0150,58923,4.0
5576,2871,0150,58924,4.0
5577,2872,0151,59025,1.0
5578,2872,0151,59026,1.0
5579,2873,0152,59029,40.0
5580,2873,0152,59030,4.0
5581,2874,0153,58664,4.0
5582,2874,0153,58665,8.0
5583,2874,0153,58666,4.0
5584,2874,0153,58667,4.0
5585,2874,0153,58668,8.0
5586,2874,0153,58669,4.0
5587,2874,0153,58670,4.0
5588,2874,0153,58671,4.0
5589,2874,0153,58672,8.0
5590,2874,0153,58673,4.0
5591,2875,0154,59224,6.0
5592,2876,0155,59215,64.0
5593,2876,0155,59216,2.0
5594,2876,0155,59217,2.0
5595,2876,0155,59218,2.0
5596,2876,0155,59219,32.0
5597,2877,0156,59212,1.0
5598,2878,0157,59238,1.0
5599,2879,0158,59235,1.0
5600,2880,0159,59234,1.0
5601,2881,0160,59236,12.0
5602,2882,0161,59194,27.0
5603,2882,0161,59195,2.0
5604,2882,0161,59196,2.0
5605,2882,0161,59197,1.0
5606,2882,0161,59198,1.0
5607,2882,0161,59199,2.0
5608,2882,0161,59200,1.0
5609,2882,0161,59201,2.0
5610,2882,0161,59202,1.0
5611,2882,0161,59203,1.0
5612,2882,0161,59204,1.0
5613,2882,0161,59205,1.0
5614,2882,0161,59206,1.0
5615,2882,0161,59207,4.0
5616,2882,0161,59208,1.0
5617,2882,0161,59209,2.0
5618,2882,0161,59210,1.0
5619,2882,0161,59211,1.0
5620,2883,0162,59265,40.0
5621,2884,0163,59303,1.0
5622,2884,0163,59304,1.0
5623,2885,0164,59305,1.0
5624,2886,0165,59338,1.0
5625,2886,0165,59339,1.0
5626,2886,0165,59340,1.0
5627,2887,0166,51613,2.0
5628,2888,0167,59342,1.0
5629,2889,0168,59344,4.0
5630,2890,0169,59345,1.0
5631,2890,0169,59346,1.0
5632,2891,0170,59348,90.0
5633,2892,0171,59349,17.0
5634,2893,0172,59350,6.0
5635,2894,0173,59351,1.0
5636,2894,0173,59352,1.0
5637,2894,0173,59353,1.0
5638,2895,0174,59356,16.0
5639,2896,0175,59354,1.0
5640,2897,0176,59362,1.0
5641,2898,0177,59373,1.0
5642,2899,0178,59376,98.0
5643,2900,0179,59375,67.0
5644,2901,0180,58925,4.0
5645,2901,0180,58926,4.0
5646,2901,0180,58927,4.0
5647,2901,0180,58928,4.0
5648,2901,0180,58929,4.0
5649,2901,0180,58930,4.0
5650,2901,0180,58931,4.0
5651,2901,0180,58932,4.0
5652,2901,0180,58933,4.0
5653,2901,0180,58934,4.0
5654,2901,0180,58935,4.0
5655,2901,0180,58936,4.0
5656,2901,0180,58937,4.0
5657,2901,0180,58938,4.0
5658,2901,0180,58939,4.0
5659,2901,0180,58940,4.0
5660,2901,0180,58941,4.0
5661,2901,0180,58942,4.0
5662,2901,0180,58943,4.0
5663,2901,0180,58944,4.0
5664,2901,0180,58945,4.0
5665,2901,0180,58946,4.0
5666,2901,0180,58947,4.0
5667,2901,0180,58948,4.0
5668,2901,0180,58949,4.0
5669,2901,0180,58950,4.0
5670,2901,0180,58951,4.0
5671,2901,0180,58952,4.0
5672,2901,0180,58953,4.0
5673,2901,0180,58954,4.0
5674,2901,0180,58955,4.0
5675,2901,0180,58956,4.0
5676,2901,0180,58957,4.0
5677,2901,0180,58958,4.0
5678,2901,0180,58959,4.0
5679,2902,0181,59465,1.0
5680,2903,0182,59466,6.0
5681,2903,0182,59467,12.0
5682,2904,0183,59456,72.0
5683,2905,0184,59451,1.0
5684,2906,0185,59450,1.0
5685,2907,0186,59447,2132.0
5686,2908,0187,59517,6.0
5687,2909,0188,59518,38.8
5688,2910,0189,59432,1.0
5689,2910,0189,59433,1.0
5690,2911,0190,59355,5.0
5691,2912,0191,59550,13.0
5692,2913,0192,59629,26.0
5693,2913,0192,59630,8.0
5694,2913,0192,59631,1.0
5695,2913,0192,59632,4.0
5696,2913,0192,59633,1.0
5697,2914,0193,60565,1.0
5698,2915,0194,60566,5.0
5699,2916,0195,60089,1.0
5700,2917,0196,60182,3.0
5701,2918,0197,60187,2.0
5702,2919,0198,60201,26.0
5703,2919,0198,60202,23.0
5704,2919,0198,60203,12.0
5705,2919,0198,60205,2.0
5706,2920,0001,59847,1.0
5707,2921,0002,59844,1.0
5708,2922,0003,59885,4.0
5709,2922,0003,59886,1.0
5710,2922,0003,59887,1.0
5711,2922,0003,59888,1.0
5712,2922,0003,59889,1.0
5713,2923,0004,59917,1.0
5714,2924,0005,59734,5648.0
5715,2924,0005,59735,1.0
5716,2925,0006,59882,1.0
5717,2926,0007,60142,1.0
5718,2927,0008,60186,1.0
5719,2928,0009,60320,4.0
5720,2928,0009,60321,2.0
5721,2928,0009,60322,2.0
5722,2928,0009,60323,1.0
5723,2928,0009,60324,2.0
5724,2928,0009,60325,2.0
5725,2928,0009,60326,2.0
5726,2928,0009,60327,3.0
5727,2928,0009,60328,1.0
5728,2928,0009,60329,2.0
5729,2928,0009,60330,1.0
5730,2928,0009,60331,2.0
5731,2928,0009,60332,1.0
5732,2928,0009,60333,1.0
5733,2928,0009,60334,1.0
5734,2928,0009,60335,2.0
5735,2928,0009,60336,2.0
5736,2928,0009,60337,2.0
5737,2928,0009,60338,2.0
5738,2929,0010,61822,300.0
5739,2930,0011,61530,5.0
5740,2931,0012,62460,1.0
5741,2932,0013,61408,1.0
5742,2933,0014,61398,1.0
5743,2933,0014,61399,1.0
5744,2934,0015,61401,1.0
5745,2935,0016,61357,1.0
5746,2936,0017,61346,1.0
5747,2937,0018,61337,1.0
5748,2938,0019,61331,1.0
5749,2939,0020,61325,1.0
5750,2940,0021,60792,5.0
5751,2940,0021,60805,2.0
5752,2941,0022,61834,15.0
5753,2942,0023,61871,1.0
5754,2943,0024,60807,3.0
5755,2944,0025,60979,1.0
5756,2945,0026,60800,2.0
5757,2945,0026,60801,4.0
5758,2945,0026,60802,3.0
5759,2945,0026,60803,1.0
5760,2946,0027,60819,1.0
5761,2947,0028,61074,1.0
5762,2948,0029,61083,4.0
5763,2948,0029,61084,4.0
5764,2948,0029,61085,4.0
5765,2948,0029,61086,4.0
5766,2948,0029,61087,4.0
5767,2948,0029,61088,8.0
5768,2949,0030,60758,2.0
5769,2949,0030,60759,1.0
5770,2950,0031,61465,2500.0
5771,2951,0032,60953,12.0
5772,2952,0033,60858,161.0
5773,2953,0034,60857,104.0
5774,2954,0035,60837,4.0
5775,2954,0035,60838,4.0
5776,2954,0035,60839,4.0
5777,2955,0036,61429,1.0
5778,2955,0036,61430,1.0
5779,2956,0037,61513,9.4
5780,2957,0038,61518,6.0
5781,2958,0039,61517,5.0
5782,2959,0040,61657,1.0
5783,2960,0041,61652,1.0
5784,2961,0042,61656,1.0
5785,2962,0043,60617,3308.0
5786,2962,0043,60618,1.0
5787,2963,0044,60851,38.0
5788,2964,0045,59388,2106.0
5789,2964,0045,59389,1.0
5790,2965,0046,59759,4.0
5791,2965,0046,59760,4.0
5792,2966,0047,59920,6.0
5793,2966,0047,59921,1.0
5794,2967,0048,60735,4.0
5795,2967,0048,60736,1.0
5796,2967,0048,60737,1.0
5797,2968,0049,60688,190.8
5798,2968,0049,60689,119.0
5799,2969,0050,59872,137.0
5800,2970,0051,60696,1.0
5801,2971,0052,60707,1.0
5802,2972,0053,60720,1.0
5803,2973,0054,60716,1.0
5804,2974,0055,60734,1.0
