Id,MId,GSNNo,POId,ReceivedQty
5805,2975,0056,60730,30.0
5806,2976,0057,59930,1.0
5807,2977,0058,59983,100.0
5808,2978,0059,61828,20.0
5809,2979,0060,61349,1.0
5810,2980,0061,62362,1.0
5811,2981,0062,62347,1.0
5812,2982,0063,62256,1.0
5813,2983,0064,62270,1.0
5814,2984,0065,61978,1.0
5815,2985,0066,61931,1.0
5816,2986,0067,61003,1.0
5817,2987,0068,60982,8.0
5818,2988,0069,61029,1.0
5819,2989,0070,60772,6.0
5820,2990,0071,61489,1.0
5821,2991,0072,61482,1.0
5822,2992,0073,62253,1.0
5823,2993,0074,62275,1.0
5824,2994,0075,61935,1.0
5825,2995,0076,62355,1.0
5826,2996,0077,62367,1.0
5827,2997,0078,62434,1.0
5828,2998,0079,62626,68.0
5829,2999,0080,62559,4.0
5830,3000,0081,62681,1.0
5831,3001,0082,62650,1.0
5832,3002,0083,60932,1.0
5833,3002,0083,60933,1.0
5834,3002,0083,60934,2.0
5835,3003,0084,62725,2.0
5836,3003,0084,62726,3.0
5837,3003,0084,62728,6.0
5838,3003,0084,62734,2.0
5839,3003,0084,62739,6.0
5840,3003,0084,62744,1.0
5841,3003,0084,62750,40.0
5842,3004,0085,62752,3.0
5843,3005,0086,62780,1.0
5844,3006,0087,62109,1.0
5845,3007,0088,62427,3.5
5846,3008,0089,62533,320.0
5847,3009,0090,62762,6.0
5848,3010,0091,62839,1.0
5849,3011,0092,62835,20.0
5850,3012,0093,61714,31.46
5851,3013,0094,61651,5.0
5852,3014,0095,61720,2.0
5853,3015,0096,61333,1104.0
5854,3015,0096,61334,552.0
5855,3015,0096,61335,552.0
5856,3016,0097,61726,77.84
5857,3017,0098,61792,1.0
5858,3018,0099,61832,13.0
5859,3019,0100,61766,1.0
5860,3019,0100,61767,1.0
5861,3020,0101,61986,1.0
5862,3021,0102,61711,10.0
5863,3022,0103,62014,3.0
5864,3023,0104,62037,5.0
5865,3024,0105,62092,1.0
5866,3024,0105,62099,6.0
5867,3025,0106,62111,1.0
5868,3025,0106,62112,1.0
5869,3026,0107,61105,1.0
5870,3026,0107,61110,8.0
5871,3027,0108,62476,1.0
5872,3027,0108,62481,2.0
5873,3027,0108,62482,20.0
5874,3028,0109,61370,1.0
5875,3029,0110,61821,1.0
5876,3030,0111,61698,1.0
5877,3031,0112,61683,1.0
5878,3032,0113,60852,322.0
5879,3032,0113,60853,48.0
5880,3033,0114,60854,514.0
5881,3033,0114,60855,8.0
5882,3034,0115,61964,3.5
5883,3035,0116,61554,12.0
5884,3036,0117,61186,30.0
5885,3037,0118,61154,20.0
5886,3038,0119,61675,5.0
5887,3038,0119,61679,2.0
5888,3039,0120,61852,20.0
5889,3040,0121,62337,1.0
5890,3041,0122,62341,1.0
5891,3042,0123,62019,200.0
5892,3043,0124,62522,1.0
5893,3044,0125,61419,1.0
5894,3045,0126,62779,1.0
5895,3046,0127,61666,4.0
5896,3047,0128,62889,1.0
5897,3048,0129,62964,6.0
5898,3048,0129,62965,6.0
5899,3048,0129,62966,6.0
5900,3048,0129,62967,6.0
5901,3048,0129,62968,6.0
5902,3049,0130,62940,3.0
5903,3050,0131,62978,14.0
5904,3050,0131,62979,2.0
5905,3050,0131,62980,6.0
5906,3050,0131,62981,6.0
5907,3051,0132,63119,1.0
5908,3051,0132,63120,1.0
5909,3052,0133,62935,5.0
5910,3053,0134,63336,20.0
5911,3054,0135,63329,1.0
5912,3055,0136,63314,1.0
5913,3056,0137,62990,18350.0
5914,3057,0138,63287,2.0
5915,3057,0138,63288,2.0
5916,3057,0138,63289,1.0
5917,3057,0138,63290,1.0
5918,3058,0139,62919,1.0
5919,3058,0139,62920,1.0
5920,3059,0140,63040,5.0
5921,3059,0140,63043,1.0
5922,3059,0140,63044,20.0
5923,3059,0140,63045,10.0
5924,3059,0140,63047,5.0
5925,3059,0140,63048,1.0
5926,3060,0141,63390,2.0
5927,3061,0142,63425,1.0
5928,3061,0142,63426,2.0
5929,3062,0143,63294,10.0
5930,3063,0144,63411,1.0
5931,3063,0144,63412,1.0
5932,3064,0145,63332,1.0
5933,3065,0146,63317,1.0
5934,3065,0146,63318,1.0
5935,3066,0147,63327,1.0
5936,3067,0148,63328,1.0
5937,3068,0149,63325,1.0
5938,3069,0150,63320,1.0
5939,3070,0151,63326,1.0
5940,3071,0152,63279,1.0
5941,3071,0152,63280,1.0
5942,3072,0153,63391,2.0
5943,3072,0153,63392,2.0
5944,3072,0153,63393,4.0
5945,3072,0153,63394,4.0
5946,3072,0153,63395,8.0
5947,3073,0154,63286,4.5
5948,3074,0155,63321,1.0
5949,3075,0156,63319,1.0
5950,3076,0157,63254,145.0
5951,3077,0158,63229,1.0
5952,3077,0158,63230,1.0
5954,3079,0160,63531,2.0
5955,3079,0160,63532,4.0
5956,3080,0161,63533,1.0
5957,3081,0162,63567,10.0
5958,3082,0163,63535,4.0
5959,3083,0164,63565,1.0
5960,3084,0165,63641,1.0
5961,3084,0165,63642,1.0
5962,3085,0166,63629,7.0
5963,3086,0167,63606,1.0
5964,3087,0168,63605,5.0
5965,3088,0169,63420,30.0
5966,3088,0169,63421,12.0
5967,3089,0170,63575,1.0
5968,3090,0171,63424,1.0
5969,3091,0172,63583,1.0
5970,3092,0173,63657,1.0
5971,3092,0173,63660,20.0
5972,3093,0174,63562,8.0
5973,3094,0175,63648,1.0
5974,3094,0175,63649,4.0
5975,3095,0176,63650,4.0
5976,3095,0176,63651,4.0
5977,3096,0177,63417,2.0
5978,3097,0178,63433,200.0
5979,3098,0179,63251,4.0
5980,3099,0180,63868,3.0
5981,3099,0180,63869,6.0
5982,3099,0180,63870,21.0
5983,3099,0180,63871,12.3
5984,3099,0180,63872,28.2
5985,3099,0180,63873,11.5
5986,3100,0181,64054,1.0
5987,3101,0182,64060,1.0
5988,3102,0183,64209,100.0
5989,3102,0183,64210,200.0
5990,3102,0183,64211,100.0
5991,3102,0183,64212,200.0
5992,3102,0183,64213,100.0
5993,3103,0184,64202,500.0
5994,3103,0184,64203,250.0
5995,3103,0184,64204,250.0
5996,3103,0184,64205,250.0
5997,3103,0184,64206,250.0
5998,3104,0185,63401,8.0
5999,3104,0185,63402,2.0
6000,3105,0186,63231,12.0
6001,3105,0186,63232,2.0
6002,3106,0187,63891,50.0
6003,3106,0187,63892,1.0
6004,3107,0188,63966,50.0
6005,3107,0188,63967,50.0
6006,3107,0188,63969,50.0
6007,3108,0189,63422,4.0
6008,3108,0189,63423,2.0
6009,3109,0190,64224,1.0
6010,3110,0191,64223,1.0
6011,3111,0192,64165,4.0
6012,3111,0192,64166,4.0
6013,3111,0192,64167,4.0
6014,3112,0193,64170,800.0
6015,3112,0193,64171,100.0
6016,3113,0194,63948,20.0
6017,3114,0195,63699,5.0
6018,3114,0195,63700,4.0
6019,3115,0196,64448,1.0
6020,3116,0197,63900,1.0
6021,3117,0198,63677,80.0
6022,3117,0198,63678,40.0
6023,3118,0199,63708,1.0
6024,3119,0200,64321,67.0
6025,3120,0201,64177,152.0
6026,3121,0202,64375,2.0
6027,3122,0203,64371,109.0
6028,3123,0204,64365,3.0
6029,3124,0205,64277,1.0
6030,3125,0206,64249,100.0
6031,3126,0207,64221,1.0
6032,3127,0208,64222,1.0
6033,3128,0209,64178,1.0
6034,3129,0210,62974,1.0
6035,3130,0211,61985,20.0
6036,3131,0212,64160,3.0
6037,3132,0213,63983,2.0
6038,3133,0214,63975,24.0
6039,3133,0214,63976,22.0
6040,3134,0215,63432,200.0
6041,3135,0216,63900,8.0
6042,3136,0217,63941,4.0
6043,3136,0217,63942,100.0
6044,3137,0218,64618,5.0
6045,3138,0219,64437,60.0
6046,3139,0220,63947,100.0
6047,3140,0221,62992,1.0
6048,3140,0221,62993,20.0
6049,3140,0221,62994,100.0
6050,3140,0221,62995,100.0
6051,3140,0221,62996,12.0
6052,3140,0221,62997,30.0
6053,3140,0221,62998,30.0
6054,3140,0221,62999,30.0
6055,3140,0221,63000,24.0
6056,3140,0221,63001,24.0
6057,3140,0221,63002,20.0
6058,3140,0221,63003,1.0
6059,3140,0221,63004,1.0
6060,3140,0221,63005,90.0
6061,3140,0221,63007,2.0
6062,3140,0221,63008,5.0
6063,3140,0221,63009,5.0
6064,3140,0221,63010,12.0
6065,3140,0221,63011,3.0
6066,3140,0221,63012,40.0
6067,3140,0221,63014,6.0
6068,3140,0221,63015,6.0
6069,3140,0221,63016,60.0
6070,3140,0221,63017,7.0
6071,3141,0222,63974,1.0
6072,3142,0223,63973,1.0
6073,3143,0224,63563,500.0
6074,3144,0225,63572,2.0
6075,3144,0225,63573,7.0
6076,3145,0226,63609,1.0
6077,3146,0227,63861,12.0
6078,3147,0228,63717,44.0
6079,3148,0229,64510,135.0
6080,3149,0230,63739,89.4
6081,3150,0231,63736,1.0
6082,3151,0232,63860,70.0
6083,3152,0233,63857,500.0
6084,3153,0234,63738,5.0
6085,3154,0235,63291,2000.0
6086,3155,0236,65479,10.0
6087,3155,0236,65480,5.0
6088,3156,0237,64881,7.0
6089,3157,0238,64880,7.0
6090,3157,0238,64882,21.0
6091,3158,0239,64871,1.0
6092,3159,0240,64851,1.0
6093,3160,0241,63669,24.0
6094,3160,0241,63670,10.0
6095,3160,0241,63672,100.0
6096,3161,0242,64000,931.0
6097,3162,0243,64332,8.0
6098,3163,0244,64731,5.0
6099,3163,0244,64732,4.0
6100,3164,0245,63665,200.0
6101,3164,0245,63666,500.0
6102,3164,0245,63667,500.0
6103,3164,0245,63668,250.0
6104,3165,0246,64686,434.0
6105,3166,0247,63843,1.0
6106,3167,0248,63512,584.0
6107,3168,0249,59694,1.0
6108,3168,0249,59695,1.0
6109,3168,0249,59696,2.0
6110,3168,0249,59697,1.0
6111,3168,0249,59698,1.0
6112,3168,0249,59699,1.0
6113,3168,0249,59700,1.0
6114,3169,0250,59601,56.0
6115,3170,0251,65062,500.0
6116,3170,0251,65063,160.0
6117,3170,0251,65064,620.0
6118,3171,0252,64887,1.0
6119,3172,0253,64607,493.0
6120,3173,0254,65044,30.0
6121,3173,0254,65045,7.0
6122,3174,0255,65033,86.0
6123,3174,0255,65034,1.95
6124,3175,0256,64915,75.0
6125,3176,0257,65267,1.6
6126,3176,0257,65270,1.0
6127,3177,0258,65368,2.0
6128,3178,0259,65363,12.0
6129,3178,0259,65364,12.0
6130,3178,0259,65365,6.0
6131,3178,0259,65366,3.0
6132,3178,0259,65367,6.0
6133,3179,0260,63270,2900.0
6134,3179,0260,63271,1850.0
6135,3179,0260,63272,1842.0
6136,3179,0260,63275,708.0
6137,3180,0261,64599,1.0
6138,3181,0262,64612,1.0
6139,3182,0263,64598,3.0
6140,3183,0264,62522,7.0
6141,3184,0265,64585,4.0
6142,3184,0265,64586,1.0
6143,3184,0265,64587,1.0
6144,3185,0266,64501,75.0
6145,3186,0267,65317,92.2
6146,3186,0267,65318,1.0
6147,3187,0268,65344,3.0
6148,3188,0269,65177,26.0
6149,3188,0269,65178,12.0
6150,3189,0270,65115,2.0
6151,3189,0270,65117,2.0
6152,3189,0270,65118,1.0
6153,3189,0270,65119,1.0
6154,3189,0270,65120,1.0
6155,3190,0271,65086,14.0
6156,3190,0271,65087,1.0
6157,3191,0272,64339,4.0
6158,3192,0273,65213,6.0
6159,3193,0274,65213,6.0
6160,3194,0275,65092,22.2
6161,3195,0276,65092,22.2
6162,3196,0277,65189,2.0
6163,3197,0278,65195,50.0
6164,3198,0279,64998,45.0
6165,3199,0280,64737,1.0
6166,3200,0281,65150,6.0
6167,3201,0282,64512,24.0
6168,3201,0282,64523,25.0
6169,3202,0283,65101,2.0
6170,3203,0284,64952,2.6
6171,3204,0285,65125,2.0
6172,3204,0285,65135,20.0
6173,3205,0286,65125,2.0
6174,3205,0286,65135,20.0
6175,3206,0287,64475,2.0
6176,3207,0288,65361,1.0
6177,3207,0288,65362,1.0
6178,3208,0289,64609,8.0
6179,3209,0290,64639,620.0
6180,3210,0291,65580,1.0
6181,3210,0291,65581,1.0
6182,3211,0292,64546,1.0
6183,3212,0293,65436,1.0
6184,3213,0294,63451,24.5
6185,3214,0295,64689,2.0
6186,3215,0296,64033,90.0
6187,3216,0297,65081,74.0
6188,3217,0298,59706,1.0
6189,3217,0298,59707,1.0
6190,3218,0299,64801,4.0
6191,3219,0300,65082,164.0
6192,3219,0300,65083,36.0
6193,3219,0300,65084,12.0
6194,3220,0301,64890,2.6
6195,3220,0301,64894,5.0
6196,3221,0302,65037,5.0
6197,3222,0303,65079,72.0
6198,3223,0304,64827,2.0
6199,3223,0304,64828,2.0
6200,3223,0304,64832,10.0
6201,3224,0305,63331,9794.0
6202,3225,0306,64986,10.0
6203,3226,0307,65059,1.0
6204,3227,0308,65060,30.0
6205,3227,0308,65061,145.0
6206,3228,0309,64601,4.0
6207,3229,0310,65056,100.0
6208,3230,0311,64845,2.0
6209,3231,0312,64844,1.0
6210,3232,0313,64376,50.0
6211,3232,0313,64378,107.0
6212,3232,0313,64381,1.0
6213,3233,0314,64582,3.0
6214,3234,0315,64495,25.0
6215,3235,0316,63698,20.0
6216,3236,0317,63731,65.0
6217,3236,0317,63732,5.0
6218,3237,0318,63855,2.0
6219,3237,0318,63856,2.0
6220,3238,0319,63847,50.0
6221,3239,0320,63922,4.0
6222,3239,0320,63923,4.0
6223,3239,0320,63925,7.0
6224,3240,0321,63916,3.0
6225,3241,0322,63904,20.0
6226,3241,0322,63907,10.0
6227,3241,0322,63908,100.0
6228,3242,0323,63462,10.0
6229,3242,0323,63465,1.0
6230,3243,0324,64074,20.6
6231,3244,0325,64114,10.0
6232,3245,0326,63517,4.0
6233,3245,0326,63518,4.0
6234,3245,0326,63519,1.0
6235,3245,0326,63520,2.0
6236,3245,0326,63524,2.0
6237,3245,0326,63525,5.0
6238,3245,0326,63526,6.0
6239,3245,0326,63527,6.0
6240,3245,0326,63528,6.0
6241,3246,0327,63571,2.0
6242,3247,0328,63579,1.0
6243,3248,0329,63634,1.0
6244,3248,0329,63636,1.0
6245,3249,0330,61665,1.0
6246,3250,0331,61664,3.7
6247,3251,0332,53050,4.0
6248,3251,0332,53051,4.0
6249,3251,0332,53052,8.0
6250,3252,0333,65609,1.0
6251,3252,0333,65610,1.0
6252,3252,0333,65611,1.0
6253,3252,0333,65612,1.0
6254,3252,0333,65613,1.0
6255,3252,0333,65614,2.0
6256,3252,0333,65615,1.0
6257,3252,0333,65616,1.0
6258,3252,0333,65617,1.0
6259,3252,0333,65618,1.0
6260,3252,0333,65619,1.0
6261,3252,0333,65620,1.0
6262,3252,0333,65621,1.0
6263,3252,0333,65622,1.0
6264,3252,0333,65623,1.0
6265,3252,0333,65624,1.0
6266,3252,0333,65625,1.0
6267,3252,0333,65626,1.0
6268,3252,0333,65627,1.0
6269,3253,0334,52079,8.0
6270,3253,0334,52080,8.0
6271,3253,0334,52081,60.0
6272,3253,0334,52083,2.0
6273,3253,0334,52084,25.0
6274,3253,0334,52085,6.0
6275,3253,0334,52086,1.0
6276,3254,0335,52079,8.0
6277,3254,0335,52080,8.0
6278,3254,0335,52081,60.0
6279,3254,0335,52083,2.0
6280,3254,0335,52084,25.0
6281,3254,0335,52085,6.0
6282,3254,0335,52086,1.0
6283,3255,0336,52079,8.0
6284,3255,0336,52080,8.0
6285,3255,0336,52081,60.0
6286,3255,0336,52083,2.0
6287,3255,0336,52084,25.0
6288,3255,0336,52085,6.0
6289,3256,0337,53173,66.0
6290,3257,0338,52668,100.0
6291,3257,0338,52669,500.0
6292,3258,0339,64267,12.0
6293,3259,0340,64233,2.0
6294,3259,0340,64234,2.0
6295,3259,0340,64235,1.0
6296,3259,0340,64236,1.0
6297,3259,0340,64237,2.0
6298,3259,0340,64238,4.0
6299,3259,0340,64239,2.0
6300,3259,0340,64240,1.0
6301,3259,0340,64241,1.0
6302,3259,0340,64242,1.0
6303,3260,0341,63453,10.0
6304,3260,0341,63454,10.0
6305,3260,0341,63456,1.0
6306,3260,0341,63457,1.0
6307,3260,0341,63458,2.0
6308,3260,0341,63459,1.0
6309,3261,0342,52952,1.0
6310,3262,0343,52335,2.0
6311,3262,0343,52336,2.0
6312,3263,0344,52269,1.0
6313,3264,0345,52127,1.0
6314,3264,0345,52128,1.0
6315,3264,0345,52130,4.0
6316,3265,0346,52125,24.0
6317,3266,0347,52066,10.0
6318,3266,0347,52068,1.0
6319,3267,0348,52667,100.0
6320,3268,0349,51646,1.0
6321,3269,0350,51934,8.0
6322,3269,0350,51935,4.0
6323,3269,0350,51936,8.0
6324,3269,0350,51937,42.0
6325,3269,0350,51938,2.0
6326,3270,0351,51729,1.0
6327,3270,0351,51731,1.0
6328,3271,0352,51426,19.0
6329,3271,0352,51429,24.0
6330,3272,0353,51449,1.0
6331,3273,0354,51538,258.4
6332,3274,0355,51350,19.0
6333,3275,0356,51287,19.0
6334,3276,0357,63883,20.0
6335,3277,0358,63949,5.0
6336,3278,0359,63477,2.0
6337,3278,0359,63479,1.0
6338,3279,0360,64424,1.0
6339,3280,0361,64228,2.0
6340,3280,0361,64229,1.0
6341,3281,0362,64288,2.0
6342,3282,0363,65456,10.0
6343,3283,0364,65551,6.0
6344,3283,0364,65552,3.0
6345,3283,0364,65553,3.0
6346,3283,0364,65554,6.0
6347,3283,0364,65555,3.0
6348,3283,0364,65556,3.0
6349,3283,0364,65557,3.0
6350,3283,0364,65558,3.0
6351,3283,0364,65559,6.0
6352,3283,0364,65560,3.0
6353,3283,0364,65561,3.0
6354,3283,0364,65562,3.0
6355,3283,0364,65563,3.0
6356,3283,0364,65564,3.0
6357,3283,0364,65565,3.0
6358,3283,0364,65566,3.0
6359,3283,0364,65567,3.0
6360,3283,0364,65568,3.0
6361,3283,0364,65569,3.0
6362,3283,0364,65570,3.0
6363,3283,0364,65571,6.0
6364,3283,0364,65572,3.0
6365,3283,0364,65573,6.0
6366,3283,0364,65574,3.0
6367,3283,0364,65575,12.0
6368,3283,0364,65576,3.0
6369,3283,0364,65577,3.0
6370,3283,0364,65578,3.0
6371,3283,0364,65579,6.0
6372,3284,0365,65628,1.0
6373,3284,0365,65629,1.0
6374,3284,0365,65630,1.0
6375,3284,0365,65631,1.0
6376,3284,0365,65632,1.0
6377,3284,0365,65633,1.0
6378,3284,0365,65634,1.0
6379,3284,0365,65635,1.0
6380,3284,0365,65636,1.0
6381,3284,0365,65637,1.0
6382,3284,0365,65638,1.0
6383,3284,0365,65639,2.0
6384,3284,0365,65640,1.0
6385,3284,0365,65641,2.0
6386,3284,0365,65642,2.0
6387,3284,0365,65643,1.0
6388,3284,0365,65644,1.0
6389,3284,0365,65645,1.0
6390,3284,0365,65646,1.0
6391,3284,0365,65647,1.0
6392,3284,0365,65648,1.0
6393,3284,0365,65649,1.0
6394,3285,0366,65652,1.0
6395,3286,0367,65653,8.0
6396,3287,0368,63813,155.0
6397,3288,0369,65650,4.0
6398,3288,0369,65651,8.0
6399,3289,0370,65599,415.0
6400,3290,0371,65599,415.0
6401,3291,0372,65608,51.0
6402,3292,0373,65584,150.0
6403,3293,0374,65405,3.0
6404,3293,0374,65409,0.49
6405,3294,0375,65412,1.0
6406,3295,0376,65348,3.0
6407,3296,0377,63436,12.0
6408,3296,0377,63438,18.0
6409,3296,0377,63442,1293.0
6410,3296,0377,63444,15.0
6411,3297,0378,64326,8.0
6412,3298,0379,64794,14.0
6413,3299,0380,63276,22.0
6414,3300,0381,63259,365.0
6415,3301,0382,63984,2.0
6416,3302,0383,63979,8.0
6417,3302,0383,63980,4.0
6418,3303,0384,63943,2.0
6419,3304,0385,63683,4.0
6420,3305,0386,64008,4.0
6421,3306,0387,64005,4.0
6422,3307,0388,63959,4.0
6423,3307,0388,63960,3.0
6424,3307,0388,63962,4.0
6425,3307,0388,63963,2.0
6426,3308,0389,64045,1.0
6427,3309,0390,64284,135.8
6428,3310,0391,64248,73.6
6429,3311,0392,64748,1.0
6430,3311,0392,64749,1.0
6431,3311,0392,64750,1.0
6432,3311,0392,64751,1.0
6433,3312,0393,64190,100.0
6434,3313,0394,64491,1.0
6435,3314,0395,64303,120.0
6436,3315,0396,63858,10.0
6437,3316,0397,63898,8.0
6438,3316,0397,63899,10.0
6439,3317,0398,63884,4.0
6440,3317,0398,63886,4.0
6441,3318,0399,64499,75.0
6442,3318,0399,64500,75.0
6443,3318,0399,64502,75.0
6444,3319,0400,63931,12.0
6445,3320,0401,64271,1.0
6446,3321,0402,64276,1.0
6447,3322,0403,51819,6.0
6448,3323,0404,51412,19.0
6449,3323,0404,51413,20.0
6450,3324,0405,51259,20.0
6451,3325,0406,51197,1.0
6452,3326,0407,50966,1.0
6453,3327,0408,50898,8.0
6454,3327,0408,50899,20.0
6455,3327,0408,50900,20.0
6456,3328,0409,50176,4.0
6457,3329,0410,50757,4.0
6458,3329,0410,50759,2.0
6459,3329,0410,50761,5.0
6460,3330,0411,50145,1.0
6461,3331,0412,50064,62.1
6462,3332,0413,50193,100.0
6463,3333,0414,50080,4.0
6464,3333,0414,50081,12.0
6465,3333,0414,50083,1.0
6466,3333,0414,50084,50.0
6467,3333,0414,50085,2.0
6468,3334,0415,50073,34.0
6469,3335,0416,49665,1.0
6470,3336,0417,48399,2.0
6471,3337,0418,48399,2.0
6472,3338,0419,47690,3.0
6473,3339,0420,65686,1.0
6474,3339,0420,65687,1.0
6475,3339,0420,65689,1.0
6476,3339,0420,65690,1.0
6477,3340,0001,66346,1.0
6478,3341,0002,66150,12.0
6479,3342,0003,65341,4.0
6480,3342,0003,65342,2.0
6481,3342,0003,65343,2.0
6482,3343,0004,64667,2.0
6483,3344,0005,66312,450.0
6484,3345,0006,66314,464.0
6485,3346,0007,66324,1.0
6486,3347,0008,66339,4.0
6487,3348,0009,66106,1.0
6488,3349,0010,66311,1.0
6489,3350,0011,66356,17.8
6490,3351,0012,66153,4.0
6491,3352,0013,66359,78.0
6492,3353,0014,66159,15.0
6493,3354,0015,66464,1000.0
6494,3354,0015,66465,1.0
6495,3355,0016,66497,1.0
6496,3355,0016,66498,2.0
6497,3356,0017,66499,1.0
6498,3357,0018,66493,1.0
6499,3357,0018,66494,1.0
6500,3357,0018,66495,1.0
6501,3358,0019,65583,6.0
6502,3359,0020,66421,3.0
6503,3360,0021,66433,200.0
6504,3361,0022,66445,10.0
6505,3362,0023,66443,25.0
6506,3363,0024,66434,1.0
6507,3363,0024,66436,12.0
6508,3363,0024,66438,2.0
6509,3363,0024,66439,1.0
6510,3363,0024,66440,8.0
6511,3364,0025,66410,2.0
6512,3364,0025,66411,1.0
6513,3364,0025,66413,1.0
6514,3364,0025,66414,1.0
6515,3364,0025,66415,1.0
6516,3364,0025,66416,1.0
6517,3365,0026,65892,2.0
6518,3366,0027,66488,1.0
6519,3367,0028,66855,1.0
6520,3367,0028,66860,1.0
6521,3368,0029,66818,2.0
6522,3368,0029,66819,3.0
6523,3369,0030,66791,1.0
6524,3370,0031,66805,1.0
6525,3371,0032,66835,5.0
6526,3371,0032,66836,5.0
6527,3372,0033,66815,5.0
6528,3372,0033,66816,2.0
6529,3372,0033,66817,1.0
6530,3373,0034,66429,6.0
6531,3374,0035,66588,12.0
6532,3375,0036,66253,4.0
6533,3376,0037,66601,9.0
6534,3377,0038,66508,100.0
6535,3378,0039,66261,30.2
6536,3379,0040,66773,1.0
6537,3380,0041,67050,105.0
6538,3381,0042,67045,4.0
6539,3382,0043,67015,1.0
6540,3383,0044,67018,1.0
6541,3384,0045,67019,1.0
6542,3385,0046,66964,1.0
6543,3386,0047,66766,1.0
6544,3386,0047,66767,1.0
6545,3386,0047,66768,4.0
6546,3386,0047,66769,4.0
6547,3386,0047,66770,5.0
6548,3386,0047,66771,5.0
6549,3386,0047,66772,5.0
6550,3387,0048,66920,2.5
6551,3388,0049,66893,1.0
6552,3389,0050,66863,76.0
6553,3389,0050,66864,3.0
6554,3390,0051,67572,1.0
6555,3391,0052,67406,1.0
6556,3392,0053,67600,141.45
6557,3393,0054,67595,5000.0
6558,3394,0055,67575,1.0
6559,3395,0056,67190,1.0
6560,3395,0056,67191,1.0
6561,3396,0057,66743,4.0
6562,3396,0057,66744,4.0
6563,3397,0058,67224,1.0
6564,3398,0059,67748,2.0
6565,3398,0059,67749,2.0
6566,3398,0059,67750,2.0
6567,3398,0059,67751,2.0
6568,3398,0059,67752,2.0
6569,3398,0059,67753,2.0
6570,3398,0059,67754,2.0
6571,3398,0059,67755,2.0
6572,3398,0059,67756,2.0
6573,3398,0059,67757,2.0
6574,3398,0059,67758,2.0
6575,3398,0059,67759,2.0
6576,3398,0059,67760,2.0
6577,3398,0059,67761,2.0
6578,3398,0059,67762,2.0
6579,3399,0060,67203,1.0
6580,3400,0061,67021,3.0
6581,3401,0062,67092,2.0
6582,3401,0062,67093,23.0
6583,3401,0062,67094,2.0
6584,3401,0062,67095,4.0
6585,3401,0062,67096,2.0
6586,3401,0062,67097,1.0
6587,3401,0062,67098,1.0
6588,3401,0062,67099,1.0
6589,3401,0062,67100,1.0
6590,3402,0063,67826,24.0
6591,3402,0063,67827,12.0
6592,3403,0064,67818,900.0
6593,3404,0065,67812,1.0
6594,3405,0066,67806,9.0
6595,3406,0067,67805,5.0
6596,3407,0068,67494,4.0
6597,3407,0068,67495,4.0
6598,3408,0069,67619,20.0
6599,3409,0070,67680,995.0
6600,3409,0070,67681,981.0
6601,3409,0070,67682,1000.0
6602,3409,0070,67683,1.0
6603,3410,0071,67677,2.0
6604,3411,0072,67646,2.0
6605,3411,0072,67647,2.0
6606,3412,0073,68278,1.0
6607,3413,0074,68177,10.0
6608,3413,0074,68188,66.0
6609,3413,0074,68189,34.0
6610,3413,0074,68191,16.0
6611,3414,0075,68164,156.0
6612,3415,0076,68162,1082.0
6613,3416,0077,68266,8.0
6614,3417,0078,68267,10.0
6615,3417,0078,68268,20.0
6616,3418,0079,68277,1.0
6617,3419,0080,67906,12.0
6618,3419,0080,67907,2.0
6619,3419,0080,67908,4.0
6620,3420,0081,68106,65.5
6621,3420,0081,68107,2.0
6622,3421,0082,68110,1.0
6623,3422,0083,68098,3825.0
6624,3423,0084,68049,1.0
6625,3424,0085,68071,1.0
6626,3424,0085,68072,100.0
6627,3425,0086,68124,1228.4
6628,3426,0087,67890,4.0
6629,3426,0087,67891,11.5
6630,3427,0088,67963,1.0
6631,3427,0088,67964,1.0
6632,3427,0088,67965,2.0
6633,3427,0088,67966,1.0
6634,3427,0088,67967,1.0
6635,3427,0088,67968,3.0
6636,3427,0088,67971,1.0
6637,3428,0089,67929,1.0
6638,3429,0090,67937,365.0
6639,3430,0091,67028,1.0
6640,3430,0091,67029,1.0
6641,3430,0091,67030,1.0
6642,3431,0092,68430,3.0
6643,3432,0093,68378,2.0
6644,3432,0093,68379,1.0
6645,3433,0094,68380,1.0
6646,3433,0094,68381,1.0
6647,3433,0094,68382,2.0
6648,3433,0094,68383,1.0
6649,3434,0095,68410,1.0
6650,3435,0096,68409,170.0
6651,3436,0097,68407,20.0
6652,3437,0098,68401,2.0
6653,3438,0099,68404,20.0
6654,3439,0100,68400,1.0
6655,3440,0101,68399,5.0
6656,3441,0102,68392,20.0
6657,3442,0103,68393,2.0
6658,3442,0103,68394,4.0
6659,3443,0104,68417,40.0
6660,3444,0105,68331,6.0
6661,3444,0105,68332,1.0
6662,3445,0106,68321,80.0
6663,3446,0107,68238,8.0
6664,3447,0108,68313,1.0
6665,3448,0109,68294,23.0
6666,3449,0110,68497,42.0
6667,3450,0111,68322,5.0
6668,3450,0111,68325,50.0
6669,3450,0111,68326,50.0
6670,3451,0112,68292,1.0
6671,3452,0113,67179,40.0
6672,3453,0114,68256,1.0
6673,3453,0114,68257,1.0
6674,3454,0115,68451,261.0
6675,3454,0115,68452,580.0
6676,3454,0115,68453,207.0
6677,3455,0116,68521,1.0
