Id,SysDate,SysTime,CompId,FinYearId,SessionId,ItemId,LockUnlock,Type,LockedbyTranaction,LockDate,LockTime
16589,2022-02-27,3:21:03 PM,1,9,sapl0350,5525,0,2,1406,2023-02-23,1:29:04 PM
16590,2022-02-27,3:25:45 PM,1,9,sapl0350,86615,0,2,1388,2023-02-22,2:39:28 PM
16591,2022-02-27,3:32:08 PM,1,9,sapl0350,84340,0,2,SAPL0001,2022-03-31,9:41:49 AM
16592,2022-02-28,12:09:53 PM,1,9,sapl0350,83410,0,2,Sapl0324,2022-11-03,3:20:15 PM
16593,2022-03-01,9:17:47 AM,1,9,sapl0350                                          ,85839,0,2,Sapl0324,2022-03-31,9:30:42 AM
16594,2022-03-01,9:18:24 AM,1,9,sapl0350                                          ,85840,0,2,Sapl0324,2022-03-31,9:30:42 AM
16595,2022-03-01,1:16:11 PM,1,9,sapl0350,5656,0,2,0904,2022-11-16,1:39:04 PM
16596,2022-03-01,1:25:06 PM,1,9,sapl0350,61214,0,2,sapl0290,2022-03-14,5:05:19 PM
16597,2022-03-01,1:51:30 PM,1,9,sapl0350,71120,0,2,sapl0290,2022-03-14,5:05:19 PM
16598,2022-03-01,1:59:27 PM,1,9,sapl0350,5644,0,2,0955,2022-12-07,1:18:59 PM
16599,2022-03-01,2:20:23 PM,1,9,sapl0350,83776,0,2,1057,2023-01-04,10:47:07 AM
16600,2022-03-01,2:21:22 PM,1,9,sapl0350,83912,0,2,0909,2022-11-16,5:01:54 PM
16601,2022-03-01,2:22:43 PM,1,9,sapl0350,83906,0,2,sapl0290,2022-03-14,5:05:19 PM
16602,2022-03-02,11:05:45 AM,1,9,sapl0350                                         ,5644,0,2,0955,2022-12-07,1:18:59 PM
16603,2022-03-02,5:14:02 PM,1,9,sapl0350,1459,0,2,0604,2022-09-14,11:52:24 AM
16604,2022-03-04,10:42:18 AM,1,9,sapl0350,82386,0,2,Sapl0002,2023-02-10,6:14:21 PM
16605,2022-03-04,11:37:53 AM,1,9,sapl0350,71426,0,2,1229,2023-02-11,1:56:38 PM
16606,2022-03-04,1:58:44 PM,1,9,sapl0350,6435,0,2,Sapl0324,2022-11-18,10:27:41 AM
16607,2022-03-04,2:00:08 PM,1,9,sapl0350,7201,0,2,0980,2022-12-15,2:58:50 PM
16608,2022-03-04,2:01:31 PM,1,9,sapl0350,5650,0,2,SAPL0324,2022-09-22,9:24:53 AM
16609,2022-03-04,2:03:01 PM,1,9,sapl0350,5659,0,2,Sapl0324,2022-11-24,3:59:55 PM
16610,2022-03-04,2:07:53 PM,1,9,sapl0350,5949,0,2,SAPL0324,2022-08-25,1:50:53 PM
16611,2022-03-04,2:10:44 PM,1,9,sapl0350,7241,0,2,1310,2023-02-16,4:50:18 PM
16612,2022-03-04,2:13:34 PM,1,9,sapl0350,71776,1,1,,,
16613,2022-03-04,2:16:44 PM,1,9,sapl0350,81079,1,1,,,
16614,2022-03-04,2:21:27 PM,1,9,sapl0350,82311,0,2,1055,2023-01-04,9:43:11 AM
16615,2022-03-04,3:18:28 PM,1,9,sapl0350                                         ,83590,0,2,Sapl0324,2022-11-03,3:20:15 PM
16616,2022-03-04,3:18:48 PM,1,9,sapl0350                                         ,83590,0,2,Sapl0324,2022-11-03,3:20:15 PM
16617,2022-03-04,3:32:51 PM,1,9,sapl0350                                         ,84597,0,2,Sapl0002,2023-02-16,4:41:16 PM
16618,2022-03-05,3:58:43 PM,1,9,Sapl0324,1459,0,2,0604,2022-09-14,11:52:24 AM
16619,2022-03-05,4:50:12 PM,1,9,SAPL0324,83590,0,2,Sapl0324,2022-11-03,3:20:15 PM
16620,2022-03-06,1:30:28 PM,1,9,sapl0350                                         ,84585,0,2,1235,2023-02-11,5:06:53 PM
