Id,MId,PONo,PRNo,PRId,SPRNo,SPRId,Qty,Rate,Discount,AddDesc,PF,ExST,VAT,DelDate,AmendmentNo,BudgetCode,flag
66266,16927,0029,,,0064,28139,25.0,9.45,30.0,,1,31,94,2022-05-23,0,2,0
66267,16927,0029,,,0064,28140,40.0,30.2,40.0,,1,31,94,2022-05-23,0,2,0
66268,16927,0029,,,0064,28141,50.0,38.55,30.0,,1,31,94,2022-05-23,0,2,0
66269,16927,0029,,,0064,28142,20.0,67.35,30.0,,1,31,94,2022-05-23,0,2,0
66270,16927,0029,,,0064,28143,20.0,7.0,0.0,,1,31,94,2022-05-23,0,2,0
66271,16927,0029,,,0064,28144,50.0,13.5,20.0,,1,31,94,2022-05-23,0,2,0
66272,16927,0029,,,0064,28145,50.0,2.0,0.0,,1,31,94,2022-05-23,0,2,0
66273,16927,0029,,,0064,28146,50.0,2.0,0.0,,1,31,94,2022-05-23,0,2,0
66274,16927,0029,,,0064,28147,2.0,50.2,60.0,,1,31,94,2022-05-23,0,2,0
66275,16927,0029,,,0064,28148,2.0,198.0,15.0,,1,31,94,2022-05-23,0,2,0
66276,16928,0030,,,0065,28149,60.0,29.2,40.0,,1,31,94,2022-05-23,0,2,0
66277,16928,0030,,,0065,28150,60.0,11.35,40.0,,1,31,94,2022-05-23,0,2,0
66278,16928,0030,,,0065,28151,50.0,2.0,10.0,,1,31,94,2022-05-23,0,2,0
66279,16928,0030,,,0065,28152,60.0,9.45,30.0,,1,31,94,2022-05-23,0,2,0
66280,16929,0031,,,0067,28164,2.0,388.0,50.0,,1,31,94,2022-05-23,0,0,0
66281,16929,0031,,,0066,28153,2.0,127.0,60.0,,1,31,94,2022-05-23,0,0,0
66282,16929,0031,,,0066,28154,2.0,181.0,60.0,,1,31,94,2022-05-23,0,0,0
66283,16929,0031,,,0066,28155,2.0,370.0,40.0,,1,31,94,2022-05-23,0,0,0
66284,16929,0031,,,0066,28156,2.0,437.0,40.0,,1,31,94,2022-05-23,0,0,0
66285,16929,0031,,,0066,28157,1.0,90.0,0.0,,1,31,94,2022-05-23,0,0,0
66286,16929,0031,,,0066,28158,10.0,30.0,0.0,,1,31,94,2022-05-23,0,0,0
66287,16929,0031,,,0066,28159,1.0,90.0,0.0,,1,31,94,2022-05-23,0,0,0
66288,16929,0031,,,0066,28160,1.0,34.0,15.0,,1,31,94,2022-05-23,0,0,0
66289,16929,0031,,,0066,28161,2.0,388.0,50.0,,1,31,94,2022-05-23,0,0,0
66290,16929,0031,,,0067,28162,2.0,248.0,40.0,,1,31,94,2022-05-23,0,0,0
66291,16929,0031,,,0067,28163,2.0,437.0,40.0,,1,31,94,2022-05-23,0,0,0
66292,16930,0032,,,0068,28165,60.0,29.2,40.0,,1,31,94,2022-05-23,0,0,0
66293,16930,0032,,,0068,28166,60.0,11.35,40.0,,1,31,94,2022-05-23,0,0,0
66294,16930,0032,,,0068,28167,15.0,45.0,0.0,,1,31,94,2022-05-23,0,0,0
66295,16930,0032,,,0068,28168,25.0,15.0,0.0,,1,31,94,2022-05-23,0,0,0
66296,16930,0032,,,0068,28169,20.0,28.0,0.0,,1,31,94,2022-05-23,0,0,0
66297,16930,0032,,,0068,28170,44.0,9.45,30.0,,1,31,94,2022-05-23,0,0,0
66298,16931,0033,,,0069,28171,30.0,6.95,50.0,,1,31,94,2022-05-23,0,0,0
66299,16931,0033,,,0069,28172,2.0,40.5,0.0,,1,31,94,2022-05-23,0,0,0
66300,16931,0033,,,0069,28173,2.0,60.0,0.0,,1,31,94,2022-05-23,0,0,0
66301,16932,0034,,,0044,28111,1.0,515.0,12.5,,1,31,94,2022-05-24,0,0,0
66302,16933,0035,,,0071,28176,1.0,2714.0,0.0,"00654-65-72 : 2 nos , 00654-71-72 : 2 nos,00654-61-73: 1 nos, 00654-62-73 : 1 nos, 00654-67-89 : 2 nos,00654-73-53: 1 nos",1,31,94,2022-05-24,0,1,0
66303,16933,0035,,,0071,28177,1.0,1308.0,0.0,"00652-25-72 : 2 nos, 00652-58-71: 2 nos, 00652-59-71: 2 nos",1,31,94,2022-05-24,0,1,0
66304,16933,0035,,,0072,28178,15.0,24.0,0.0,,1,31,94,2022-05-24,0,1,0
66305,16934,0036,,,0039,28095,1.0,1100.0,0.0,,1,31,94,2022-05-24,0,0,0
66306,16934,0036,,,0039,28092,2.0,1800.0,0.0,,1,31,94,2022-05-24,0,0,0
66307,16934,0036,,,0039,28094,1.0,1047.0,45.0,,1,31,94,2022-05-24,0,0,0
66308,16934,0036,,,0039,28093,2.0,1100.0,0.0,,1,31,94,2022-05-24,0,0,0
66309,16935,0037,,,0047,28114,60.0,0.4,0.0,,1,31,94,2022-05-24,0,0,0
66310,16935,0037,,,0047,28115,60.0,9.5,55.0,,1,31,94,2022-05-24,0,0,0
66311,16935,0037,,,0047,28116,1.0,988.0,10.0,,1,31,94,2022-05-24,0,0,0
66312,16936,0038,,,0049,28118,450.0,18.0,0.0,,1,31,94,2022-05-24,0,0,0
66313,16937,0039,,,0073,28179,4.0,350.0,0.0,,1,31,94,2022-05-24,0,0,0
66314,16938,0040,,,0050,28119,464.0,5.0,0.0,,1,31,94,2022-05-24,0,0,0
66315,16939,0041,,,0052,28121,359.4,82.0,0.0,,1,31,94,2022-05-24,0,0,0
66316,16940,0042,,,0041,28102,1.0,198.0,15.0,,1,31,94,2022-05-24,0,0,0
66317,16940,0042,,,0041,28103,2.0,29.0,15.0,,1,31,94,2022-05-24,0,0,0
66318,16940,0042,,,0041,28104,1.0,575.0,25.0,,1,31,94,2022-05-24,0,0,0
66319,16941,0043,,,0040,28101,10.0,30.0,0.0,,1,31,94,2022-05-24,0,0,0
66320,16941,0043,,,0040,28100,10.0,40.0,0.0,,1,31,94,2022-05-24,0,0,0
66321,16941,0043,,,0040,28099,16.0,17.0,0.0,,1,31,94,2022-05-24,0,0,0
66322,16941,0043,,,0040,28097,12.0,25.0,0.0,,1,31,94,2022-05-24,0,0,0
66323,16941,0043,,,0040,28098,1.0,50.0,0.0,,1,31,94,2022-05-24,0,0,0
66324,16942,0044,,,0015,28040,1.0,7500.0,0.0,,1,1,1,2022-05-24,1,0,0
66325,16943,0045,,,0034,28077,30.0,37.0,0.0,,1,31,94,2022-05-24,0,2,0
66326,16943,0045,,,0034,28078,20.0,37.0,0.0,,1,31,94,2022-05-24,0,2,0
66328,16944,0046,,,0056,28125,35.0,120.0,0.0,,1,31,94,2022-05-24,0,0,0
66329,16945,0047,,,0057,28126,112.0,86.0,0.0,,1,31,94,2022-05-24,1,0,0
66330,16946,0048,,,0058,28127,1.0,6800.0,0.0,,1,31,94,2022-05-24,0,0,0
66331,16947,0049,,,0035,28079,6.0,4.0,0.0,,1,31,94,2022-05-24,0,1,0
66332,16947,0049,,,0035,28080,6.0,7.2,40.0,,1,31,94,2022-05-24,0,1,0
66333,16947,0049,,,0035,28081,6.0,19.05,30.0,,1,31,94,2022-05-24,0,1,0
66334,16947,0049,,,0035,28082,15.0,4.0,0.0,,1,31,94,2022-05-24,0,1,0
66335,16947,0049,,,0035,28084,12.0,5.0,40.0,,1,31,94,2022-05-24,0,1,0
66336,16947,0049,,,0035,28085,10.0,15.0,0.0,,1,31,94,2022-05-24,0,1,0
66337,16947,0049,,,0035,28083,12.0,4.0,0.0,,1,31,94,2022-05-24,0,1,0
66338,16947,0049,,,0035,28086,5.0,11.75,0.0,,1,31,94,2022-05-24,0,1,0
66339,16948,0050,,,0055,28124,4.0,2001.69,0.0,,1,31,94,2022-05-24,0,0,0
66340,16949,0051,,,0074,28180,10.0,160.0,0.0,,1,31,94,2022-05-24,2,0,0
66341,16950,0052,,,0075,28181,10.0,13.0,0.0,,1,31,94,2022-05-24,2,0,0
66342,16950,0052,,,0075,28182,10.0,15.0,0.0,,1,35,124,2022-05-24,3,0,0
66343,16951,0053,,,0076,28183,32.0,3.38,0.0,,1,31,94,2022-05-24,0,2,0
66344,16951,0053,,,0076,28184,4.0,35.0,0.0,,1,31,94,2022-05-24,0,2,0
66345,16952,0054,,,0077,28185,2.0,1875.0,0.0,,1,31,94,2022-05-25,0,0,0
66346,16953,0055,,,0079,28187,1.0,143.0,0.0,,1,1,1,2022-05-25,0,0,0
66347,16954,0056,,,0063,28134,24.0,216.1,0.0,,1,31,94,2022-05-25,0,0,0
66348,16954,0056,,,0063,28135,24.0,216.1,0.0,,1,31,94,2022-05-25,0,0,0
66349,16954,0056,,,0063,28137,5.0,76.27,0.0,,1,31,94,2022-05-25,0,0,0
66350,16954,0056,,,0063,28136,5.0,76.27,0.0,,1,31,94,2022-05-25,0,0,0
66351,16955,0057,,,0062,28132,122.0,68.3,0.0,,1,31,94,2022-05-25,1,0,0
66352,16955,0057,,,0062,28133,52.0,66.8,0.0,,1,31,94,2022-05-25,0,0,0
66353,16956,0058,,,0061,28130,57.0,92.0,0.0,,1,31,94,2022-05-25,0,0,0
66354,16956,0058,,,0061,28131,22.5,95.0,0.0,,1,31,94,2022-05-25,0,0,0
66355,16957,0059,,,0060,28129,15.2,95.0,0.0,,1,31,94,2022-05-25,0,0,0
66356,16958,0060,,,0059,28128,17.8,128.0,0.0,,1,31,94,2022-05-25,0,0,0
66357,16959,0061,,,0051,28120,1.0,821.0,0.0,,1,1,1,2022-05-25,0,0,0
66358,16960,0062,,,0043,28110,108.0,69.3,0.0,,1,31,94,2022-05-25,0,0,0
66359,16961,0063,,,0042,28105,78.0,10.0,0.0,,1,31,94,2022-05-25,0,0,0
66360,16962,0064,,,0045,28112,30.95,288.0,0.0,,1,31,94,2022-05-25,0,0,0
66361,16963,0065,,,0081,28189,1.0,10.0,0.0,,1,31,94,2022-05-25,0,0,0
66362,16964,0066,,,0080,28188,25.0,180.0,0.0,,1,31,94,2022-05-25,0,1,0
66363,16965,0067,,,0082,28190,1.0,30.0,0.0,,1,31,94,2022-05-25,0,0,0
66364,16966,0068,,,0083,28191,1.0,10.0,0.0,,1,31,94,2022-05-25,0,0,0
66365,16967,0069,,,0085,28196,20.0,300.0,0.0,,1,31,94,2022-05-25,0,0,0
66366,16967,0069,,,0085,28197,20.0,200.0,0.0,,1,31,94,2022-05-25,0,0,0
66367,16968,0070,,,0084,28195,100.0,1.0,0.0,,1,31,94,2022-05-25,0,0,0
66368,16968,0070,,,0084,28194,100.0,1.0,0.0,,1,31,93,2022-05-25,0,0,0
66369,16968,0070,,,0084,28193,100.0,1.0,0.0,,1,31,94,2022-05-25,0,0,0
66370,16968,0070,,,0084,28192,100.0,1.0,0.0,,1,31,94,2022-05-25,0,0,0
66371,16969,0071,,,0087,28203,1.0,15072.75,0.0,ACS2903087100,1,31,94,2022-05-26,0,0,0
66372,16969,0071,,,0087,28202,1.0,2056.95,0.0,ACS2903033701,1,31,94,2022-05-26,0,0,0
66373,16969,0071,,,0087,28201,1.0,3371.55,0.0,ACS1613900100,1,31,94,2022-05-26,0,0,0
66374,16969,0071,,,0087,28199,1.0,907.2,0.0,ACS0070600205,1,31,94,2022-05-26,0,0,0
66375,16970,0072,,,1500,27997,462.0,67.8,0.0,,1,31,94,2022-05-25,0,0,0
66376,16970,0072,,,0086,28198,359.0,65.3,0.0,,1,31,94,2022-05-25,0,0,0
66377,16970,0072,,,0001,28016,156.0,69.8,0.0,,1,31,94,2022-05-25,0,0,0
66378,16970,0072,,,0010,28034,320.0,80.3,0.0,,1,31,94,2022-05-25,0,0,0
66379,16971,0073,,,0087,28200,1.0,270.9,0.0,ACS0583812065,1,31,94,2022-05-26,0,0,0
66380,16972,0074,,,0078,28186,1.0,4750.0,0.0,,1,31,94,2022-05-25,0,0,0
66381,16973,0075,,,0089,28205,1.0,15538.0,32.0,SIZE - 1000H.800W.300D,1,31,94,2022-05-27,3,2,0
66382,16973,0075,,,0089,28206,1.0,10715.0,32.0,SIZE - 800.600.300,1,31,94,2022-05-27,3,2,0
66383,16973,0075,,,0089,28207,4.0,7901.0,32.0,SIZE - 600.600.210,1,31,94,2022-05-27,4,2,0
66384,16973,0075,,,0089,28208,5.0,5138.0,32.0,SIZE - 400.400.210,1,31,94,2022-05-27,3,1,0
66385,16973,0075,,,0089,28209,5.0,2508.0,32.0,SIZE - 300.300.120,1,31,94,2022-05-27,3,2,0
66386,16974,0076,,,0090,28210,20.0,160.0,0.0,,1,31,94,2022-05-27,1,0,0
66387,16975,0077,,,0091,28211,5.0,750.0,0.0,,1,31,94,2022-05-28,0,2,0
66388,16975,0077,,,0091,28212,3.0,475.0,0.0,,1,31,94,2022-05-28,0,2,0
66389,16975,0077,,,0091,28213,20.0,30.0,0.0,,1,31,94,2022-05-28,0,2,0
66390,16976,0078,,,0093,28215,1.0,20500.0,0.0,,1,35,124,2022-05-28,1,0,0
66391,16977,0079,,,0094,28216,500.0,175.0,0.0,SIZE OF BOX - 235 X 190 X 100,1,31,94,2022-05-28,0,1,0
66392,16977,0079,,,0094,28217,500.0,165.0,0.0,SIZE OF BOX - 235 X 190 X 75,1,31,94,2022-05-28,0,1,0
66393,16978,0080,,,0095,28218,5.0,950.0,0.0,,1,1,1,2022-05-28,0,1,0
66394,16979,0081,,,0096,28219,25.0,11.9,50.0,,1,31,94,2022-05-29,0,1,0
66395,16980,0082,,,0097,28220,75.0,118.0,0.0,,1,31,94,2022-05-30,0,0,0
66396,16981,0083,0007,43833,,,1.0,7650.0,0.0,,1,1,1,31-05-2022,0,1,0
66397,16981,0083,0007,43836,,,1.0,822.0,0.0,,1,1,1,31-05-2022,0,1,0
66398,16982,0084,0007,43834,,,1.0,12200.0,0.0,,1,1,1,31-05-2022,0,1,0
66399,16982,0084,0007,43835,,,1.0,2789.0,0.0,,1,1,1,31-05-2022,0,1,0
66400,16982,0084,0009,43841,,,1.0,17532.0,0.0,,1,1,1,31-05-2022,0,1,0
66401,16982,0084,0009,43842,,,1.0,13102.0,0.0,,1,1,1,31-05-2022,0,1,0
66402,16982,0084,0009,43843,,,1.0,8942.0,0.0,,1,1,1,31-05-2022,0,1,0
66403,16982,0084,0010,43844,,,1.0,7994.0,0.0,,1,1,1,31-05-2022,0,1,0
66404,16982,0084,0010,43845,,,2.0,188.0,0.0,,1,1,1,31-05-2022,0,1,0
66405,16983,0085,0011,43846,,,4.0,30525.0,0.0,,1,1,1,31-05-2022,0,1,0
66406,16983,0085,0011,43847,,,2.0,10227.0,0.0,,1,1,1,31-05-2022,0,1,0
66407,16983,0085,0011,43848,,,2.0,13994.0,0.0,,1,1,1,31-05-2022,0,1,0
66408,16983,0085,0011,43849,,,1.0,4169.72,0.0,,1,1,1,31-05-2022,0,1,0
66409,16984,0086,,,0098,28221,43.0,45.0,0.0,,1,35,124,2022-06-01,0,0,0
66410,16985,0087,,,0099,28222,2.0,25000.0,0.0,,1,1,1,2022-06-01,0,0,0
66411,16985,0087,,,0099,28223,1.0,1500.0,0.0,,1,1,1,2022-06-01,0,0,0
66412,16985,0087,,,0099,28224,1.0,2000.0,0.0,,1,1,1,2022-06-01,0,0,0
66413,16985,0087,,,0099,28225,1.0,1500.0,0.0,,1,1,1,2022-06-01,0,0,0
66414,16985,0087,,,0099,28226,1.0,2000.0,0.0,,1,1,1,2022-06-01,0,0,0
66415,16985,0087,,,0099,28227,1.0,2000.0,0.0,,1,1,1,2022-06-01,0,0,0
66416,16985,0087,,,0099,28228,1.0,4000.0,0.0,,1,1,1,2022-06-01,0,0,0
66417,16986,0088,,,0100,28229,1.0,250.0,0.0,,1,31,94,2022-06-01,2,1,0
66418,16986,0088,,,0100,28230,4.0,250.0,0.0,,1,31,94,2022-06-01,2,1,0
66419,16986,0088,,,0100,28231,2.0,250.0,0.0,,1,31,94,2022-06-01,2,1,0
66420,16987,0089,,,0101,28232,1.0,8036.0,0.0,,1,1,1,2022-06-01,0,0,0
66421,16988,0090,,,0102,28233,3.0,1600.0,0.0,,1,1,1,2022-06-01,0,0,0
66422,16989,0091,0012,43850,,,5.0,5512.0,0.0,,1,31,94,2022-06-03,5,2,0
66423,16989,0091,0012,43851,,,1.0,7649.0,0.0,MSTG-M-50-75,1,31,94,2022-06-03,5,2,0
66424,16989,0091,0012,43852,,,1.0,5793.0,0.0,,1,31,94,2022-06-03,5,2,0
66425,16989,0091,0012,43853,,,20.0,8124.0,0.0,,1,31,94,2022-06-04,6,1,0
66426,16989,0091,0012,43854,,,2.0,12538.0,0.0,"STG-M-40-25 = 2 nos
SW-T2YD3 = 4 NOS",1,31,94,2022-06-03,5,2,0
66427,16990,0092,,,0104,28235,2.0,14899.0,0.0,"STG-M-20-100 = 2 QTY
SW-T2YD3 = 4 QTY",1,31,94,2022-06-03,1,1,0
66428,16991,0093,,,0107,28245,2.0,6033.0,0.0,,1,31,94,2022-06-03,0,0,0
66429,16992,0094,,,0111,28259,6.0,5040.0,0.0,X6616,1,31,94,2022-06-03,1,1,0
66430,16992,0094,,,0111,28260,4.0,6300.0,0.0,D6716,1,31,94,2022-06-03,1,1,0
66431,16992,0094,,,0111,28261,4.0,5040.0,0.0,X6716,1,31,94,2022-06-03,1,1,0
66432,16993,0095,,,0112,28262,4.0,40.0,0.0,,1,31,94,2022-06-03,1,0,0
66433,16994,0096,,,0113,28263,200.0,14.5,0.0,,1,31,94,2022-06-03,0,0,0
66434,16995,0097,,,0110,28252,1.0,40.0,0.0,,1,31,94,2022-06-03,0,1,0
66435,16995,0097,,,0110,28253,6.0,30.0,0.0,,1,31,94,2022-06-03,0,1,0
66436,16995,0097,,,0110,28254,12.0,40.0,0.0,,1,31,94,2022-06-03,0,1,0
66437,16995,0097,,,0110,28255,2.0,420.0,30.0,,1,31,94,2022-06-03,0,0,0
66438,16995,0097,,,0110,28256,2.0,1200.0,30.0,,1,31,94,2022-06-03,0,0,0
66439,16995,0097,,,0110,28257,1.0,60.0,25.0,,1,31,94,2022-06-03,0,0,0
66440,16995,0097,,,0110,28258,8.0,160.0,0.0,,1,31,94,2022-06-03,0,1,0
66441,16996,0098,,,0114,28264,300.0,0.5,0.0,,1,31,94,2022-06-03,0,0,0
66442,16997,0099,,,0115,28265,25.0,38.0,0.0,,1,31,94,2022-06-03,0,0,0
66443,16997,0099,,,0115,28266,25.0,50.0,0.0,,1,31,94,2022-06-03,0,0,0
66444,16998,0100,,,0117,28268,1.0,380.0,15.25,,1,31,94,2022-06-03,0,0,0
66445,16999,0101,,,0116,28267,10.0,120.0,0.0,,1,31,94,2022-06-03,0,0,0
66446,17000,0102,,,0121,28273,1.0,11700.0,0.0,,1,31,94,2022-06-07,0,2,0
66447,17001,0103,,,0122,28276,1.0,1100.0,23.0,,1,31,94,2022-06-05,0,1,0
66448,17001,0103,,,0122,28275,2.0,1800.0,23.0,,1,31,94,2022-06-05,0,1,0
66449,17001,0103,,,0122,28274,1.0,2250.0,23.0,,1,31,94,2022-06-05,0,1,0
66450,17002,0104,,,0119,28270,1.0,515.0,12.5,,1,31,94,2022-06-04,0,0,0
66451,17003,0105,,,0123,28277,1.0,850.0,0.0,Q38mm*30mm Beary Size (Tapper),1,31,94,2022-06-04,0,0,0
66452,17004,0106,,,0127,28285,205.0,70.3,0.0,,1,31,94,2022-06-04,0,0,0
66453,17005,0107,,,0129,28289,500.0,26.0,0.0,,1,31,94,2022-06-04,0,2,0
66454,17005,0107,,,0130,28290,500.0,14.5,0.0,,1,31,94,2022-06-04,0,2,0
66455,17006,0108,,,0125,28280,1.0,4680.0,0.0,"SAC:4010
1200*3MTR*5MM",1,31,94,2022-06-04,0,1,0
66456,17006,0108,,,0125,28281,2.0,500.0,15.25,"SR 998 1LTR
HSN:35061000",1,31,94,2022-06-04,0,0,0
66457,17007,0109,,,0140,28306,25.0,550.0,0.0,,1,1,1,2022-06-04,0,0,0
66458,17008,0110,,,0132,28294,1.0,2700.0,35.0,-,1,31,94,2022-06-04,0,0,0
66459,17008,0110,,,0132,28295,1.0,120.0,0.0,,1,31,94,2022-06-04,0,0,0
66460,17009,0111,,,0141,28307,1.0,75.0,0.0,-,1,31,94,2022-06-04,0,0,0
66461,17010,0112,,,0133,28296,39.4,68.3,0.0,-,1,31,94,2022-06-04,0,0,0
66462,17010,0112,,,0133,28297,43.8,69.3,0.0,-,1,31,94,2022-06-04,0,0,0
66463,17011,0113,,,0136,28300,1.0,588.0,0.0,"cyl 
Spare Nuts Dia 125",1,31,94,2022-06-04,0,1,0
66464,17012,0114,,,0138,28302,1000.0,10.8,0.0,-,1,31,94,2022-06-04,0,1,0
66465,17012,0114,,,0138,28303,1.0,1000.0,0.0,-,1,31,94,2022-06-04,0,1,0
66466,17013,0115,,,0118,28269,2870.0,84.0,0.0,-,1,31,94,2022-06-04,0,0,0
66467,17014,0116,,,0120,28272,42.7,102.0,0.0,"Q25*1900
Q20*1900
Q38*1900
Q48*1900",1,31,94,2022-06-04,0,0,0
66468,17014,0116,,,0120,28271,6.5,100.0,0.0,"55*16*230
22*12*100
45*40*210
150*32*25",1,31,94,2022-06-04,0,0,0
66469,17014,0116,,,0733,25695,1.0,20.66,0.0,-,1,31,94,2022-06-04,0,1,0
66470,17015,0117,,,0124,28278,36.0,1148.0,30.0,-,1,31,94,2022-06-04,0,0,0
66471,17015,0117,,,0124,28279,36.0,1398.0,35.0,-,1,31,94,2022-06-04,0,0,0
66472,17016,0118,,,0126,28282,1.0,55.0,0.0,-,1,31,94,2022-06-04,0,0,0
66473,17016,0118,,,0126,28283,2.0,50.0,0.0,-,1,31,94,2022-06-04,0,0,0
66474,17016,0118,,,0126,28284,2.0,20.0,0.0,-,1,31,94,2022-06-04,0,0,0
66475,17017,0119,,,0131,28291,5.0,33.0,35.0,100*2.5 Jigo(39269099),1,31,94,2022-06-04,0,0,0
66476,17017,0119,,,0131,28292,1.0,200.0,30.0,-,1,31,94,2022-06-04,0,0,0
66477,17017,0119,,,0131,28293,4.0,43.0,35.0,-,1,31,94,2022-06-04,0,0,0
66478,17018,0120,,,0134,28298,8.0,623.9,0.0,-,1,31,94,2022-06-04,0,0,0
66479,17019,0121,,,0135,28299,20.0,119.25,47.0,-,1,31,94,2022-06-04,0,0,0
66480,17020,0122,,,0137,28301,6.0,60.0,0.0,-,1,31,94,2022-06-04,0,0,0
66481,17021,0123,,,0139,28304,2.0,240.0,0.0,-,1,31,94,2022-06-04,0,0,0
66482,17021,0123,,,0139,28305,30.0,0.4,0.0,-,1,31,94,2022-06-04,0,0,0
66483,17022,0124,,,0128,28286,164.0,67.5,0.0,-,1,31,94,2022-06-04,0,0,0
66484,17022,0124,,,0128,28287,1.0,49.0,0.0,-,1,31,94,2022-06-04,0,0,0
66485,17022,0124,,,0142,28308,1.0,500.0,0.0,-,1,31,94,2022-06-04,0,0,0
66486,17023,0125,,,0143,28309,1.0,5320.0,12.5,SN02D12-502M,1,31,94,2022-06-05,0,0,0
66487,17024,0126,,,0148,28314,1.0,574.0,0.0,-,1,31,94,2022-06-05,0,0,0
66488,17025,0127,,,0144,28310,1.0,1350.0,0.0,-,1,31,94,2022-06-05,0,0,0
66489,17026,0128,,,0145,28311,17.0,80.0,0.0,-,1,31,94,2022-06-05,0,0,0
66490,17027,0129,,,0149,28315,45.0,43.0,0.0,,1,35,124,2022-06-05,0,0,0
66491,17028,0130,,,0147,28313,1.0,300.0,0.0,-,1,31,94,2022-06-05,0,0,0
66492,17028,0130,,,0146,28312,2000.0,0.18,0.0,PLATED 3*5,1,31,94,2022-06-05,0,0,0
66493,17029,0131,,,0151,28318,1.0,7200.0,0.0,BAKER DAIL CALLIPER 300 X 0.02 MM (DC30),1,31,94,2022-06-05,0,0,0
66494,17029,0131,,,0151,28319,1.0,5200.0,0.0,1312-300A INSIZE DIAL CAPLIER 300 MM,1,31,94,2022-06-05,0,0,0
66495,17029,0131,,,0151,28320,1.0,4850.0,0.0,1112-300 INSIZE DIGITAL V.C 0-300,1,31,94,2022-06-05,0,0,0
66496,17030,0132,,,0155,28324,1.0,8290.0,0.0,,1,1,1,2022-06-05,0,0,0
66497,17031,0133,,,0150,28316,1.0,250.0,0.0,"Part Name-Crane Drive Wheel
Grade:SAE 1008
Report No.3590
Date:25.04.2022",1,31,94,2022-06-05,0,1,0
66498,17031,0133,,,0150,28317,2.0,100.0,0.0,"Part Name:Crane Drive Wheel
Report No.017/22/DH
Date:25.04.2022",1,31,94,2022-06-05,0,1,0
66499,17032,0134,,,0152,28321,1.0,600.0,0.0,Sr.No.,1,31,94,2022-06-05,0,0,0
66500,17033,0135,,,0153,28322,37.0,100.0,0.0,"MIGFAST-I
0.8mm",1,31,94,2022-06-05,0,0,0
66501,17034,0136,,,0154,28323,295.0,93.25,0.0,"6*4
25 NOS",1,31,94,2022-06-05,0,0,0
66502,17035,0137,,,0158,28345,142.0,118.0,0.0,,1,31,94,2022-06-06,0,0,0
66503,17035,0137,,,0158,28346,1.0,57.0,0.0,,1,31,94,2022-06-06,0,0,0
66504,17036,0138,,,0160,28352,170.0,38.0,0.0,,1,31,94,2022-06-06,0,0,0
66505,17038,0140,0013,43855,,,1.0,2500.0,0.0,,1,31,94,06-06-2022,0,2,0
66506,17038,0140,0013,43856,,,1.0,6000.0,0.0,,1,31,94,06-06-2022,0,2,0
66507,17039,0141,,,0159,28347,900.0,0.9,0.0,CSK 8*25,1,31,94,2022-06-06,0,0,0
66508,17039,0141,,,0159,28348,100.0,0.4,0.0,PVC 8*35,1,31,94,2022-06-06,0,0,0
66509,17039,0141,,,0156,28327,1.0,50.0,0.0,DRILL MESSONERY 4 MM,1,31,94,2022-06-06,0,0,0
66510,17039,0141,,,0156,28328,3.0,74.0,55.0,DRILL HSS 3.3 MM,1,31,94,2022-06-06,0,0,0
66511,17039,0141,,,0156,28329,3.0,305.3,55.0,DRILL HSS 6.8 MM,1,31,94,2022-06-06,0,0,0
66512,17039,0141,,,0156,28330,3.0,334.2,55.0,DRILL HSS 7 MM,1,31,94,2022-06-06,0,0,0
66513,17039,0141,,,0156,28331,3.0,535.0,55.0,DRILL HSS 9 MM,1,31,94,2022-06-06,0,0,0
66514,17039,0141,,,0156,28332,3.0,812.6,55.0,DRILL HSS 11 MM,1,31,94,2022-06-06,0,0,0
66515,17039,0141,,,0159,28349,1.0,1346.0,35.0,REAMER MACHINE 5 MM,1,31,94,2022-06-06,0,0,0
66516,17039,0141,,,0159,28350,1.0,661.0,35.0,TAP MACHINE HSS M 6-A,1,31,94,2022-06-06,0,0,0
66517,17039,0141,,,0159,28351,1.0,695.0,35.0,TAP MACHINE HSS M 8-A,1,31,94,2022-06-06,0,0,0
66518,17040,0142,0013,43859,,,1.0,73130.0,55.0,,1,31,94,06-06-2022,0,2,0
66519,17040,0142,0013,43860,,,1.0,5284.0,0.0,,1,31,94,06-06-2022,0,2,0
66520,17041,0143,0013,43857,,,2.0,2100.0,0.0,,1,31,94,06-06-2022,0,4,0
66521,17041,0143,0013,43858,,,2.0,3600.0,0.0,,1,31,94,06-06-2022,0,4,0
66522,17042,0144,0014,43861,,,200.0,9.28,35.0,,1,31,94,06-06-2022,0,4,0
66523,17042,0144,0014,43862,,,200.0,9.28,35.0,,1,31,94,06-06-2022,0,4,0
66524,17042,0144,0014,43863,,,200.0,9.28,35.0,,1,31,94,06-06-2022,0,4,0
66525,17042,0144,0014,43864,,,200.0,9.28,35.0,,1,31,94,06-06-2022,0,4,0
66526,17042,0144,0014,43865,,,200.0,9.28,35.0,,1,31,94,06-06-2022,0,4,0
66527,17042,0144,0015,43866,,,100.0,376.51,33.0,,1,31,94,06-06-2022,0,4,0
66528,17043,0145,,,0161,28353,6.0,200.0,0.0,"ch no.-2550,2561,2530,2538,2545,2535",1,37,129,2022-06-07,0,0,0
66529,17044,0146,,,0166,28360,3.25,850.0,0.0,,1,31,94,2022-06-07,0,0,0
66530,17044,0146,,,0166,28359,1.0,10.0,0.0,,1,31,94,2022-06-07,0,0,0
