Id,MId,PONo,PRNo,PRId,SPRNo,SPRId,Qty,Rate,Discount,AddDesc,PF,ExST,VAT,DelDate,AmendmentNo,BudgetCode,flag
43322,7558,0001,0001,32994,,,24.0,580.0,0.0,,1,31,94,2018-04-14,0,1,0
43323,7559,0002,,,0812,13299,50.0,32.0,0.0,,1,31,94,2018-04-16,1,2,0
43324,7560,0003,,,0776,13190,6.0,202.66,0.0,,1,31,94,2018-04-16,2,0,0
43332,7562,0005,,,0005,13397,12.0,1356.0,0.0,,1,31,94,2018-04-17,0,0,0
43333,7562,0005,,,0776,13188,12.0,1575.83,0.0,,1,31,94,2018-04-17,1,0,0
43334,7563,0006,,,0735,13095,5.0,37.0,0.0,,1,1,125,2018-04-17,1,0,0
43335,7563,0006,,,0745,13129,20.0,37.0,0.0,,1,1,125,2018-04-17,1,0,0
43336,7563,0006,,,0796,13231,25.0,37.0,0.0,,1,1,125,2018-04-17,1,0,0
43337,7563,0006,,,0796,13232,40.0,45.0,0.0,,1,1,125,2018-04-17,1,0,0
43338,7564,0007,0003,33002,,,1.0,270.0,0.0,,1,1,125,2018-04-17,3,1,0
43339,7565,0008,,,0002,13358,10.0,170.0,0.0,,1,32,95,2018-04-18,0,2,0
43340,7566,0009,,,0001,13357,1.0,2500.0,0.0,,1,1,125,2018-04-18,0,0,0
43341,7567,0010,,,0006,13398,1.0,4170.0,0.0,,1,1,125,2018-04-18,0,1,0
43342,7568,0011,,,0002,13359,20.0,150.0,0.0,,1,1,125,2018-04-18,0,2,0
43343,7569,0012,,,0004,13393,58.0,490.0,0.0,,1,31,94,2018-04-18,0,2,0
43344,7570,0013,,,0004,13395,1.2,3035.83,0.0,,1,31,94,2018-04-18,1,2,0
43345,7571,0014,,,0004,13394,1.0,2300.0,0.0,,1,31,94,2018-04-18,0,2,0
43346,7572,0015,,,0002,13360,5.0,0.4,0.0,,1,31,94,2018-04-18,1,2,0
43347,7572,0015,,,0002,13361,699.0,0.3,0.0,,1,31,94,2018-04-18,1,2,0
43348,7572,0015,,,0002,13362,130.0,1.5,0.0,,1,31,94,2018-04-18,2,2,0
43349,7572,0015,,,0002,13363,180.0,1.5,0.0,,1,31,94,2018-04-18,1,2,0
43350,7572,0015,,,0002,13364,149.0,0.3,0.0,,1,31,94,2018-04-18,1,2,0
43351,7572,0015,,,0002,13365,799.0,0.3,0.0,,1,31,94,2018-04-18,1,2,0
43352,7572,0015,,,0002,13366,216.0,0.6,0.0,,1,31,94,2018-04-18,1,2,0
43353,7572,0015,,,0002,13367,180.0,1.2,0.0,,1,31,94,2018-04-18,1,2,0
43354,7573,0016,0004,33005,,,8.0,210.0,0.0,,1,31,94,2018-04-24,0,1,0
43355,7574,0017,,,0002,13368,6.0,1.5,0.0,,1,31,94,2018-04-18,1,2,0
43356,7574,0017,,,0002,13369,21.0,1.5,0.0,,1,31,94,2018-04-18,1,2,0
43357,7574,0017,,,0651,12825,3.0,25.0,0.0,,1,31,94,2018-04-18,1,0,0
43358,7574,0017,,,0002,13370,80.0,11.2,0.0,,1,31,94,2018-04-18,1,2,0
43359,7574,0017,,,0002,13371,20.0,13.5,0.0,,1,31,94,2018-04-18,2,2,0
43360,7574,0017,,,0002,13372,346.0,14.5,0.0,,1,31,94,2018-04-18,1,2,0
43361,7574,0017,,,0002,13373,85.0,15.5,0.0,,1,31,94,2018-04-18,1,2,0
43362,7574,0017,,,0002,13374,10.0,16.3,0.0,,1,31,94,2018-04-18,1,2,0
43363,7574,0017,,,0002,13375,460.0,17.1,0.0,,1,31,94,2018-04-18,1,2,0
43364,7575,0018,0005,33007,,,8.0,190.0,0.0,,1,31,94,2018-04-18,0,1,0
43365,7575,0018,0005,33009,,,2.0,195.0,0.0,,1,31,94,2018-04-18,0,1,0
43366,7575,0018,0005,33011,,,4.0,220.0,0.0,,1,31,94,2018-04-18,0,1,0
43367,7575,0018,0005,33013,,,2.0,210.0,0.0,,1,31,94,2018-04-18,0,1,0
43368,7575,0018,0005,33015,,,2.0,180.0,0.0,,1,31,94,2018-04-18,0,1,0
43369,7575,0018,0005,33017,,,2.0,190.0,0.0,,1,31,94,2018-04-18,0,1,0
43370,7576,0019,,,0003,13376,100.0,1.2,0.0,,1,31,94,2018-04-18,1,2,0
43371,7576,0019,,,0003,13377,20.0,1.2,0.0,,1,31,94,2018-04-18,1,2,0
43372,7576,0019,,,0003,13378,56.0,2.0,0.0,,1,31,94,2018-04-18,1,2,0
43373,7576,0019,,,0003,13379,65.0,2.5,0.0,,1,31,94,2018-04-18,1,2,0
43374,7576,0019,,,0003,13380,46.0,4.0,0.0,,1,31,94,2018-04-18,1,2,0
43375,7576,0019,,,0003,13381,359.0,8.0,0.0,,1,31,94,2018-04-18,1,2,0
43376,7576,0019,,,0003,13382,50.0,8.5,0.0,,1,31,94,2018-04-18,1,2,0
43377,7576,0019,,,0003,13383,30.0,56.0,0.0,,1,31,94,2018-04-18,1,2,0
43378,7576,0019,,,0003,13384,32.0,45.0,0.0,,1,31,94,2018-04-18,1,2,0
43379,7576,0019,,,0003,13385,13.0,1.0,0.0,,1,31,94,2018-04-18,1,2,0
43380,7576,0019,,,0003,13386,2.0,2.0,0.0,,1,31,94,2018-04-18,1,2,0
43381,7577,0020,,,0004,13387,10.0,9.0,0.0,,1,31,94,2018-04-18,1,2,0
43382,7577,0020,,,0004,13388,38.0,8.5,0.0,,1,31,94,2018-04-18,1,2,0
43383,7577,0020,,,0004,13389,750.0,2.0,0.0,,1,31,94,2018-04-18,1,2,0
43384,7577,0020,,,0004,13390,300.0,1.5,0.0,,1,31,94,2018-04-18,1,2,0
43385,7577,0020,,,0004,13391,100.0,2.0,0.0,,1,31,94,2018-04-18,1,2,0
43386,7577,0020,,,0812,13297,15.0,5.0,0.0,,1,31,94,2018-04-18,1,2,0
43387,7577,0020,,,0812,13298,40.0,15.0,0.0,,1,31,94,2018-04-18,1,2,0
43388,7577,0020,,,0812,13299,7.0,70.0,0.0,,1,31,94,2018-04-18,1,2,0
43389,7577,0020,,,0004,13392,30.0,0.4,0.0,,1,31,94,2018-04-18,1,2,0
43390,7578,0021,0006,33019,,,2.0,625.0,0.0,,1,31,94,2018-04-18,0,1,0
43391,7578,0021,0006,33021,,,6.0,650.0,0.0,,1,31,94,2018-04-18,0,1,0
43392,7578,0021,0006,33023,,,2.0,700.0,0.0,,1,31,94,2018-04-18,0,1,0
43393,7578,0021,0006,33025,,,1.0,725.0,0.0,,1,31,94,2018-04-18,0,1,0
43394,7578,0021,0006,33027,,,1.0,650.0,0.0,,1,31,94,2018-04-18,0,1,0
43395,7578,0021,0006,33029,,,1.0,725.0,0.0,,1,31,94,2018-04-18,0,1,0
43396,7579,0022,0821,32870,,,1.0,475.0,0.0,,1,31,94,2018-04-18,0,1,0
43397,7580,0023,,,0004,13396,20.0,105.0,0.0,,1,31,94,2018-04-18,1,2,0
43398,7581,0024,,,0004,13396,27.0,105.0,0.0,,1,31,94,2018-04-18,1,2,0
43399,7582,0025,0007,33030,,,4.0,92.5,0.0,,1,31,94,2018-04-19,0,1,0
43400,7582,0025,0834,32939,,,20.0,67.1,0.0,,1,31,94,2018-04-19,1,1,0
43401,7582,0025,0008,33031,,,1.0,67.1,0.0,,1,31,94,2018-04-19,1,1,0
43402,7583,0026,,,0817,13317,7.0,213.85,0.0,,1,31,94,2018-04-20,1,1,0
43403,7583,0026,,,0817,13318,14.0,24.42,0.0,,1,31,94,2018-04-20,1,1,0
43404,7583,0026,,,0008,13401,1.0,126.0,0.0,,1,31,94,2018-04-20,1,1,0
43407,7585,0027,0011,33034,,,2.0,248.0,0.0,,1,31,94,2018-04-20,0,2,0
43408,7585,0027,0012,33036,,,9.0,25.0,0.0,,1,31,94,2018-04-20,0,2,0
43409,7586,0028,0013,33037,,,2.0,1200.0,0.0,,1,1,125,2018-04-21,0,1,0
43410,7586,0028,0013,33038,,,2.0,1300.0,0.0,,1,1,125,2018-04-21,0,1,0
43411,7586,0028,0013,33039,,,2.0,230.0,0.0,,1,1,125,2018-04-21,0,1,0
43412,7586,0028,0013,33040,,,1.0,260.0,0.0,,1,1,125,2018-04-21,0,1,0
43413,7586,0028,0013,33041,,,8.0,260.0,0.0,,1,1,125,2018-04-21,0,1,0
43414,7586,0028,0013,33042,,,2.0,230.0,0.0,,1,1,125,2018-04-21,0,1,0
43415,7586,0028,0013,33043,,,1.0,230.0,0.0,,1,1,125,2018-04-21,0,1,0
43416,7586,0028,0013,33044,,,2.0,230.0,0.0,,1,1,125,2018-04-21,0,1,0
43417,7586,0028,0013,33045,,,1.0,1105.0,0.0,,1,1,125,2018-04-21,0,1,0
43418,7586,0028,0013,33046,,,1.0,230.0,0.0,,1,1,125,2018-04-21,0,1,0
43419,7586,0028,0013,33047,,,2.0,230.0,0.0,,1,1,125,2018-04-21,0,1,0
43420,7586,0028,0013,33048,,,6.0,230.0,0.0,,1,1,125,2018-04-21,0,1,0
43421,7586,0028,0014,33049,,,2.0,1105.0,0.0,,1,1,125,2018-04-21,0,1,0
43422,7586,0028,0014,33050,,,2.0,700.0,0.0,,1,1,125,2018-04-21,0,1,0
43423,7586,0028,0014,33051,,,1.0,1800.0,0.0,,1,1,125,2018-04-21,0,1,0
43424,7586,0028,0014,33052,,,1.0,250.0,0.0,,1,1,125,2018-04-21,0,1,0
43425,7586,0028,0014,33053,,,1.0,650.0,0.0,,1,1,125,2018-04-21,0,1,0
43426,7586,0028,0014,33054,,,1.0,13000.0,0.0,,1,1,125,2018-04-21,0,1,0
43427,7586,0028,0014,33055,,,2.0,900.0,0.0,,1,1,125,2018-04-21,0,1,0
43428,7586,0028,0014,33056,,,2.0,700.0,0.0,,1,1,125,2018-04-21,0,1,0
43429,7586,0028,0014,33057,,,2.0,1300.0,0.0,,1,1,125,2018-04-21,0,1,0
43430,7586,0028,0014,33058,,,1.0,1700.0,0.0,,1,1,125,2018-04-21,0,1,0
43431,7586,0028,0014,33059,,,1.0,1700.0,0.0,,1,1,125,2018-04-21,0,1,0
43432,7586,0028,0014,33060,,,2.0,335.0,0.0,,1,1,125,2018-04-21,0,1,0
43433,7586,0028,0014,33061,,,5.0,1395.0,0.0,,1,1,125,2018-04-21,0,1,0
43434,7586,0028,0014,33062,,,1.0,1653.5,0.0,,1,1,125,2018-04-21,0,1,0
43435,7586,0028,0014,33063,,,25.0,100.0,0.0,,1,1,125,2018-04-21,0,1,0
43436,7586,0028,0014,33064,,,5.0,390.0,0.0,,1,1,125,2018-04-21,0,1,0
43437,7586,0028,0014,33065,,,1.0,2200.0,0.0,,1,1,125,2018-04-21,0,1,0
43438,7586,0028,0014,33066,,,1.0,1900.0,0.0,,1,1,125,2018-04-21,0,1,0
43439,7587,0029,0006,33018,,,2.0,200.0,0.0,,1,1,125,2018-04-21,0,1,0
43440,7587,0029,0006,33020,,,6.0,200.0,0.0,,1,1,125,2018-04-21,0,1,0
43441,7587,0029,0006,33022,,,2.0,200.0,0.0,,1,1,125,2018-04-21,0,1,0
43442,7587,0029,0006,33024,,,1.0,200.0,0.0,,1,1,125,2018-04-21,0,1,0
43443,7588,0030,0015,33067,,,1.0,1400.0,0.0,,1,1,125,2018-04-21,0,1,0
43444,7588,0030,0015,33068,,,1.0,1300.0,0.0,,1,1,125,2018-04-21,0,1,0
43445,7588,0030,0015,33069,,,1.0,1400.0,0.0,,1,1,125,2018-04-21,0,1,0
43446,7588,0030,0015,33070,,,3.0,1400.0,0.0,,1,1,125,2018-04-21,0,1,0
43447,7588,0030,0015,33071,,,4.0,110.0,0.0,,1,1,125,2018-04-21,0,1,0
43448,7588,0030,0015,33072,,,1.0,340.0,0.0,,1,1,125,2018-04-21,0,1,0
43449,7588,0030,0015,33073,,,1.0,12000.0,0.0,,1,1,125,2018-04-21,0,1,0
43450,7588,0030,0015,33074,,,1.0,1200.0,0.0,,1,1,125,2018-04-21,0,1,0
43451,7588,0030,0015,33075,,,1.0,140.0,0.0,,1,1,125,2018-04-21,0,1,0
43452,7588,0030,0015,33076,,,1.0,220.0,0.0,,1,1,125,2018-04-21,0,1,0
43453,7588,0030,0015,33077,,,3.0,470.0,0.0,,1,1,125,2018-04-21,0,1,0
43454,7588,0030,0015,33078,,,1.0,240.0,0.0,,1,1,125,2018-04-21,0,1,0
43455,7588,0030,0015,33079,,,1.0,1400.0,0.0,,1,1,125,2018-04-21,0,1,0
43456,7588,0030,0015,33080,,,1.0,1400.0,0.0,,1,1,125,2018-04-21,0,1,0
43457,7588,0030,0015,33081,,,1.0,340.0,0.0,,1,1,125,2018-04-21,0,1,0
43458,7588,0030,0015,33082,,,1.0,1400.0,0.0,,1,1,125,2018-04-21,0,1,0
43459,7588,0030,0015,33083,,,1.0,1400.0,0.0,,1,1,125,2018-04-21,0,1,0
43460,7588,0030,0844,32989,,,1.0,210.0,0.0,,1,1,125,2018-04-21,0,1,0
43461,7589,0031,,,0012,13418,10.0,852.0,0.0,,1,31,94,2018-04-21,1,2,0
43462,7590,0032,0017,33085,,,13.0,430.0,0.0,,1,31,94,2018-04-21,1,2,0
43463,7590,0032,0016,33084,,,2.0,430.0,0.0,,1,31,94,2018-04-21,1,2,0
43464,7591,0033,,,0010,13415,56.5,700.0,0.0,,1,31,94,2018-04-21,0,1,0
43465,7591,0033,,,0013,13419,6.0,500.0,0.0,,1,31,94,2018-04-21,0,1,0
43466,7592,0034,,,0007,13399,10.0,334.74,0.0,,1,31,94,2018-04-21,0,0,0
43467,7592,0034,,,0007,13400,3.0,550.87,0.0,,1,31,94,2018-04-21,0,0,0
43468,7593,0035,,,0830,13356,1.0,6000.0,0.0,,1,1,125,2018-04-21,0,0,0
43469,7594,0036,0018,33087,,,4.0,220.0,0.0,,1,31,94,2018-04-21,0,1,0
43470,7595,0037,0019,33088,,,7.0,470.0,0.0,,1,1,125,2018-04-23,0,1,0
43471,7595,0037,0019,33089,,,1.0,240.0,0.0,,1,1,125,2018-04-23,0,1,0
43472,7595,0037,0019,33090,,,1.0,240.0,0.0,,1,1,125,2018-04-23,0,1,0
43473,7595,0037,0019,33091,,,1.0,700.0,0.0,,1,1,125,2018-04-23,0,1,0
43474,7595,0037,0019,33092,,,1.0,650.0,0.0,,1,1,125,2018-04-23,0,1,0
43475,7595,0037,0019,33093,,,1.0,1100.0,0.0,,1,1,125,2018-04-23,0,1,0
43476,7595,0037,0019,33094,,,1.0,1200.0,0.0,,1,1,125,2018-04-23,0,1,0
43477,7595,0037,0005,33006,,,8.0,50.0,0.0,,1,1,125,2018-04-23,0,1,0
43478,7595,0037,0005,33008,,,2.0,50.0,0.0,,1,1,125,2018-04-23,0,1,0
43479,7595,0037,0004,33004,,,8.0,50.0,0.0,,1,1,125,2018-04-23,0,1,0
43480,7595,0037,0005,33014,,,2.0,60.0,0.0,,1,1,125,2018-04-23,0,1,0
43481,7595,0037,0005,33016,,,2.0,60.0,0.0,,1,1,125,2018-04-23,0,1,0
43482,7595,0037,0005,33012,,,2.0,60.0,0.0,,1,1,125,2018-04-23,0,1,0
43483,7595,0037,0005,33010,,,4.0,70.0,0.0,,1,1,125,2018-04-23,0,1,0
43484,7595,0037,0018,33086,,,4.0,50.0,0.0,,1,1,125,2018-04-23,0,1,0
43485,7596,0038,0020,33095,,,4.0,200.0,0.0,,1,1,125,2018-04-23,0,1,0
43486,7596,0038,0021,33098,,,2.0,230.0,0.0,,1,1,125,2018-04-23,0,1,0
43487,7596,0038,0021,33099,,,2.0,200.0,0.0,,1,1,125,2018-04-23,0,1,0
43488,7596,0038,0021,33100,,,5.0,110.0,0.0,,1,1,125,2018-04-23,0,1,0
43489,7596,0038,0021,33101,,,5.0,70.0,0.0,,1,1,125,2018-04-23,0,1,0
43490,7596,0038,0020,33096,,,1.0,1275.0,0.0,,1,1,125,2018-04-23,0,1,0
43491,7596,0038,0020,33097,,,4.0,30.0,0.0,,1,1,125,2018-04-23,0,1,0
43492,7597,0039,,,0019,13430,500.0,7.0,0.0,,1,31,94,2018-04-25,0,1,0
43493,7597,0039,,,0019,13431,500.0,6.0,0.0,,1,31,94,2018-04-25,0,1,0
43495,7598,0040,0022,33102,,,2.0,90.0,0.0,,1,1,125,2018-04-24,0,1,0
43496,7598,0040,0022,33103,,,2.0,30.0,0.0,,1,1,125,2018-04-24,1,1,0
43497,7598,0040,0022,33104,,,2.0,40.0,0.0,,1,1,125,2018-04-24,0,1,0
43498,7598,0040,0022,33105,,,1.0,100.0,0.0,,1,1,125,2018-04-24,0,1,0
43499,7598,0040,0022,33106,,,2.0,45.0,0.0,,1,1,125,2018-04-24,0,1,0
43500,7598,0040,0022,33107,,,5.0,60.0,0.0,,1,1,125,2018-04-24,0,1,0
43501,7598,0040,0022,33108,,,1.0,60.0,0.0,,1,1,125,2018-04-24,0,1,0
43502,7598,0040,0022,33109,,,2.0,60.0,0.0,,1,1,125,2018-04-24,0,1,0
43503,7598,0040,0022,33110,,,2.0,55.0,0.0,,1,1,125,2018-04-24,0,1,0
43504,7598,0040,0022,33111,,,2.0,50.0,0.0,,1,1,125,2018-04-24,0,1,0
43505,7598,0040,0022,33112,,,1.0,150.0,0.0,,1,1,125,2018-04-24,0,1,0
43506,7598,0040,0022,33113,,,1.0,30.0,0.0,,1,1,125,2018-04-24,0,1,0
43507,7598,0040,0022,33114,,,1.0,55.0,0.0,,1,1,125,2018-04-24,0,1,0
43508,7598,0040,0022,33115,,,5.0,80.0,0.0,,1,1,125,2018-04-24,0,1,0
43509,7598,0040,0022,33116,,,1.0,50.0,0.0,,1,1,125,2018-04-24,0,1,0
43510,7598,0040,0023,33117,,,1.0,45.0,0.0,,1,1,125,2018-04-24,0,1,0
43511,7598,0040,0023,33118,,,1.0,50.0,0.0,,1,1,125,2018-04-24,0,1,0
43512,7598,0040,0023,33119,,,1.0,50.0,0.0,,1,1,125,2018-04-24,0,1,0
43513,7598,0040,0023,33120,,,2.0,120.0,0.0,,1,1,125,2018-04-24,0,1,0
43514,7598,0040,0023,33121,,,2.0,80.0,0.0,,1,1,125,2018-04-24,0,1,0
43515,7598,0040,0023,33122,,,1.0,120.0,0.0,,1,1,125,2018-04-24,0,1,0
43516,7598,0040,0023,33123,,,1.0,120.0,0.0,,1,1,125,2018-04-24,0,1,0
43517,7598,0040,0023,33124,,,1.0,70.0,0.0,,1,1,125,2018-04-24,0,1,0
43518,7599,0041,,,0017,13427,1.0,9000.0,0.0,,1,31,94,2018-04-24,0,0,0
43519,7599,0041,,,0017,13428,1.0,5000.0,0.0,,1,31,94,2018-04-24,0,0,0
43520,7600,0042,,,0016,13425,1000.0,0.4,0.0,,1,31,94,2018-04-24,1,4,0
43521,7600,0042,,,0016,13426,1000.0,0.5,0.0,,1,31,94,2018-04-24,1,4,0
43522,7601,0043,,,0015,13423,100.0,4.0,20.0,,1,31,94,2018-04-24,0,4,0
43523,7601,0043,,,0015,13422,100.0,4.3,20.0,,1,31,94,2018-04-24,0,4,0
43524,7602,0044,,,0015,13423,200.0,4.0,20.0,,1,31,94,2018-04-24,0,4,0
43525,7602,0044,,,0015,13422,100.0,4.3,20.0,,1,31,94,2018-04-24,0,4,0
43526,7603,0045,,,0014,13420,200.0,0.24,0.0,,1,31,94,2018-04-24,1,0,0
43527,7603,0045,,,0014,13421,100.0,0.25,0.0,,1,31,94,2018-04-24,1,0,0
43528,7604,0046,0024,33125,,,1.0,440.0,0.0,,1,1,125,2018-04-24,0,1,0
43529,7604,0046,0024,33126,,,1.0,190.0,0.0,,1,1,125,2018-04-24,0,1,0
43530,7604,0046,0024,33127,,,1.0,190.0,0.0,,1,1,125,2018-04-24,0,1,0
43531,7604,0046,0024,33128,,,1.0,440.0,0.0,,1,1,125,2018-04-24,0,1,0
43532,7604,0046,0024,33129,,,1.0,2155.0,0.0,,1,1,125,2018-04-24,0,1,0
43533,7604,0046,0024,33130,,,4.0,2300.0,0.0,,1,1,125,2018-04-24,0,1,0
43534,7604,0046,0024,33131,,,16.0,710.0,0.0,,1,1,125,2018-04-24,0,1,0
43535,7604,0046,0024,33132,,,1.0,17000.0,0.0,,1,1,125,2018-04-24,0,1,0
43536,7604,0046,0024,33133,,,4.0,785.0,0.0,,1,1,125,2018-04-24,0,1,0
43537,7605,0047,,,0809,13291,1335.29,45.5,0.0,,1,31,94,2018-04-25,2,1,0
43538,7605,0047,,,0809,13290,1884.71,45.5,0.0,,1,31,94,2018-04-25,2,1,0
43539,7606,0048,,,0739,13107,4.0,10.0,0.0,,1,1,125,2018-04-26,1,0,0
43540,7606,0048,,,0739,13109,2.0,10.0,0.0,,1,1,125,2018-04-26,1,0,0
43541,7606,0048,,,0739,13106,4.0,10.0,0.0,,1,1,125,2018-04-26,1,0,0
43542,7606,0048,,,0739,13115,60.0,2.0,0.0,,1,1,125,2018-04-26,1,0,0
43543,7606,0048,,,0739,13116,2.0,10.0,0.0,,1,1,125,2018-04-26,1,0,0
43544,7606,0048,,,0739,13110,5.0,25.0,0.0,,1,1,125,2018-04-26,1,0,0
43545,7606,0048,,,0739,13117,6.0,40.0,0.0,,1,1,125,2018-04-26,1,0,0
43546,7606,0048,,,0739,13118,6.0,10.0,0.0,,1,1,125,2018-04-26,1,0,0
43547,7606,0048,,,0739,13119,6.0,20.0,0.0,,1,1,125,2018-04-26,1,0,0
43548,7606,0048,,,0739,13120,12.0,40.0,0.0,,1,1,125,2018-04-26,1,0,0
43549,7606,0048,,,0739,13111,30.0,150.0,0.0,,1,1,125,2018-04-26,1,0,0
43550,7606,0048,,,0739,13114,12.0,20.0,0.0,,1,1,125,2018-04-26,1,0,0
43551,7606,0048,,,0739,13112,1.0,48.0,0.0,,1,1,125,2018-04-26,2,0,0
43552,7607,0049,0025,33136,,,1.0,1277.0,0.0,,1,31,94,2018-04-26,0,1,0
43553,7607,0049,0025,33138,,,1.0,700.0,0.0,,1,31,94,2018-04-26,0,1,0
43554,7607,0049,0025,33140,,,1.0,700.0,0.0,,1,31,94,2018-04-26,0,1,0
43555,7607,0049,0026,33150,,,3.0,1098.0,0.0,,1,31,94,2018-04-26,0,1,0
43556,7607,0049,0025,33142,,,1.0,370.0,0.0,,1,31,94,2018-04-26,0,1,0
43557,7607,0049,0026,33152,,,2.0,1098.0,0.0,,1,31,94,2018-04-26,0,1,0
43558,7607,0049,0025,33144,,,2.0,400.0,0.0,,1,31,94,2018-04-26,0,1,0
43559,7607,0049,0025,33146,,,1.0,370.0,0.0,,1,31,94,2018-04-26,0,1,0
43560,7607,0049,0025,33148,,,1.0,810.0,0.0,,1,31,94,2018-04-26,0,1,0
43561,7608,0050,0027,33154,,,1.0,230.0,0.0,,1,31,94,2018-04-26,0,1,0
43562,7608,0050,0027,33156,,,1.0,280.0,0.0,,1,31,94,2018-04-26,0,1,0
43563,7608,0050,0027,33158,,,1.0,240.0,0.0,,1,31,94,2018-04-26,0,1,0
43564,7608,0050,0027,33160,,,1.0,260.0,0.0,,1,31,94,2018-04-26,0,1,0
43565,7608,0050,0027,33162,,,1.0,240.0,0.0,,1,31,94,2018-04-26,0,1,0
43566,7608,0050,0027,33164,,,1.0,240.0,0.0,,1,31,94,2018-04-26,0,1,0
43567,7608,0050,0027,33166,,,1.0,360.0,0.0,,1,31,94,2018-04-26,0,1,0
43568,7608,0050,0027,33168,,,2.0,360.0,0.0,,1,31,94,2018-04-26,0,1,0
43569,7608,0050,0027,33170,,,1.0,240.0,0.0,,1,31,94,2018-04-26,0,1,0
43570,7608,0050,0027,33172,,,1.0,230.0,0.0,,1,31,94,2018-04-26,0,1,0
43571,7608,0050,0027,33174,,,1.0,245.0,0.0,,1,31,94,2018-04-26,0,1,0
43572,7608,0050,0027,33176,,,1.0,235.0,0.0,,1,31,94,2018-04-26,0,1,0
43573,7608,0050,0027,33178,,,1.0,185.0,0.0,,1,31,94,2018-04-26,0,1,0
43574,7609,0051,0029,33193,,,2.0,140.0,0.0,,1,31,94,2018-04-26,0,1,0
43575,7609,0051,0029,33195,,,1.0,195.0,0.0,,1,31,94,2018-04-26,0,1,0
43576,7609,0051,0029,33197,,,1.0,255.0,0.0,,1,31,94,2018-04-26,0,1,0
43577,7609,0051,0029,33199,,,1.0,140.0,0.0,,1,31,94,2018-04-26,0,1,0
43578,7609,0051,0029,33201,,,1.0,190.0,0.0,,1,31,94,2018-04-26,0,1,0
43579,7609,0051,0029,33203,,,1.0,240.0,0.0,,1,31,94,2018-04-26,0,1,0
43580,7609,0051,0029,33205,,,1.0,165.0,0.0,,1,31,94,2018-04-26,0,1,0
43581,7610,0052,0030,33206,,,1.0,190.0,0.0,,1,31,94,2018-04-26,0,1,0
43582,7610,0052,0030,33207,,,1.0,210.0,0.0,,1,31,94,2018-04-26,0,1,0
43583,7610,0052,0030,33208,,,1.0,220.0,0.0,,1,31,94,2018-04-26,0,1,0
43584,7610,0052,0030,33209,,,1.0,170.0,0.0,,1,31,94,2018-04-26,0,1,0
43585,7610,0052,0030,33210,,,1.0,220.0,0.0,,1,31,94,2018-04-26,0,1,0
43586,7610,0052,0030,33211,,,1.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43587,7610,0052,0030,33212,,,1.0,225.0,0.0,,1,31,94,2018-04-26,0,1,0
43588,7610,0052,0030,33213,,,2.0,195.0,0.0,,1,31,94,2018-04-26,1,1,0
43589,7610,0052,0030,33214,,,2.0,195.0,0.0,,1,31,94,2018-04-26,0,1,0
43590,7610,0052,0030,33215,,,1.0,190.0,0.0,,1,31,94,2018-04-26,0,1,0
43591,7610,0052,0030,33220,,,3.0,220.0,0.0,,1,31,94,2018-04-26,0,1,0
43592,7610,0052,0030,33216,,,1.0,195.0,0.0,,1,31,94,2018-04-26,0,1,0
43593,7610,0052,0030,33217,,,1.0,190.0,0.0,,1,31,94,2018-04-26,0,1,0
43594,7610,0052,0030,33218,,,1.0,195.0,0.0,,1,31,94,2018-04-26,0,1,0
43595,7610,0052,0030,33219,,,2.0,210.0,0.0,,1,31,94,2018-04-26,0,1,0
43596,7610,0052,0030,33221,,,5.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43597,7610,0052,0030,33222,,,4.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43598,7611,0053,0031,33223,,,2.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43599,7611,0053,0031,33224,,,1.0,210.0,0.0,,1,31,94,2018-04-26,0,1,0
43600,7611,0053,0031,33225,,,1.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43601,7611,0053,0031,33226,,,1.0,190.0,0.0,,1,31,94,2018-04-26,0,1,0
43602,7611,0053,0031,33227,,,1.0,220.0,0.0,,1,31,94,2018-04-26,0,1,0
43603,7611,0053,0031,33228,,,1.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43604,7611,0053,0031,33229,,,5.0,190.0,0.0,,1,31,94,2018-04-26,0,1,0
43605,7611,0053,0031,33230,,,2.0,195.0,0.0,,1,31,94,2018-04-26,0,1,0
43606,7611,0053,0031,33231,,,1.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43607,7611,0053,0031,33232,,,1.0,195.0,0.0,,1,31,94,2018-04-26,0,1,0
43608,7611,0053,0031,33233,,,1.0,240.0,0.0,,1,31,94,2018-04-26,0,1,0
43609,7611,0053,0031,33234,,,1.0,180.0,0.0,,1,31,94,2018-04-26,0,1,0
43610,7611,0053,0031,33235,,,1.0,190.0,0.0,,1,31,94,2018-04-26,0,1,0
43611,7611,0053,0031,33236,,,1.0,210.0,0.0,,1,31,94,2018-04-26,0,1,0
43612,7611,0053,0031,33237,,,1.0,205.0,0.0,,1,31,94,2018-04-26,0,1,0
43613,7611,0053,0031,33238,,,1.0,170.0,0.0,,1,31,94,2018-04-26,0,1,0
43614,7612,0054,0032,33240,,,1.0,500.0,0.0,,1,31,94,2018-04-26,0,1,0
