Id,SysDate,SysTime,CompId,FinYearId,SessionId,MCNId,MCNDId,QAQty
1,2017-12-15,4:06:35 PM,1,5,Sapl0001,1,1,4.0
2,2017-12-15,4:06:35 PM,1,5,Sapl0001,1,2,4.0
3,2017-12-15,4:06:35 PM,1,5,Sapl0001,1,3,4.0
4,2017-12-15,4:06:35 PM,1,5,Sapl0001,1,4,4.0
5,2017-12-15,4:06:35 PM,1,5,Sapl0001,1,5,4.0
6,2017-12-15,4:06:35 PM,1,5,Sapl0001,1,6,4.0
7,2017-12-15,4:06:35 PM,1,5,Sapl0001,1,7,1.0
