Id,SysDate,SysTime,CompId,SessionId,FinYearId,EmpId,PaymentDate,Amount,Reason,Narration,Authorize,AuthorizedDate,AuthorizedBy,AuthorizedTime,Recieved
5181,2023-03-02,1:32:39 PM,1,Sapl0306,10,Sapl0363,2022-11-03,3000.0,3,vehical local transport,0,,,,0
5182,2023-03-02,1:35:19 PM,1,Sapl0306,10,Sapl0322,2022-11-03,10000.0,3,advance for admin exp,0,,,,0
5183,2023-03-02,1:37:07 PM,1,Sapl0306,10,Sapl0340,2022-11-03,650.0,3,Material pur,0,,,,0
5184,2023-03-02,1:38:56 PM,1,Sapl0306,10,Sapl0378,2022-11-03,1000.0,3,Material pur,0,,,,0
5185,2023-03-02,1:41:53 PM,1,Sapl0306,10,Sapl0368,2022-11-04,3000.0,3,jite allowance,0,,,,0
5186,2023-03-02,1:45:26 PM,1,Sapl0306,10,Sapl0347,2022-11-04,3000.0,3,site allowance,0,,,,0
5187,2023-03-02,2:38:33 PM,1,Sapl0306,10,Sapl0335,2022-11-04,2000.0,3,site allowance(Rushikesh Bangal),0,,,,0
5188,2023-03-02,2:42:26 PM,1,Sapl0306,10,Sapl0105,2022-11-04,3000.0,3,site allowance,0,,,,0
5189,2023-03-02,2:45:29 PM,1,Sapl0306,10,Sapl0358,2022-11-04,3000.0,3,jite allowance,0,,,,0
5190,2023-03-02,2:48:10 PM,1,Sapl0306,10,Sapl0373,2022-11-04,2000.0,3,site allowance,0,,,,0
5191,2023-03-02,2:53:38 PM,1,Sapl0306,10,Sapl0341,2022-11-05,450.0,3,Material pur,0,,,,0
5192,2023-03-02,2:55:57 PM,1,Sapl0306,10,Sapl0378,2022-11-07,1000.0,3,Material pur,0,,,,0
5193,2023-03-02,2:58:35 PM,1,Sapl0306,10,Sapl0378,2022-11-07,100.0,3,Material pur,0,,,,0
5194,2023-03-02,3:02:17 PM,1,Sapl0306,10,Sapl0363,2022-11-29,3000.0,3,Gestamp vehical Dispatch,0,,,,0
5195,2023-03-02,3:04:42 PM,1,Sapl0306,10,Sapl0378,2022-11-09,500.0,3,Material pur,0,,,,0
5196,2023-03-02,3:13:15 PM,1,Sapl0306,10,Sapl0378,2022-11-10,200.0,3,petrol csanion,0,,,,0
5197,2023-03-02,3:17:00 PM,1,Sapl0306,10,Sapl0378,2022-11-14,3000.0,3,on site nashik,0,,,,0
5198,2023-03-02,3:20:41 PM,1,Sapl0306,10,Sapl0378,2022-11-14,6254.0,3,Material pur,0,,,,0
5199,2023-03-02,3:22:53 PM,1,Sapl0306,10,Sapl0378,2022-11-14,400.0,3,from Tape,0,,,,0
5200,2023-03-02,3:26:20 PM,1,Sapl0306,10,Sapl0340,2022-11-15,5000.0,3,transformer maintenance work,0,,,,0
5201,2023-03-02,3:30:07 PM,1,Sapl0306,10,Sapl0363,2022-11-15,5000.0,3,vehical & store work,0,,,,0
5202,2023-03-02,3:38:38 PM,1,Sapl0306,10,Sapl0377,2022-11-18,3000.0,1,Advance personal,0,,,,0
5203,2023-03-02,3:41:16 PM,1,Sapl0306,10,Sapl0363,2022-11-21,5000.0,3,vehical & store work,0,,,,0
5204,2023-03-02,3:44:50 PM,1,Sapl0306,10,Sapl0378,2022-11-21,2000.0,3,Material pur,0,,,,0
5205,2023-03-02,3:49:10 PM,1,Sapl0306,10,Sapl0378,2022-11-23,1000.0,1,Material pur,0,,,,0
5206,2023-03-02,3:58:53 PM,1,Sapl0306,10,Sapl0340,2022-11-22,5000.0,3,Material pur,0,,,,0
5207,2023-03-02,4:01:34 PM,1,Sapl0306,10,Sapl0340,2022-11-23,5000.0,3,Material pur,0,,,,0
5208,2023-03-02,4:04:10 PM,1,Sapl0306,10,Sapl0347,2022-11-25,5000.0,3,Material pur,0,,,,0
5209,2023-03-02,4:07:01 PM,1,Sapl0306,10,Sapl0322,2022-11-25,2000.0,1,Advance personal,0,,,,0
5210,2023-03-02,4:34:26 PM,1,Sapl0306,10,Sapl0322,2022-11-25,16000.0,3,Incentive to employees,0,,,,0
5211,2023-03-02,4:37:47 PM,1,Sapl0306,10,Sapl0378,2022-11-25,2000.0,3,Material pur,0,,,,0
5212,2023-03-02,4:41:17 PM,1,Sapl0306,10,Sapl0378,2022-11-26,1900.0,3,Material pur,0,,,,0
5213,2023-03-02,4:43:50 PM,1,Sapl0306,10,Sapl0378,2022-11-26,5500.0,3,limit switch,0,,,,0
5214,2023-03-02,4:48:20 PM,1,Sapl0306,10,Sapl0341,2022-11-30,5000.0,3,Advance (Nashik),0,,,,0
5215,2023-03-02,4:52:29 PM,1,Sapl0306,10,Sapl0378,2022-11-30,700.0,3,Material pur,0,,,,0
5216,2023-03-02,4:54:57 PM,1,Sapl0306,10,Sapl0378,2022-12-11,2000.0,3,Material pur,0,,,,0
5217,2023-03-02,4:57:18 PM,1,Sapl0306,10,Sapl0378,2022-12-02,3000.0,3,Material pur,0,,,,0
5218,2023-03-02,4:59:56 PM,1,Sapl0306,10,Sapl0378,2022-12-05,3000.0,3,Material pur,0,,,,0
5219,2023-03-02,5:02:01 PM,1,Sapl0306,10,Sapl0378,2022-12-07,400.0,3,Material pur,0,,,,0
5220,2023-03-02,5:05:49 PM,1,Sapl0306,10,Sapl0363,2022-12-07,5000.0,3,bolero Desel & store work,0,,,,0
5221,2023-03-02,5:07:35 PM,1,Sapl0306,10,Sapl0378,2022-12-10,5000.0,3,Material pur,0,,,,0
5222,2023-03-03,8:40:31 AM,1,Sapl0306,10,Sapl0378,2022-12-10,1000.0,3,Material pur,0,,,,0
5223,2023-03-03,8:45:34 AM,1,Sapl0306,10,Sapl0322,2022-12-10,2000.0,3,office exp,0,,,,0
5224,2023-03-03,8:47:22 AM,1,Sapl0306,10,Sapl0378,2022-11-25,2000.0,1,Material pur,0,,,,0
5225,2023-03-03,8:49:13 AM,1,Sapl0306,10,Sapl0378,2022-12-11,5000.0,3,Material pur,0,,,,0
5226,2023-03-03,8:52:03 AM,1,Sapl0306,10,Sapl0054,2022-12-12,500.0,3,Material pur,0,,,,0
5227,2023-03-03,8:58:05 AM,1,Sapl0306,10,Sapl0378,2022-12-12,500.0,3,Material pur,0,,,,0
5228,2023-03-03,8:59:38 AM,1,Sapl0306,10,Sapl0340,2022-12-12,3500.0,3,cren maintenance,0,,,,0
5229,2023-03-03,9:03:20 AM,1,Sapl0306,10,Sapl0378,2022-12-12,500.0,3,Material pur,0,,,,0
5230,2023-03-03,9:06:02 AM,1,Sapl0306,10,Sapl0378,2022-12-13,500.0,3,Transport,0,,,,0
5231,2023-03-03,9:07:50 AM,1,Sapl0306,10,Sapl0340,2022-12-16,200.0,3,petrol,0,,,,0
5232,2023-03-03,9:09:15 AM,1,Sapl0306,10,Sapl0378,2022-12-16,3000.0,3,Material pur,0,,,,0
5233,2023-03-03,9:10:25 AM,1,Sapl0306,10,Sapl0378,2022-12-16,3000.0,3,Material pur,0,,,,0
5234,2023-03-03,9:17:03 AM,1,Sapl0306,10,Sapl0335,2022-12-17,500.0,3,Ge Stamping,0,,,,0
5235,2023-03-03,9:17:56 AM,1,Sapl0306,10,Sapl0378,2022-12-22,3000.0,3,Material pur,0,,,,0
5236,2023-03-03,9:18:55 AM,1,Sapl0306,10,Sapl0378,2022-12-23,2000.0,3,Material pur,0,,,,0
5237,2023-03-03,9:20:47 AM,1,Sapl0306,10,Sapl0378,2022-12-24,2500.0,3,Material pur,0,,,,0
5238,2023-03-03,9:22:08 AM,1,Sapl0306,10,Sapl0363,2022-12-26,3000.0,3,store work exp,0,,,,0
5239,2023-03-03,9:24:00 AM,1,Sapl0306,10,Sapl0363,2022-12-24,5000.0,3,"vehical, courier work exp",0,,,,0
5240,2023-03-03,9:25:46 AM,1,Sapl0306,10,Sapl0378,2022-12-27,2000.0,3,Material pur,0,,,,0
5241,2023-03-03,9:37:53 AM,1,Sapl0306,10,Sapl0054,2022-12-28,50.0,3,"Helper Kataj,track site",0,,,,0
5242,2023-03-03,9:39:57 AM,1,Sapl0306,10,Sapl0363,2022-12-28,5000.0,3,courier charges,0,,,,0
5243,2023-03-03,9:41:25 AM,1,Sapl0306,10,Sapl0191,2022-12-28,1500.0,3,Material pur,0,,,,0
5244,2023-03-03,9:43:45 AM,1,Sapl0306,10,Sapl0049,2022-12-28,500.0,3,track(installation),0,,,,0
5245,2023-03-03,9:44:55 AM,1,Sapl0306,10,Sapl0378,2022-12-29,500.0,3,Material pur,0,,,,0
5246,2023-03-03,9:46:47 AM,1,Sapl0306,10,Sapl0143,2022-12-30,7700.0,3,Material pur,0,,,,0
5247,2023-03-03,10:21:49 AM,1,Sapl0306,10,Sapl0106,2022-12-31,3000.0,1,personal,0,,,,0
5248,2023-03-03,10:25:12 AM,1,Sapl0306,10,Sapl0363,2022-12-31,5000.0,3,"courier,local transport & store work",0,,,,0
5249,2023-03-03,10:26:23 AM,1,Sapl0306,10,Sapl0378,2022-12-31,2000.0,3,Material pur,0,,,,0
5250,2023-03-03,10:27:46 AM,1,Sapl0306,10,Sapl0378,2023-01-02,2000.0,3,Material pur,0,,,,0
5251,2023-03-03,10:29:21 AM,1,Sapl0306,10,Sapl0378,2023-01-02,2000.0,3,Material pur,0,,,,0
5252,2023-03-03,10:33:55 AM,1,Sapl0306,10,Sapl0386,2023-01-03,1500.0,3,loctite thread sea lant,0,,,,0
5253,2023-03-03,10:35:58 AM,1,Sapl0306,10,Sapl0347,2023-01-04,2000.0,3,Advance (Track),0,,,,0
5254,2023-03-03,10:37:52 AM,1,Sapl0306,10,Sapl0386,2023-01-04,2000.0,3,Material pur,0,,,,0
5255,2023-03-03,10:39:35 AM,1,Sapl0306,10,Sapl0340,2023-01-04,2000.0,3,Advance (Track),0,,,,0
5256,2023-03-03,10:43:16 AM,1,Sapl0306,10,Sapl0335,2023-01-04,2000.0,3,Advance (Track)-Rushikesh Bangal,0,,,,0
5257,2023-03-03,10:44:29 AM,1,Sapl0306,10,Sapl0378,2023-01-07,1000.0,3,Material pur,0,,,,0
5258,2023-03-03,10:52:46 AM,1,Sapl0306,10,Sapl0378,2022-09-09,1000.0,3,Material pur,0,,,,0
5259,2023-03-03,10:54:33 AM,1,Sapl0306,10,Sapl0335,2023-01-09,2000.0,3,site(Rushikesh Bangal),0,,,,0
5260,2023-03-03,10:57:28 AM,1,Sapl0306,10,Sapl0341,2023-01-09,3000.0,3,site,0,,,,0
5261,2023-03-03,10:59:55 AM,1,Sapl0306,10,Sapl0358,2023-01-09,3000.0,3,site,0,,,,0
