Id,SysDate,SysTime,SessionId,CompId,FinYearId,BVPId,BVRId,BankDate,AddCharges,Remarks
2,2018-03-05,11:10:30 AM,sapl0031,1,5,2015,0,2017-09-07,0.0,-
