Id,SysDate,SysTime,CompId,FinYearId,SessionId,MRQNId,MRQNDId,ItemId,ScrapNo,Qty
1,2014-01-20,3:11:53 PM,1,1,Sapl0054,469,1806,16914,0460,0.0
