Id,SysDate,SysTime,CompId,FinYearId,SessionId,DeptId,AccId,Amount,BGId
303,2016-03-18,3:29:34 PM,1,3,Sapl0013,,,2000.0,13
304,2016-03-25,3:30:36 PM,1,3,Sapl0013,,,100000.0,5
305,2016-03-31,12:36:22 PM,1,3,Sapl0005,,,15125.0,8
306,2016-03-31,12:55:10 PM,1,3,Sapl0005,,,15125.0,8
307,2016-03-31,1:03:45 PM,1,3,Sapl0005,,,125000.0,8
308,2016-03-31,3:28:24 PM,1,3,Sapl0005,,,45000.0,8
309,2016-03-31,12:00:17 PM,1,3,Sapl0005,,,64816.0,8
310,2016-03-31,12:55:22 PM,1,3,Sapl0005,,,15308.0,8
311,2016-03-31,2:11:54 PM,1,3,Sapl0005,,,1200000.0,8
312,2016-05-13,12:17:53 PM,1,4,Sapl0005,,,23250.0,17
313,2016-09-07,3:13:10 PM,1,4,Sapl0005,,,85000.0,5
314,2016-09-08,2:19:15 PM,1,4,Sapl0005,,,50000.0,5
315,2016-09-09,3:24:29 PM,1,4,Sapl0005,,,60000.0,7
316,2016-09-12,12:05:38 PM,1,4,Sapl0005,,,50000.0,4
317,2016-09-14,11:09:55 AM,1,4,Sapl0005,,,3000000.0,2
318,2016-09-19,2:07:03 PM,1,4,Sapl0013,,,100000.0,8
319,2016-09-19,2:07:31 PM,1,4,Sapl0013,,,100000.0,5
320,2016-09-19,2:10:58 PM,1,4,Sapl0013,,,500000.0,5
321,2016-09-19,2:12:08 PM,1,4,Sapl0005,,,85000.0,8
322,2016-09-19,2:12:30 PM,1,4,Sapl0005,,,22138.089,5
323,2016-09-19,6:15:58 PM,1,4,Sapl0005,,,20000.0,7
324,2016-09-20,2:15:19 PM,1,4,Sapl0013,,,50000.0,7
325,2016-10-01,10:59:44 AM,1,4,Sapl0005,,,30000.0,4
326,2016-10-14,1:52:52 PM,1,4,Sapl0005,,,70000.0,8
327,2016-10-14,4:06:17 PM,1,4,Sapl0005,,,7000.0,4
328,2016-10-16,3:52:35 PM,1,4,Sapl0013,,,25000.0,4
329,2016-11-15,2:48:44 PM,1,4,Sapl0013,,,17575023.0,8
330,2016-11-22,11:02:00 AM,1,4,Sapl0013,,,8054051.0,7
331,2016-11-22,3:07:34 PM,1,4,Sapl0013,,,5056817.0,5
332,2016-11-23,11:50:06 AM,1,4,Sapl0013,,,9713634.0,5
333,2016-11-24,2:34:52 PM,1,4,Sapl0013,,,38150046.0,8
334,2016-11-28,4:42:06 PM,1,4,Sapl0013,,,3005568.0,4
335,2016-12-08,3:01:07 PM,1,4,Sapl0013,,,2065007.0,3
336,2016-12-15,10:00:48 AM,1,4,Sapl0005,,,25000.0,10
337,2016-12-24,10:15:35 AM,1,4,Sapl0001,,,8000.0,17
338,2017-01-02,8:58:48 AM,1,4,Sapl0013,,,40000.0,17
339,2017-01-02,9:01:58 AM,1,4,Sapl0013,,,80000.0,17
340,2017-02-04,9:23:47 AM,1,4,sapl0013,,,10000.0,17
341,2017-02-04,9:26:27 AM,1,4,sapl0013,,,50000.0,17
342,2017-03-03,11:57:58 AM,1,4,Sapl0013,,,5000.0,17
343,2017-03-04,4:41:04 PM,1,4,Sapl0013,,,2760000.0,10
344,2017-03-04,4:44:06 PM,1,4,Sapl0013,,,10000.0,10
345,2017-03-04,4:56:54 PM,1,4,Sapl0013,,,100000.0,10
346,2017-03-04,5:00:00 PM,1,4,Sapl0013,,,400000.0,10
347,2017-04-21,10:15:04 AM,1,5,Sapl0013,,,60000.0,17
348,2017-04-21,10:22:34 AM,1,5,Sapl0013,,,60000.0,13
349,2017-04-22,9:15:55 AM,1,5,sapl0013,,,50000.0,13
350,2017-05-17,11:00:37 AM,1,5,sapl0013,,,100000.0,5
351,2017-05-19,6:02:01 PM,1,5,Sapl0013,,,80000.0,11
352,2017-07-12,6:13:44 PM,1,5,sapl0013,,,900000.0,19
353,2017-07-13,10:15:42 AM,1,5,sapl0013,,,100000.0,5
354,2017-07-28,11:37:12 AM,1,5,sapl0013,,,100000.0,15
355,2017-07-29,4:11:23 PM,1,5,Sapl0013,,,1300000.0,13
356,2017-08-04,10:17:12 AM,1,5,Sapl0013,,,300000.0,2
357,2017-08-04,10:18:13 AM,1,5,Sapl0013,,,600000.0,2
360,2017-08-10,4:58:55 PM,1,5,Sapl0013,,,400000.0,15
361,2017-08-11,11:26:20 AM,1,5,Sapl0013,,,200000.0,11
362,2017-08-14,1:59:25 PM,1,5,Sapl0013,,,10000.0,15
363,2017-08-14,2:02:09 PM,1,5,Sapl0013,,,100000.0,15
364,2017-08-23,2:04:22 PM,1,5,Sapl0013,,,1000.0,15
365,2017-08-23,2:06:04 PM,1,5,Sapl0013,,,100000.0,15
366,2017-09-29,2:32:11 PM,1,5,Sapl0005,,,250000.0,11
367,2017-10-02,6:22:25 PM,1,5,sapl0013,,,50000.0,3
368,2017-10-06,4:49:51 PM,1,5,Sapl0013,,,200000.0,15
369,2017-10-25,11:06:46 AM,1,5,Sapl0005,,,1000000.0,8
370,2017-11-22,3:42:06 PM,1,5,Sapl0013,,,2200000.0,10
371,2017-11-24,9:45:13 AM,1,5,Sapl0013,,,200000.0,15
372,2018-01-10,3:46:16 PM,1,5,Sapl0005,,,100000.0,4
373,2018-01-12,3:30:23 PM,1,5,sapl0013,,,100000.0,22
374,2018-01-12,3:32:12 PM,1,5,sapl0013,,,100000.0,23
375,2018-01-22,2:33:40 PM,1,5,Sapl0005,,,70000.0,8
376,2018-01-23,10:13:16 AM,1,5,Sapl0013,,,10000.0,21
