Id,GQNNo,GRRId,NormalAccQty,AcceptedQty,DeviatedQty,SegregatedQty,RejectedQty,RejectionReason,SN,PN,Remarks,MId
32376,0001,32705,1.0,1.0,0.0,0.0,0.0,0,,,,9083
32377,0002,32696,6.0,6.0,0.0,0.0,0.0,0,,,,9084
32378,0002,32697,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32379,0002,32698,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32380,0002,32699,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32381,0002,32700,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32382,0002,32701,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32383,0002,32702,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32384,0002,32703,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32385,0002,32704,1.0,1.0,0.0,0.0,0.0,0,,,,9084
32386,0003,32738,2.0,2.0,0.0,0.0,0.0,0,,,,9085
32387,0003,32739,2.0,2.0,0.0,0.0,0.0,0,,,,9085
32388,0003,32740,7.0,7.0,0.0,0.0,0.0,0,,,,9085
32389,0003,32741,3.0,3.0,0.0,0.0,0.0,0,,,,9085
32390,0004,32737,7.0,7.0,0.0,0.0,0.0,0,,,,9086
32391,0005,32724,1.0,1.0,0.0,0.0,0.0,0,,,,9087
32392,0005,32725,1.0,1.0,0.0,0.0,0.0,0,,,,9087
32393,0005,32726,1.0,1.0,0.0,0.0,0.0,0,,,,9087
32394,0005,32727,1.0,1.0,0.0,0.0,0.0,0,,,,9087
32395,0005,32728,2.0,2.0,0.0,0.0,0.0,0,,,,9087
32396,0005,32729,1.0,1.0,0.0,0.0,0.0,0,,,,9087
32397,0006,32712,4.0,4.0,0.0,0.0,0.0,0,,,,9088
32398,0006,32713,4.0,4.0,0.0,0.0,0.0,0,,,,9088
32399,0006,32714,1.0,1.0,0.0,0.0,0.0,0,,,,9088
32400,0006,32715,2.0,2.0,0.0,0.0,0.0,0,,,,9088
32401,0006,32716,2.0,2.0,0.0,0.0,0.0,0,,,,9088
32402,0006,32717,2.0,2.0,0.0,0.0,0.0,0,,,,9088
32403,0006,32718,2.0,2.0,0.0,0.0,0.0,0,,,,9088
32404,0006,32719,2.0,2.0,0.0,0.0,0.0,0,,,,9088
32405,0006,32720,4.0,4.0,0.0,0.0,0.0,0,,,,9088
32406,0006,32721,1.0,1.0,0.0,0.0,0.0,0,,,,9088
32407,0006,32722,2.0,2.0,0.0,0.0,0.0,0,,,,9088
32408,0006,32723,2.0,2.0,0.0,0.0,0.0,0,,,,9088
32409,0007,32710,4.0,4.0,0.0,0.0,0.0,0,,,,9089
32410,0007,32711,4.0,4.0,0.0,0.0,0.0,0,,,,9089
32411,0008,32708,1.0,1.0,0.0,0.0,0.0,0,,,,9090
32412,0008,32709,3.0,3.0,0.0,0.0,0.0,0,,,,9090
32413,0009,32707,1.0,1.0,0.0,0.0,0.0,0,,,,9091
32414,0010,32706,8.0,8.0,0.0,0.0,0.0,0,,,,9092
32415,0011,32752,2.0,2.0,0.0,0.0,0.0,0,,,,9093
32416,0011,32753,2.0,2.0,0.0,0.0,0.0,0,,,,9093
32417,0012,32751,20.0,20.0,0.0,0.0,0.0,0,,,,9094
32418,0013,32746,100.0,100.0,0.0,0.0,0.0,0,,,,9095
32419,0013,32747,100.0,100.0,0.0,0.0,0.0,0,,,,9095
32420,0013,32748,100.0,100.0,0.0,0.0,0.0,0,,,,9095
32421,0013,32749,30.0,30.0,0.0,0.0,0.0,0,,,,9095
32422,0013,32750,5.0,5.0,0.0,0.0,0.0,0,,,,9095
32423,0014,32744,1.0,1.0,0.0,0.0,0.0,0,,,,9096
32424,0014,32745,1.0,1.0,0.0,0.0,0.0,0,,,,9096
32425,0015,32743,1.0,1.0,0.0,0.0,0.0,0,,,,9097
32426,0016,32742,7.0,7.0,0.0,0.0,0.0,0,,,,9098
32427,0017,32730,5.0,5.0,0.0,0.0,0.0,0,,,,9099
32428,0017,32731,5.0,5.0,0.0,0.0,0.0,0,,,,9099
32429,0017,32732,30.0,30.0,0.0,0.0,0.0,0,,,,9099
32430,0017,32733,5000.0,5000.0,0.0,0.0,0.0,0,,,,9099
32431,0017,32734,500.0,500.0,0.0,0.0,0.0,0,,,,9099
32432,0017,32735,2000.0,2000.0,0.0,0.0,0.0,0,,,,9099
32433,0017,32736,500.0,500.0,0.0,0.0,0.0,0,,,,9099
32434,0018,32890,7.0,7.0,0.0,0.0,0.0,0,,,,9100
32435,0018,32891,1.0,1.0,0.0,0.0,0.0,0,,,,9100
32436,0018,32892,1.0,1.0,0.0,0.0,0.0,0,,,,9100
32437,0018,32893,1.0,1.0,0.0,0.0,0.0,0,,,,9100
32438,0018,32894,1.0,1.0,0.0,0.0,0.0,0,,,,9100
32439,0018,32895,1.0,1.0,0.0,0.0,0.0,0,,,,9100
32440,0018,32896,1.0,1.0,0.0,0.0,0.0,0,,,,9100
32441,0018,32897,8.0,8.0,0.0,0.0,0.0,0,,,,9100
32442,0018,32898,2.0,2.0,0.0,0.0,0.0,0,,,,9100
32443,0018,32899,8.0,8.0,0.0,0.0,0.0,0,,,,9100
32444,0018,32900,2.0,2.0,0.0,0.0,0.0,0,,,,9100
32445,0018,32901,2.0,2.0,0.0,0.0,0.0,0,,,,9100
32446,0018,32902,2.0,2.0,0.0,0.0,0.0,0,,,,9100
32447,0018,32903,4.0,4.0,0.0,0.0,0.0,0,,,,9100
32448,0018,32904,4.0,4.0,0.0,0.0,0.0,0,,,,9100
32449,0019,32872,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32450,0019,32873,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32451,0019,32874,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32452,0019,32875,3.0,3.0,0.0,0.0,0.0,0,,,,9101
32453,0019,32876,4.0,4.0,0.0,0.0,0.0,0,,,,9101
32454,0019,32877,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32455,0019,32878,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32456,0019,32879,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32457,0019,32880,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32458,0019,32881,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32459,0019,32882,3.0,3.0,0.0,0.0,0.0,0,,,,9101
32460,0019,32883,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32461,0019,32884,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32462,0019,32885,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32463,0019,32886,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32464,0019,32887,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32465,0019,32888,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32466,0019,32889,1.0,1.0,0.0,0.0,0.0,0,,,,9101
32467,0020,32842,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32468,0020,32843,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32469,0020,32844,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32470,0020,32845,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32471,0020,32846,8.0,8.0,0.0,0.0,0.0,0,,,,9102
32472,0020,32847,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32473,0020,32848,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32474,0020,32849,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32475,0020,32850,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32476,0020,32851,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32477,0020,32852,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32478,0020,32853,6.0,6.0,0.0,0.0,0.0,0,,,,9102
32479,0020,32854,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32480,0020,32855,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32481,0020,32856,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32482,0020,32857,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32483,0020,32858,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32484,0020,32859,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32485,0020,32860,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32486,0020,32861,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32487,0020,32862,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32488,0020,32863,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32489,0020,32864,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32490,0020,32865,2.0,2.0,0.0,0.0,0.0,0,,,,9102
32491,0020,32866,5.0,5.0,0.0,0.0,0.0,0,,,,9102
32492,0020,32867,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32493,0020,32868,25.0,25.0,0.0,0.0,0.0,0,,,,9102
32494,0020,32869,5.0,5.0,0.0,0.0,0.0,0,,,,9102
32495,0020,32870,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32496,0020,32871,1.0,1.0,0.0,0.0,0.0,0,,,,9102
32497,0021,32838,2.0,2.0,0.0,0.0,0.0,0,,,,9103
32498,0021,32839,6.0,6.0,0.0,0.0,0.0,0,,,,9103
32499,0021,32840,2.0,2.0,0.0,0.0,0.0,0,,,,9103
32500,0021,32841,1.0,1.0,0.0,0.0,0.0,0,,,,9103
32501,0022,32831,4.0,4.0,0.0,0.0,0.0,0,,,,9104
32502,0022,32832,2.0,2.0,0.0,0.0,0.0,0,,,,9104
32503,0022,32833,2.0,2.0,0.0,0.0,0.0,0,,,,9104
32504,0022,32834,5.0,5.0,0.0,0.0,0.0,0,,,,9104
32505,0022,32835,5.0,5.0,0.0,0.0,0.0,0,,,,9104
32506,0022,32836,1.0,1.0,0.0,0.0,0.0,0,,,,9104
32507,0022,32837,4.0,4.0,0.0,0.0,0.0,0,,,,9104
32508,0023,32984,2.0,2.0,0.0,0.0,0.0,0,,,,9105
32509,0023,32985,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32510,0023,32986,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32511,0023,32987,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32512,0023,32988,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32513,0023,32989,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32514,0023,32990,5.0,5.0,0.0,0.0,0.0,0,,,,9105
32515,0023,32991,2.0,2.0,0.0,0.0,0.0,0,,,,9105
32516,0023,32992,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32517,0023,32993,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32518,0023,32994,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32519,0023,32995,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32520,0023,32996,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32521,0023,32997,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32522,0023,32998,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32523,0023,32999,1.0,1.0,0.0,0.0,0.0,0,,,,9105
32524,0024,32967,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32525,0024,32968,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32526,0024,32969,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32527,0024,32970,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32528,0024,32971,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32529,0024,32972,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32530,0024,32973,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32531,0024,32974,2.0,2.0,0.0,0.0,0.0,0,,,,9106
32532,0024,32975,2.0,2.0,0.0,0.0,0.0,0,,,,9106
32533,0024,32976,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32534,0024,32977,3.0,3.0,0.0,0.0,0.0,0,,,,9106
32535,0024,32978,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32536,0024,32979,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32537,0024,32980,1.0,1.0,0.0,0.0,0.0,0,,,,9106
32538,0024,32981,2.0,2.0,0.0,0.0,0.0,0,,,,9106
32539,0024,32982,5.0,5.0,0.0,0.0,0.0,0,,,,9106
32540,0024,32983,4.0,4.0,0.0,0.0,0.0,0,,,,9106
32541,0025,32965,1335.29,1335.29,0.0,0.0,0.0,0,,,,9107
32542,0025,32966,1884.71,1884.71,0.0,0.0,0.0,0,,,,9107
32543,0026,33000,1.0,1.0,0.0,0.0,0.0,0,,,,9108
32544,0026,33001,1.0,1.0,0.0,0.0,0.0,0,,,,9108
32545,0026,33002,1.0,1.0,0.0,0.0,0.0,0,,,,9108
32546,0026,33003,1.0,1.0,0.0,0.0,0.0,0,,,,9108
32547,0026,33004,1.0,1.0,0.0,0.0,0.0,0,,,,9108
32548,0026,33005,1.0,1.0,0.0,0.0,0.0,0,,,,9108
32549,0026,33006,1.0,1.0,0.0,0.0,0.0,0,,,,9108
32550,0026,33007,2.0,2.0,0.0,0.0,0.0,0,,,,9108
32551,0027,33008,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32552,0027,33009,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32553,0027,33010,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32554,0027,33011,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32555,0027,33012,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32556,0027,33013,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32557,0027,33014,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32558,0027,33015,1.0,1.0,0.0,0.0,0.0,0,,,,9109
32559,0028,32947,1.0,1.0,0.0,0.0,0.0,0,,,,9110
32560,0028,32948,1.0,1.0,0.0,0.0,0.0,0,,,,9110
32561,0028,32949,1.0,1.0,0.0,0.0,0.0,0,,,,9110
32562,0028,32950,2.0,2.0,0.0,0.0,0.0,0,,,,9110
32563,0028,32951,3.0,3.0,0.0,0.0,0.0,0,,,,9110
32564,0028,32952,8.0,8.0,0.0,0.0,0.0,0,,,,9110
32565,0028,32953,18.0,18.0,0.0,0.0,0.0,0,,,,9110
32566,0028,32954,6.0,6.0,0.0,0.0,0.0,0,,,,9110
32567,0028,32955,3.0,3.0,0.0,0.0,0.0,0,,,,9110
32568,0028,32956,27.0,27.0,0.0,0.0,0.0,0,,,,9110
32569,0028,32957,16.0,16.0,0.0,0.0,0.0,0,,,,9110
32570,0028,32958,16.0,16.0,0.0,0.0,0.0,0,,,,9110
32571,0028,32959,2.0,2.0,0.0,0.0,0.0,0,,,,9110
32572,0028,32960,16.0,16.0,0.0,0.0,0.0,0,,,,9110
32573,0028,32961,8.0,8.0,0.0,0.0,0.0,0,,,,9110
32574,0028,32962,50.0,50.0,0.0,0.0,0.0,0,,,,9110
32575,0029,32936,4.0,4.0,0.0,0.0,0.0,0,,,,9111
32576,0029,32937,4.0,4.0,0.0,0.0,0.0,0,,,,9111
32577,0029,32938,2.0,2.0,0.0,0.0,0.0,0,,,,9111
32578,0029,32939,4.0,4.0,0.0,0.0,0.0,0,,,,9111
32579,0029,32940,2.0,2.0,0.0,0.0,0.0,0,,,,9111
32580,0029,32941,1.0,1.0,0.0,0.0,0.0,0,,,,9111
32581,0029,32942,2.0,2.0,0.0,0.0,0.0,0,,,,9111
32582,0029,32943,2.0,2.0,0.0,0.0,0.0,0,,,,9111
32583,0029,32944,2.0,2.0,0.0,0.0,0.0,0,,,,9111
32584,0029,32945,1.0,1.0,0.0,0.0,0.0,0,,,,9111
32585,0029,32946,1.0,1.0,0.0,0.0,0.0,0,,,,9111
32586,0030,32931,1.0,1.0,0.0,0.0,0.0,0,,,,9112
32587,0030,32932,1.0,1.0,0.0,0.0,0.0,0,,,,9112
32588,0030,32933,1.0,1.0,0.0,0.0,0.0,0,,,,9112
32589,0030,32934,1.0,1.0,0.0,0.0,0.0,0,,,,9112
32590,0030,32935,1.0,1.0,0.0,0.0,0.0,0,,,,9112
32591,0031,32918,4.0,4.0,0.0,0.0,0.0,0,,,,9113
32592,0031,32919,2.0,2.0,0.0,0.0,0.0,0,,,,9113
32593,0031,32920,4.0,4.0,0.0,0.0,0.0,0,,,,9113
32594,0031,32921,60.0,60.0,0.0,0.0,0.0,0,,,,9113
32595,0031,32922,2.0,2.0,0.0,0.0,0.0,0,,,,9113
32596,0031,32923,5.0,5.0,0.0,0.0,0.0,0,,,,9113
32597,0031,32924,6.0,6.0,0.0,0.0,0.0,0,,,,9113
32598,0031,32925,6.0,6.0,0.0,0.0,0.0,0,,,,9113
32599,0031,32926,6.0,6.0,0.0,0.0,0.0,0,,,,9113
32600,0031,32927,12.0,12.0,0.0,0.0,0.0,0,,,,9113
32601,0031,32928,30.0,30.0,0.0,0.0,0.0,0,,,,9113
32602,0031,32929,12.0,12.0,0.0,0.0,0.0,0,,,,9113
32603,0031,32930,1.0,1.0,0.0,0.0,0.0,0,,,,9113
32604,0032,32908,2.0,2.0,0.0,0.0,0.0,0,,,,9114
32605,0032,32909,6.0,6.0,0.0,0.0,0.0,0,,,,9114
32606,0032,32910,2.0,2.0,0.0,0.0,0.0,0,,,,9114
32607,0032,32911,1.0,1.0,0.0,0.0,0.0,0,,,,9114
32608,0032,32912,1.0,1.0,0.0,0.0,0.0,0,,,,9114
32609,0032,32913,1.0,1.0,0.0,0.0,0.0,0,,,,9114
32610,0033,32914,4.0,4.0,0.0,0.0,0.0,0,,,,9115
32611,0033,32915,2.0,2.0,0.0,0.0,0.0,0,,,,9115
32612,0033,32916,2.0,2.0,0.0,0.0,0.0,0,,,,9115
32613,0033,32917,2.0,2.0,0.0,0.0,0.0,0,,,,9115
32614,0034,32906,8.0,8.0,0.0,0.0,0.0,0,,,,9116
32615,0034,32907,2.0,2.0,0.0,0.0,0.0,0,,,,9116
32616,0035,32905,8.0,8.0,0.0,0.0,0.0,0,,,,9117
32617,0036,32829,1.0,1.0,0.0,0.0,0.0,0,,,,9118
32618,0036,32830,4.0,4.0,0.0,0.0,0.0,0,,,,9118
32619,0037,32825,74.0,74.0,0.0,0.0,0.0,0,,,,9119
32620,0037,32826,37.0,37.0,0.0,0.0,0.0,0,,,,9119
32621,0038,32823,10.0,10.0,0.0,0.0,0.0,0,,,,9120
32622,0038,32824,3.0,3.0,0.0,0.0,0.0,0,,,,9120
32623,0039,32821,13.0,13.0,0.0,0.0,0.0,0,,,,9121
32624,0039,32822,2.0,2.0,0.0,0.0,0.0,0,,,,9121
32625,0040,32820,10.0,10.0,0.0,0.0,0.0,0,,,,9122
32626,0041,32817,1.0,1.0,0.0,0.0,0.0,0,,,,9123
32627,0042,32816,20.0,20.0,0.0,0.0,0.0,0,,,,9124
32628,0043,32815,27.0,27.0,0.0,0.0,0.0,0,,,,9125
32629,0044,32814,12.0,12.0,0.0,0.0,0.0,0,,,,9126
32630,0045,32813,4.0,4.0,0.0,0.0,0.0,0,,,,9127
32631,0046,32812,8.0,8.0,0.0,0.0,0.0,0,,,,9128
32632,0047,32811,1.0,1.0,0.0,0.0,0.0,0,,,,9129
32633,0048,32809,2.0,2.0,0.0,0.0,0.0,0,,,,9130
32634,0048,32810,9.0,9.0,0.0,0.0,0.0,0,,,,9130
32635,0049,32808,10.0,10.0,0.0,0.0,0.0,0,,,,9131
32636,0050,32807,50.0,50.0,0.0,0.0,0.0,0,,,,9132
32637,0051,32806,6.0,6.0,0.0,0.0,0.0,0,,,,9133
32638,0052,32804,12.0,12.0,0.0,0.0,0.0,0,,,,9134
32639,0052,32805,12.0,12.0,0.0,0.0,0.0,0,,,,9134
32640,0053,32803,58.0,58.0,0.0,0.0,0.0,0,,,,9135
32641,0054,32802,1.2,1.2,0.0,0.0,0.0,0,,,,9136
32642,0055,32801,1.0,1.0,0.0,0.0,0.0,0,,,,9137
32643,0056,32793,5.0,5.0,0.0,0.0,0.0,0,,,,9138
32644,0056,32794,699.0,699.0,0.0,0.0,0.0,0,,,,9138
32645,0056,32795,130.0,130.0,0.0,0.0,0.0,0,,,,9138
32646,0056,32796,180.0,180.0,0.0,0.0,0.0,0,,,,9138
32647,0056,32797,149.0,149.0,0.0,0.0,0.0,0,,,,9138
32648,0056,32798,799.0,799.0,0.0,0.0,0.0,0,,,,9138
32649,0056,32799,216.0,216.0,0.0,0.0,0.0,0,,,,9138
32650,0056,32800,180.0,180.0,0.0,0.0,0.0,0,,,,9138
32651,0057,32784,6.0,6.0,0.0,0.0,0.0,0,,,,9139
32652,0057,32785,21.0,21.0,0.0,0.0,0.0,0,,,,9139
32653,0057,32786,3.0,3.0,0.0,0.0,0.0,0,,,,9139
32654,0057,32787,80.0,80.0,0.0,0.0,0.0,0,,,,9139
32655,0057,32788,20.0,20.0,0.0,0.0,0.0,0,,,,9139
32656,0057,32789,346.0,346.0,0.0,0.0,0.0,0,,,,9139
32657,0057,32790,85.0,85.0,0.0,0.0,0.0,0,,,,9139
32658,0057,32791,10.0,10.0,0.0,0.0,0.0,0,,,,9139
32659,0057,32792,460.0,460.0,0.0,0.0,0.0,0,,,,9139
32660,0058,32773,100.0,100.0,0.0,0.0,0.0,0,,,,9140
32661,0058,32774,20.0,20.0,0.0,0.0,0.0,0,,,,9140
32662,0058,32775,56.0,56.0,0.0,0.0,0.0,0,,,,9140
32663,0058,32776,65.0,65.0,0.0,0.0,0.0,0,,,,9140
32664,0058,32777,46.0,46.0,0.0,0.0,0.0,0,,,,9140
32665,0058,32778,359.0,359.0,0.0,0.0,0.0,0,,,,9140
32666,0058,32779,50.0,50.0,0.0,0.0,0.0,0,,,,9140
32667,0058,32780,30.0,30.0,0.0,0.0,0.0,0,,,,9140
32668,0058,32781,32.0,32.0,0.0,0.0,0.0,0,,,,9140
32669,0058,32782,13.0,13.0,0.0,0.0,0.0,0,,,,9140
32670,0058,32783,2.0,2.0,0.0,0.0,0.0,0,,,,9140
32671,0059,32764,10.0,10.0,0.0,0.0,0.0,0,,,,9141
32672,0059,32765,38.0,38.0,0.0,0.0,0.0,0,,,,9141
32673,0059,32766,750.0,750.0,0.0,0.0,0.0,0,,,,9141
32674,0059,32767,300.0,300.0,0.0,0.0,0.0,0,,,,9141
32675,0059,32768,100.0,100.0,0.0,0.0,0.0,0,,,,9141
32676,0059,32769,15.0,15.0,0.0,0.0,0.0,0,,,,9141
32677,0059,32770,40.0,40.0,0.0,0.0,0.0,0,,,,9141
32678,0059,32771,7.0,7.0,0.0,0.0,0.0,0,,,,9141
32679,0059,32772,30.0,30.0,0.0,0.0,0.0,0,,,,9141
32680,0060,32763,1.0,1.0,0.0,0.0,0.0,0,,,,9142
32681,0061,32756,1.0,1.0,0.0,0.0,0.0,0,,,,9143
32682,0061,32757,4.0,4.0,0.0,0.0,0.0,0,,,,9143
32683,0062,32754,1.0,1.0,0.0,0.0,0.0,0,,,,9144
32684,0062,32755,3.0,3.0,0.0,0.0,0.0,0,,,,9144
32685,0063,32758,5.0,5.0,0.0,0.0,0.0,0,,,,9145
32686,0063,32759,20.0,20.0,0.0,0.0,0.0,0,,,,9145
32687,0063,32760,25.0,25.0,0.0,0.0,0.0,0,,,,9145
32688,0063,32761,40.0,40.0,0.0,0.0,0.0,0,,,,9145
32689,0064,33016,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32690,0064,33017,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32691,0064,33018,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32692,0064,33019,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32693,0064,33020,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32694,0064,33021,5.0,5.0,0.0,0.0,0.0,0,,,,9146
32695,0064,33022,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32696,0064,33023,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32697,0064,33024,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32698,0064,33025,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32699,0064,33026,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32700,0064,33027,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32701,0064,33028,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32702,0064,33029,5.0,5.0,0.0,0.0,0.0,0,,,,9146
32703,0064,33030,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32704,0064,33031,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32705,0064,33032,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32706,0064,33033,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32707,0064,33034,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32708,0064,33035,2.0,2.0,0.0,0.0,0.0,0,,,,9146
32709,0064,33036,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32710,0064,33037,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32711,0064,33038,1.0,1.0,0.0,0.0,0.0,0,,,,9146
32712,0065,33043,20.0,20.0,0.0,0.0,0.0,0,,,,9147
32713,0066,33041,200.0,200.0,0.0,0.0,0.0,0,,,,9148
32714,0066,33042,100.0,100.0,0.0,0.0,0.0,0,,,,9148
32715,0067,33046,2.0,2.0,0.0,0.0,0.0,0,,,,9149
32716,0067,33047,1.0,1.0,0.0,0.0,0.0,0,,,,9149
32717,0067,33048,1.0,1.0,0.0,0.0,0.0,0,,,,9149
32718,0067,33049,1.0,1.0,0.0,0.0,0.0,0,,,,9149
32719,0067,33050,1.0,1.0,0.0,0.0,0.0,0,,,,9149
32720,0067,33051,1.0,1.0,0.0,0.0,0.0,0,,,,9149
32721,0067,33052,1.0,1.0,0.0,0.0,0.0,0,,,,9149
32722,0068,33286,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32723,0068,33287,8.0,8.0,0.0,0.0,0.0,0,,,,9150
32724,0068,33288,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32725,0068,33289,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32726,0068,33290,2.0,2.0,0.0,0.0,0.0,0,,,,9150
32727,0068,33291,4.0,4.0,0.0,0.0,0.0,0,,,,9150
32728,0068,33292,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32729,0068,33293,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32730,0068,33294,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32731,0068,33295,2.0,2.0,0.0,0.0,0.0,0,,,,9150
32732,0068,33296,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32733,0068,33297,1.0,1.0,0.0,0.0,0.0,0,,,,9150
32734,0069,33270,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32735,0069,33271,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32736,0069,33272,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32737,0069,33273,2.0,2.0,0.0,0.0,0.0,0,,,,9151
32738,0069,33274,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32739,0069,33275,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32740,0069,33276,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32741,0069,33277,2.0,2.0,0.0,0.0,0.0,0,,,,9151
32742,0069,33278,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32743,0069,33279,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32744,0069,33280,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32745,0069,33281,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32746,0069,33282,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32747,0069,33283,1.0,1.0,0.0,0.0,0.0,0,,,,9151
32748,0069,33284,5.0,5.0,0.0,0.0,0.0,0,,,,9151
32749,0069,33285,5.0,5.0,0.0,0.0,0.0,0,,,,9151
32750,0070,33253,1.0,1.0,0.0,0.0,0.0,0,,,,9152
32751,0070,33254,2.0,2.0,0.0,0.0,0.0,0,,,,9152
