Id,MId,GRRNo,POId,ReceivedQty
37614,10463,1334,49990,20.0
37615,10464,1335,49947,500.0
37616,10465,1336,49942,5.0
37617,10466,1337,49941,1.0
37618,10467,1338,46854,6.0
37619,10467,1338,46855,16.0
37620,10467,1338,46856,16.0
37621,10467,1338,46857,8.0
37622,10468,1339,46846,16.0
37623,10468,1339,46848,16.0
37624,10468,1339,46853,6.0
37625,10469,1340,46859,3.0
37626,10469,1340,46860,10.0
37627,10469,1340,46861,2.0
37628,10470,1341,49027,3.0
37629,10470,1341,49028,1.0
37630,10470,1341,49029,4.0
37631,10470,1341,49030,65.0
37632,10471,1342,48896,45.0
37633,10471,1342,48897,8.0
37634,10471,1342,48898,1.0
37635,10471,1342,48899,1.0
37636,10472,1343,49039,2.0
37637,10472,1343,49046,70.0
37638,10472,1343,49047,70.0
37639,10472,1343,49051,2.0
37640,10473,1344,48912,3.0
37641,10474,1345,48908,1.0
37642,10474,1345,48909,12.0
37643,10474,1345,48910,25.0
37644,10474,1345,48911,1.0
37645,10475,1346,49035,30.0
37646,10475,1346,49036,65.0
37647,10475,1346,49037,30.0
37648,10476,1347,49031,20.0
37649,10476,1347,49032,4.0
37650,10476,1347,49033,4.0
37651,10476,1347,49034,4.0
37652,10477,1348,49038,1.0
37653,10477,1348,49040,4.0
37654,10477,1348,49041,5.0
37655,10477,1348,49049,2.0
37656,10478,1349,48900,1.0
37657,10478,1349,48901,10.0
37658,10478,1349,48902,45.0
37659,10478,1349,48903,30.0
37660,10479,1350,49042,5.0
37661,10479,1350,49043,5.0
37662,10479,1350,49044,30.0
37663,10479,1350,49045,30.0
37664,10480,1351,48904,20.0
37665,10480,1351,48905,25.0
37666,10480,1351,48906,1.0
37667,10480,1351,48907,1.0
37668,10481,1352,48891,1.0
37669,10481,1352,48893,2.0
37670,10481,1352,48894,2.0
37671,10481,1352,48895,3.0
37672,10486,1353,50000,53.0
37673,10487,1354,50000,53.0
37674,10488,1355,49456,1160.0
37675,10488,1355,49457,532.0
37676,10488,1355,49458,37.0
37677,10488,1355,49459,22.0
37678,10488,1355,49460,1108.0
37679,10488,1355,49461,1782.0
37680,10488,1355,49462,1059.0
37681,10488,1355,49463,12.0
37682,10488,1355,49464,479.0
37683,10488,1355,49465,298.0
37684,10488,1355,49466,240.0
37685,10488,1355,49467,186.0
37686,10488,1355,49468,106.0
37687,10489,1356,49901,5.0
37688,10490,1357,47937,400.0
37689,10490,1357,47938,400.0
37690,10491,1358,49225,24.0
37691,10491,1358,49226,7.0
37692,10492,1359,49582,4.0
37693,10493,1360,49582,2.0
37694,10494,1361,49994,2.0
37695,10495,1362,49994,2.0
37696,10496,1363,49644,20.0
37697,10496,1363,49645,20.0
37698,10497,1364,49949,60.0
37699,10497,1364,49950,60.0
37700,10498,1365,49952,60.0
37701,10498,1365,49953,60.0
37702,10499,1366,49954,100.0
37703,10499,1366,49955,100.0
37704,10499,1366,49956,10.0
37705,10499,1366,49957,25.0
37706,10499,1366,49958,100.0
37707,10499,1366,49959,10.0
37708,10499,1366,49960,60.0
37709,10499,1366,49961,60.0
37710,10499,1366,49962,2.0
37711,10499,1366,49963,2.0
37712,10499,1366,49964,2.0
37713,10500,1367,49564,4.0
37714,10501,1368,49413,2.0
37715,10502,1369,49621,10.0
37716,10503,1370,49919,16.0
37717,10503,1370,49920,10.0
37718,10503,1370,49921,80.0
37719,10503,1370,49922,45.0
37720,10503,1370,49923,45.0
37721,10503,1370,49924,65.0
37722,10503,1370,49925,65.0
37723,10503,1370,49926,5.0
37724,10503,1370,49927,5.0
37725,10503,1370,49928,12.0
37726,10503,1370,49929,35.0
37727,10503,1370,49930,35.0
37728,10504,1371,49967,65.0
37729,10504,1371,49968,20.0
37730,10504,1371,49969,20.0
37731,10504,1371,49970,40.0
37732,10504,1371,49971,1.0
37733,10504,1371,49972,1.0
37734,10504,1371,49973,1.0
37735,10504,1371,49974,1.0
37736,10504,1371,49975,1.0
37737,10504,1371,49976,10.0
37738,10505,1372,49443,20.0
37739,10505,1372,49444,78.0
37740,10505,1372,49445,4.0
37741,10505,1372,49446,139.0
37742,10506,1373,49225,24.0
37743,10507,1374,50158,64.0
37744,10507,1374,50159,16.0
37745,10507,1374,50160,4.0
37746,10507,1374,50161,4.0
37747,10507,1374,50162,28.0
37748,10507,1374,50163,20.0
37749,10507,1374,50164,32.0
37750,10507,1374,50165,32.0
37751,10507,1374,50166,8.0
37752,10507,1374,50167,16.0
37753,10507,1374,50168,16.0
37754,10507,1374,50169,8.0
37755,10507,1374,50170,64.0
37756,10507,1374,50171,16.0
37757,10507,1374,50172,12.0
37758,10507,1374,50173,98.0
37759,10508,1375,46803,10.0
37760,10509,1376,49617,96.0
37761,10509,1376,49618,750.0
37762,10509,1376,49619,500.0
37763,10510,1377,50069,50.0
37764,10511,1378,50074,44.0
37765,10512,1379,49880,157.0
37766,10513,1380,49477,24.0
37767,10513,1380,49478,40.0
37768,10513,1380,49479,44.0
37769,10514,1381,50016,5.0
37770,10514,1381,50017,5.0
37771,10514,1381,50018,4.0
37772,10514,1381,50019,6.0
37773,10514,1381,50020,4.0
37774,10514,1381,50021,12.0
37775,10514,1381,50022,24.0
37776,10514,1381,50023,48.0
37777,10514,1381,50024,1.0
37778,10514,1381,50025,4.0
37779,10514,1381,50026,1.0
37780,10514,1381,50027,2.0
37781,10514,1381,50028,2.0
37782,10514,1381,50029,3.0
37783,10515,1382,50030,1.0
37784,10515,1382,50031,2.0
37785,10515,1382,50032,5.0
37786,10515,1382,50033,4.0
37787,10515,1382,50034,10.0
37788,10515,1382,50035,8.0
37789,10515,1382,50036,8.0
37790,10515,1382,50037,4.0
37791,10515,1382,50038,3.0
37792,10516,1383,49254,48.0
37793,10516,1383,49259,3.0
37794,10516,1383,49263,8.0
37795,10517,1384,49897,1.0
37796,10517,1384,49898,1.0
37797,10517,1384,49899,2.0
37798,10517,1384,49900,2.0
37799,10518,1385,48276,4.0
37800,10518,1385,48277,2.0
37801,10518,1385,48278,2.0
37802,10518,1385,48279,1.0
37803,10518,1385,48280,4.0
37804,10518,1385,48281,1.0
37805,10518,1385,48282,1.0
37806,10518,1385,48283,1.0
37807,10518,1385,48284,1.0
37808,10518,1385,48285,1.0
37809,10518,1385,48286,1.0
37810,10519,1386,49780,4.0
37811,10519,1386,49781,3.0
37812,10519,1386,49782,6.0
37813,10520,1387,50075,4.0
37814,10520,1387,50076,151.0
37815,10520,1387,50077,160.0
37816,10521,1388,50082,26.0
37817,10522,1389,50079,100.0
37818,10523,1390,50011,2.0
37819,10523,1390,50012,2.0
37820,10523,1390,50013,1.0
37821,10523,1390,50014,1.0
37822,10524,1391,50061,50.0
37823,10524,1391,50062,50.0
37824,10525,1392,50048,50.0
37825,10525,1392,50049,50.0
37826,10526,1393,49886,2.0
37827,10526,1393,49887,4.0
37828,10526,1393,49888,1.0
37829,10526,1393,49889,3.0
37830,10526,1393,49890,1.0
37831,10526,1393,49891,5.0
37832,10527,1394,49625,5.0
37833,10527,1394,49626,5.0
37834,10527,1394,49627,5.0
37835,10528,1395,49948,5.0
37836,10529,1396,48404,200.0
37837,10529,1396,48405,200.0
37838,10529,1396,48406,200.0
37839,10530,1397,49399,5.0
37840,10530,1397,49400,3.0
37841,10531,1398,47306,3.0
37842,10532,1399,49430,932.0
37843,10532,1399,49431,4132.0
37844,10532,1399,49432,757.0
37845,10532,1399,49433,2112.0
37846,10532,1399,49434,32.0
37847,10532,1399,49435,272.0
37848,10532,1399,49436,56.0
37849,10532,1399,49437,60.0
37850,10532,1399,49438,25.0
37851,10532,1399,49439,399.0
37852,10532,1399,49440,322.0
37853,10532,1399,49441,89.0
37854,10532,1399,49442,48.0
37855,10533,1400,49321,38.0
37856,10534,1401,49048,2.0
37857,10535,1402,50002,4.0
37858,10536,1403,49562,50.0
37859,10537,1404,50078,90.0
37860,10538,1405,49951,5.0
37861,10539,1406,48800,71.0
37862,10540,1407,48801,2.0
37863,10541,1408,47323,3.0
37864,10542,1409,49858,15.0
37865,10543,1410,49858,15.0
37866,10544,1411,48456,1.0
37867,10544,1411,48457,1.0
37868,10544,1411,48458,1.0
37869,10545,1412,49240,200.0
37870,10546,1413,49379,2.0
37871,10547,1414,50329,5.0
37872,10548,1415,50459,1.0
37873,10549,1416,50460,16.0
37874,10550,1417,50488,2.2
37875,10550,1417,50489,3.43
37876,10550,1417,50490,0.757
37877,10550,1417,50491,0.673
37878,10551,1418,50466,4.542
37879,10551,1418,50467,0.073
37880,10551,1418,50468,1.605
37881,10552,1419,50065,1.0
37882,10552,1419,50066,3.0
37883,10552,1419,50067,3.0
37884,10553,1420,49484,8.0
37885,10554,1421,50223,22.0
37886,10555,1422,50469,48.0
37887,10555,1422,50470,30.0
37888,10555,1422,50471,18.0
37889,10555,1422,50472,42.0
37890,10555,1422,50473,18.0
37891,10555,1422,50474,30.0
37892,10555,1422,50475,6.0
37893,10556,1423,50484,4354.0
37894,10556,1423,50485,36.0
37895,10556,1423,50486,18.0
37896,10556,1423,50487,12.0
37897,10557,1424,50492,600.0
37898,10557,1424,50493,1200.0
37899,10557,1424,50494,7950.0
37900,10557,1424,50495,8720.0
37901,10558,1425,50146,3.0
37902,10558,1425,50147,100.0
37903,10558,1425,50148,30.0
37904,10558,1425,50149,100.0
37905,10559,1426,49620,3.0
37906,10559,1426,49622,500.0
37907,10560,1427,50111,200.0
37908,10560,1427,50112,200.0
37909,10560,1427,50113,100.0
37910,10560,1427,50114,2.0
37911,10560,1427,50115,2.0
37912,10560,1427,50116,20.0
37913,10560,1427,50117,20.0
37914,10560,1427,50118,20.0
37915,10560,1427,50119,2.0
37916,10560,1427,50120,20.0
37917,10561,1428,50189,500.0
37918,10561,1428,50190,300.0
37919,10561,1428,50191,300.0
37920,10561,1428,50192,300.0
37921,10561,1428,50194,287.0
37922,10561,1428,50195,200.0
37923,10561,1428,50196,100.0
37924,10561,1428,50197,200.0
37925,10561,1428,50198,200.0
37926,10562,1429,50178,8.0
37927,10562,1429,50179,68.0
37928,10562,1429,50180,44.0
37929,10562,1429,50181,8.0
37930,10562,1429,50182,32.0
37931,10562,1429,50183,8.0
37932,10562,1429,50184,8.0
37933,10562,1429,50185,1.0
37934,10562,1429,50186,16.0
37935,10562,1429,50187,32.0
37936,10563,1430,50201,200.0
37937,10563,1430,50202,200.0
37938,10563,1430,50203,1.0
37939,10563,1430,50204,1.0
37940,10563,1430,50205,1.0
37941,10563,1430,50206,1.0
37942,10563,1430,50207,1.0
37943,10563,1430,50208,2.0
37944,10564,1431,50210,100.0
37945,10564,1431,50211,600.0
37946,10564,1431,50212,2.0
37947,10564,1431,50213,2.0
37948,10564,1431,50214,2.0
37949,10564,1431,50215,2.0
37950,10564,1431,50216,2.0
37951,10565,1432,50224,2.0
37952,10565,1432,50225,100.0
37953,10565,1432,50226,100.0
37954,10565,1432,50227,100.0
37955,10565,1432,50228,465.0
37956,10565,1432,50229,100.0
37957,10565,1432,50230,13.0
37958,10565,1432,50231,60.0
37959,10565,1432,50232,60.0
37960,10566,1433,50233,500.0
37961,10566,1433,50234,100.0
37962,10566,1433,50235,150.0
37963,10566,1433,50236,2.0
37964,10566,1433,50237,2.0
37965,10566,1433,50238,2.0
37966,10566,1433,50239,2.0
37967,10567,1434,50247,200.0
37968,10567,1434,50248,2.0
37969,10567,1434,50249,50.0
37970,10567,1434,50250,80.0
37971,10567,1434,50251,1.0
37972,10567,1434,50252,5.0
37973,10567,1434,50253,2.0
37974,10567,1434,50254,2.0
37975,10568,1435,50517,60.0
37976,10568,1435,50518,60.0
37977,10569,1436,50519,36.0
37978,10570,1437,50529,130.0
37979,10570,1437,50530,130.0
37980,10571,1438,50102,20.0
37981,10572,1439,50243,100.0
37982,10573,1440,50244,16.0
37983,10574,1441,50057,10.0
37984,10574,1441,50058,15.0
37985,10575,1442,50015,10.0
37986,10576,1443,50424,50.0
37987,10576,1443,50425,1.0
37988,10577,1444,49881,30.0
37989,10578,1445,50416,2.0
37990,10579,1446,50419,1.0
37991,10579,1446,50420,2.0
37992,10580,1447,50414,1999.0
37993,10581,1448,50421,10.0
37994,10582,1449,50422,15.0
37995,10583,1450,50244,2.0
37996,10584,1451,50364,500.0
37997,10584,1451,50365,50.0
37998,10584,1451,50366,50.0
37999,10584,1451,50367,8.0
38000,10584,1451,50368,50.0
38001,10584,1451,50369,200.0
38002,10584,1451,50370,2.0
38003,10584,1451,50371,12.0
38004,10584,1451,50372,1.0
38005,10584,1451,50373,200.0
38006,10585,1452,50395,2.0
38007,10585,1452,50396,25.0
38008,10585,1452,50397,40.0
38009,10585,1452,50398,80.0
38010,10585,1452,50399,100.0
38011,10585,1452,50400,120.0
38012,10585,1452,50401,100.0
38013,10585,1452,50402,4.0
38014,10585,1452,50403,20.0
38015,10585,1452,50404,25.0
38016,10585,1452,50405,16.0
38017,10585,1452,50406,200.0
38018,10585,1452,50407,3.0
38019,10586,1453,50408,4.0
38020,10587,1454,50361,1.0
38021,10588,1455,50315,20.0
38022,10588,1455,50316,24.0
38023,10588,1455,50317,5.0
38024,10588,1455,50318,25.0
38025,10588,1455,50319,60.0
38026,10588,1455,50320,7.0
38027,10588,1455,50321,14.0
38028,10588,1455,50322,10.0
38029,10588,1455,50323,4.0
38030,10588,1455,50324,4.0
38031,10588,1455,50325,4.0
38032,10588,1455,50326,48.0
38033,10588,1455,50327,30.0
38034,10589,1456,50331,106.0
38035,10589,1456,50332,20.0
38036,10589,1456,50333,339.0
38037,10589,1456,50334,14.0
38038,10589,1456,50335,124.0
38039,10589,1456,50336,40.0
38040,10589,1456,50337,8.0
38041,10589,1456,50338,339.0
38042,10589,1456,50339,14.0
38043,10589,1456,50340,124.0
38044,10589,1456,50341,40.0
38045,10589,1456,50342,61.0
38046,10590,1457,50305,50.0
38047,10590,1457,50306,430.0
38048,10590,1457,50307,200.0
38049,10590,1457,50308,200.0
38050,10590,1457,50309,50.0
38051,10590,1457,50310,50.0
38052,10590,1457,50311,500.0
38053,10590,1457,50312,100.0
38054,10590,1457,50313,200.0
38055,10590,1457,50314,100.0
38056,10591,1458,50294,20.0
38057,10591,1458,50295,30.0
38058,10591,1458,50296,400.0
38059,10591,1458,50297,300.0
38060,10591,1458,50298,200.0
38061,10591,1458,50299,1000.0
38062,10591,1458,50300,3.0
38063,10591,1458,50301,500.0
38064,10591,1458,50302,300.0
38065,10591,1458,50303,200.0
38066,10591,1458,50304,200.0
38067,10592,1459,50268,1.0
38068,10592,1459,50269,1.0
38069,10592,1459,50270,25.0
38070,10592,1459,50271,4.0
38071,10592,1459,50272,4.0
38072,10592,1459,50273,4.0
38073,10592,1459,50274,2.0
38074,10592,1459,50275,40.0
38075,10592,1459,50276,2.0
38076,10592,1459,50277,25.0
38077,10592,1459,50278,50.0
38078,10592,1459,50279,35.0
38079,10592,1459,50280,2.0
38080,10593,1460,50255,50.0
38081,10593,1460,50256,3.0
38082,10593,1460,50257,3.0
38083,10593,1460,50258,3.0
38084,10593,1460,50259,3.0
38085,10593,1460,50260,3.0
38086,10593,1460,50261,3.0
38087,10593,1460,50262,4.0
38088,10593,1460,50263,2.0
38089,10594,1461,50068,1.0
38090,10595,1462,50053,300.0
38091,10595,1462,50054,16.0
38092,10595,1462,50055,120.0
38093,10595,1462,50056,120.0
38094,10596,1463,50123,1.0
38095,10596,1463,50124,1.0
38096,10596,1463,50125,5.0
38097,10597,1464,50063,3.0
38098,10598,1465,50108,1.0
38099,10598,1465,50109,1.0
38100,10599,1466,50150,4.0
38101,10599,1466,50151,70.0
38102,10599,1466,50152,1.0
38103,10600,1467,50136,1.0
38104,10600,1467,50137,1.0
38105,10600,1467,50138,1.0
38106,10600,1467,50139,3.0
38107,10600,1467,50140,1.0
38108,10600,1467,50141,1.0
38109,10600,1467,50142,1.0
38110,10600,1467,50143,1.0
38111,10600,1467,50144,1.0
38112,10601,1468,50132,4.0
38113,10602,1469,50135,60.0
38114,10603,1470,50218,11.0
38115,10603,1470,50219,18.0
38116,10603,1470,50220,20.0
38117,10603,1470,50221,4.0
38118,10604,1471,50515,1.0
38119,10604,1471,50516,1.0
38120,10605,1472,49396,8.0
38121,10605,1472,49397,8.0
38122,10605,1472,49398,8.0
38123,10606,1473,49386,8.0
38124,10606,1473,49387,8.0
38125,10606,1473,49388,8.0
38126,10607,1474,50054,16.0
38127,10608,1475,50134,2.0
38128,10609,1476,50133,30.0
38129,10610,1477,50128,40.0
38130,10610,1477,50129,2.0
38131,10610,1477,50130,2.0
38132,10610,1477,50131,12.0
38133,10611,1478,50126,3.0
38134,10611,1478,50127,2.0
38135,10612,1479,49822,4.0
38136,10612,1479,49823,6.0
38137,10612,1479,49824,4.0
38138,10613,1480,47937,200.0
38139,10613,1480,47938,200.0
38140,10614,1481,50265,1.0
38141,10614,1481,50266,1.0
38142,10615,1482,50200,50.0
38143,10616,1483,50576,9.0
38144,10617,1484,50415,110.0
38145,10618,1485,50390,150.0
38146,10618,1485,50391,100.0
38147,10618,1485,50392,100.0
38148,10618,1485,50393,100.0
38149,10618,1485,50394,100.0
38150,10619,1486,50374,50.0
38151,10619,1486,50375,2000.0
38152,10619,1486,50376,265.0
38153,10619,1486,50377,50.0
38154,10619,1486,50378,20.0
38155,10619,1486,50379,20.0
38156,10620,1487,50380,535.0
38157,10620,1487,50381,50.0
38158,10620,1487,50382,10.0
38159,10620,1487,50383,5000.0
38160,10621,1488,50384,50.0
38161,10621,1488,50385,2000.0
38162,10621,1488,50386,200.0
38163,10621,1488,50387,150.0
38164,10621,1488,50388,80.0
38165,10621,1488,50389,80.0
38166,10622,1489,50476,300.0
38167,10622,1489,50477,12.0
38168,10622,1489,50478,66.0
38169,10622,1489,50479,66.0
38170,10622,1489,50480,60.0
38171,10622,1489,50481,66.0
38172,10622,1489,50482,48.0
38173,10622,1489,50483,30.0
38174,10623,1490,50360,4.0
38175,10624,1491,50087,20.0
38176,10625,1492,50595,48.0
38177,10625,1492,50596,12.0
38178,10626,1493,50590,12.0
38179,10626,1493,50591,72.0
38180,10626,1493,50592,114.0
38181,10626,1493,50593,60.0
38182,10626,1493,50594,30.0
38183,10627,1494,50588,61.9
38184,10627,1494,50589,45.6
38185,10628,1495,50586,1130.0
38186,10629,1496,50585,6.0
38187,10629,1496,50587,43.6
38188,10630,1497,50584,110.0
38189,10631,1498,50582,68.4
38190,10631,1498,50583,99.2
38191,10632,1499,50618,10.66
38192,10632,1499,50619,13.14
38193,10633,1500,50664,1538.9
38194,10633,1500,50665,118.8
38195,10634,1501,50649,12.5
38196,10634,1501,50650,121.8
38197,10634,1501,50651,51.3
38198,10635,1502,50666,671.3
38199,10636,1503,50687,442.8
38200,10637,0001,50793,12.0
38201,10637,0001,50794,100.0
38202,10637,0001,50795,100.0
38203,10637,0001,50796,100.0
38204,10637,0001,50797,20.0
38205,10637,0001,50798,100.0
38206,10637,0001,50799,100.0
38207,10637,0001,50800,100.0
38208,10637,0001,50801,10.0
38209,10637,0001,50802,50.0
38210,10638,0002,50779,2.0
38211,10638,0002,50780,20.0
38212,10638,0002,50781,20.0
38213,10638,0002,50782,12.0
38214,10638,0002,50783,4.0
38215,10638,0002,50784,100.0
38216,10638,0002,50785,60.0
38217,10638,0002,50786,50.0
38218,10638,0002,50787,1.0
38219,10638,0002,50788,2.0
38220,10638,0002,50789,10.0
38221,10639,0003,50803,5.0
38222,10639,0003,50804,88.0
38223,10639,0003,50805,12.0
38224,10639,0003,50806,2.0
38225,10640,0004,50155,2.0
38226,10640,0004,50156,12.0
38227,10640,0004,50157,12.0
38228,10641,0005,50155,2.0
38229,10641,0005,50156,12.0
38230,10641,0005,50157,12.0
38231,10642,0006,50667,20.8
38232,10642,0006,50668,288.7
38233,10642,0006,50669,59.7
38234,10642,0006,50670,95.4
38235,10642,0006,50671,28.6
38236,10642,0006,50672,256.8
38237,10643,0007,50642,667.7
38238,10644,0008,50674,2.0
38239,10645,0009,50673,200.0
38240,10646,0010,50663,822.0
38241,10647,0011,50680,659.0
38242,10648,0012,50675,4.8
38243,10649,0013,50676,159.0
38244,10649,0013,50677,767.0
38245,10649,0013,50678,88.0
38246,10650,0014,50679,361.4
38247,10651,0015,50177,4.0
38248,10652,0016,50631,5.0
38249,10652,0016,50632,5.0
38250,10653,0017,50661,2.0
38251,10653,0017,50662,1.0
38252,10654,0018,50825,31.0
38253,10655,0019,50813,20.0
38254,10655,0019,50814,2.0
38255,10655,0019,50815,4.0
38256,10655,0019,50816,10.0
38257,10655,0019,50817,10.0
38258,10655,0019,50818,10.0
38259,10655,0019,50819,10.0
38260,10656,0020,50820,1.0
38261,10656,0020,50821,1.0
38262,10657,0021,50807,1.0
38263,10657,0021,50808,2.0
38264,10657,0021,50809,1.0
38265,10657,0021,50810,2.0
38266,10657,0021,50811,2.0
38267,10657,0021,50812,2.0
38268,10658,0022,50792,56.0
38269,10659,0023,50692,126.6
38270,10659,0023,50693,75.2
38271,10659,0023,50694,272.2
38272,10659,0023,50695,105.2
38273,10659,0023,50696,222.0
38274,10659,0023,50697,83.0
38275,10660,0024,50736,69.8
38276,10660,0024,50737,277.3
38277,10660,0024,50738,244.0
38278,10660,0024,50739,70.3
38279,10660,0024,50740,70.6
38280,10660,0024,50741,60.9
38281,10660,0024,50742,31.5
38282,10660,0024,50743,24.8
38283,10660,0024,50744,67.3
38284,10660,0024,50745,29.6
38285,10661,0025,50716,113.5
38286,10661,0025,50717,32.6
38287,10661,0025,50718,33.9
38288,10662,0026,50719,755.6
38289,10662,0026,50720,142.0
38290,10662,0026,50721,1.0
38291,10662,0026,50722,1.0
38292,10663,0027,50654,585.0
38293,10663,0027,50655,225.0
38294,10663,0027,50656,155.0
38295,10663,0027,50657,330.0
38296,10663,0027,50658,290.0
38297,10663,0027,50659,82.0
38298,10663,0027,50660,93.0
38299,10664,0028,50652,595.0
38300,10664,0028,50653,855.0
38301,10665,0029,50633,1380.0
38302,10666,0030,50639,150.0
38303,10667,0031,50634,2.0
38304,10667,0031,50635,40.0
38305,10668,0032,50647,815.0
38306,10668,0032,50648,275.0
38307,10669,0033,50624,2.0
38308,10670,0034,50625,139.0
38309,10670,0034,50626,93.0
38310,10670,0034,50627,93.0
38311,10671,0035,50628,70.0
38312,10671,0035,50629,60.0
38313,10672,0036,50620,9.51
38314,10673,0037,50621,19.34
38315,10674,0038,50623,17.54
38316,10675,0039,50528,4.0
38317,10676,0040,50822,1.0
38318,10677,0041,50682,60.0
38319,10678,0042,50823,2.0
38320,10679,0043,50725,1.0
38321,10680,0044,50641,1.0
38322,10681,0045,50617,150.0
38323,10682,0046,50616,3.7
38324,10683,0047,50426,2.0
38325,10684,0048,50427,474.0
38326,10685,0049,50688,135.8
38327,10685,0049,50689,46.8
38328,10685,0049,50690,326.0
38329,10686,0050,50643,1071.2
38330,10686,0050,50644,166.3
38331,10686,0050,50645,108.6
38332,10686,0050,50646,274.8
38333,10687,0051,49821,2.0
38334,10688,0052,49575,1.0
38335,10688,0052,49576,1.0
38336,10688,0052,49577,1.0
38337,10688,0052,49578,1.0
38338,10688,0052,49579,1.0
38339,10688,0052,49580,1.0
38340,10689,0053,50496,80.0
38341,10689,0053,50497,31.0
38342,10689,0053,50498,57.0
38343,10689,0053,50499,402.0
38344,10689,0053,50500,324.0
38345,10689,0053,50501,14.0
38346,10689,0053,50502,363.0
38347,10689,0053,50503,56.0
38348,10689,0053,50504,310.0
38349,10689,0053,50505,3.0
38350,10689,0053,50506,186.0
38351,10689,0053,50507,4.0
38352,10690,0054,49553,8.0
38353,10690,0054,49554,8.0
38354,10691,0055,49226,11.0
38355,10692,0056,46924,35.0
38356,10692,0056,46925,22.0
38357,10692,0056,46926,114.0
38358,10692,0056,46927,57.0
38359,10692,0056,46928,114.0
38360,10692,0056,46929,60.0
38361,10692,0056,46930,20.0
38362,10692,0056,46931,4.0
38363,10692,0056,46932,50.0
38364,10692,0056,46934,114.0
38365,10693,0057,46934,16.0
38366,10694,0058,50520,10.0
38367,10694,0058,50521,3.0
38368,10694,0058,50522,6.0
38369,10694,0058,50523,15.0
38370,10694,0058,50524,15.0
38371,10694,0058,50525,30.0
38372,10694,0058,50526,1.0
38373,10694,0058,50527,8.0
38374,10695,0059,46948,2.0
38375,10696,0060,46947,6.0
38376,10696,0060,46948,2.0
38377,10696,0060,46951,32.0
38378,10696,0060,46952,30.0
38379,10697,0061,50510,8.0
38380,10697,0061,50511,16.0
38381,10697,0061,50512,16.0
38382,10697,0061,50513,8.0
38383,10697,0061,50514,16.0
38384,10698,0062,50051,1.0
38385,10699,0063,49200,66.0
38386,10699,0063,49201,100.0
38387,10699,0063,49202,8.0
38388,10699,0063,49203,34.0
38389,10699,0063,49204,66.0
38390,10699,0063,49205,138.0
38391,10699,0063,49206,2.0
38392,10699,0063,49207,2.0
38393,10699,0063,49208,6.0
38394,10699,0063,49209,2.0
38395,10699,0063,49217,1.0
38396,10699,0063,49218,2.0
38397,10699,0063,49219,2.0
38398,10699,0063,49220,1.0
38399,10700,0064,48439,4.0
38400,10701,0065,49128,7.0
38401,10702,0066,49980,4.0
38402,10702,0066,49981,4.0
38403,10702,0066,49982,2.0
38404,10702,0066,49983,1.0
38405,10703,0067,50039,2.0
38406,10703,0067,50040,4.0
38407,10703,0067,50041,4.0
38408,10703,0067,50042,2.0
38409,10703,0067,50043,2.0
38410,10703,0067,50044,20.0
38411,10703,0067,50045,2.0
38412,10703,0067,50046,4.0
38413,10703,0067,50047,6.0
38414,10704,0068,50912,16.0
38415,10705,0069,50906,4.0
38416,10705,0069,50907,4.0
38417,10705,0069,50908,34.0
38418,10705,0069,50909,2.0
38419,10706,0070,50871,1.0
38420,10706,0070,50872,16.0
38421,10706,0070,50881,2.0
38422,10707,0071,50910,8.0
38423,10707,0071,50911,2.0
38424,10707,0071,50913,2.0
38425,10707,0071,50914,12.0
38426,10707,0071,50915,2.0
38427,10707,0071,50916,2.0
38428,10707,0071,50917,1.0
38429,10708,0072,50901,4.0
38430,10708,0072,50902,1.0
38431,10708,0072,50903,4.0
38432,10708,0072,50904,18.0
38433,10709,0073,50873,2.0
38434,10709,0073,50874,2.0
38435,10709,0073,50875,2.0
38436,10709,0073,50876,2.0
38437,10709,0073,50877,32.0
38438,10709,0073,50880,8.0
38439,10709,0073,50882,2.0
38440,10709,0073,50883,1.0
38441,10710,0074,50895,2.0
38442,10710,0074,50896,2.0
38443,10710,0074,50905,2.0
38444,10711,0075,49860,2.0
38445,10711,0075,49861,6.0
38446,10711,0075,49862,6.0
38447,10711,0075,49863,2.0
38448,10711,0075,49864,2.0
38449,10711,0075,49865,2.0
38450,10711,0075,49866,2.0
38451,10711,0075,49867,1.0
38452,10711,0075,49868,2.0
38453,10712,0076,50946,8.0
38454,10712,0076,50947,4.0
38455,10712,0076,50948,2.0
38456,10712,0076,50949,1.0
38457,10712,0076,50950,4.0
38458,10712,0076,50951,2.0
38459,10712,0076,50952,5.0
38460,10712,0076,50953,1.0
38461,10712,0076,50954,4.0
38462,10712,0076,50955,6.0
38463,10712,0076,50956,16.0
38464,10712,0076,50957,1.0
38465,10713,0077,50974,1.0
38466,10713,0077,50975,10.0
38467,10713,0077,50977,4.0
38468,10714,0078,51066,1.0
38469,10714,0078,51067,2.0
38470,10714,0078,51068,4.0
38471,10714,0078,51069,1.0
38472,10714,0078,51070,4.0
38473,10715,0079,51055,8.0
38474,10715,0079,51056,1.0
38475,10715,0079,51057,1.0
38476,10715,0079,51058,1.0
38477,10715,0079,51059,8.0
38478,10715,0079,51060,8.0
38479,10715,0079,51061,2.0
38480,10716,0080,50958,6.0
38481,10716,0080,50959,6.0
38482,10716,0080,50960,6.0
38483,10716,0080,50961,16.0
38484,10717,0081,50996,2.0
38485,10717,0081,50997,16.0
