Id,GINNo,GINId,POId,Qty,ReceivedQty,ACategoyId,ASubCategoyId
41626,1129,12614,47722,10.0,10.0,0,0
41627,1129,12614,47723,2.0,2.0,0,0
41628,1129,12614,47724,55.0,55.0,0,0
41629,1129,12614,47725,25.25,25.25,0,0
41630,1130,12615,47726,22.0,22.0,0,0
41631,1130,12615,47727,16.0,16.0,0,0
41632,1130,12615,47728,5.0,5.0,0,0
41633,1130,12615,47729,20.0,20.0,0,0
41634,1130,12615,47730,5.0,5.0,0,0
41635,1130,12615,47731,15.0,15.0,0,0
41636,1130,12615,47732,10.0,10.0,0,0
41637,1130,12615,47733,19.43,19.43,0,0
41638,1130,12615,47734,8.0,8.0,0,0
41639,1131,12616,47661,15.0,15.0,0,0
41640,1132,12617,47735,12.0,12.0,0,0
41641,1133,12618,47736,4.0,4.0,0,0
41642,1133,12618,47737,4.0,4.0,0,0
41643,1133,12618,47738,2.0,2.0,0,0
41644,1134,12619,47655,12.0,12.0,0,0
41645,1134,12619,47656,10.0,10.0,0,0
41646,1134,12619,47657,3.0,3.0,0,0
41647,1134,12619,47658,2.0,2.0,0,0
41648,1135,12620,47571,12.0,120.0,0,0
41649,1135,12620,47572,48.0,48.0,0,0
41650,1136,12621,47740,24.0,24.0,0,0
41651,1137,12622,47569,45.0,45.0,0,0
41652,1137,12622,47570,50.0,50.0,0,0
41653,1138,12623,47686,4.0,4.0,0,0
41654,1138,12623,47687,2.0,2.0,0,0
41655,1138,12623,47688,2.0,2.0,0,0
41656,1138,12623,47689,2.0,2.0,0,0
41657,1138,12623,47690,3.0,3.0,0,0
41658,1138,12623,47691,1.0,1.0,0,0
41659,1138,12623,47692,6.0,6.0,0,0
41660,1138,12623,47693,1.0,1.0,0,0
41661,1138,12623,47694,8.0,8.0,0,0
41662,1138,12623,47695,3.5,3.5,0,0
41663,1138,12623,47696,6.0,6.0,0,0
41664,1138,12623,47697,1.0,1.0,0,0
41665,1138,12623,47698,2.0,2.0,0,0
41666,1139,12624,47741,1.0,1.0,0,0
41667,1139,12624,47742,1.0,1.0,0,0
41668,1139,12624,47743,1.0,1.0,0,0
41669,1139,12624,47744,135.6,135.6,0,0
41670,1140,12625,47653,80.0,80.0,2,3
41671,1140,12625,47654,20.0,20.0,2,3
41672,1141,12626,47745,10.0,10.0,0,0
41673,1141,12626,47746,30.0,30.0,0,0
41674,1141,12626,47747,100.0,100.0,0,0
41675,1141,12626,47748,100.0,100.0,0,0
41676,1141,12626,47749,20.0,20.0,0,0
41677,1142,12627,47739,100.0,100.0,0,0
41678,1143,12628,47682,1.0,1.0,0,0
41679,1144,12629,47750,30.0,30.0,0,0
41680,1145,12630,46733,2.0,2.0,0,0
41681,1146,12631,47935,20.0,20.0,0,0
41682,1146,12631,47936,60.0,60.0,0,0
41683,1147,12632,47606,1.0,1.0,0,0
41684,1147,12632,47607,1.0,1.0,0,0
41685,1147,12632,47608,1.0,1.0,0,0
41686,1148,12633,47549,2.0,2.0,0,0
41687,1148,12633,47550,2.0,2.0,0,0
41688,1148,12633,47551,1.0,1.0,0,0
41689,1148,12633,47552,7.0,7.0,0,0
41690,1148,12633,47553,2.0,2.0,0,0
41691,1148,12633,47554,2.0,2.0,0,0
41692,1148,12633,47555,2.0,2.0,0,0
41693,1149,12634,47751,25.0,50.0,0,0
41694,1149,12634,47752,25.0,50.0,0,0
41695,1149,12634,47753,50.0,50.0,0,0
41696,1149,12634,47754,50.0,50.0,0,0
41697,1149,12634,47755,50.0,50.0,0,0
41698,1149,12634,47756,50.0,50.0,0,0
41699,1149,12634,47757,100.0,100.0,0,0
41700,1149,12634,47758,100.0,100.0,0,0
41701,1149,12634,47759,50.0,50.0,0,0
41702,1149,12634,47760,100.0,100.0,0,0
41703,1149,12634,47761,25.0,25.0,0,0
41704,1149,12634,47762,50.0,50.0,0,0
41705,1150,12635,47768,8.0,8.0,0,0
41706,1151,12636,47763,1.0,1.0,0,0
41707,1152,12637,47807,2.0,2.0,0,0
41708,1152,12637,47808,2.0,2.0,0,0
41709,1152,12637,47809,1.0,1.0,0,0
41710,1152,12637,47810,2.0,2.0,0,0
41711,1152,12637,47811,1.0,1.0,0,0
41712,1152,12637,47814,2.0,2.0,0,0
41713,1152,12637,47815,1.0,1.0,0,0
41714,1153,12638,47812,2.0,2.0,0,0
41715,1154,12639,47721,6.0,6.0,0,0
41716,1155,12640,47785,4.0,4.0,0,0
41717,1155,12640,47786,4.0,4.0,0,0
41718,1155,12640,47787,4.0,4.0,0,0
41719,1155,12640,47788,8.0,8.0,0,0
41720,1155,12640,47789,4.0,4.0,0,0
41721,1155,12640,47790,16.0,16.0,0,0
41722,1156,12641,47566,2.0,2.0,0,0
41723,1156,12641,47567,8.0,8.0,0,0
41724,1156,12641,47568,2.0,2.0,0,0
41725,1157,12642,47822,1.0,1.0,0,0
41726,1157,12642,47823,1.0,1.0,0,0
41727,1157,12642,47824,4.0,4.0,0,0
41728,1157,12642,47825,20.0,20.0,0,0
41729,1157,12642,47826,1.0,1.0,0,0
41730,1157,12642,47827,1.0,1.0,0,0
41731,1157,12642,47828,1.0,1.0,0,0
41732,1157,12642,47829,5.0,5.0,0,0
41733,1157,12642,47830,1.0,1.0,0,0
41734,1157,12642,47831,3.0,3.0,0,0
41735,1157,12642,47832,16.0,16.0,0,0
41736,1157,12642,47833,4.0,4.0,0,0
41737,1157,12642,47834,1.0,1.0,0,0
41738,1158,12643,47604,3.0,3.0,0,0
41739,1159,12644,47764,80.0,100.0,0,0
41740,1159,12644,47765,40.0,40.0,0,0
41741,1159,12644,47766,10.0,10.0,0,0
41742,1160,12645,47791,1.0,1.0,0,0
41743,1160,12645,47792,1.0,1.0,0,0
41744,1161,12646,47806,1.0,1.0,0,0
41745,1162,12647,47650,1.0,1.0,0,0
41746,1162,12647,47651,1.0,1.0,0,0
41747,1163,12648,47096,2.0,2.0,0,0
41748,1164,12649,47469,2.0,2.0,0,0
41749,1164,12649,47470,2.0,2.0,0,0
41750,1165,12650,47577,2.0,2.0,0,0
41751,1165,12650,47578,2.0,2.0,0,0
41752,1165,12650,47579,1.0,1.0,0,0
41753,1165,12650,47580,2.0,2.0,0,0
41754,1165,12650,47581,2.0,2.0,0,0
41755,1165,12650,47582,1.0,1.0,0,0
41756,1165,12650,47583,1.0,1.0,0,0
41757,1165,12650,47584,1.0,1.0,0,0
41758,1165,12650,47585,1.0,1.0,0,0
41759,1165,12650,47586,2.0,2.0,0,0
41760,1165,12650,47587,1.0,1.0,0,0
41761,1165,12650,47588,1.0,1.0,0,0
41762,1165,12650,47589,4.0,4.0,0,0
41763,1165,12650,47590,1.0,8.0,0,0
41764,1165,12650,47591,4.0,4.0,0,0
41765,1165,12650,47592,1.0,1.0,0,0
41766,1165,12650,47593,2.0,2.0,0,0
41767,1165,12650,47594,1.0,1.0,0,0
41768,1166,12651,47635,16.0,16.0,0,0
41769,1166,12651,47636,22.0,22.0,0,0
41770,1167,12652,48041,80.0,80.0,0,0
41771,1168,12653,47767,32.0,32.0,0,0
41772,1169,12654,47681,1.0,1.0,0,0
41773,1170,12655,47784,6.0,6.0,0,0
41774,1171,12656,47324,2.0,2.0,0,0
41775,1172,12657,48042,2.0,2.0,0,0
41776,1173,12658,47937,100.0,200.0,0,0
41777,1173,12658,47938,100.0,200.0,0,0
41778,1174,12659,46765,55.0,44.0,0,0
41779,1175,12660,47622,22.0,12.0,0,0
41780,1175,12660,47623,11.0,16.0,0,0
41781,1175,12660,47624,11.0,16.0,0,0
41782,1176,12661,47618,24.0,24.0,0,0
41783,1176,12661,47619,72.0,72.0,0,0
41784,1177,12662,47047,4.0,8.0,0,0
41785,1178,12663,47502,1.0,1.0,0,0
41786,1178,12663,47503,1.0,1.0,0,0
41787,1179,12664,47495,4.0,4.0,0,0
41788,1179,12664,47496,4.0,4.0,0,0
41789,1179,12664,47497,4.0,4.0,0,0
41790,1179,12664,47498,4.0,4.0,0,0
41791,1179,12664,47499,4.0,4.0,0,0
41792,1179,12664,47500,4.0,4.0,0,0
41793,1179,12664,47501,4.0,4.0,0,0
41794,1180,12665,47504,1.0,1.0,0,0
41795,1180,12665,47505,1.0,1.0,0,0
41796,1180,12665,47506,1.0,1.0,0,0
41797,1180,12665,47507,1.0,1.0,0,0
41798,1181,12666,47509,1.0,1.0,0,0
41799,1181,12666,47510,1.0,1.0,0,0
41800,1181,12666,47511,2.0,2.0,0,0
41801,1181,12666,47512,1.0,1.0,0,0
41802,1181,12666,47513,1.0,1.0,0,0
41803,1181,12666,47514,1.0,1.0,0,0
41804,1181,12666,47515,1.0,1.0,0,0
41805,1181,12666,47516,1.0,1.0,0,0
41806,1182,12667,47095,6.0,6.0,0,0
41807,1183,12668,47609,4.0,4.0,0,0
41808,1183,12668,47610,3.0,12.0,0,0
41809,1183,12668,47611,12.0,12.0,0,0
41810,1183,12668,47612,3.0,3.0,0,0
41811,1183,12668,47613,3.0,3.0,0,0
41812,1183,12668,47614,6.0,6.0,0,0
41813,1183,12668,47615,4.0,6.0,0,0
41814,1184,12669,47453,1.0,1.0,0,0
41815,1185,12670,47449,1.0,1.0,0,0
41816,1185,12670,47450,1.0,1.0,0,0
41817,1185,12670,47451,1.0,1.0,0,0
41818,1185,12670,47452,1.0,1.0,0,0
41819,1186,12671,47573,100.0,100.0,0,0
41820,1186,12671,47574,100.0,100.0,0,0
41821,1186,12671,47575,1.0,1.0,0,0
41822,1186,12671,47576,2.0,2.0,0,0
41823,1187,12672,47253,1.0,1.0,0,0
41824,1188,12673,47684,2.0,2.0,0,0
41825,1189,12674,47332,3.0,3.0,0,0
41827,1191,12676,46787,15.0,15.0,0,0
41828,1192,12677,47139,2.0,2.0,0,0
41829,1192,12677,47140,2.0,4.0,0,0
41830,1193,12678,47680,12.0,12.0,0,0
41831,1194,12679,47181,96.0,96.0,0,0
41832,1195,12680,47336,16.0,16.0,0,0
41833,1195,12680,47337,5.0,5.0,0,0
41834,1195,12680,47338,4.0,4.0,0,0
41835,1195,12680,47339,8.0,8.0,0,0
41836,1195,12680,47340,4.0,4.0,0,0
41837,1196,12681,47526,1.0,1.0,0,0
41838,1196,12681,47527,1.0,1.0,0,0
41839,1196,12681,47528,1.0,1.0,0,0
41840,1196,12681,47529,1.0,1.0,0,0
41841,1196,12681,47530,1.0,1.0,0,0
41842,1196,12681,47531,1.0,1.0,0,0
41843,1196,12681,47532,2.0,2.0,0,0
41844,1196,12681,47533,2.0,2.0,0,0
41845,1196,12681,47534,2.0,2.0,0,0
41846,1196,12681,47535,2.0,2.0,0,0
41847,1196,12681,47536,1.0,1.0,0,0
41848,1196,12681,47537,2.0,2.0,0,0
41849,1196,12681,47538,1.0,1.0,0,0
41850,1196,12681,47539,2.0,2.0,0,0
41851,1196,12681,47540,2.0,2.0,0,0
41852,1197,12682,47924,80.0,80.0,0,0
41853,1198,12683,48159,1.0,1.0,0,0
41854,1199,12684,48429,1.0,1.0,0,0
41855,1199,12684,48430,1.0,1.0,0,0
41856,1200,12685,48395,100.0,100.0,0,0
41857,1200,12685,48396,100.0,100.0,0,0
41858,1200,12685,48397,100.0,100.0,0,0
41859,1201,12686,48247,15.0,15.0,0,0
41860,1201,12686,48248,10.0,10.0,0,0
41861,1202,12687,48748,1.0,1.0,0,0
41862,1202,12687,48749,1.0,1.0,0,0
41863,1202,12687,48750,1.0,1.0,0,0
41864,1202,12687,48751,4.0,4.0,0,0
41865,1202,12687,48752,16.0,16.0,0,0
41866,1202,12687,48753,40.0,40.0,0,0
41867,1202,12687,48754,20.0,20.0,0,0
41868,1203,12688,47605,1.0,1.0,0,0
41869,1204,12689,47680,9.0,9.0,0,0
41870,1205,12690,48059,1.0,1.0,0,0
41871,1205,12690,48060,2.0,2.0,0,0
41872,1205,12690,48061,2.0,2.0,0,0
41873,1205,12690,48063,1.0,1.0,0,0
41874,1205,12690,48064,4.0,4.0,0,0
41875,1205,12690,48065,1.0,1.0,0,0
41876,1205,12690,48066,1.0,1.0,0,0
41877,1205,12690,48067,1.0,1.0,0,0
41878,1205,12690,48068,1.0,1.0,0,0
41879,1205,12690,48069,1.0,1.0,0,0
41880,1205,12690,48070,1.0,1.0,0,0
41881,1206,12691,48425,68.0,68.0,0,0
41882,1206,12691,48426,85.0,112.0,0,0
41883,1206,12691,48427,20.0,20.0,0,0
41884,1207,12692,48311,20.0,20.0,0,0
41885,1207,12692,48312,25.0,25.0,0,0
41886,1207,12692,48313,4.0,4.0,0,0
41887,1207,12692,48314,16.0,16.0,0,0
41888,1208,12693,48320,10.0,10.0,0,0
41889,1208,12693,48321,10.0,10.0,0,0
41890,1208,12693,48322,20.0,20.0,0,0
41891,1209,12694,48315,5.0,5.0,0,0
41892,1209,12694,48316,5.0,5.0,0,0
41893,1209,12694,48317,1.0,1.0,0,0
41894,1210,12695,48318,50.0,50.0,0,0
41895,1210,12695,48319,30.0,30.0,0,0
41896,1211,12696,48307,200.0,200.0,0,0
41897,1211,12696,48308,200.0,200.0,0,0
41898,1212,12697,48310,2.0,2.0,0,0
41899,1213,12698,48309,200.0,200.0,0,0
41900,1214,12699,48328,20.0,20.0,0,0
41901,1214,12699,48329,24.0,24.0,0,0
41902,1214,12699,48330,5.0,5.0,0,0
41903,1214,12699,48331,60.0,60.0,0,0
41904,1214,12699,48332,7.0,7.0,0,0
41905,1214,12699,48334,14.0,14.0,0,0
41906,1214,12699,48335,10.0,10.0,0,0
41907,1215,12700,48342,4.0,4.0,0,0
41908,1215,12700,48343,4.0,4.0,0,0
41909,1215,12700,48344,4.0,4.0,0,0
41910,1215,12700,48346,106.0,106.0,0,0
41911,1215,12700,48347,20.0,20.0,0,0
41912,1215,12700,48348,339.0,339.0,0,0
41913,1216,12701,48349,14.0,14.0,0,0
41914,1216,12701,48350,124.0,124.0,0,0
41915,1216,12701,48351,40.0,40.0,0,0
41916,1216,12701,48352,8.0,8.0,0,0
41917,1216,12701,48353,339.0,339.0,0,0
41918,1216,12701,48354,14.0,14.0,0,0
41919,1216,12701,48355,124.0,124.0,0,0
41920,1216,12701,48356,40.0,40.0,0,0
41921,1217,12702,48336,100.0,100.0,0,0
41922,1217,12702,48337,120.0,120.0,0,0
41923,1217,12702,48338,100.0,100.0,0,0
41924,1217,12702,48339,40.0,40.0,0,0
41925,1217,12702,48340,80.0,80.0,0,0
41926,1218,12703,48333,25.0,182.0,0,0
41927,1219,12704,48364,2.0,2.0,0,0
41928,1220,12705,48431,1.0,1.0,0,0
41929,1220,12705,48432,1.0,1.0,0,0
41930,1220,12705,48433,16.0,16.0,0,0
41931,1221,12706,47813,2.0,2.0,0,0
41932,1222,12707,48118,6.0,6.0,0,0
41933,1222,12707,48119,1.0,1.0,0,0
41934,1222,12707,48120,1.0,1.0,0,0
41935,1222,12707,48121,2.0,2.0,0,0
41936,1222,12707,48122,1.0,1.0,0,0
41937,1222,12707,48123,8.0,8.0,0,0
41938,1222,12707,48124,4.0,4.0,0,0
41939,1222,12707,48125,2.0,2.0,0,0
41940,1223,12708,48166,60.0,60.0,0,0
41941,1224,12709,48676,1300.0,1300.0,0,0
41942,1225,12710,48167,203.0,203.0,0,0
41943,1225,12710,48168,217.0,217.0,0,0
41944,1226,12711,48103,2.0,2.0,0,0
41945,1226,12711,48104,8.0,8.0,0,0
41946,1226,12711,48105,2.0,2.0,0,0
41947,1226,12711,48106,2.0,2.0,0,0
41948,1226,12711,48107,3.0,3.0,0,0
41949,1226,12711,48108,4.0,4.0,0,0
41950,1226,12711,48109,2.0,2.0,0,0
41951,1226,12711,48110,4.0,4.0,0,0
41952,1226,12711,48111,2.0,2.0,0,0
41953,1227,12712,47617,2.0,2.0,0,0
41954,1228,12713,47648,8.0,8.0,0,0
41955,1228,12713,47649,5.0,5.0,0,0
41956,1229,12714,47659,6.0,6.0,0,0
41957,1229,12714,47660,2.0,2.0,0,0
41958,1230,12715,47662,1.0,1.0,0,0
41959,1230,12715,47663,1.0,1.0,0,0
41960,1230,12715,47664,4.0,4.0,0,0
41961,1231,12716,48160,3.0,3.0,0,0
41962,1232,12717,47620,10.0,10.0,0,0
41963,1232,12717,47621,22.0,22.0,0,0
41964,1233,12718,47595,100.0,100.0,0,0
41965,1233,12718,47596,150.0,150.0,0,0
41966,1233,12718,47597,350.0,350.0,0,0
41967,1233,12718,47598,173.0,173.0,0,0
41968,1233,12718,47599,80.0,80.0,0,0
41969,1233,12718,47600,353.0,353.0,0,0
41970,1233,12718,47601,500.0,500.0,0,0
41971,1233,12718,47602,500.0,500.0,0,0
41972,1233,12718,47603,80.0,80.0,0,0
41973,1234,12719,48428,1.0,1.0,0,0
41974,1235,12720,48414,6.0,6.0,0,0
41975,1235,12720,48415,6.0,6.0,0,0
41976,1236,12721,48373,25.0,25.0,0,0
41977,1236,12721,48374,35.0,35.0,0,0
41978,1236,12721,48375,8.0,8.0,0,0
41979,1236,12721,48376,10.0,10.0,0,0
41980,1236,12721,48377,14.0,14.0,0,0
41981,1236,12721,48378,27.0,27.0,0,0
41982,1237,12722,48379,25.0,25.0,0,0
41983,1237,12722,48380,27.0,27.0,0,0
41984,1237,12722,48381,55.0,55.0,0,0
41985,1237,12722,48382,60.0,60.0,0,0
41986,1238,12723,48383,27.0,27.0,0,0
41987,1239,12724,48399,2.0,2.0,0,0
41988,1240,12725,48399,2.0,2.0,0,0
41989,1241,12726,48268,3.0,3.0,0,0
41990,1242,12727,47703,6.0,6.0,0,0
41991,1242,12727,47706,1.0,1.0,0,0
41992,1242,12727,47707,1.0,1.0,0,0
41993,1242,12727,47708,1.0,1.0,0,0
41994,1242,12727,47709,1.0,1.0,0,0
41995,1242,12727,47710,1.0,1.0,0,0
41996,1243,12728,47313,4.0,4.0,0,0
41997,1244,12729,47118,2.0,2.0,0,0
41998,1244,12729,47119,2.0,2.0,0,0
41999,1245,12730,47112,1.0,1.0,0,0
42000,1245,12730,47113,4.0,4.0,0,0
42001,1245,12730,47114,12.0,12.0,0,0
42002,1245,12730,47115,4.0,4.0,0,0
42003,1245,12730,47116,4.0,4.0,0,0
42004,1245,12730,47117,4.0,4.0,0,0
42005,1246,12731,46804,3.0,3.0,0,0
42006,1247,12732,48085,4.0,4.0,0,0
42007,1247,12732,48086,4.0,4.0,0,0
42008,1247,12732,48088,3.0,3.0,0,0
42009,1248,12733,47196,1.0,1.0,0,0
42010,1249,12734,47716,6.0,6.0,0,0
42011,1249,12734,47717,1.0,1.0,0,0
42012,1250,12735,47174,2.0,2.0,0,0
42013,1250,12735,47177,28.0,28.0,0,0
42014,1251,12736,47981,4.0,4.0,0,0
42015,1251,12736,47982,2.0,2.0,0,0
42016,1251,12736,47984,3.0,3.0,0,0
42017,1251,12736,47985,6.0,6.0,0,0
42018,1252,12737,48388,4.0,4.0,0,0
42019,1252,12737,48389,2.0,2.0,0,0
42020,1253,12738,48390,4.0,4.0,0,0
42021,1253,12738,48391,6.0,6.0,0,0
42022,1253,12738,48392,4.0,4.0,0,0
42023,1253,12738,48393,2.0,2.0,0,0
42024,1254,12739,46921,1.0,1.0,0,0
42025,1254,12739,46922,20.0,20.0,0,0
42026,1254,12739,46923,4.0,4.0,0,0
42027,1255,12740,47002,1.0,1.0,0,0
42028,1256,12741,48147,4.0,4.0,0,0
42029,1257,12742,47183,10.0,10.0,0,0
42030,1257,12742,47184,6.0,6.0,0,0
42031,1257,12742,47186,8.0,8.0,0,0
42032,1258,12743,48253,4.0,4.0,0,0
42033,1259,12744,48112,6.0,6.0,0,0
42034,1260,12745,48515,20.0,20.0,0,0
42035,1261,12746,47006,28.0,28.0,0,0
42036,1261,12746,47007,28.0,28.0,0,0
42037,1262,12747,47155,5.0,5.0,0,0
42038,1263,12748,48151,4.0,4.0,0,0
42039,1263,12748,48152,4.0,4.0,0,0
42040,1263,12748,48153,5.0,5.0,0,0
42041,1263,12748,48154,4.0,4.0,0,0
42042,1263,12748,48155,3.0,3.0,0,0
42043,1263,12748,48156,3.0,3.0,0,0
42044,1263,12748,48157,3.0,3.0,0,0
42045,1263,12748,48158,16.0,16.0,0,0
42046,1264,12749,48094,8.0,8.0,0,0
42047,1264,12749,48095,22.0,22.0,0,0
42048,1265,12750,48074,3.0,3.0,0,0
42049,1265,12750,48075,2.0,2.0,0,0
42050,1265,12750,48076,1.0,1.0,0,0
42051,1265,12750,48077,2.0,2.0,0,0
42052,1265,12750,48078,4.0,4.0,0,0
42053,1265,12750,48079,2.0,2.0,0,0
42054,1265,12750,48080,2.0,2.0,0,0
42055,1265,12750,48081,1.0,1.0,0,0
42056,1266,12751,48091,22.0,22.0,0,0
42057,1266,12751,48092,22.0,22.0,0,0
42058,1266,12751,48093,10.0,10.0,0,0
42059,1267,12752,49129,44.0,44.0,0,0
42060,1268,12753,48767,8.0,8.0,0,0
42061,1268,12753,48768,4.0,4.0,0,0
42062,1268,12753,48769,8.0,8.0,0,0
42063,1268,12753,48770,4.0,4.0,0,0
42064,1268,12753,48771,20.0,20.0,0,0
42065,1269,12754,49019,40.0,40.0,0,0
42066,1269,12754,49020,2.0,2.0,0,0
42067,1269,12754,49021,4.0,4.0,0,0
42068,1269,12754,49022,20.0,20.0,0,0
42069,1270,12755,48860,1.0,1.0,0,0
42070,1270,12755,48861,1.0,1.0,0,0
42071,1270,12755,48862,1.0,1.0,0,0
42072,1270,12755,48863,2.0,2.0,0,0
42073,1270,12755,48864,1.0,1.0,0,0
42074,1270,12755,48865,1.0,1.0,0,0
42075,1270,12755,48866,3.0,3.0,0,0
42076,1270,12755,48867,2.0,2.0,0,0
42077,1270,12755,48868,2.0,2.0,0,0
42078,1270,12755,48869,1.0,1.0,0,0
42079,1271,12756,48856,9.0,9.0,0,0
42080,1271,12756,48857,12.0,12.0,0,0
42081,1271,12756,48858,8.0,8.0,0,0
42082,1271,12756,48859,24.0,24.0,0,0
42083,1272,12757,49127,30.0,30.0,0,0
42084,1272,12757,49128,63.0,63.0,0,0
42085,1273,12758,49250,2.0,2.0,0,0
42086,1273,12758,49251,4.0,4.0,0,0
42087,1273,12758,49252,2.0,2.0,0,0
42088,1273,12758,49253,8.0,8.0,0,0
42089,1273,12758,49255,2.0,4.0,0,0
42090,1273,12758,49256,4.0,4.0,0,0
42091,1273,12758,49257,2.0,2.0,0,0
42092,1273,12758,49258,2.0,2.0,0,0
42093,1273,12758,49260,1.0,1.0,0,0
42094,1273,12758,49261,2.0,2.0,0,0
42095,1273,12758,49262,1.0,1.0,0,0
42096,1274,12759,49233,57.0,57.0,0,0
42097,1275,12760,49275,4.0,4.0,0,0
42098,1275,12760,49276,1.0,1.0,0,0
42099,1275,12760,49277,1.0,1.0,0,0
42100,1275,12760,49278,1.0,1.0,0,0
42101,1275,12760,49279,5.0,5.0,0,0
42102,1276,12761,49280,112.0,112.0,0,0
42103,1277,12762,48755,2.0,2.0,0,0
42104,1278,12763,48772,12.0,12.0,0,0
42105,1279,12764,48269,10.0,10.0,0,0
42106,1279,12764,48270,4.0,4.0,0,0
42107,1279,12764,48271,10.0,10.0,0,0
42108,1280,12765,48535,24.0,24.0,0,0
42109,1280,12765,48536,8.0,8.0,0,0
42110,1280,12765,48537,4.0,4.0,0,0
42111,1280,12765,48538,4.0,4.0,0,0
42112,1280,12765,48539,24.0,24.0,0,0
42113,1280,12765,48540,8.0,8.0,0,0
42114,1280,12765,48541,8.0,8.0,0,0
42115,1280,12765,48542,4.0,4.0,0,0
42116,1280,12765,48543,4.0,4.0,0,0
42117,1280,12765,48544,22.0,22.0,0,0
42118,1280,12765,48545,44.0,44.0,0,0
42119,1280,12765,48546,2.0,2.0,0,0
42120,1280,12765,48547,1.0,1.0,0,0
42121,1280,12765,48548,1.0,1.0,0,0
42122,1280,12765,48549,1.0,1.0,0,0
42123,1281,12766,48550,1.0,1.0,0,0
42124,1281,12766,48551,1.0,1.0,0,0
42125,1281,12766,48552,1.0,1.0,0,0
42126,1281,12766,48553,1.0,1.0,0,0
42127,1281,12766,48554,9.0,9.0,0,0
42128,1281,12766,48555,3.0,3.0,0,0
42129,1281,12766,48556,1.0,1.0,0,0
42130,1281,12766,48557,2.0,2.0,0,0
42131,1281,12766,48558,2.0,2.0,0,0
42132,1281,12766,48559,12.0,12.0,0,0
42133,1282,12767,48560,2.0,2.0,0,0
42134,1282,12767,48561,2.0,2.0,0,0
42135,1282,12767,48562,2.0,2.0,0,0
42136,1282,12767,48563,2.0,2.0,0,0
42137,1282,12767,48564,4.0,4.0,0,0
42138,1282,12767,48565,2.0,2.0,0,0
42139,1282,12767,48566,2.0,2.0,0,0
42140,1282,12767,48567,2.0,2.0,0,0
42141,1282,12767,48568,2.0,2.0,0,0
42142,1283,12768,48569,2.0,2.0,0,0
42143,1283,12768,48570,1.0,1.0,0,0
42144,1283,12768,48571,1.0,1.0,0,0
42145,1283,12768,48572,2.0,2.0,0,0
42146,1283,12768,48573,1.0,1.0,0,0
42147,1283,12768,48574,1.0,1.0,0,0
42148,1283,12768,48575,4.0,4.0,0,0
42149,1283,12768,48576,4.0,4.0,0,0
42150,1283,12768,48577,4.0,4.0,0,0
42151,1283,12768,48578,1.0,1.0,0,0
42152,1283,12768,48579,4.0,4.0,0,0
42153,1283,12768,48580,4.0,4.0,0,0
42154,1284,12769,48581,24.0,24.0,0,0
42155,1284,12769,48582,12.0,12.0,0,0
42156,1284,12769,48583,8.0,8.0,0,0
42157,1284,12769,48584,8.0,8.0,0,0
42158,1284,12769,48585,24.0,24.0,0,0
42159,1285,12770,48586,2.0,2.0,0,0
42160,1285,12770,48587,2.0,2.0,0,0
42161,1285,12770,48588,8.0,8.0,0,0
42162,1285,12770,48589,1.0,1.0,0,0
42163,1285,12770,48590,1.0,1.0,0,0
42164,1285,12770,48591,6.0,6.0,0,0
42165,1285,12770,48592,50.0,50.0,0,0
42166,1285,12770,48593,8.0,8.0,0,0
42167,1285,12770,48594,1.0,1.0,0,0
42168,1285,12770,48595,1.0,1.0,0,0
42169,1285,12770,48596,12.0,12.0,0,0
42170,1285,12770,48597,50.0,50.0,0,0
42171,1286,12771,48682,2.0,2.0,0,0
42172,1286,12771,48683,1.0,1.0,0,0
42173,1286,12771,48686,4.0,4.0,0,0
42174,1286,12771,48687,4.0,4.0,0,0
42175,1286,12771,48688,5.0,5.0,0,0
42176,1286,12771,48689,20.0,20.0,0,0
42177,1286,12771,48690,3.0,3.0,0,0
42178,1286,12771,48691,6.0,6.0,0,0
42179,1286,12771,48692,2.0,2.0,0,0
42180,1286,12771,48693,4.0,4.0,0,0
42181,1286,12771,48694,4.0,4.0,0,0
42182,1286,12771,48695,4.0,4.0,0,0
42183,1286,12771,48696,2.0,2.0,0,0
42184,1286,12771,48697,4.0,4.0,0,0
42185,1286,12771,48698,2.0,2.0,0,0
42186,1286,12771,48699,2.0,2.0,0,0
42187,1286,12771,48700,8.0,8.0,0,0
42188,1286,12771,48701,2.0,2.0,0,0
42189,1286,12771,48702,1.0,1.0,0,0
42190,1286,12771,48703,2.0,2.0,0,0
42191,1286,12771,48704,1.0,1.0,0,0
42192,1286,12771,48705,1.0,1.0,0,0
42193,1286,12771,48706,2.0,2.0,0,0
42194,1286,12771,48707,4.0,4.0,0,0
42195,1286,12771,48708,2.0,2.0,0,0
42196,1286,12771,48709,1.0,1.0,0,0
42197,1286,12771,48710,4.0,4.0,0,0
42198,1287,12772,48607,4.0,4.0,0,0
42199,1287,12772,48608,18.0,18.0,0,0
42200,1287,12772,48609,1.0,1.0,0,0
42201,1287,12772,48610,1.0,1.0,0,0
42202,1287,12772,48611,1.0,1.0,0,0
42203,1287,12772,48612,6.0,6.0,0,0
42204,1287,12772,48613,6.0,6.0,0,0
42205,1287,12772,48614,16.0,16.0,0,0
42206,1287,12772,48615,16.0,16.0,0,0
42207,1288,12773,49281,50.0,50.0,0,0
