Id,ItemId,SupplierId,Qty,Rate,Discount,DelDate,DMid
6210,64951,S241,1.0,1.0,0.0,2018-12-25,27157
6211,64952,S241,2.0,1.0,0.0,2018-12-25,27158
6212,64953,S241,2.0,1.0,0.0,2018-12-25,27159
6213,64954,S241,1.0,1.0,0.0,2018-12-25,27160
6214,64955,S241,1.0,1.0,0.0,2018-12-25,27161
6215,64956,S241,1.0,1.0,0.0,2018-12-25,27162
6216,64957,S241,1.0,1.0,0.0,2018-12-25,27163
6217,64958,S241,2.0,1.0,0.0,2018-12-25,27164
6218,64959,S241,1.0,1.0,0.0,2018-12-25,27165
6219,64960,S241,1.0,1.0,0.0,2018-12-25,27166
6220,64961,S241,2.0,1.0,0.0,2018-12-25,27167
6221,64962,S241,2.0,1.0,0.0,2018-12-25,27168
6222,64963,S241,2.0,1.0,0.0,2018-12-25,27169
6223,64964,S241,4.0,1.0,0.0,2018-12-25,27170
6224,64965,S241,2.0,1.0,0.0,2018-12-25,27171
6225,64966,S241,2.0,1.0,0.0,2018-12-25,27172
6226,64967,S241,2.0,1.0,0.0,2018-12-25,27173
6227,64968,S241,4.0,1.0,0.0,2018-12-25,27174
6228,64969,S241,4.0,1.0,0.0,2018-12-25,27175
6229,64970,S241,4.0,1.0,0.0,2018-12-25,27176
6230,64971,S241,1.0,1.0,0.0,2018-12-25,27177
6231,64972,S241,1.0,1.0,0.0,2018-12-25,27178
6232,64973,S241,2.0,1.0,0.0,2018-12-25,27179
6233,64974,S241,1.0,1.0,0.0,2018-12-25,27180
6234,64975,S241,1.0,1.0,0.0,2018-12-25,27181
6235,64976,S241,1.0,1.0,0.0,2018-12-25,27182
6236,64977,S241,1.0,1.0,0.0,2018-12-25,27183
6237,64978,S241,1.0,1.0,0.0,2018-12-25,27184
6238,64979,S241,2.0,1.0,0.0,2018-12-25,27185
6239,64980,S241,2.0,1.0,0.0,2018-12-25,27186
6240,64985,S241,2.0,1.0,0.0,2018-12-26,27188
6241,64986,S241,2.0,1.0,0.0,2018-12-26,27189
6242,64987,S241,2.0,1.0,0.0,2018-12-26,27190
6243,64988,S241,2.0,1.0,0.0,2018-12-26,27191
6244,64989,S241,16.0,1.0,0.0,2018-12-26,27192
6245,64990,S241,2.0,1.0,0.0,2018-12-26,27193
6246,65134,S241,4.0,1.0,0.0,2019-01-03,27326
6247,65290,S241,16.0,1.0,0.0,2019-01-07,27367
6248,65291,S241,1.0,1.0,0.0,2019-01-07,27368
6249,65292,S241,1.0,1.0,0.0,2019-01-07,27369
6250,65293,S241,1.0,1.0,0.0,2019-01-07,27370
6251,65294,S241,1.0,1.0,0.0,2019-01-07,27371
6252,65295,S241,1.0,1.0,0.0,2019-01-07,27372
6253,65296,S241,1.0,1.0,0.0,2019-01-07,27373
6254,65297,S241,1.0,1.0,0.0,2019-01-07,27374
6255,65298,S241,1.0,1.0,0.0,2019-01-07,27375
6256,65299,S241,1.0,1.0,0.0,2019-01-07,27376
6257,65308,S241,2.0,1.0,0.0,2019-01-05,27377
6258,65309,S241,2.0,1.0,0.0,2019-01-16,27378
6259,65310,S241,2.0,1.0,0.0,2019-01-05,27379
6260,65311,S241,5.0,1.0,0.0,2019-01-07,27380
6261,65312,S241,5.0,1.0,0.0,2019-01-07,27381
6262,65313,S241,5.0,1.0,0.0,2019-01-07,27391
6263,65314,S241,5.0,1.0,0.0,2019-01-05,27392
6264,65315,S241,5.0,1.0,0.0,2019-01-07,27393
6265,65316,S241,5.0,1.0,0.0,2019-01-07,27394
6266,65317,S241,5.0,1.0,0.0,2019-01-11,27395
6267,65318,S241,5.0,1.0,0.0,2019-01-10,27396
6268,65319,S241,2.0,1.0,0.0,2019-01-09,27397
6269,65320,S241,10.0,1.0,0.0,2019-01-07,27398
6270,65321,S241,5.0,1.0,0.0,2019-01-11,27399
6271,65322,S241,3.0,1.0,0.0,2019-01-09,27400
6272,65323,S241,2.0,1.0,0.0,2019-01-09,27401
6273,65324,S241,5.0,1.0,0.0,2019-01-12,27402
6274,65325,S241,20.0,1.0,0.0,2019-01-09,27403
6275,65326,S241,60.0,1.0,0.0,2019-01-07,27404
6276,65327,S241,16.0,1.0,0.0,2019-01-14,27405
6277,65328,S241,1.0,1.0,0.0,2019-01-15,27415
6278,65329,S241,1.0,1.0,0.0,2019-01-09,27416
6279,65330,S241,1.0,1.0,0.0,2019-01-11,27417
6280,65331,S241,1.0,1.0,0.0,2019-01-08,27418
6281,65332,S241,1.0,1.0,0.0,2019-01-11,27419
6282,65333,S241,1.0,1.0,0.0,2019-01-09,27420
6283,65334,S241,1.0,1.0,0.0,2019-01-08,27421
6284,65335,S241,1.0,1.0,0.0,2019-01-14,27422
6285,65428,S241,2.0,1.0,0.0,2019-01-07,27434
6286,65429,S241,2.0,1.0,0.0,2019-01-10,27435
6287,65430,S241,4.0,1.0,0.0,2019-01-12,27436
6288,65431,S241,4.0,1.0,0.0,2019-01-18,27437
6289,65432,S241,4.0,1.0,0.0,2019-01-07,27438
6290,65433,S241,4.0,1.0,0.0,2019-01-07,27439
6291,65434,S241,2.0,1.0,0.0,2019-01-11,27440
6292,65435,S241,2.0,1.0,0.0,2019-01-11,27441
6293,65436,S241,6.0,1.0,0.0,2019-01-10,27442
6294,65437,S241,2.0,1.0,0.0,2019-01-11,27443
6295,65438,S241,2.0,1.0,0.0,2019-01-11,27444
6296,65439,S241,2.0,1.0,0.0,2019-01-07,27445
6297,65440,S241,2.0,1.0,0.0,2019-01-11,27446
6298,65441,S241,20.0,1.0,0.0,2019-01-07,27447
6299,65442,S241,20.0,1.0,0.0,2019-01-11,27448
6300,65443,S241,40.0,1.0,0.0,2019-01-11,27449
6301,65444,S241,40.0,1.0,0.0,2019-01-11,27450
6302,65445,S241,20.0,1.0,0.0,2019-01-12,27451
6303,65446,S241,5.0,1.0,0.0,2019-01-12,27452
6304,65447,S241,3.0,1.0,0.0,2019-01-11,27453
6305,65448,S241,2.0,1.0,0.0,2019-01-14,27454
6306,65449,S241,5.0,1.0,0.0,2019-01-11,27455
6307,65450,S241,2.0,1.0,0.0,2019-01-11,27456
6308,65451,S241,2.0,1.0,0.0,2019-01-11,27457
6309,65452,S241,4.0,1.0,0.0,2019-01-11,27458
6310,65453,S241,2.0,1.0,0.0,2019-01-11,27459
6311,65454,S241,4.0,1.0,0.0,2019-01-12,27460
6312,65455,S241,4.0,1.0,0.0,2019-01-18,27461
6313,65456,S241,2.0,1.0,0.0,2019-01-11,27462
6314,65457,S241,2.0,1.0,0.0,2019-01-12,27463
6315,65458,S241,2.0,1.0,0.0,2019-01-11,27464
6316,65460,S241,2.0,1.0,0.0,2019-01-10,27465
6317,65461,S241,2.0,1.0,0.0,2019-01-12,27466
6318,65462,S241,2.0,1.0,0.0,2019-01-11,27467
6319,65463,S241,2.0,1.0,0.0,2019-01-12,27468
6320,65464,S241,1.0,1.0,0.0,2019-01-12,27469
6321,65465,S241,1.0,1.0,0.0,2019-01-14,27470
6322,65466,S241,3.0,1.0,0.0,2019-01-12,27471
6323,65651,S241,4.0,1.0,0.0,2019-01-12,27551
6324,65652,S241,8.0,1.0,0.0,2019-01-14,27552
6325,65653,S241,8.0,1.0,0.0,2019-01-13,27553
6326,65654,S241,8.0,1.0,0.0,2019-01-12,27554
6327,65655,S241,8.0,1.0,0.0,2019-01-13,27555
6328,65656,S241,4.0,1.0,0.0,2019-01-11,27556
6329,65657,S241,2.0,1.0,0.0,2019-01-12,27557
6330,65658,S241,2.0,1.0,0.0,2019-01-11,27558
6331,65659,S241,4.0,1.0,0.0,2019-01-15,27559
6332,65660,S241,2.0,1.0,0.0,2019-01-12,27560
6333,65661,S241,4.0,1.0,0.0,2019-01-11,27561
6334,65662,S241,6.0,1.0,0.0,2019-01-12,27562
6335,65663,S241,4.0,1.0,0.0,2019-01-13,27563
6336,65697,S241,2.0,1.0,0.0,2019-01-14,27564
6337,65698,S241,4.0,1.0,0.0,2019-01-14,27565
