id,ItemCode,Rate,Discount
46775,6001 002 10 0 0 100 0 a,528.00,0
46776,6001 002 10 0 0 100 0 a,470.00,0
46777,6001 002 10 0 0 100 0 a,471,0
46778,6001 002 12 0 0 100 0 a,584.00,0
46779,6001 002 12 0 0 100 0 a,584,0
46780,6001 002 16 0 0 050 0 a,421,0
46781,6001 002 16 0 0 100 0 a,754,0
46782,6001 002 20 0 0 050 0 a,455.00,0
46783,6001 002 32 0 0 100 0 a,69.00,0
46784,6001 002 32 0 0 100 0 a,870,0
46785,6001 002 32 0 0 100 0 a,1733,0
46786,6001 006 03 0 0 020 0 0,38.40,45
46787,6001 006 03 0 0 025 0 0,28.30,45
46788,6001 006 03 0 0 042 0 0,56.90,45
46789,6001 006 03 0 0 042 0 0,59.90,45
46790,6001 006 03 0 0 042 0 0,61.70,45
46791,6001 006 03 0 0 042 0 0,61.70,0
46792,6001 006 03 0 0 042 0 0,76.00,45
46793,6001 006 03 0 0 045 0 0,73.50,50
46794,6001 006 03 0 0 050 0 0,38.40,45
46795,6001 006 03 0 0 050 0 0,38.40,50
46796,6001 006 03 0 0 050 0 0,038.40,45
46797,6001 006 03 0 0 055 0 0,79.90,50
46798,6001 006 03 0 0 055 0 0,79.90,45
46799,6001 006 03 0 0 055 0 0,87.90,45
46800,6001 008 18 0 0 100 0 a,1750.00,0
46801,6001 008 18 0 0 100 0 a,1375.00,0
46802,6001 008 19 0 0 075 0 a,524.00,0
46803,6001 008 19 0 0 100 0 a,1436.00,0
46804,6001 008 20 0 0 060 0 a,1131.25,0
46805,6001 008 20 0 0 080 0 a,980.00,0
46806,6001 008 22 0 0 100 0 a,1375.00,0
46807,6001 008 22 0 0 100 0 a,1750.00,0
46808,6001 008 50 0 0 065 0 a,100.00,0
46809,6001 009 05 0 0 055 0 a,1850.00,0
46810,6001 009 05 0 0 055 0 a,3550,0
46811,6001 009 05 0 0 065 0 a,1850.00,0
46812,6001 009 05 0 0 065 0 a,3600,0
46813,6001 009 08 0 0 025 0 0,300,0
46814,6001 009 08 0 0 025 0 0,1038.00,0
46815,6001 009 08 0 0 030 0 0,1278.00,0
46816,6001 009 08 0 0 045 0 a,345,0
46817,6001 009 08 0 0 050 0 a,620.00,0
46818,6001 009 08 0 0 050 0 a,3050,0
46819,6001 009 08 0 0 050 0 a,1763.00,0
46820,6001 009 10 0 0 040 0 a,1915,0
46821,6001 009 10 0 0 040 0 a,2020,0
46822,6001 009 10 0 0 050 0 a,2564.00,0
46823,6001 009 10 0 0 075 0 a,620.00,0
46824,6001 009 12 0 0 020 0 a,1392,0
46825,6001 009 12 0 0 025 0 a,1764,0
46826,6001 009 12 0 0 025 0 a,1764.00,0
46827,6001 009 12 0 0 025 0 a,1539,0
46828,6001 009 12 0 0 050 0 a,1980,0
46829,6001 009 12 0 0 050 0 a,1980.00,0
46830,6001 009 12 0 0 050 0 a,2477,0
46831,6001 009 12 0 0 060 0 a,2300,0
46832,6001 009 12 0 0 060 0 a,5332,0
46833,6001 009 12 0 0 075 0 a,2000,0
46834,6001 009 12 0 0 075 0 a,912,0
46835,6001 009 12 0 0 080 0 a,7638,0
46836,6001 009 12 0 0 090 0 a,6450,0
46837,6001 009 12 0 0 090 0 a,10370,0
46838,6001 009 12 0 0 100 0 a,1765,0
46839,6001 009 12 0 0 100 0 a,1765.00,0
46840,6001 009 12 0 0 100 0 a,2786,0
46841,6001 009 14 0 0 020 0 a,668.00,0
46842,6001 009 14 0 0 020 0 a,1805,0
46843,6001 009 16 0 0 075 0 a,600.00,0
46844,6001 009 16 0 0 075 0 a,9683,0
46845,6001 009 19 0 0 019 0 a,2099,0
46846,6001 009 19 0 0 019 0 a,2785.70,0
46847,6001 009 20 0 0 038 0 a,668.00,0
46848,6001 009 20 0 0 038 0 a,5177,0
46849,6001 009 22 0 0 080 0 a,6378,0
46850,6001 009 22 0 0 080 0 a,18330,0
46851,6001 009 22 0 0 080 0 a,9630,0
46852,6001 009 25 0 0 038 0 a,668.00,0
46853,6001 009 25 0 0 038 0 a,3106,0
46854,6001 009 25 0 0 070 0 a,6216,0
46855,6001 009 25 0 0 070 0 a,14550,0
46856,6001 009 25 0 0 070 0 a,9630,0
46857,6001 009 25 0 0 080 0 a,14580,0
46858,6001 009 25 0 0 080 0 a,14580.00,0
46859,6001 009 25 0 0 080 0 a,11778,0
46860,6001 009 25 0 0 080 0 a,21000,0
46861,6001 009 30 0 0 130 0 a,5712,0
46862,6001 009 30 0 0 130 0 a,24450,0
46863,6001 009 36 0 0 063 0 a,620.00,0
46864,6001 009 36 0 0 063 0 a,17829,0
46865,6001 009 38 0 0 063 0 a,13728,0
46866,6001 011 05 0 0 030 0 a,108,0
46867,6001 011 05 0 0 030 0 a,91.27,0
46868,6001 011 06 0 0 050 0 a,180,0
46869,6001 011 06 0 0 060 0 a,216,0
46870,6001 011 06 0 0 060 0 a,0,0
46871,6001 011 08 0 0 100 0 a,530.00,0
46872,6001 011 10 0 0 040 0 a,240,0
46873,6001 011 10 0 0 040 0 a,225,0
46874,6001 011 10 0 0 040 0 a,285,0
46875,6001 011 10 0 0 040 0 a,260,0
46876,6001 011 10 0 0 040 0 a,290,0
46877,6001 011 10 0 0 050 0 a,310,0
46878,6001 011 10 0 0 050 0 a,290,0
46879,6001 011 10 0 0 050 0 a,330,7
46880,6001 011 10 0 0 050 0 a,330,0
46881,6001 011 10 0 0 050 0 a,195,0
46882,6001 011 10 0 0 050 0 a,396,0
46883,6001 011 10 0 0 075 0 a,510,0
46884,6001 011 10 0 0 075 0 a,495,7
46885,6001 011 10 0 0 075 0 a,495,0
46886,6001 011 10 0 0 075 0 a,195,0
46887,6001 011 10 0 0 075 0 a,285,0
46888,6001 011 10 0 0 075 0 a,500,0
46889,6001 011 10 0 0 100 0 a,665.00,0
46890,6001 011 12 0 0 100 0 a,660,0
46891,6001 011 20 0 0 030 0 a,420,0
46892,6001 011 20 0 0 050 0 a,675,0
46893,6001 011 20 0 0 055 0 a,770,0
46894,6001 011 20 0 0 120 0 a,2509.00,0
46895,6001 011 25 0 0 040 0 a,685,0
46896,6001 011 25 0 0 050 0 a,725.00,5
46897,6001 011 25 0 0 050 0 a,688.75,0
46898,6001 011 25 0 0 050 0 a,1352,0
46899,6001 011 25 0 0 060 0 a,980,0
46900,6001 011 25 0 0 060 0 a,980.00,0
46901,6001 011 25 0 0 060 0 a,1612,0
46902,6001 011 25 0 0 070 0 a,1130,0
46903,6001 011 25 0 0 080 0 a,1280,0
46904,6001 011 25 0 0 080 0 a,1280.00,0
46905,6001 011 25 0 0 100 0 a,1580,0
46906,6001 011 25 0 0 100 0 a,1580.00,0
46907,6001 011 25 0 0 100 0 a,2580,0
46908,6001 011 30 0 0 040 0 a,750,0
46909,6001 011 30 0 0 040 0 a,710,0
46910,6001 011 30 0 0 070 0 a,1935.00,0
46911,6001 011 32 0 0 050 0 a,125,0
46912,6001 011 40 0 0 055 0 a,1245.00,5
46913,6001 011 60 0 0 100 0 a,3296.00,5
46914,6001 011 66 0 0 002 0 a,1210,0
46915,6001 011 66 0 0 002 0 a,1210,3
46916,6001 014 03 0 0 001 0 a,0,0.00
46917,6001 014 03 0 0 001 0 a,95,0
46918,6001 015 05 0 0 025 0 a,43,0
46919,6001 015 05 0 0 025 0 a,51,0
46920,6001 015 05 0 0 030 0 a,65.50,0
46921,6001 015 05 0 0 030 0 a,78,0
46922,6001 015 05 0 0 032 0 a,160,0
46923,6001 015 05 0 0 040 0 a,71,0
46924,6001 015 05 0 0 050 0 a,105,0
46925,6001 015 05 0 0 050 0 a,88,0
46926,6001 015 05 0 0 050 0 a,110.00,0
46927,6001 015 05 0 0 050 0 a,82,0
46928,6001 015 06 0 0 030 0 a,76,0
46929,6001 015 06 0 0 032 0 a,217,0
46930,6001 015 06 0 0 040 0 a,83,0
46931,6001 015 06 0 0 040 0 a,101,0
46932,6001 015 06 0 0 040 0 a,102,0
46933,6001 015 06 0 0 040 0 a,106,0
46934,6001 015 06 0 0 050 0 a,173.5,0
46935,6001 015 06 0 0 050 0 a,104,0
46936,6001 015 06 0 0 050 0 a,151,0
46937,6001 015 06 0 0 063 0 a,55,0
46938,6001 015 06 0 0 063 0 a,159,0
46939,6001 015 06 0 0 063 0 a,184,0
46940,6001 015 06 0 0 075 0 a,66,0
46941,6001 015 06 0 0 075 0 a,237.60,0
46942,6001 015 06 0 0 100 0 a,277.80,0
46943,6001 015 08 0 0 025 0 a,92,0
46944,6001 015 08 0 0 040 0 a,435,0
46945,6001 015 08 0 0 040 0 a,111,0
46946,6001 015 08 0 0 050 0 a,188,0
46947,6001 015 08 0 0 050 0 a,167,0
46948,6001 015 08 0 0 050 0 a,167.00,0
46949,6001 015 08 0 0 050 0 a,138,0
46950,6001 015 08 0 0 050 0 a,184,0
46951,6001 015 10 0 0 025 0 a,104,0
46952,6001 015 10 0 0 025 0 a,86,0
46953,6001 015 10 0 0 025 0 a,115,0
46954,6001 015 10 0 0 030 0 a,134.50,0
46955,6001 015 10 0 0 032 0 a,111,0
46956,6001 015 10 0 0 032 0 a,134,0
46957,6001 015 10 0 0 040 0 a,175,0
46958,6001 015 10 0 0 040 0 a,134,0
46959,6001 015 10 0 0 050 0 a,237.90,0
46960,6001 015 10 0 0 050 0 a,243.35,0
46961,6001 015 10 0 0 050 0 a,173,0
46962,6001 015 10 0 0 050 0 a,229.00,0
46963,6001 015 10 0 0 050 0 a,164,0
46964,6001 015 10 0 0 050 0 a,250,0
46965,6001 015 10 0 0 063 0 a,227,0
46966,6001 015 10 0 0 063 0 a,299,0
46967,6001 015 10 0 0 063 0 a,205,0
46968,6001 015 10 0 0 065 0 a,290,0
46969,6001 015 10 0 0 075 0 a,265,0
46970,6001 015 10 0 0 075 0 a,333,0
46971,6001 015 10 0 0 075 0 a,353,0
46972,6001 015 10 0 0 100 0 a,475,0
46973,6001 015 10 0 0 100 0 a,377,0
46974,6001 015 12 0 0 025 0 a,138,0
46975,6001 015 12 0 0 038 0 a,165,0
46976,6001 015 12 0 0 040 0 a,197.70,0
46977,6001 015 12 0 0 050 0 a,60,0
46978,6001 015 12 0 0 050 0 a,250,0
46979,6001 015 12 0 0 050 0 a,207,0
46980,6001 015 12 0 0 050 0 a,273,0
46981,6001 015 12 0 0 050 0 a,276,0
46982,6001 015 12 0 0 050 0 a,301,0
46983,6001 015 12 0 0 063 0 a,273,0
46984,6001 015 12 0 0 075 0 a,325,0
46985,6001 015 12 0 0 075 0 a,440.0,0
46986,6001 015 12 0 0 075 0 a,440.00,0
46987,6001 015 12 0 0 100 0 a,735.80,0
46988,6001 015 12 0 0 125 0 a,802.40,0
46989,6001 015 12 0 0 150 0 a,962.20,0
46990,6001 015 16 0 0 032 0 a,50,0.00
46991,6001 015 16 0 0 032 0 a,177,0
46992,6001 015 16 0 0 038 0 a,210,0
46993,6001 015 16 0 0 050 0 a,422.40,0
46994,6001 015 16 0 0 050 0 a,276,0
46995,6001 015 16 0 0 075 0 a,532.20,0
46996,6001 015 16 0 0 075 0 a,433,0
46997,6001 015 16 0 0 075 0 a,399,0
46998,6001 015 16 0 0 200 0 a,1123,0
46999,6001 015 16 0 0 250 0 a,1356,0
47000,6001 015 16 0 0 300 0 a,1684,0
47001,6001 015 20 0 0 040 0 a,283,0
47002,6001 015 20 0 0 050 0 a,353,0
47003,6001 015 20 0 0 050 0 a,329,0
47004,6001 015 20 0 0 063 0 a,455,0
47005,6001 015 20 0 0 075 0 a,542,0
47006,6001 015 25 0 0 016 0 a,214.20,0
47007,6001 015 25 0 0 040 0 a,417.00,0
47008,6001 015 25 0 0 050 0 a,442,0
47009,6001 015 32 0 0 020 0 a,341.60,0
47010,6001 015 32 0 0 050 0 a,565,0
47011,6001 015 32 0 0 050 0 a,628,0
47012,6001 016 03 0 0 010 0 a,3200,0
47013,6001 016 10 0 0 050 0 a,750,0
47014,6001 016 20 0 0 040 0 a,1190,0
47015,6001 017 12 0 0 063 0 a,528.01,0
47016,6001 018 00 0 0 003 0 0,125,0
47017,6001 019 05 0 0 038 0 a,790.40,0
47018,6001 019 32 0 0 003 8 a,0,0
47019,6001 019 38 0 0 100 0 a,10387,0
47020,6001 019 38 0 0 100 0 a,13345,0
47021,6001 019 40 0 0 004 0 a,0,0
47022,6001 019 40 0 0 004 0 a,7780,0
47023,6001 019 50 0 0 003 8 a,0,0
47024,6001 020 16 0 0 050 0 a,377,0
47025,6001 020 16 0 0 050 0 a,440,0
47026,6001 020 20 0 0 050 0 a,550,0
47027,6001 020 30 0 0 008 0 a,112,0
47028,6001 020 40 0 0 006 0 a,113,0
47029,6001 021 20 0 0 025 0 0,310.00,3
47030,6001 021 20 0 0 050 0 0,650,0
47031,6001 021 25 0 0 058 0 0,800.00,3
47032,6001 021 30 0 0 060 0 0,893.00,3
47033,6001 021 30 0 0 060 0 0,1010.00,5
47034,6001 022 70 0 0 001 0 a,8000,0
47035,6001 023 25 0 0 100 0 a,1320,5
47036,6001 023 25 0 0 100 0 a,1320,7
47037,6001 023 30 0 0 030 0 a,370,7
47038,6001 023 30 0 0 075 0 a,925,7
47039,6001 023 50 0 0 080 0 a,2135,5
47040,6001 023 60 0 0 065 0 a,1650,5
47041,6001 024 16 0 0 100 0 a,3203,0
47042,6001 025 20 0 0 055 0 a,780,0
47043,6001 025 20 0 0 055 0 a,875,0
47044,6001 025 20 0 0 055 0 a,673,0
47045,6001 025 20 0 0 070 0 a,820,0
47046,6001 025 20 0 0 070 0 a,1085,0
47047,6001 025 20 0 0 070 0 a,868,0
47048,6001 025 30 0 0 055 0 a,790,0
47049,6001 025 30 0 0 055 0 a,609,0
47050,6001 025 30 0 0 055 0 a,1015,0
47051,6002 001 00 0 0 003 0 a,44.42,0
47052,6002 001 00 0 0 003 0 a,34.50,0
47053,6002 001 00 0 0 003 0 a,37,0
47054,6002 001 00 0 0 003 0 a,60,0
47055,6002 001 00 0 0 003 0 a,42.00,0
47056,6002 001 00 0 0 003 0 a,43.00,0
47057,6002 001 00 0 0 003 0 a,52,0
47058,6002 001 00 0 0 003 0 a,51,0
47059,6002 001 00 0 0 003 0 a,48,0
47060,6002 001 00 0 0 003 0 a,53,0
47061,6002 001 00 0 0 003 0 a,80,0
47062,6002 001 00 0 0 003 0 a,89,0
47063,6002 001 00 0 0 003 0 a,71.5,0
47064,6002 001 00 0 0 003 0 a,71.71,0
47065,6002 001 00 0 0 004 0 a,43.00,0
47066,6002 001 00 0 0 005 0 a,27.80,0.00
47067,6002 001 00 0 0 005 0 a,71.00,0
47068,6002 001 00 0 0 006 0 a,49,0
47069,6002 001 00 0 0 006 0 a,45,0
47070,6002 001 00 0 0 006 0 a,50,0
47071,6002 001 00 0 0 006 0 a,54.00,0
47072,6002 001 00 0 0 006 0 a,61.00,0
47073,6002 001 00 0 0 006 0 a,53.00,0
47074,6002 001 00 0 0 006 0 a,36.00,0
47075,6002 001 00 0 0 006 0 a,39.00,0
47076,6002 001 00 0 0 006 0 a,62,0
47077,6002 001 00 0 0 006 0 a,61,0
47078,6002 001 00 0 0 007 0 a,78,0
47079,6002 001 00 0 0 008 0 a,74.25,0.00
47080,6002 001 00 0 0 008 0 a,90,0
47081,6002 001 00 0 0 009 0 a,85.75,0
47082,6002 001 00 0 0 009 0 a,60,0
47083,6002 001 00 0 0 009 0 a,66,0
47084,6002 001 00 0 0 009 0 a,70,0
47085,6002 001 00 0 0 010 0 a,95.00,0
47086,6002 001 00 0 0 011 0 a,26.80,0.00
47087,6002 001 00 0 0 011 0 a,95.00,0
47088,6002 001 00 0 0 011 0 a,116,0
47089,6002 001 00 0 0 011 0 a,117,0
47090,6002 001 00 0 0 011 0 a,120,0
47091,6002 001 00 0 0 013 0 a,47.26,0.00
47092,6002 001 00 0 0 013 0 a,88.00,0
47093,6002 001 00 0 0 013 0 a,90,0
47094,6002 001 00 0 0 013 0 a,79,0
47095,6002 001 00 0 0 013 0 a,101,0
47096,6002 001 00 0 0 014 0 a,74,0
47097,6002 001 00 0 0 014 0 a,84.00,0
47098,6002 001 00 0 0 014 0 a,88.00,0
47099,6002 001 00 0 0 014 0 a,90,0
47100,6002 001 00 0 0 014 0 a,101,0
47101,6002 001 00 0 0 015 0 a,127,0
47102,6002 001 00 0 0 015 0 a,139,0
47103,6002 001 00 0 0 016 0 a,120,0.00
47104,6002 001 00 0 0 016 0 a,129.83,0
47105,6002 001 00 0 0 016 0 a,130,0
47106,6002 001 00 0 0 022 0 a,189,0
47107,6002 001 00 0 0 022 0 a,125,0
47108,6002 001 00 0 0 023 0 a,26.30,0.00
47109,6002 001 00 0 0 023 0 a,136.25,0
47110,6002 001 00 0 0 023 0 a,135,0
47111,6002 001 00 0 0 023 0 a,128,0
47112,6002 001 00 0 0 023 0 a,130,0
47113,6002 001 00 0 0 023 0 a,157,0
47114,6002 001 00 0 0 023 0 a,116,0
47115,6002 001 00 0 0 023 0 a,149.5,0
47116,6002 001 00 0 0 023 0 a,137.00,0
47117,6002 001 00 0 0 023 0 a,136.00,0
47118,6002 001 00 0 0 023 0 a,133.00,0
47119,6002 001 00 0 0 023 0 a,158,0
47120,6002 001 00 0 0 023 0 a,167,0
47121,6002 001 00 0 0 023 0 a,175,0
47122,6002 001 00 0 0 023 0 a,161.5,0
47123,6002 001 00 0 0 023 0 a,143,0
47124,6002 001 00 0 0 023 0 a,114,0
47125,6002 001 00 0 0 023 0 a,144,0
47126,6002 001 00 0 0 023 0 a,141,0
47127,6002 001 00 0 0 023 0 a,148,0
47128,6002 001 00 0 0 023 0 a,173,0
47129,6002 001 00 0 0 023 0 a,152.3,0
47130,6002 001 00 0 0 023 0 a,158.46,0
47131,6002 001 00 0 0 023 0 a,127,0
47132,6002 001 00 0 0 023 0 a,159.6,0
47133,6002 001 00 0 0 023 0 a,126,0
47134,6002 001 00 0 0 024 0 a,230.80,0
47135,6002 001 00 0 0 024 0 a,223,0
47136,6002 001 00 0 0 024 0 a,162,0
47137,6002 001 00 0 0 024 0 a,177,0
47138,6002 001 00 0 0 024 0 a,214.6,0
47139,6002 001 00 0 0 024 0 a,214,0
47140,6002 001 00 0 0 029 0 a,229,0
47141,6002 001 00 0 0 030 0 a,238,0
47142,6002 001 00 0 0 033 0 a,26.30,0.00
47143,6002 001 00 0 0 033 0 a,32.50,0.00
47144,6002 001 00 0 0 033 0 a,187,0
47145,6002 001 00 0 0 041 0 a,26,0.00
47146,6002 001 00 0 0 041 0 a,33,0.00
47147,6002 001 00 0 0 041 0 a,199,0
47148,6002 001 00 0 0 041 0 a,292,0
47149,6002 001 00 0 0 041 0 a,188,0
47150,6002 001 00 0 0 041 0 a,210,0
47151,6002 001 00 0 0 041 0 a,219,0
47152,6002 001 00 0 0 041 0 a,288,0
47153,6002 001 00 0 0 041 0 a,243.96,0
47154,6002 001 00 0 0 042 0 a,266.50,0
47155,6002 001 00 0 0 042 0 a,257.28,0
47156,6002 001 00 0 0 042 0 a,245,0
47157,6002 001 00 0 0 042 0 a,211,0
47158,6002 001 00 0 0 042 0 a,360,0
47159,6002 001 00 0 0 043 0 a,367.00,0
47160,6002 001 00 0 0 043 0 a,481,0
47161,6002 001 00 0 0 044 0 a,500,0
47162,6002 001 00 0 0 044 0 a,518,0
47163,6002 001 00 0 0 054 0 a,3261,0
47164,6002 001 00 0 0 054 0 a,433,0
47165,6002 001 00 0 0 055 0 a,433,0
47166,6002 001 00 0 0 055 0 a,566.00,0
47167,6002 001 00 0 0 055 0 a,614.00,0
47168,6002 001 00 0 0 056 0 a,850,0
47169,6002 001 00 0 0 066 0 a,975,0
47170,6002 001 00 0 0 066 0 a,933,0
47171,6002 002 00 0 0 026 0 a,245,0
47172,6002 002 00 0 0 026 0 a,104,0
47173,6003 001 03 0 0 075 0 a,1280.00,0
47174,6003 001 03 0 0 100 0 a,1350.00,0
47175,6003 002 01 0 0 006 0 0,650.00,0
47176,6003 002 44 0 0 075 4 a,155.61,0.00
47177,6003 002 44 0 0 075 4 a,276.9,0
47178,6003 003 04 0 0 075 0 a,221,0
47179,6003 003 04 0 0 075 0 a,235,0
47180,6003 003 04 0 0 075 0 a,275,0
47181,6003 003 04 0 0 075 0 a,228.00,0
47182,6003 003 04 0 0 075 0 a,275.00,0
47183,6003 003 04 0 0 075 0 a,264.00,0
47184,6003 003 04 0 0 075 0 a,262.00,0
47185,6003 003 04 0 0 075 0 a,266,0
47186,6003 003 04 0 0 075 0 a,268,0
47187,6003 003 04 0 0 075 0 a,302,0
47188,6003 003 04 0 0 075 0 a,301,0
47189,6003 003 04 0 0 075 0 a,282.1,0
47190,6003 003 04 0 0 075 0 a,335,0
47191,6003 003 04 0 0 075 0 a,303,0
47192,6003 003 04 0 0 075 0 a,293.00,0
47193,6003 003 04 0 0 075 0 a,221.00,0
47194,6003 003 04 0 0 075 0 a,340,0
47195,6003 003 04 0 0 075 0 a,351.5,0
47196,6003 003 05 0 0 125 0 a,52,0
47197,6003 003 05 0 0 125 0 a,720,0
47198,6003 003 05 0 0 125 0 a,519.20,0
47199,6003 003 05 0 0 125 0 a,420,0
47200,6003 003 05 0 0 125 0 a,426,0
47201,6003 003 05 0 0 125 0 a,426.00,0
47202,6003 003 05 0 0 125 0 a,491.00,0
47203,6003 003 05 0 0 125 0 a,487.00,0
47204,6003 003 05 0 0 125 0 a,465.00,0
47205,6003 003 05 0 0 125 0 a,563,0
47206,6003 003 05 0 0 125 0 a,506,0
47207,6003 003 05 0 0 125 0 a,512,0
47208,6003 003 05 0 0 125 0 a,561,0
47209,6003 003 05 0 0 125 0 a,558,0
47210,6003 003 05 0 0 125 0 a,530,0
47211,6003 003 05 0 0 125 0 a,544.00,0
47212,6003 003 05 0 0 125 0 a,52.00,0
47213,6003 003 05 0 0 125 0 a,591,0
47214,6003 003 47 0 0 100 0 a,52,0
47215,6003 003 47 0 0 100 0 a,394.60,0
47216,6003 003 47 0 0 100 0 a,325,0
47217,6003 003 47 0 0 100 0 a,320,0
47218,6003 003 47 0 0 100 0 a,351.50,0
47219,6003 003 47 0 0 100 0 a,350.00,0
47220,6003 003 47 0 0 100 0 a,406,0
47221,6003 003 47 0 0 100 0 a,400,0
47222,6003 003 47 0 0 100 0 a,420,0
47223,6003 003 47 0 0 100 0 a,423,0
47224,6003 003 54 0 0 150 0 a,864.27,0
47225,6003 003 54 0 0 150 0 a,859,0
47226,6003 003 54 0 0 150 0 a,736.70,0
47227,6003 003 54 0 0 150 0 a,626.25,0
47228,6003 003 54 0 0 150 0 a,567,0
47229,6003 003 54 0 0 150 0 a,542,0
47230,6003 003 54 0 0 150 0 a,630,0
47231,6003 003 54 0 0 150 0 a,553.00,0
47232,6003 003 54 0 0 150 0 a,648,0
47233,6003 003 54 0 0 150 0 a,662,0
47234,6003 003 54 0 0 150 0 a,650,0
47235,6003 003 54 0 0 150 0 a,689,0
47236,6003 003 54 0 0 150 0 a,679,0
47237,6003 003 54 0 0 150 0 a,716,0
47238,6003 003 54 0 0 150 0 a,724,0
47239,6003 003 54 0 0 150 0 a,370,0
47240,6003 003 55 0 0 100 0 a,361,0
47241,6003 003 55 0 0 100 0 a,366,0
47242,6003 003 55 0 0 100 0 a,332.00,0
47243,6003 003 55 0 0 100 0 a,354,0
47244,6003 003 55 0 0 100 0 a,365,0
47245,6003 003 55 0 0 100 0 a,389.00,0
47246,6003 003 61 0 0 200 0 a,28.70,0.00
47247,6003 003 61 0 0 200 0 a,865,0
47248,6003 003 61 0 0 200 0 a,744,0
47249,6003 003 61 0 0 200 0 a,870,0
47250,6003 003 61 0 0 200 0 a,847.00,0
47251,6003 003 61 0 0 200 0 a,950,0
47252,6003 003 61 0 0 200 0 a,357,0
47253,6003 003 61 0 0 200 0 a,967,0
47254,6003 003 75 0 0 085 0 a,1102.50,0
47255,6003 003 76 0 0 300 0 a,893,0
47256,6003 003 76 0 0 300 0 a,1132,0
47257,6003 075 04 3 0 009 0 a,275,0
47258,6003 075 04 3 0 023 0 a,821,0
47259,6003 075 04 3 0 033 0 a,840,0
47260,6003 150 54 3 0 005 0 a,980,0
47261,6003 150 54 3 0 006 0 a,319,0
47262,6003 150 54 3 0 007 0 a,319,0
47263,6003 150 54 3 0 008 0 a,319,0
47264,6003 150 54 3 0 010 0 a,638,0
47265,6003 150 54 3 0 011 0 a,1240,0
47266,6003 150 54 3 0 012 0 a,750,0
47267,6004 002 08 0 0 250 0 a,1294,0
47268,6004 002 12 0 0 350 0 a,1539,0
47269,6004 002 12 0 0 350 0 a,1912,0
47270,6004 002 13 0 0 400 0 a,2354.5,0
47271,6004 003 01 0 0 100 0 a,500.00,0
47272,6004 003 02 0 0 125 0 a,26.50,0.00
47273,6004 003 02 0 0 125 0 a,35.50,0.00
47274,6004 003 02 0 0 125 0 a,457,0
47275,6004 003 02 0 0 125 0 a,302,0
47276,6004 003 02 0 0 125 0 a,481.00,0
47277,6004 003 03 0 0 150 0 a,27,0.00
47278,6004 003 03 0 0 150 0 a,35.50,0.00
47279,6004 003 03 0 0 150 0 a,499.5,0.00
47280,6004 003 03 0 0 150 0 a,596,0.00
47281,6004 003 03 0 0 150 0 a,609,0
47282,6004 003 03 0 0 150 0 a,675,0
47283,6004 003 03 0 0 150 0 a,735,0
47284,6004 003 03 0 0 150 0 a,747.20,0
47285,6004 003 03 0 0 150 0 a,544,0
47286,6004 003 03 0 0 150 0 a,585,0
47287,6004 003 03 0 0 150 0 a,626,0
47288,6004 003 03 0 0 150 0 a,465,0
47289,6004 003 03 0 0 150 0 a,490.00,0
47290,6004 003 03 0 0 150 0 a,536.00,0
47291,6004 003 03 0 0 150 0 a,647,0
47292,6004 003 03 0 0 150 0 a,626.00,0
47293,6004 003 03 0 0 150 0 a,27.00,0
47294,6004 003 03 0 0 150 0 a,675.5,0
47295,6004 003 05 0 0 200 0 a,28.70,0.00
47296,6004 003 05 0 0 200 0 a,968,0
47297,6004 003 05 0 0 200 0 a,1029,0.00
47298,6004 003 05 0 0 200 0 a,982.52,0
47299,6004 003 05 0 0 200 0 a,1250,0
47300,6004 003 05 0 0 200 0 a,1210,0
47301,6004 003 05 0 0 200 0 a,1124.25,0
47302,6004 003 05 0 0 200 0 a,1217,0
47303,6004 003 05 0 0 200 0 a,881,0
47304,6004 003 05 0 0 200 0 a,845,0
47305,6004 003 05 0 0 200 0 a,811,0
47306,6004 003 05 0 0 200 0 a,1010,0
47307,6004 003 05 0 0 200 0 a,992,0
47308,6004 003 05 0 0 200 0 a,836.00,0
47309,6004 003 05 0 0 200 0 a,965,0
47310,6004 003 05 0 0 200 0 a,1006,0
47311,6004 003 05 0 0 200 0 a,988,0
47312,6004 003 05 0 0 200 0 a,1031,0
47313,6004 003 05 0 0 200 0 a,1168,0
47314,6004 003 05 0 0 200 0 a,1102,0
47315,6004 003 05 0 0 200 0 a,1480,0
47316,6004 003 05 0 0 200 0 a,1054,0
47317,6004 003 05 0 0 200 0 a,28.70,0
47318,6004 003 05 0 0 200 0 a,1078,0
47319,6004 003 07 0 0 250 0 a,1700,0
47320,6004 003 07 0 0 250 0 a,1770.50,0
47321,6004 003 07 0 0 250 0 a,1241,0
47322,6004 003 07 0 0 250 0 a,1660,0
47323,6004 003 08 0 0 300 0 a,2037,0
47324,6004 003 08 0 0 300 0 a,1746.00,0
47325,6004 003 09 0 0 350 0 a,1965,0
47326,6004 003 10 0 0 400 0 a,2114,0
47327,6004 003 10 0 0 500 0 a,3110,0
47328,6004 003 10 0 0 600 0 a,5153,0
47329,6004 005 01 0 0 150 0 a,1630,0
47330,6004 005 01 0 0 150 0 a,2100,0
47331,6004 150 03 0 0 005 0 a,290,0
47332,6004 150 03 0 0 007 0 a,350,0
47333,6004 150 03 0 0 008 0 a,0,0
47334,6004 150 03 0 0 008 0 a,870,0
