id,ItemCode,Rate,Discount
39407,6792 001 00 0 0 068 0 0,134.7,40
39408,6792 001 00 0 0 068 0 0,134.70,40
39409,6792 001 00 0 0 068 0 0,134.70,45
39410,6792 001 00 0 0 068 0 0,65,0
39411,6792 001 00 0 0 068 0 0,134.70,50
39412,6792 001 00 0 0 068 0 0,148.20,45
39413,6792 001 00 0 0 068 0 0,0,0
39414,6792 001 00 0 0 068 0 0,58.55,0
39415,6792 001 00 0 0 068 0 0,182.60,45
39416,6792 001 00 0 0 075 0 0,135.50,50.00
39417,6792 001 00 0 0 075 0 0,135.50,25
39418,6792 001 00 0 0 075 0 0,155.8,40
39419,6792 001 00 0 0 075 0 0,171,45
39420,6792 001 00 0 0 077 0 0,146.500,45
39421,6792 001 00 0 0 077 0 0,168.5,40
39422,6792 001 00 0 0 077 0 0,168.50,45
39423,6792 001 00 0 0 077 0 0,169,45
39424,6792 001 00 0 0 077 0 0,80.58,0
39425,6792 001 00 0 0 077 0 0,228.40,45
39426,6792 001 00 0 0 085 0 0,191.50,45
39427,6792 001 00 0 0 085 0 0,110,0
39428,6792 001 00 0 0 085 0 0,96,0
39429,6792 001 00 0 0 085 0 0,220.2,40
39430,6792 001 00 0 0 085 0 0,220.20,40
39431,6792 001 00 0 0 085 0 0,191.5,45
39432,6792 001 00 0 0 085 0 0,105.00,0
39433,6792 001 00 0 0 085 0 0,220.20,45
39434,6792 001 00 0 0 085 0 0,220,45
39435,6792 001 00 0 0 085 0 0,242,45
39436,6792 001 00 0 0 085 0 0,242.20,45
39437,6792 001 00 0 0 085 0 0,96.00,0
39438,6792 001 00 0 0 085 0 0,303.90,45
39439,6792 001 00 0 0 095 0 0,242,40
39440,6792 001 00 0 0 095 0 0,266.20,45
39441,6792 001 00 0 0 097 0 0,238.60,45
39442,6792 001 00 0 0 097 0 0,274.4,40
39443,6792 001 00 0 0 097 0 0,274.40,45
39444,6792 001 00 0 0 097 0 0,131.23,0
39445,6792 001 00 0 0 097 0 0,378.60,45
39446,6792 001 00 0 0 098 0 0,150.00,0
39447,6792 001 00 0 0 098 0 0,378.60,45
39448,6792 001 00 0 0 102 0 0,337.80,45
39449,6792 001 00 0 0 102 0 0,185.79,0
39450,6792 001 00 0 0 102 0 0,423.70,45
39451,6792 001 00 0 0 103 0 0,332.80,45
39452,6792 001 00 0 0 103 0 0,166,0
39453,6792 001 00 0 0 103 0 0,145,0
39454,6792 001 00 0 0 103 0 0,332.8,40
39455,6792 001 00 0 0 103 0 0,159.00,0
39456,6792 001 00 0 0 103 0 0,382.80,45
39457,6792 001 00 0 0 103 0 0,382.80,0
39458,6792 001 00 0 0 103 0 0,145.00,0
39459,6792 001 00 0 0 103 0 0,459.20,45
39460,6792 001 00 0 0 105 0 0,290,0
39461,6792 001 00 0 0 115 0 0,456.30,45
39462,6792 001 00 0 0 117 0 0,360.70,45
39463,6792 001 00 0 0 117 0 0,414.80,45
39464,6792 001 00 0 0 117 0 0,415,45
39465,6792 001 00 0 0 117 0 0,198.39,0
39466,6792 001 00 0 0 117 0 0,572.40,45
39467,6792 001 00 0 0 125 0 0,469.90,45
39468,6792 001 00 0 0 125 0 0,516.90,45
39469,6792 001 00 0 0 137 0 0,0,0
39470,6792 002 00 0 0 009 0 0,340,0
39471,6792 002 00 0 0 009 0 0,340.00,45
39472,6792 002 00 0 0 013 0 0,496.20,45
39473,6792 002 00 0 0 013 0 0,545,0
39474,6792 002 00 0 0 014 0 0,1071,40
39475,6792 002 00 0 0 014 0 0,1071,45
39476,6792 002 00 0 0 014 0 0,0,0
39477,6792 002 00 0 0 014 0 0,1178,45
39478,6792 002 00 0 0 014 0 0,589.05,0
39479,6792 002 00 0 0 014 0 0,1477,45
39480,6792 002 00 0 0 015 0 0,0,0
39481,6792 002 00 0 0 015 0 0,1315,45
39482,6792 002 00 0 0 017 0 0,1325,40
39483,6792 002 00 0 0 017 0 0,0,0
39484,6792 002 00 0 0 017 0 0,1458,45
39485,6792 002 00 0 0 018 0 0,0,0
39486,6792 002 00 0 0 018 0 0,1621,45
39487,6792 002 00 0 0 018 0 0,1816,45
39488,6792 002 00 0 0 021 0 0,1547,50
39489,6792 002 00 0 0 021 0 0,2500,45
39490,6792 002 00 0 0 137 0 0,931,50
39491,6792 002 00 0 0 137 0 0,1071,40
39492,6792 002 00 0 0 137 0 0,1071,45
39493,6792 002 00 0 0 137 0 0,545,0
39494,6792 002 00 0 0 145 0 0,0,0
39495,6792 002 00 0 0 145 0 0,1315,45
39496,6792 002 00 0 0 155 0 0,0,0
39497,6792 002 00 0 0 155 0 0,1334,45
39498,6792 002 00 0 0 165 0 0,1325,40
39499,6792 002 00 0 0 165 0 0,1472,45
39500,6792 002 00 0 0 165 0 0,0,0
39501,6792 002 00 0 0 165 0 0,1458,45
39502,6792 002 00 0 0 175 0 0,0,0
39503,6792 002 00 0 0 175 0 0,1538,45
39504,6792 002 00 0 0 175 0 0,845.90,0
39505,6792 002 00 0 0 175 0 0,1930,45
39506,6792 002 00 0 0 175 0 0,1930.00,45
39507,6792 002 00 0 0 177 0 0,1234,50
39508,6792 002 00 0 0 185 0 0,1105,0
39509,6792 002 00 0 0 190 0 0,0,0
39510,6792 002 00 0 0 190 0 0,1641,45
39511,6792 002 00 0 0 195 0 0,0,0.00
39512,6792 002 00 0 0 195 0 0,500,0
39513,6792 002 00 0 0 195 0 0,0,0
39514,6792 002 00 0 0 195 0 0,500.00,0
39515,6792 002 00 0 0 195 0 0,2163,45
39516,6792 002 00 0 0 195 0 0,2163.00,45
39517,6792 002 00 0 0 200 0 0,1914,45
39518,6792 002 00 0 0 215 0 0,0,0
39519,6792 002 00 0 0 215 0 0,2061,45
39520,6792 002 00 0 0 225 0 0,1914,45
39521,6792 002 00 0 0 225 0 0,0,0
39522,6792 002 00 0 0 225 0 0,2294,45
39523,6792 002 00 0 0 235 0 0,0,0
39524,6792 002 00 0 0 235 0 0,0,45
39525,6792 002 00 0 0 235 0 0,2785,45
39526,6792 002 00 0 0 245 0 0,2650,40
39527,6792 002 00 0 0 245 0 0,2915,45
39528,6792 002 00 0 0 245 0 0,0,0
39529,6792 002 00 0 0 255 0 0,0,0
39530,6792 002 00 0 0 255 0 0,3355,45
39531,6792 002 00 0 0 265 0 0,4658,15
39532,6792 002 00 0 0 275 0 0,3501,45
39533,6792 002 00 0 0 295 0 0,0,0
39534,6792 002 00 0 0 295 0 0,4972,45
39535,6792 002 00 0 0 320 0 0,8520.00,45
39536,6792 002 00 0 0 360 0 0,10713,0
39537,6792 002 00 0 0 365 0 0,10933,0
39538,6792 002 01 0 0 001 0 0,198,0
39539,6792 002 01 0 0 001 0 0,170,0
39540,6792 002 01 0 0 002 0 0,240,0
39541,6792 002 01 0 0 002 0 0,225,0
39542,6792 002 01 0 0 003 0 0,250,0
39543,6792 002 01 0 0 003 0 0,293,0
39544,6792 003 00 0 0 004 0 0,228,15
39545,6792 003 00 0 0 004 0 0,239,0
39546,6792 003 00 0 0 005 0 0,472,15
39547,6792 003 00 0 0 022 0 0,16,0
39548,6792 003 00 0 0 032 0 0,22,0.00
39549,6792 003 00 0 0 032 0 0,239,15
39550,6792 003 00 0 0 032 0 0,160,0
39551,6792 003 00 0 0 032 0 0,251,0
39552,6792 003 00 0 0 032 0 0,239,45
39553,6792 003 00 0 0 032 0 0,251,45
39554,6792 003 00 0 0 032 0 0,140,0
39555,6792 003 00 0 0 032 0 0,264,15
39556,6792 003 00 0 0 032 0 0,22.00,0
39557,6792 003 00 0 0 032 0 0,290,15
39558,6792 003 00 0 0 032 0 0,290.00,15
39559,6792 004 00 0 0 004 0 0,634,15
39560,6792 004 00 0 0 004 0 0,625,15
39561,6792 004 00 0 0 005 0 0,796,15
39562,6792 004 00 0 0 006 0 0,0,0.00
39563,6792 004 00 0 0 006 0 0,603,15
39564,6792 004 00 0 0 006 0 0,823,15
39565,6792 004 00 0 0 006 0 0,543,0
39566,6792 004 00 0 0 006 0 0,724,15
39567,6792 004 00 0 0 006 0 0,796,15
39568,6792 004 00 0 0 006 0 0,0,0
39569,6792 004 00 0 0 006 0 0,512.55,0
39570,6792 004 00 0 0 006 0 0,1026,15
39571,6792 004 00 0 0 008 0 0,686,30.00
39572,6792 004 00 0 0 008 0 0,0,0.00
39573,6792 004 00 0 0 008 0 0,686,15
39574,6792 004 00 0 0 008 0 0,623,15
39575,6792 004 00 0 0 008 0 0,823,15
39576,6792 004 00 0 0 008 0 0,905,15
39577,6792 004 00 0 0 008 0 0,0,0
39578,6792 004 00 0 0 008 0 0,1014,15
39579,6792 004 00 0 0 008 0 0,1014.00,15
39580,6792 004 00 0 0 008 0 0,480.20,0
39581,6792 004 00 0 0 008 0 0,1166,15
39582,6792 004 00 0 0 008 0 0,1166.00,15
39583,6792 004 00 0 0 010 0 0,863,15
39584,6792 004 00 0 0 010 0 0,1036,15
39585,6792 004 00 0 0 010 0 0,1140,15
39586,6792 004 00 0 0 010 0 0,0,0
39587,6792 004 00 0 0 010 0 0,733.55,0
39588,6792 004 00 0 0 010 0 0,1469,15
39589,6792 004 00 0 0 010 0 0,1140.00,15
39590,6792 004 00 0 0 010 0 0,1469.00,15
39591,6792 004 00 0 0 012 0 0,1008,15
39592,6792 004 00 0 0 012 0 0,1210,15
39593,6792 004 00 0 0 012 0 0,1331,15
39594,6792 004 00 0 0 012 0 0,0,0
39595,6792 004 00 0 0 012 0 0,856.80,0
39596,6792 004 00 0 0 012 0 0,1715,15
39597,6792 004 00 0 0 016 0 0,1538,15
39598,6792 004 00 0 0 016 0 0,1530,15
39599,6792 004 00 0 0 016 0 0,1692,15
39600,6792 004 00 0 0 020 0 0,2471,15
39601,6792 004 00 0 0 025 0 0,0,0.00
39602,6792 004 00 0 0 025 0 0,1200,0
39603,6792 004 00 0 0 025 0 0,3626,15
39604,6792 005 00 0 0 006 0 0,975,25
39605,6792 005 00 0 0 006 0 0,796,15
39606,6792 005 00 0 0 006 0 0,506,0
39607,6792 005 00 0 0 006 0 0,496,15
39608,6792 005 00 0 0 006 0 0,640,0
39609,6792 005 00 0 0 008 0 0,526,0
39610,6792 005 00 0 0 008 0 0,526,15
39611,6792 005 00 0 0 008 0 0,675,0
39612,6792 005 00 0 0 008 0 0,447.10,0
39613,6792 005 00 0 0 008 0 0,650.00,0
39614,6792 005 00 0 0 010 0 0,554,0
39615,6792 005 00 0 0 010 0 0,544,15
39616,6792 005 00 0 0 010 0 0,698,0
39617,6792 005 00 0 0 012 0 0,625,15
39618,6792 005 00 0 0 012 0 0,830,0
39619,6792 005 00 0 0 014 0 0,830,15
39620,6792 005 00 0 0 018 0 0,0,0
39621,6792 005 00 0 0 018 0 0,960,25
39622,6792 005 00 0 0 020 0 0,1380,0
39623,6792 005 00 0 0 025 0 0,2560,0
39624,6792 006 08 0 0 100 0 0,100.00,0
39625,6792 006 08 0 0 100 0 0,110,0
39626,6792 006 10 0 0 100 0 0,200,0
39627,6792 006 10 0 0 100 0 0,0,0
39628,6792 006 12 0 0 150 0 0,1500,0
39629,6792 006 12 0 0 150 0 0,275,0
39630,6792 006 12 0 0 150 0 0,0,0
39631,6792 006 20 0 0 250 0 0,400,0
39632,6792 008 01 0 0 001 0 0,120,0
39633,6792 008 01 0 0 001 0 0,235,0
39634,6792 008 01 0 0 002 0 0,140,0
39635,6792 008 01 0 0 002 0 0,35,0
39636,6792 008 01 0 0 002 0 0,35.00,0
39637,6792 008 01 0 0 002 0 0,135,0
39638,6792 008 01 0 0 002 0 0,45,0
39639,6792 008 01 0 0 002 0 0,40.00,0
39640,6792 008 01 0 0 002 0 0,0,0
39641,6792 008 01 0 0 002 0 0,30,0
39642,6792 008 01 0 0 002 0 0,250,0
39643,6792 008 01 0 0 002 0 0,250,10
39644,6792 008 01 0 0 002 0 0,225,0
39645,6792 008 01 0 0 002 0 0,210,0
39646,6792 008 01 0 0 002 0 0,30.00,0
39647,6792 008 01 0 0 002 0 0,250.00,0
39648,6792 008 01 0 0 002 0 0,140.00,0
39649,6792 008 01 0 0 002 0 0,40,0
39650,6792 008 01 0 0 002 0 0,120,0
39651,6792 008 01 0 0 002 0 0,390.00,0
39652,6792 008 01 0 0 002 0 0,120.00,0
39653,6792 008 02 0 0 001 0 0,120,0
39654,6792 008 02 0 0 001 0 0,60,0
39655,6792 008 02 0 0 001 0 0,60.00,0
39656,6792 008 02 0 0 001 0 0,65,0
39657,6792 008 02 0 0 001 0 0,140,0
39658,6792 008 02 0 0 001 0 0,55,0
39659,6792 008 02 0 0 001 0 0,140.00,0
39660,6792 008 02 0 0 001 0 0,70,0
39661,6792 008 02 0 0 001 0 0,70.00,0
39662,6792 008 02 0 0 001 0 0,67,0
39663,6792 008 02 0 0 001 0 0,0,0
39664,6792 008 02 0 0 001 0 0,120,10
39665,6792 008 02 0 0 001 0 0,220,0
39666,6792 008 02 0 0 001 0 0,55.00,0
39667,6792 008 02 0 0 001 0 0,350.00,0
39668,6792 008 02 0 0 002 0 0,0,0.00
39669,6792 008 02 0 0 002 0 0,200,0
39670,6792 008 02 0 0 002 0 0,35,0
39671,6792 008 02 0 0 002 0 0,32,0
39672,6792 008 02 0 0 002 0 0,0,0
39673,6792 008 02 0 0 002 0 0,180,10
39674,6792 008 02 0 0 002 0 0,162,0
39675,6792 008 02 0 0 002 0 0,210,0
39676,6792 008 02 0 0 002 0 0,32.00,0
39677,6792 008 02 0 0 002 0 0,250,0
39678,6792 008 02 0 0 002 0 0,120.00,0
39679,6792 008 02 0 0 003 0 0,250.00,0
39680,6792 008 03 0 0 001 0 0,130,0
39681,6792 008 03 0 0 001 0 0,20,0
39682,6792 008 03 0 0 001 0 0,20.00,0
39683,6792 008 03 0 0 001 0 0,30.00,0
39684,6792 009 00 0 0 003 0 0,437,15
39685,6792 009 00 0 0 006 0 0,487,15
39686,6792 009 00 0 0 006 0 0,487,0
39687,6792 010 00 0 0 001 0 0,0,0
39688,6792 010 00 0 0 004 0 0,442,15
39689,6792 010 00 0 0 004 0 0,416,15
39690,6792 010 00 0 0 004 0 0,437,0
39691,6792 010 00 0 0 004 0 0,353.60,0
39692,6792 010 00 0 0 004 0 0,519,15
39693,6792 010 00 0 0 005 0 0,396,30
39694,6792 010 00 0 0 005 0 0,396,15
39695,6792 010 00 0 0 005 0 0,312,0
39696,6792 010 00 0 0 005 0 0,416,15
39697,6792 010 00 0 0 005 0 0,437,0
39698,6792 010 00 0 0 005 0 0,437,15
39699,6792 010 00 0 0 005 0 0,277.20,0
39700,6792 010 00 0 0 005 0 0,519,15
39701,6792 010 00 0 0 006 0 0,442,30
39702,6792 010 00 0 0 006 0 0,442,15
39703,6792 010 00 0 0 006 0 0,348,0
39704,6792 010 00 0 0 006 0 0,464,15
39705,6792 010 00 0 0 006 0 0,487,0
39706,6792 010 00 0 0 006 0 0,309.40,0
39707,6792 010 00 0 0 006 0 0,579,15
39708,6792 010 00 0 0 007 0 0,515,15
39709,6792 010 00 0 0 007 0 0,523,15
39710,6792 010 00 0 0 007 0 0,549,0
39711,6792 010 00 0 0 007 0 0,549,15
39712,6792 010 00 0 0 007 0 0,437.75,0
39713,6792 010 00 0 0 007 0 0,652.00,15
39714,6792 010 00 0 0 008 0 0,498,30
39715,6792 010 00 0 0 008 0 0,515,15
39716,6792 010 00 0 0 008 0 0,498,15
39717,6792 010 00 0 0 008 0 0,523,15
39718,6792 010 00 0 0 008 0 0,549,25
39719,6792 010 00 0 0 008 0 0,549,0
39720,6792 010 00 0 0 008 0 0,549,15
39721,6792 010 00 0 0 008 0 0,348.60,0
39722,6792 010 00 0 0 008 0 0,652,15
39723,6792 010 00 0 0 009 0 0,455.00,0
39724,6792 010 00 0 0 009 0 0,652.00,15
39725,6792 010 00 0 0 010 0 0,498,30
39726,6792 010 00 0 0 010 0 0,498,15
39727,6792 010 00 0 0 010 0 0,596,15
39728,6792 010 00 0 0 010 0 0,415,0
39729,6792 010 00 0 0 010 0 0,523,15
39730,6792 010 00 0 0 010 0 0,549,25
39731,6792 010 00 0 0 010 0 0,549,15
39732,6792 010 00 0 0 010 0 0,549,0
39733,6792 010 00 0 0 010 0 0,348.60,0
39734,6792 010 00 0 0 010 0 0,652,15
39735,6792 010 00 0 0 011 0 0,523,15
39736,6792 010 00 0 0 011 0 0,580,15
39737,6792 010 00 0 0 011 0 0,444.55,0
39738,6792 010 00 0 0 011 0 0,652.00,15
39739,6792 010 00 0 0 012 0 0,515,30
39740,6792 010 00 0 0 012 0 0,655,15
39741,6792 010 00 0 0 012 0 0,515,15
39742,6792 010 00 0 0 012 0 0,541,15
39743,6792 010 00 0 0 012 0 0,568,25
39744,6792 010 00 0 0 012 0 0,568,15
39745,6792 010 00 0 0 012 0 0,0,0
39746,6792 010 00 0 0 012 0 0,650,0
39747,6792 010 00 0 0 012 0 0,568,0
39748,6792 010 00 0 0 012 0 0,360.50,0
39749,6792 010 00 0 0 012 0 0,674,15
39750,6792 010 00 0 0 013 0 0,582,15
39751,6792 010 00 0 0 013 0 0,611,15
39752,6792 010 00 0 0 013 0 0,642,25
39753,6792 010 00 0 0 013 0 0,642,15
39754,6792 010 00 0 0 013 0 0,481.50,0
39755,6792 010 00 0 0 013 0 0,762,15
39756,6792 010 00 0 0 014 0 0,637,0
39757,6792 010 00 0 0 014 0 0,669,15
39758,6792 010 00 0 0 014 0 0,502,0
39759,6792 010 00 0 0 014 0 0,702,15
39760,6792 010 00 0 0 014 0 0,702,0
39761,6792 010 00 0 0 014 1 0,505.00,0
39762,6792 010 00 0 0 014 1 0,834,15
39763,6792 010 00 0 0 015 0 0,510.00,0
39764,6792 010 00 0 0 015 0 0,975.00,15
39765,6792 010 00 0 0 015 0 0,975,15
39766,6792 010 00 0 0 016 0 0,744,30
39767,6792 010 00 0 0 016 0 0,781,15
39768,6792 010 00 0 0 016 0 0,586,0
39769,6792 010 00 0 0 016 0 0,0,0
39770,6792 010 00 0 0 016 0 0,781,0
39771,6792 010 00 0 0 016 0 0,520.80,0
39772,6792 010 00 0 0 016 0 0,975,15
39773,6792 010 00 0 0 018 0 0,905,30
39774,6792 010 00 0 0 018 0 0,950,15
39775,6792 010 00 0 0 018 0 0,712,0
39776,6792 010 00 0 0 018 0 0,0,0
39777,6792 010 00 0 0 018 0 0,633.50,0
39778,6792 010 00 0 0 018 0 0,1186,15
39779,6792 010 01 0 0 020 0 0,1307,30
39780,6792 010 01 0 0 020 0 0,0,0
39781,6792 010 01 0 0 020 0 0,1052,15
39782,6792 010 01 0 0 020 0 0,400,0
39783,6792 010 01 0 0 020 0 0,400.00,0
39784,6792 010 01 0 0 020 0 0,1312,15
39785,6792 010 01 0 0 022 0 0,1481,30
39786,6792 010 01 0 0 022 0 0,1254,15
39787,6792 010 01 0 0 022 0 0,1036.70,0
39788,6792 010 01 0 0 022 0 0,1489,15
39789,6792 010 01 0 0 028 0 0,2453,30
39790,6792 010 01 0 0 028 0 0,2912,15
39791,6792 010 02 0 0 125 0 0,7500,0
39792,6792 011 01 0 0 032 0 0,736.00,0
39793,6792 011 01 0 0 050 0 0,1000,0
39794,6792 011 02 0 0 032 0 0,650,0
39795,6792 011 02 0 0 160 0 0,5600,0
39796,6792 011 03 0 0 001 0 0,650.00,20
39797,6792 013 00 0 0 001 0 0,850,0
39798,6792 013 00 0 0 001 0 0,125,0
39799,6792 013 00 0 0 001 0 0,125.00,0
39800,6792 013 00 0 0 001 0 0,1549,15
39801,6792 015 00 0 0 003 0 0,639,25
39802,6792 015 00 0 0 003 0 0,717,25
39803,6792 015 00 0 0 003 0 0,717,15
39804,6792 015 00 0 0 003 0 0,479.25,0
39805,6792 015 00 0 0 003 0 0,882.00,25
39806,6792 015 00 0 0 004 0 0,190,0.00
39807,6792 015 00 0 0 004 0 0,582,25
39808,6792 015 00 0 0 004 0 0,582,0
39809,6792 015 00 0 0 004 0 0,639,25
39810,6792 015 00 0 0 004 0 0,639,10
39811,6792 015 00 0 0 004 0 0,717,25
39812,6792 015 00 0 0 004 0 0,717,0
39813,6792 015 00 0 0 004 0 0,0,0
39814,6792 015 00 0 0 004 0 0,639,15
39815,6792 015 00 0 0 004 0 0,804,25
39816,6792 015 00 0 0 004 0 0,622,25
39817,6792 015 00 0 0 004 0 0,190.00,0
39818,6792 015 00 0 0 004 0 0,882,25
39819,6792 015 00 0 0 004 0 0,882.00,25
39820,6792 015 00 0 0 005 0 0,684,25
39821,6792 015 00 0 0 005 0 0,513,0
39822,6792 015 00 0 0 005 0 0,155,0
39823,6792 015 00 0 0 005 0 0,765,25
39824,6792 015 00 0 0 005 0 0,765,0
39825,6792 015 00 0 0 005 0 0,0,0
39826,6792 015 00 0 0 005 0 0,858,25
39827,6792 015 00 0 0 005 0 0,155.00,0
39828,6792 015 00 0 0 005 0 0,945,25
39829,6792 015 00 0 0 005 0 0,945.00,25
39830,6792 015 00 0 0 006 0 0,621,25
39831,6792 015 00 0 0 006 0 0,684,25
39832,6792 015 00 0 0 006 0 0,513,0
39833,6792 015 00 0 0 006 0 0,465.75,0
39834,6792 015 00 0 0 006 0 0,765,25
39835,6792 015 00 0 0 006 0 0,765,0
39836,6792 015 00 0 0 006 0 0,0,0
39837,6792 015 00 0 0 006 0 0,858,25
39838,6792 015 00 0 0 006 0 0,858,15
39839,6792 015 00 0 0 006 0 0,945,25
39840,6792 015 00 0 0 006 0 0,945.00,25
39841,6792 015 00 0 0 006 0 0,945.00,0
39842,6792 015 00 0 0 008 0 0,822,25
39843,6792 015 00 0 0 008 0 0,616.5,0
39844,6792 015 00 0 0 008 0 0,178,0
39845,6792 015 00 0 0 008 0 0,921,25
39846,6792 015 00 0 0 008 0 0,921,0
39847,6792 015 00 0 0 008 0 0,0,0
39848,6792 015 00 0 0 008 0 0,1032,25
39849,6792 015 00 0 0 008 0 0,840,25
39850,6792 015 00 0 0 008 0 0,178.00,0
39851,6792 015 00 0 0 008 0 0,1137,25
39852,6792 015 00 0 0 008 0 0,1137.00,25
39853,6792 015 00 0 0 010 0 0,996,25
39854,6792 015 00 0 0 010 0 0,747,0
39855,6792 015 00 0 0 010 0 0,1116,25
39856,6792 015 00 0 0 010 0 0,1116,0
39857,6792 015 00 0 0 010 0 0,0,0
39858,6792 015 00 0 0 010 0 0,747.00,0
39859,6792 015 00 0 0 010 0 0,1374,25
39860,6792 015 00 0 0 010 0 0,1374.00,25
39861,6792 015 00 0 0 012 0 0,1548,25
39862,6792 015 00 0 0 012 0 0,1161,0
39863,6792 015 00 0 0 012 0 0,1734,25
39864,6792 015 00 0 0 012 0 0,0,0
39865,6792 015 00 0 0 012 0 0,1424,25
39866,6792 015 00 0 0 012 0 0,1734.00,25
39867,6792 015 00 0 0 012 0 0,1068.00,0
39868,6792 015 00 0 0 012 0 0,2884,0
39869,6792 015 00 0 0 012 0 0,2136,25
39870,6792 015 00 0 0 012 0 0,2136.00,25
39871,6792 015 00 0 0 014 0 0,1450,25
39872,6792 015 00 0 0 016 0 0,1690,0
39873,6792 015 00 0 0 016 0 0,1690,25
39874,6792 015 00 0 0 016 0 0,2526,0
39875,6792 015 00 0 0 017 0 0,2560,25
39876,6792 015 00 0 0 020 0 0,0,0
39877,6792 015 00 0 0 020 0 0,3240,25
39878,6792 015 00 0 0 020 0 0,2430.00,0
39879,6792 015 00 0 0 024 0 0,4947,25
39880,6792 015 00 0 0 024 0 0,5541,25
39881,6792 016 00 0 0 002 0 0,1044,25
39882,6792 016 00 0 0 003 0 0,0,0.00
39883,6792 016 00 0 0 003 0 0,582,25
39884,6792 016 00 0 0 003 0 0,639,25
39885,6792 016 00 0 0 003 0 0,717,25
39886,6792 016 00 0 0 004 0 0,0,0.00
39887,6792 016 00 0 0 004 0 0,621,25
39888,6792 016 00 0 0 004 0 0,729,20
39889,6792 016 00 0 0 004 0 0,582,25
39890,6792 016 00 0 0 004 0 0,639,25
39891,6792 016 00 0 0 004 0 0,587,15
39892,6792 016 00 0 0 004 0 0,627,25
39893,6792 016 00 0 0 004 0 0,717,25
39894,6792 016 00 0 0 004 0 0,750,25
39895,6792 016 00 0 0 005 0 0,0,0.00
39896,6792 016 00 0 0 005 0 0,621,25
39897,6792 016 00 0 0 005 0 0,684,25
39898,6792 016 00 0 0 005 0 0,765,25
39899,6792 016 00 0 0 005 0 0,639,25
39900,6792 016 00 0 0 006 0 0,0,0.00
39901,6792 016 00 0 0 006 0 0,621,25
39902,6792 016 00 0 0 006 0 0,553,15
39903,6792 016 00 0 0 006 0 0,684,25
39904,6792 016 00 0 0 006 0 0,666,25
39905,6792 016 00 0 0 006 0 0,765,25
39906,6792 016 00 0 0 006 0 0,380,15
39907,6792 016 00 0 0 006 0 0,884,25
39908,6792 016 00 0 0 006 0 0,882.00,25
39909,6792 016 00 0 0 006 0 0,945.00,25
39910,6792 016 00 0 0 008 0 0,0,0.00
39911,6792 016 00 0 0 008 0 0,714,25
39912,6792 016 00 0 0 008 0 0,822,25
39913,6792 016 00 0 0 008 0 0,461,15
39914,6792 016 00 0 0 008 0 0,822,0
39915,6792 016 00 0 0 010 0 0,0,0.00
39916,6792 016 00 0 0 010 0 0,867,25
39917,6792 016 00 0 0 010 0 0,996,25
39918,6792 016 00 0 0 010 0 0,1134,25
39919,6792 016 00 0 0 010 0 0,577,15
39920,6792 016 00 0 0 010 0 0,490.45,0
39921,6792 016 00 0 0 010 0 0,1374,25
39922,6792 016 00 0 0 010 1 0,747,0
39923,6792 016 00 0 0 010 1 0,1530,25
39924,6792 016 00 0 0 012 0 0,0,0.00
39925,6792 016 00 0 0 012 0 0,1347,25
39926,6792 016 00 0 0 012 0 0,1548,25
39927,6792 016 00 0 0 012 0 0,816,15
39928,6792 016 00 0 0 014 0 0,2532,25
39929,6792 016 00 0 0 016 0 0,2256,25
39930,6792 016 00 0 0 016 1 0,2256,25
39931,6792 016 00 0 0 018 0 0,2826,25
39932,6792 016 00 0 0 018 0 0,4056,25
39933,6792 016 00 0 0 018 1 0,4056,25
39934,6792 016 00 0 0 020 0 0,3606,25
39935,6792 016 00 0 0 020 0 0,3645,25
39936,6792 016 00 0 0 024 0 0,2870,15
39937,6792 016 00 0 0 040 0 1,639,20
39938,6792 016 00 0 0 040 0 1,639,25
39939,6792 016 00 0 0 040 0 1,717,0
39940,6792 016 00 0 0 040 0 2,639,20
39941,6792 017 00 0 0 012 0 0,2364,25
39942,6792 017 00 0 0 014 0 0,630,25
39943,6792 017 00 0 0 014 0 0,1114,25
39944,6792 017 00 0 0 018 0 0,732,25
39945,6792 017 00 0 0 034 0 0,650,0
39946,6792 017 00 0 0 034 0 0,7605,25
39947,6792 017 00 0 0 038 0 0,1638,25
39948,6792 018 00 0 0 005 0 0,623,15
39949,6792 018 00 0 0 006 0 0,603,30
39950,6792 018 00 0 0 006 0 0,543,0
39951,6792 018 00 0 0 006 0 0,724,25
39952,6792 018 00 0 0 006 0 0,724,15
39953,6792 018 00 0 0 008 0 0,686,30
39954,6792 018 00 0 0 008 0 0,617,0
39955,6792 018 00 0 0 008 0 0,823,15
39956,6792 018 00 0 0 008 0 0,823,25
39957,6792 018 00 0 0 010 0 0,863,30
39958,6792 018 00 0 0 010 0 0,863,25
39959,6792 018 00 0 0 012 0 0,1008,30
39960,6792 018 00 0 0 012 0 0,1008,0
39961,6792 018 00 0 0 012 0 0,1008.00,0
39962,6792 018 00 0 0 012 0 0,1715,15
39963,6792 018 00 0 0 014 0 0,1213,30
39964,6792 018 00 0 0 014 0 0,1146,0
39965,6792 018 00 0 0 014 0 0,1213,0
39966,6792 018 00 0 0 014 0 0,1213.00,0
39967,6792 018 00 0 0 014 0 0,2165,15
39968,6792 018 00 0 0 016 0 0,1882,30
39969,6792 018 00 0 0 016 0 0,1538,15
39970,6792 018 00 0 0 016 0 0,1538,25
