Id,PODId,GQNId,GSNId,ItemId,DebitType,DebitValue,PFAmt,ExStBasicInPer,ExStEducessInPer,ExStShecessInPer,ExStBasic,ExStEducess,ExStShecess,CustomDuty,VAT,CST,Freight,TarrifNo,BCDOpt,BCD,BCDValue,ValueForCVD,ValueForEdCessCD,EdCessOnCDOpt,EdCessOnCD,EdCessOnCDValue,SHEDCessOpt,SHEDCess,SHEDCessValue,TotDuty,TotDutyEDSHED,Insurance,ValueWithDuty,MId
33563,45196,33804,0,61580,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8396
33564,45198,33805,0,61295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8397
33565,45197,0,4069,61581,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8398
33566,45175,0,4071,61793,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8399
33567,45451,33823,0,9288,0,0.0,0.0,9.0,0.0,0.0,15.75,0.0,0.0,0.0,17.17,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8400
33568,45448,33820,0,61887,0,0.0,0.0,9.0,0.0,0.0,121.5,0.0,0.0,0.0,132.44,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8401
33569,45449,33821,0,61889,0,0.0,0.0,9.0,0.0,0.0,49.5,0.0,0.0,0.0,53.96,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8401
33570,45450,33822,0,61888,0,0.0,0.0,9.0,0.0,0.0,40.5,0.0,0.0,0.0,44.14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8401
33571,45447,33819,0,61901,0,0.0,0.0,9.0,0.0,0.0,72.0,0.0,0.0,0.0,78.48,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8402
33572,45304,33817,0,58812,0,0.0,0.0,9.0,0.0,0.0,100.8,0.0,0.0,0.0,109.87,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8403
33573,45305,33818,0,58811,0,0.0,0.0,9.0,0.0,0.0,121.5,0.0,0.0,0.0,132.44,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8403
33574,45303,33825,0,4332,0,0.0,0.0,9.0,0.0,0.0,1889.87,0.0,0.0,0.0,2048.08,0.0,132.0,7216,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8404
33575,45199,34037,0,9664,0,0.0,0.0,9.0,0.0,0.0,310.5,0.0,0.0,0.0,338.44,0.0,0.0,8414,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33576,45200,34038,0,9650,0,0.0,0.0,9.0,0.0,0.0,46.8,0.0,0.0,0.0,51.01,0.0,0.0,8421,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33577,45201,34039,0,9712,0,0.0,0.0,9.0,0.0,0.0,45.0,0.0,0.0,0.0,49.05,0.0,0.0,3926,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33578,45202,34040,0,8197,0,0.0,0.0,9.0,0.0,0.0,13.5,0.0,0.0,0.0,14.72,0.0,0.0,8538,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33579,45203,34041,0,9846,0,0.0,0.0,6.0,0.0,0.0,132.0,0.0,0.0,0.0,139.92,0.0,0.0,9405,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33580,45204,34042,0,61752,0,0.0,0.0,9.0,0.0,0.0,374.4,0.0,0.0,0.0,408.1,0.0,0.0,3917,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33581,45205,34043,0,61753,0,0.0,0.0,9.0,0.0,0.0,468.0,0.0,0.0,0.0,510.12,0.0,0.0,3917,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33582,45206,34044,0,59349,0,0.0,0.0,9.0,0.0,0.0,468.0,0.0,0.0,0.0,510.12,0.0,0.0,3917,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33583,45207,34045,0,9689,0,0.0,0.0,9.0,0.0,0.0,129.6,0.0,0.0,0.0,141.26,0.0,0.0,8536,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33584,45208,34046,0,5523,0,0.0,0.0,9.0,0.0,0.0,83.81,0.0,0.0,0.0,91.35,0.0,0.0,73181500,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8405
33585,45040,34047,0,60462,0,0.0,0.0,9.0,0.0,0.0,612.0,0.0,0.0,0.0,667.08,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8406
33586,45395,34188,0,61919,0,0.0,0.0,9.0,0.0,0.0,54.0,0.0,0.0,0.0,58.86,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8407
33587,45396,34189,0,61921,0,0.0,0.0,9.0,0.0,0.0,64.8,0.0,0.0,0.0,70.63,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8407
33588,44380,33824,0,57180,0,0.0,0.0,9.0,0.0,0.0,270.0,0.0,0.0,0.0,294.3,0.0,0.0,998717,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8408
33589,44269,34082,0,60971,0,0.0,1655.81,28.0,0.0,0.0,23644.94,0.0,0.0,0.0,0.0,0.0,0.0,84834000,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8409
33590,44944,33816,0,6574,0,0.0,0.0,9.0,0.0,0.0,200.07,0.0,0.0,0.0,218.08,0.0,0.0,73181500,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8410
33591,44459,33434,0,60577,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33592,44460,33364,0,60578,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33593,44461,33435,0,60763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33594,44462,33693,0,60770,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33595,44463,33436,0,60741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33596,44464,33694,0,60748,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33597,44465,33437,0,60755,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33598,44466,33438,0,60804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33599,44467,33366,0,60718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33600,44468,33365,0,60719,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8411
33601,44481,33356,0,60879,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8412
33602,44482,33368,0,60883,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8412
33603,44483,33357,0,60884,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8412
33604,44484,34084,0,60729,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8412
33605,45322,34035,0,59349,0,0.0,0.0,9.0,0.0,0.0,451.35,0.0,0.0,0.0,491.97,0.0,0.0,39173100,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8413
33606,45323,34036,0,61753,0,0.0,0.0,9.0,0.0,0.0,451.35,0.0,0.0,0.0,491.97,0.0,0.0,39173100,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8413
33607,45324,34349,0,6991,0,0.0,0.0,9.0,0.0,0.0,81.09,0.0,0.0,0.0,88.39,0.0,0.0,7318,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8413
33608,45375,34346,0,1166,0,0.0,0.0,9.0,0.0,0.0,552.83,0.0,0.0,0.0,602.58,0.0,0.0,8207,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8413
33609,45376,34347,0,877,0,0.0,0.0,9.0,0.0,0.0,16.92,0.0,0.0,0.0,18.44,0.0,0.0,8207,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8413
33610,45377,34348,0,1168,0,0.0,0.0,9.0,0.0,0.0,55.28,0.0,0.0,0.0,60.26,0.0,0.0,8207,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8413
33611,44562,34345,0,2253,0,0.0,0.0,9.0,0.0,0.0,94.5,0.0,0.0,0.0,103.0,0.0,0.0,6805,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8414
33612,44446,33358,0,60554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33613,44448,33359,0,60558,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33614,44452,33360,0,60563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33615,44454,33361,0,60566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33616,44456,33362,0,60570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33617,44458,33363,0,60574,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33618,44445,33426,0,60553,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33619,44447,33427,0,60557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33620,44449,33428,0,60536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33621,44450,33429,0,60529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33622,44453,33431,0,60565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33623,44455,33432,0,60569,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33624,44451,33430,0,60562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33625,44457,33433,0,60573,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8415
33626,44470,33352,0,60723,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33627,44472,33353,0,60844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33628,44477,33354,0,60869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33629,44480,33355,0,60873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33630,44479,33367,0,60878,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33631,44469,33439,0,60722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33632,44471,33440,0,60843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33633,44476,33441,0,60868,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33634,44478,33442,0,60872,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33635,44473,33695,0,60810,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33636,44474,33696,0,60817,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33637,44475,33697,0,60862,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8416
33638,45531,0,4091,61978,0,0.0,0.0,9.0,0.0,0.0,16.2,0.0,0.0,0.0,17.66,0.0,0.0,998860,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8417
33639,45532,0,4092,61979,0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,9.81,0.0,0.0,998860,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8417
33640,45407,34241,0,61083,0,0.0,0.0,9.0,0.0,0.0,2571.83,0.0,0.0,0.0,2803.3,0.0,0.0,72,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8418
33641,45301,34338,0,59343,0,0.0,0.0,9.0,0.0,0.0,1161.86,0.0,0.0,0.0,1239.43,0.0,203.97,84123100,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8419
33642,45302,34339,0,61721,0,0.0,0.0,9.0,0.0,0.0,543.23,0.0,0.0,0.0,583.49,0.0,96.03,84123100,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8419
33643,44169,33183,0,60396,0,0.0,0.0,9.0,0.0,0.0,99.0,0.0,0.0,0.0,107.91,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8420
33644,44170,33184,0,60398,0,0.0,0.0,9.0,0.0,0.0,94.5,0.0,0.0,0.0,103.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8420
33645,44171,33185,0,60400,0,0.0,0.0,9.0,0.0,0.0,126.0,0.0,0.0,0.0,137.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8420
33646,44172,33186,0,60402,0,0.0,0.0,9.0,0.0,0.0,126.0,0.0,0.0,0.0,137.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8420
33647,44173,0,4023,58676,0,0.0,0.0,9.0,0.0,0.0,225.0,0.0,0.0,0.0,245.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33648,44231,0,4084,57876,0,0.0,0.0,9.0,0.0,0.0,171.0,0.0,0.0,0.0,186.39,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33649,44232,0,4085,57993,0,0.0,0.0,9.0,0.0,0.0,216.0,0.0,0.0,0.0,235.44,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33650,44233,0,4086,58685,0,0.0,0.0,9.0,0.0,0.0,450.0,0.0,0.0,0.0,490.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33651,44234,0,4087,57886,0,0.0,0.0,9.0,0.0,0.0,63.0,0.0,0.0,0.0,68.67,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33652,44235,0,4088,58516,0,0.0,0.0,9.0,0.0,0.0,225.0,0.0,0.0,0.0,245.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33653,44236,0,4089,57687,0,0.0,0.0,9.0,0.0,0.0,63.0,0.0,0.0,0.0,68.67,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33654,44237,0,4090,57586,0,0.0,0.0,9.0,0.0,0.0,162.0,0.0,0.0,0.0,176.58,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8421
33655,44174,34335,0,55890,0,0.0,0.0,9.0,0.0,0.0,361.44,0.0,0.0,0.0,393.97,0.0,0.0,8482,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8422
33656,44175,34336,0,45443,0,0.0,0.0,9.0,0.0,0.0,352.8,0.0,0.0,0.0,384.55,0.0,0.0,8483,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8422
33657,44176,34337,0,10893,0,0.0,0.0,9.0,0.0,0.0,14.4,0.0,0.0,0.0,15.7,0.0,0.0,7318,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8422
33658,42205,34244,0,57312,0,0.0,0.0,9.0,0.0,0.0,891.0,0.0,0.0,0.0,971.19,0.0,0.0,84314990,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8423
33661,45008,34051,0,61278,0,0.0,0.0,18.0,0.0,0.0,24117.12,0.0,0.0,0.0,0.0,0.0,1345.93,84123100,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8425
33662,45009,34052,0,61279,0,0.0,0.0,18.0,0.0,0.0,23864.71,0.0,0.0,0.0,0.0,0.0,1343.74,84123100,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8425
33663,45010,34053,0,60541,0,0.0,0.0,18.0,0.0,0.0,1958.79,0.0,0.0,0.0,0.0,0.0,110.33,84123100,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8425
33680,45351,34054,0,61623,0,0.0,0.0,9.0,0.0,0.0,37.8,0.0,0.0,0.0,41.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33681,45352,34055,0,61683,0,0.0,0.0,9.0,0.0,0.0,27.0,0.0,0.0,0.0,29.43,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33682,45353,34056,0,61689,0,0.0,0.0,9.0,0.0,0.0,30.6,0.0,0.0,0.0,33.35,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33683,45354,34057,0,61690,0,0.0,0.0,9.0,0.0,0.0,12.6,0.0,0.0,0.0,13.73,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33684,45355,34058,0,61705,0,0.0,0.0,9.0,0.0,0.0,23.4,0.0,0.0,0.0,25.51,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33685,45356,34059,0,61701,0,0.0,0.0,9.0,0.0,0.0,23.4,0.0,0.0,0.0,25.51,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33686,45357,34060,0,61743,0,0.0,0.0,9.0,0.0,0.0,21.6,0.0,0.0,0.0,23.54,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33687,45361,34064,0,61622,0,0.0,0.0,9.0,0.0,0.0,32.4,0.0,0.0,0.0,35.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33688,45362,34065,0,61617,0,0.0,0.0,9.0,0.0,0.0,37.8,0.0,0.0,0.0,41.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33689,45363,34066,0,61616,0,0.0,0.0,9.0,0.0,0.0,32.4,0.0,0.0,0.0,35.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33690,45364,34067,0,61601,0,0.0,0.0,9.0,0.0,0.0,32.4,0.0,0.0,0.0,35.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
33691,45365,34068,0,61561,0,0.0,0.0,9.0,0.0,0.0,43.2,0.0,0.0,0.0,47.09,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8427
