Id,CompId,FinYearId,WONo,ReleaseSysDate,ReleaseSysTime,ReleaseBy
429,1,8,T0034,2020-12-24,10:11:46 AM,sapl0313
430,1,8,P0059,2020-12-24,10:11:51 AM,sapl0313
431,1,8,J0132,2020-12-24,10:11:54 AM,sapl0313
432,1,8,J0133,2020-12-31,4:53:50 PM,sapl0313
433,1,8,N0232,2020-12-31,6:00:19 PM,sapl0313
434,1,8,J0134,2021-01-07,5:21:30 PM,sapl0313
435,1,8,P0060,2021-01-15,6:13:31 PM,sapl0313
436,1,8,P0061,2021-01-15,6:13:32 PM,sapl0313
437,1,8,J0135,2021-01-18,1:29:35 PM,sapl0313
438,1,8,J0136,2021-01-18,2:23:50 PM,sapl0313
439,1,8,P0060,2021-01-21,12:28:52 PM,sapl0290
440,1,8,P0060,2021-01-21,1:00:28 PM,sapl0290
441,1,8,P0061,2021-01-21,1:00:31 PM,sapl0290
442,1,8,P0062,2021-03-16,10:27:47 AM,sapl0290
443,1,8,J0139,2021-03-31,9:53:09 AM,sapl0290
444,1,8,N0237,2021-03-31,3:03:15 PM,SAPL0290
445,1,8,J0141,2021-03-31,1:56:38 PM,sapl0290
446,1,8,J0142,2021-03-31,1:56:41 PM,sapl0290
447,1,8,S0194,2021-05-18,2:47:16 PM,Sapl0002
448,1,8,S0194,2021-05-18,2:50:08 PM,Sapl0002
449,1,9,N0235,2021-06-01,4:01:22 PM,sapl0290
450,1,9,J0144,2021-06-06,8:47:44 AM,sapl0001
451,1,9,J0145,2021-06-06,8:47:55 AM,sapl0001
452,1,9,N0233,2021-06-06,8:48:01 AM,sapl0001
453,1,9,N0236,2021-06-06,11:10:49 AM,sapl0312
454,1,9,N0236,2021-06-10,4:36:51 PM,SAPL0290
455,1,9,N0236,2021-06-10,4:41:34 PM,SAPL0290
456,1,9,S0195,2021-06-27,1:08:00 PM,sapl0001
457,1,9,J0146,2021-06-27,2:40:04 PM,sapl0001
458,1,9,J0138,2021-07-05,11:53:52 AM,sapl0001
459,1,9,P0064,2021-07-23,4:51:51 PM,sapl0001
460,1,9,P0065,2021-07-27,5:33:07 PM,SAPL0312
461,1,9,P0066,2021-07-27,5:33:13 PM,SAPL0312
462,1,9,T0035,2021-08-07,2:53:26 PM,sapl0001
463,1,9,J0147,2021-08-31,3:44:47 PM,sapl0001
464,1,9,T0037,2021-10-05,2:18:20 PM,sapl0001
465,1,9,T0038,2021-10-12,5:29:50 PM,SAPL0290
466,1,9,J0148,2021-10-20,2:24:14 PM,SAPL0290
467,1,9,J0149,2021-10-20,2:24:15 PM,SAPL0290
468,1,9,N0239,2021-11-14,1:53:28 PM,SAPL0290
469,1,9,N0228,2021-11-24,1:01:39 PM,sapl0001
470,1,9,N0238,2021-11-30,4:00:48 PM,sapl0001
471,1,9,N0241,2021-11-30,4:02:57 PM,sapl0001
472,1,9,N0240,2021-11-30,4:12:38 PM,sapl0001
473,1,9,J0151,2021-12-04,5:39:54 PM,SAPL0290
474,1,9,J0150,2021-12-12,1:49:11 PM,sapl0001
475,1,9,J0152,2021-12-12,1:50:53 PM,sapl0001
476,1,9,P0067,2021-12-12,1:52:10 PM,sapl0001
477,1,9,P0068,2021-12-12,1:52:37 PM,sapl0001
478,1,9,P0069,2021-12-12,1:52:51 PM,sapl0001
479,1,9,P0070,2021-12-12,1:53:26 PM,sapl0001
480,1,9,P0071,2021-12-12,1:53:33 PM,sapl0001
481,1,9,P0072,2021-12-12,1:53:42 PM,sapl0001
482,1,9,N0229,2021-12-12,1:53:49 PM,sapl0001
483,1,9,P0073,2021-12-12,1:54:17 PM,sapl0001
484,1,9,S0193,2021-12-12,1:54:57 PM,sapl0001
485,1,9,N0242,2021-12-12,1:55:36 PM,sapl0001
486,1,9,N0243,2021-12-12,1:55:45 PM,sapl0001
487,1,9,S0197,2021-12-12,1:56:05 PM,sapl0001
488,1,9,T0036,2021-12-12,1:56:15 PM,sapl0001
489,1,9,T0039,2021-12-12,1:56:39 PM,sapl0001
490,1,9,J0149,2021-12-18,5:07:57 PM,SAPL0290
491,1,9,S0198,2022-01-25,4:48:21 PM,sapl0001
492,1,9,S0199,2022-01-28,9:53:52 AM,sapl0325
493,1,9,S0200,2022-01-28,10:46:50 AM,sapl0325
494,1,9,S0201,2022-01-28,10:48:31 AM,sapl0325
495,1,9,P0074,2022-02-14,11:50:13 AM,sapl0357
496,1,9,P0075,2022-02-14,11:50:28 AM,sapl0357
497,1,9,A0001,2022-02-28,1:09:31 PM,Sapl0327
498,1,9,T0040,2022-02-28,2:24:18 PM,sapl0325
499,1,9,S0202,2022-03-23,2:13:18 PM,sapl0357
500,1,9,S0203,2022-03-23,2:13:28 PM,sapl0357
501,1,9,S0204,2022-03-23,2:13:33 PM,sapl0357
502,1,9,A0001,2022-03-31,12:19:20 PM,SAPL0001
503,1,9,N0246,2022-03-31,8:44:08 AM,SAPL0001
504,1,10,N0248,2022-05-10,4:37:20 PM,SAPL0001
505,1,10,N0250,2022-05-10,4:37:49 PM,SAPL0001
506,1,10,N0247,2022-06-01,4:40:58 PM,SAPL0001
507,1,10,N0259,2022-06-18,4:57:18 PM,sapl0325
508,1,10,N0244,2022-07-04,3:12:36 PM,SAPL0290
509,1,10,N0247,2022-07-04,3:12:46 PM,SAPL0290
510,1,10,N0247,2022-07-09,10:19:12 AM,sapl0363
511,1,10,N0260,2022-07-14,10:53:21 AM,SAPL0001
512,1,10,N0260,2022-07-20,4:47:32 PM,sapl0363
513,1,10,T0042,2022-07-25,7:36:08 PM,Sapl0324
514,1,10,N0260,2022-07-26,2:42:49 PM,sapl0363
515,1,10,N0260,2022-08-16,2:05:42 PM,sapl0363
516,1,10,T0042,2022-08-16,2:07:11 PM,sapl0363
517,1,10,S0194,2022-08-16,2:43:27 PM,sapl0363
518,1,10,S0206,2022-08-17,5:23:31 PM,SAPL0324
519,1,10,N0260,2022-08-19,11:31:13 AM,SAPL0001
520,1,10,N0264,2022-08-22,2:34:20 PM,sapl0363
521,1,10,N0260,2022-08-22,4:17:54 PM,sapl0363
522,1,10,N0260,2022-08-29,1:05:33 PM,sapl0363
523,1,10,P0080,2022-09-14,11:37:38 AM,sapl0363
524,1,10,N0261,2022-09-14,4:41:25 PM,sapl0363
525,1,10,N0262,2022-09-14,4:43:00 PM,sapl0363
526,1,10,S0208,2022-09-17,5:11:35 PM,SAPL0324
527,1,10,N0282,2022-11-14,5:25:38 PM,SAPL0324
528,1,10,N0279,2023-01-03,4:11:06 PM,SAPL0001
