Id,SysDate,SysTime,CompId,SessionId,FinYearId,PRJCTNO,WONo,GenDate,VendorPlan,VendorDate,AssemlyDate,AssemlyNo
1,2021-03-23,9:41:24 AM,1,Sapl0326,8,7,J0142,23/03/2021,2,12/03/2021,23/03/2021,
