No,DCNo,ItemCode,Description,HSN,Quantity,Rate,Amount,UOM
4478,2839,,PIN,,5,1.0,5.0,NOS
4479,2839,,BUSH,,2,1.0,2.0,NOS
4480,2839,00888-09-11,,,2,1.0,2.0,NOS
4481,2840,00894-09-14,DIA PIN,0,2,1.0,2.0,NOS
4482,2840,00895-03-20,ROUND PIN,,4,1.0,4.0,NOS
4483,2842,,VERNIER 0-1000 YAMAYO MAKE,0,1,1.0,1.0,NOS
4484,2843,,MS PLATE 2MM THIK,0,2,1.0,2.0,NOS
4485,2844,-,BLANKING PALLET,0,1,1.0,1.0,NOS
4487,2845,-,BLANKING PALLET,0,1,1.0,1.0,NOS
4491,2846,,MS FLAT (100) 3 MTR,,6,1.0,6.0,NOS
4492,2846,,MS FLAT (100) 1.5 MTR,,3,1.0,3.0,NOS
4493,2846,,MS FLAT (100) 1 MTR,,1,1.0,1.0,NOS
4494,2847,,ROUND BAR ,0,8,1.0,8.0,NOS
4495,2847,,ROUND BAR,,8,1.0,8.0,NOS
4496,2847,,ROUND BAR,,2,1.0,2.0,NOS
4497,2847,,ROUND BAR,,2,1.0,2.0,NOS
4498,2847,,ROUND BAR,,8,1.0,8.0,NOS
4499,2848,,MS PLATE 1250*2500*5 MM THIK,0,3,1.0,3.0,NOS
4500,2849,,MS PLATE 1250*1250*2MM THIK,0,1,1.0,1.0,NOS
4501,2849,,MS PLATE 1500*3000*2MM THIK,,4,1.0,4.0,NOS
4502,2849,,MS PLATE 1250*2500*3MM THIK,,2,1.0,2.0,NOS
4503,2850,20-E-01,GEAR SHAFT (EN24) HRC 40-45,0,4,1.0,4.0,NOS
4504,2851,,SPD D-13 UPTO PANEL,0,4,1.0,4.0,NOS
4505,2851,,GSM-37 CABINET,,5,1.0,5.0,NOS
4506,2851,,ASD CABINET,,10,1.0,10.0,NOS
4507,2852,,GSM-37,0,15,1.0,15.0,NOS
4508,2853,,BAR,0,12,1.0,12.0,NOS
4509,2854,,BLANKING PALLET,0,1,1.0,1.0,NOS
4510,2855,,PNT 14 CABENET,0,10,1.0,10.0,NOS
4511,2855,,ASD 12 CABINET,,20,1.0,20.0,NOS
